recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5ea0631f1b0f64012fefc637,83.77,0.24,"The story teller was in the Boy Scouts. A group of about 8 or 9 were swimming doing the 50 yard dash. They were near the pier. The story teller was on his third leg when he got cramp. No one noticed, the others just swam on. The scout master didn’t notice and the story teller was going down. A stranger who arrived noticed and him and grabbed him.",21.9,14.08,1.12,11.59,0.79,10.32,5.45,-0.73,-5.19,0.81,1.52,-2.35,3.9,7.8,-1.04,1.82,9.97,1.25,0.76
5a6325d713898300014b2f82,83.9,0.23,"When I was in the Boy Scouts one time we were racing on the pier, doing the 50 yard dash. Lots of boys were running up and down the pier. I started to get cramps and yelled for help but none of the boys believed me, they thought I was trying to trick them into stopping. The Scoutmaster even came over. For no particular reason a random guy stopped to help me.",21.54,12.09,4.16,9.43,-0.16,3.33,5.84,8.66,4.66,-1.43,1.84,-3.55,-4.13,8.15,-0.93,1.22,13.33,0.52,-0.67
5d5db7f7ca179000180b17cc,86.15,0.27,"About being in boy Scouts and doing a 50 yard run along with 8 or 9 people, going up and down, the third time I caught cramps and started calling for help but the fellow runs, didn't believe me, they thought I was faking it and just continued. My Scout master didn't tell me, then another guy jumped over a fence to help me.",23.3,15.62,0.14,-2.54,-0.66,14.98,14.23,8.62,9.83,-3.47,2.11,-1.78,-4.97,5.79,-1.14,0.99,3.09,6.75,-4.74
5fcf9c90465b1c09b44e6588,87.23,0.24,"yeh so i was in the boy scouts and we were by the pier doing the 50 yard dash going up coming back down, going up and back down, and we were doing the 50 yard dash and i fell and was shouting @help@ but they just kept going and no-one was helping and the scoutmaster was just watching and there was another man for no reason. then he jumped over and grabbed me.",23.56,13.22,1.42,10.59,1.92,4.51,-4.83,8.62,-3.43,-0.71,2.29,-2.1,-2.87,10.01,2.02,-1.17,16.51,6.31,1.36
5e5843f3677ae4053b1a0169,88.7,0.27,"yeh, we were in the boy scouts doing races, up and down the pier, 8 or 9 of us racing, we were running and I got cramp and I was slowing down but the other boys didn't believe me they kept going. The scoutmaster was there but didn't notice either that I was going down. So I went down and then this other guy who was there grabbed me.",27.03,5.74,2.83,9.33,-0.37,12.6,3.81,0.79,6.3,1.76,1.19,-2.91,1.5,9.97,-1.51,3.34,5.35,0.83,1.12
5f4c40e6e83b1e856330ec82,89.0,0.25,"Yeh, I was in the boy scouts and we were doing dash race. We were doing a 50 yard dash and I caught cramps and started yelling ""help"". No one helped because they though I was trying to catch up because I was going slow. The ScoutsMaster was there but he paid me no attention and for some reason there was another guy who came out of no where and grabbed me.",27.86,13.02,1.75,-6.86,-0.3,-3.46,8.34,10.76,-2.35,11.2,0.48,-1.48,-3.09,7.27,0.26,6.81,16.54,1.08,1.17
5da5d4ea6f5d4400138def3f,89.45,0.22,"yeh, so i was in the boy-scouts we was doing a 50yard race, it was up the pier, going along and back and along and back. i was going there and got cramp i yelled 'help' but no one stopped. they though i was getting them to slow down so i could catch up and that. The scout master was watching me but wasnt paying attention he didnt help me then this guy who was someone appeared and jumped down and grabbed me up.",26.35,14.13,0.92,9.39,-2.98,-1.39,6.24,8.93,-0.55,3.56,1.28,-3.54,-2.11,9.53,3.96,3.73,7.09,4.17,0.74
6414bb5268067523aa656cf6,90.02,0.33,They were in the Boy Scouts and doing a 50 yard dash at the pier. There were 8/9 of them and they were running up and down the pier. One of them got cramp but no one believed them and the Scoutmaster just watched. Then there was another man who came over and grabbed them.,21.54,13.0,1.72,12.8,-0.2,13.16,1.3,3.36,3.45,-1.21,0.61,-1.64,-1.1,8.49,1.95,0.46,9.21,1.99,1.13
5aa18536dbdb470001ef2cf1,91.57,0.24,"Yeh, so I was in the boy scouts and we was doing the 50 yard dash. We was doing the 50 yard dash and two or three times in and I got the cramps. I started yelling for help but nobody believed me because they thought I was trying to catch up because I was slowing down. The scoutmaster was there and he paid me no attention. Then suddenly a man came up at that time and he grabbed me.",28.58,18.86,1.66,-7.14,1.68,-5.38,8.01,8.53,4.19,13.25,-1.28,-1.97,-3.34,9.5,0.08,7.29,7.3,0.81,0.94
628e3b1df14fee48e3b118b8,95.19,0.51,"yeh i was in the Boy Scouts at the time and we was doing the 50-yard dash, racing, but we was at the pier, marked off and so we The person in the boy scouts was probably being harassed.",30.89,21.55,7.48,38.57,5.5,-3.89,-4.47,2.38,-1.39,-1.64,0.45,-0.95,0.33,-0.05,-0.26,-0.46,2.02,-0.17,-0.7
5d95fc8c7f79070017f92e93,97.25,0.24,"yeh so we was at the Boy Scouts, doing the 50-yard dash, and so we went to do the 50-yard dash and we started going down, coming up and going down again the third time, I had a cramp and started yelling ""Help!"" but no one came, they thought I was going down and trying to catch up, even the Scoutsmaster was there and he gave me no attention, but then some guy just walked in, he jumped over and grabbed me!",20.3,19.7,0.76,-5.17,1.76,0.68,10.74,14.41,-1.69,7.42,0.08,-2.25,-3.03,9.24,0.64,6.07,10.06,6.49,1.04
60fd25fde23a5230697fcead,98.15,0.26,"You know, I was in the boyscouts and we was doing the 50-yard dash, you know, but we was at the pier doing the 50-yard dash. We was running up and down and then I started yelling “CRAMP” but no one believed me, they thought I was lying because I was far behind. The scoutmaster was up high but he didn’t pay me no attention. And then out of nowhere someone joins and jumps me.",26.84,19.73,0.44,19.5,1.53,-0.53,1.11,6.14,2.86,2.3,-1.05,-1.83,-3.08,11.18,-0.83,6.65,7.55,1.59,-1.95
6102e4f5caf1aed4d071c696,106.27,0.18,"Yeah I was in the boy scouts and we were racing, we were running the 50 yard dash, yeah running up and down and back up a hill and we was on a pier and it was marked off and yeah we was running the 50 yard dash and i ran up and down and third time coming back up i caught a cramp and i was going down, yeah i was going down and the other boy scouts thought i was faking and trying to catch up but i was really cramping and the boy scout leader was at the top of the hill watching and he didnt do a thing, yeah he did not do anything and another man had jumped the fence and he came up.",29.41,15.92,3.95,20.21,3.57,-3.93,13.39,-0.2,1.9,6.97,-0.41,-1.18,1.64,8.04,1.59,-1.09,5.4,5.66,-4.57
60b1e7e6954431450a63e847,106.72,0.31,"Yeh, I was in the boy scouts, we did the 50-yard dash, we were going up and down and up doing the 50-yard dash, i caught cramps and yelled help but they didnt believe me cause i was slow or behind, the scout master was there but he didnt pay me any attention either. But a man who was there for no reason had just walked up and jumped in to get me.",27.96,17.51,-1.03,-1.97,1.66,1.68,11.71,9.91,4.42,2.77,-0.25,-2.75,-1.73,7.34,-0.13,9.53,17.51,2.97,-0.39
5afde9de3eb22c00019bb6e3,111.9,0.34,"I was doing the 50 yard dash it was the scouts and we were doing it by the pier, it was marked, and we was going up and down and all of a sudden I caught cramps and I called for help but the guys didn't believe me and the Scoutmaster he was up at the top then there was this guy who had just walked up and he reached and grabbed me.",16.72,16.86,2.09,23.41,-0.7,1.86,10.01,8.3,8.86,-2.84,-0.75,-2.89,-0.9,14.05,-1.54,0.53,16.3,1.19,1.34
5d5ee3e95aa2cf0001510593,116.74,0.37,"yeh I was in the boy scouts doing the 50 yard dash at teh pier going up and down about 8 ofus, up and down I got cramp and started to fall off and and yelled help I was just trying to catch up but no body believed me. Scoutmaster was there but didn’t beleive me but there was another guy who jumped over and grabbed me.",27.75,13.53,1.31,12.96,-1.17,11.95,6.63,8.31,0.38,7.4,0.33,-1.28,-0.13,11.48,-0.34,1.95,7.23,6.7,1.75
63eff3ac389f8a4106938c59,133.24,0.25,Yeh so I was in the Boy Scouts and we was doing the 50 yard dash and we was at the pier doing the 50 yard dash and there were maybe 8 or 9 of us and we was going up and down and then going up again and I was running and then I caught cramps and I yelled out help but the others didn’t listen maybe they thought I was catching on or something and I was going down and the scoutmaster was looking but he wasn’t paying no attention to me and then suddenly there was a guy there I don’t know why and he jumped over and grabbed me.,24.25,16.28,2.09,14.68,0.44,15.96,12.35,8.21,2.26,2.05,-0.99,-3.2,3.29,11.24,1.84,5.67,9.47,5.83,1.52
5be0bf8e292b64000169a165,134.09,0.26,"I was in the Boy Scouts and we was doing the 50 yard dash, racing, down at the pier. It was marked off, so we were doing the 50 yard dash, going up and down, all the guys. I started to go down and I got cramps and I was yelling “Help” but the guys ignored me because they thought I was just slowing down or whatever. The scoutmaster was up above, he could see and he didn’t do nothing. So I was going down and someone who just walked up that minute at random crossed over the barrier and came in and grabbed me.",23.44,17.84,5.47,22.02,4.6,4.3,6.89,11.14,2.15,2.38,0.06,-3.34,1.32,13.62,0.34,0.57,17.82,4.75,-1.28
601958c0af6453017a0cbbd4,176.58,0.56,"I was in the Boy Scouts at the time and we was doing the 50-yard dash racing, but we was at the pier marked off and so we was doing the 50-yard dash, there was about 8 or 9 of us, you know going down coming back and going down the third time I caught cramps and I started yelling help but the fellows didnt believe me.",26.05,20.96,5.26,36.26,12.46,30.67,26.4,14.79,14.24,-4.98,-0.76,-1.7,0.49,-0.74,-0.34,-0.29,-0.8,-0.8,-0.59
60693e637bc58fc13d57b1a7,213.66,0.46,"There was about 8 or 9 of us, you know, going down, coming back, and going down the third time. I caught cramps and I started yelling help but the fellows didn't believe me, you know they thought I was just trying to catch up because I was going on or slowing down. Scoutmaster was up there, he was watching me but he didn't pay me no attention either and for no reason at all there was another guy who had just backed up that minute. He jumped over and grabbed me.",14.6,6.54,0.03,5.51,-0.93,21.53,19.31,12.7,17.08,35.38,-2.64,-3.24,-0.74,19.19,6.66,15.09,37.71,6.96,2.92
5de16fd00e58661bb3519db8,306.52,0.52,"Yeh I was in the Boy Scouts at the time We was doing the 50-yard dash at the pier There was about 8 or 9 of us You know, going down The third time I caught cramps And I started yelling 'Help!' But the fellows didn't believe me You know they thought I was just trying to catch up Because I was going on or slowing down So all of them kept going They leave me And so I started going down Scoutmaster was up there He was watching me But he didn't pay me any attention either And for no reason at all there was another guy Who had just walked up that minute He just jumped over and grabbed me.",29.91,18.5,2.02,13.1,1.55,19.67,13.7,14.7,16.65,35.96,12.9,10.57,12.49,21.32,7.51,13.33,48.93,11.14,2.57
