recall_id,clause_id,clause_text,rephrased_text
5e4ead217dd6be000d5a6140,3,they went up and down 2 or 3 times,they ran back and forth two or three times
5e4ead217dd6be000d5a6140,4,and the scout master became involved,and the scout leader joined in
5e5843f3677ae4053b1a0169,1,"yeh,","Yep,"
5e5843f3677ae4053b1a0169,2,"we were in the boy scouts doing races,","we participated in races as part of the boy scouts,"
5e5843f3677ae4053b1a0169,3,"up and down the pier,","back and forth along the dock,"
5e5843f3677ae4053b1a0169,4,"8 or 9 of us racing,","with about eight or nine of us competing,"
5e5843f3677ae4053b1a0169,5,we were running,"all of us sprinting,"
5e5843f3677ae4053b1a0169,6,and I got cramp,"when suddenly I felt a cramp,"
5e5843f3677ae4053b1a0169,7,and I was slowing down,"causing me to lose speed,"
5e5843f3677ae4053b1a0169,8,but the other boys didn't believe me,"yet my fellow scouts were skeptical,"
5e5843f3677ae4053b1a0169,9,they kept going.,continuing the race regardless.
5e5843f3677ae4053b1a0169,10,The scoutmaster was there,"Our scout leader was present,"
5e5843f3677ae4053b1a0169,11,but didn't notice either,but he too failed to realize
5e5843f3677ae4053b1a0169,12,that I was going down.,that I was struggling.
5e5843f3677ae4053b1a0169,13,So I went down,"Consequently, I collapsed,"
5e5843f3677ae4053b1a0169,14,and then this other guy who was there grabbed me.,and that's when another individual intervened and caught me.
5e5d32f95e8b3302eaa16ca3,1,Yeh I was in the scouts,"Yes, I participated in the scouts"
5e5d32f95e8b3302eaa16ca3,2,"and we did the 50 yard dash,","where we engaged in the 50-yard sprint,"
5e5d32f95e8b3302eaa16ca3,3,one time we did the 50 yard dash,once we competed in the 50-yard sprint
5e5d32f95e8b3302eaa16ca3,4,and I fell in the water,and I ended up falling into the water
5e5d32f95e8b3302eaa16ca3,5,and shouted help,crying out for assistance
5e5d32f95e8b3302eaa16ca3,6,but the others didn’t believe me,yet my peers were skeptical of my plight
5e5d32f95e8b3302eaa16ca3,7,and the scout master.,including the scout leader.
5e90b34a9e934e3ccc7330ba,1,A boy in the scouts,"A scout member, a young boy,"
5e90b34a9e934e3ccc7330ba,2,was at a pier,stood on a dock
5e90b34a9e934e3ccc7330ba,3,with 8 or 9 others,"accompanied by eight or nine individuals,"
5e90b34a9e934e3ccc7330ba,4,running 50 yard races.,competing in races over a distance of 50 yards.
5e90b34a9e934e3ccc7330ba,5,He got a cramp,"He experienced a muscle spasm,"
5e90b34a9e934e3ccc7330ba,6,"but no one came to help him,","yet assistance was absent from his peers,"
5e90b34a9e934e3ccc7330ba,7,even his scout master.,including his own scout leader.
5e90b34a9e934e3ccc7330ba,8,Eventually a random person,"In time, an unrelated individual"
5e90b34a9e934e3ccc7330ba,9,came to help him.,approached to offer aid.
5ea0631f1b0f64012fefc637,1,The story teller was in the Boy Scouts.,The narrator had been a member of the Boy Scouts.
5ea0631f1b0f64012fefc637,2,A group of about 8 or 9 were swimming doing the 50 yard dash.,Around eight or nine individuals were engaged in a swimming sprint across 50 yards.
5ea0631f1b0f64012fefc637,3,They were near the pier.,They were positioned close to the dock.
5ea0631f1b0f64012fefc637,4,The story teller was on his third leg when he got cramp.,"During his third attempt, the narrator experienced a muscle cramp."
5ea0631f1b0f64012fefc637,5,"No one noticed,","His plight went unnoticed,"
5ea0631f1b0f64012fefc637,6,the others just swam on.,as the rest continued to swim ahead.
5ea0631f1b0f64012fefc637,7,The scout master didn’t notice,The scout leader failed to realize the situation
5ea0631f1b0f64012fefc637,8,and the story teller was going down.,while the narrator was beginning to sink.
5ea0631f1b0f64012fefc637,9,A stranger who arrived noticed,An observant newcomer saw what was happening
5ea0631f1b0f64012fefc637,10,and him and grabbed him.,and swiftly reached out to rescue him.
5ea806dea2d63e011f551ef6,1,A guy was in the Boy Scouts with approximately 9 others.,There was a fellow who participated in the Boy Scouts alongside about nine peers.
5ea806dea2d63e011f551ef6,2,On the 3rd leg the narrator developed cramps,"During the third segment, the storyteller experienced muscle spasms"
5ea806dea2d63e011f551ef6,3,and shouted for help,and called out for assistance
5ea806dea2d63e011f551ef6,4,which was ignored by the other competitors,but was disregarded by the fellow participants
5ea806dea2d63e011f551ef6,5,and the scout master.,as well as the troop leader.
5ea806dea2d63e011f551ef6,6,It was a random stranger,An unrelated passerby
5ea806dea2d63e011f551ef6,7,that jumped in to help.,leaped into action to provide aid.
5ed3b17bc0d11002f6e15f6b,1,"Someone who was in the boy scouts,","A person who belonged to the boy scouts,"
5ed3b17bc0d11002f6e15f6b,2,was doing the 50 yard dash.,engaged in a sprint over fifty yards.
5ed3b17bc0d11002f6e15f6b,3,During this he got cramp,"While doing so, he experienced a muscle cramp"
5ed3b17bc0d11002f6e15f6b,4,and couldn't continue,and was unable to proceed further
5ed3b17bc0d11002f6e15f6b,5,but the scoutmaster didn't believe him.,yet the scout leader was skeptical of his claim.
5edcea8b73beeb9b0a9d18c9,1,"Someone was in boy scouts,","An individual participated in the boy scouts,"
5edcea8b73beeb9b0a9d18c9,2,"doing a 50 yard dash,","engaged in a sprint over 50 yards,"
5edcea8b73beeb9b0a9d18c9,3,"on I think a pier or balcony,","possibly on a pier or a deck,"
5edcea8b73beeb9b0a9d18c9,4,"about 7 or 8 of them,","with around seven or eight others,"
5edcea8b73beeb9b0a9d18c9,5,"one of them caught a pain,","when one experienced a sudden ache,"
5edcea8b73beeb9b0a9d18c9,6,cramps maybe.,perhaps a muscle cramp.
5edcea8b73beeb9b0a9d18c9,7,"Shouted for some help,","He called out for assistance,"
5edcea8b73beeb9b0a9d18c9,8,"no one believed them,","yet nobody took him seriously,"
5edcea8b73beeb9b0a9d18c9,9,"no one paid attention,","nobody gave him any heed,"
5edcea8b73beeb9b0a9d18c9,10,so someone grabbed him.,thus someone came to his aid.
5ede96d4334831121745dcd6,1,"Guy was in the boy scouts,","Guy participated in the boy scouts,"
5ede96d4334831121745dcd6,2,"one day they were doing the 50 yard dash at the pier,","once, they engaged in a 50-yard sprint at the dock,"
5ede96d4334831121745dcd6,3,"there were 8 or 9 others taking part,","around eight or nine individuals were competing,"
5ede96d4334831121745dcd6,4,"the 3rd time the narrator went down with cramp,","on the third attempt, the storyteller suffered a muscle cramp,"
5ede96d4334831121745dcd6,5,everyone ignored him including the scoutmaster.,"all, including the scout leader, overlooked his plight."
5ef7c74aa6fa9d0ff3085f8c,1,"A boy was at the Boys Scouts,","A lad was present at the Boy Scouts gathering,"
5ef7c74aa6fa9d0ff3085f8c,2,and they were swimming.,where they engaged in swimming activities.
5ef7c74aa6fa9d0ff3085f8c,3,He started to drown,He began to struggle in the water
5ef7c74aa6fa9d0ff3085f8c,4,and called for help,and shouted for assistance
5ef7c74aa6fa9d0ff3085f8c,5,but they assumed that he was just trying to catch up to them,yet they thought he was merely attempting to reach them
5ef7c74aa6fa9d0ff3085f8c,6,because he was so far behind.,owing to his considerable lag.
5ef7c74aa6fa9d0ff3085f8c,7,Then a man came out from nowhere,"Suddenly, an individual appeared out of the blue"
5ef7c74aa6fa9d0ff3085f8c,8,and rescued the boy.,and saved the young boy.
5f0b196928879b23ce83e097,1,A boy scout was walking up and down a mountain,A young scout hiked up and down a hillside
5f0b196928879b23ce83e097,2,with his fellow scouts,accompanied by his scout companions
5f0b196928879b23ce83e097,3,and he was at the back,while he trailed behind
5f0b196928879b23ce83e097,4,with cramp,suffering from a muscle spasm
5f0b196928879b23ce83e097,5,and they never believed him,yet they doubted his truthfulness
5f0b196928879b23ce83e097,6,"so they continued,",thus they proceeded onward
5f0b196928879b23ce83e097,7,so another scout,until a different scout
5f0b196928879b23ce83e097,8,who was walking up after him,who was ascending behind him
5f0b196928879b23ce83e097,9,ended up grabbing him.,eventually took hold of him.
5f36f1a0cca76a1549baf6dc,1,"The author was in the scouts,","The writer participated in the scouting group,"
5f36f1a0cca76a1549baf6dc,2,they were involved in a running race involving 8 or 9 other young people.,engaging in a sprint competition with about eight or nine peers.
5f36f1a0cca76a1549baf6dc,3,They raced along the pier.,They sprinted down the dock.
5f36f1a0cca76a1549baf6dc,4,The author got cramps,The writer experienced muscle spasms
5f36f1a0cca76a1549baf6dc,5,and started to slow down.,and began to decelerate.
5f36f1a0cca76a1549baf6dc,6,The author called for help,The writer shouted for assistance
5f36f1a0cca76a1549baf6dc,7,but none was given,yet no aid came
5f36f1a0cca76a1549baf6dc,8,either by the other young people,from the other youths
5f36f1a0cca76a1549baf6dc,9,or scoutmaster.,nor from the scout leader.
5f39289db05fd84737afec99,1,A guy recalls a story,A man remembers a tale
5f39289db05fd84737afec99,2,"in which he was in the boy scouts,","where he participated in the boy scouts,"
5f39289db05fd84737afec99,3,and was doing 50-yard dash race.,engaging in a 50-yard sprint.
5f39289db05fd84737afec99,4,He ended up getting cramps,He eventually suffered from muscle cramps
5f39289db05fd84737afec99,5,and falling,and collapsed
5f39289db05fd84737afec99,6,but someone helped him back up.,yet someone assisted him to his feet.
5f4a33e6d0e4f9031cdc7428,1,"A guy was doing a 50 yard challenge in the boy scouts,","A fellow was participating in a 50-yard challenge with the boy scouts,"
5f4a33e6d0e4f9031cdc7428,2,there were about 8-9 of them.,consisting of roughly 8 or 9 members.
5f4a33e6d0e4f9031cdc7428,3,"At the bridge,","Near the bridge,"
5f4a33e6d0e4f9031cdc7428,4,"they kept going up and down,","they continued to ascend and descend repeatedly,"
5f4a33e6d0e4f9031cdc7428,5,up and down.,over and over again.
5f4a33e6d0e4f9031cdc7428,6,He then got a cramp,"Subsequently, he experienced a muscle spasm"
5f4a33e6d0e4f9031cdc7428,7,but all the others thought he was joking,yet the rest assumed he was merely pretending
5f4a33e6d0e4f9031cdc7428,8,just to try and catch up.,in an attempt to gain some ground.
5f4a33e6d0e4f9031cdc7428,9,The scoutmaster ignored him too.,The scout leader disregarded his plight as well.
5f4a33e6d0e4f9031cdc7428,10,There was just one new guy,Only a single newcomer
5f4a33e6d0e4f9031cdc7428,11,that saw him,noticed him struggling
5f4a33e6d0e4f9031cdc7428,12,and jumped in,and leapt into action
5f4a33e6d0e4f9031cdc7428,13,and grabbed him.,to rescue him.
5f4c40e6e83b1e856330ec82,1,"Yeh,","Yep,"
5f4c40e6e83b1e856330ec82,2,I was in the boy scouts,I participated in the boy scouts
5f4c40e6e83b1e856330ec82,3,and we were doing dash race.,where we engaged in a dash competition.
5f4c40e6e83b1e856330ec82,4,We were doing a 50 yard dash,We were sprinting a distance of 50 yards
5f4c40e6e83b1e856330ec82,5,and I caught cramps,when I suddenly got cramps
5f4c40e6e83b1e856330ec82,6,"and started yelling ""help"".","and began to shout for ""help""."
5f4c40e6e83b1e856330ec82,7,No one helped,Nobody came to my aid
5f4c40e6e83b1e856330ec82,8,because they though I was trying to catch up,thinking I was merely attempting to catch up
5f4c40e6e83b1e856330ec82,9,because I was going slow.,since my pace was slow.
5f4c40e6e83b1e856330ec82,10,The ScoutsMaster was there,The Scoutmaster was present
5f4c40e6e83b1e856330ec82,11,but he paid me no attention,yet he ignored me completely
5f4c40e6e83b1e856330ec82,12,and for some reason,and unexpectedly
5f4c40e6e83b1e856330ec82,13,there was another guy,there was this other individual
5f4c40e6e83b1e856330ec82,14,who came out of no where,who appeared out of the blue
5f4c40e6e83b1e856330ec82,15,and grabbed me.,and seized me.
5f7366fe5b5261081e3d6fb8,1,I was at the scouts,I found myself with the scout troop
5f7366fe5b5261081e3d6fb8,2,doing the 50 mile dash.,participating in the 50-mile sprint.
5f7366fe5b5261081e3d6fb8,3,We were 8 or 9 miles in,We had covered 8 or 9 miles already
5f7366fe5b5261081e3d6fb8,4,and suddenly I shouted help.,when I abruptly cried out for assistance.
5f7366fe5b5261081e3d6fb8,5,The other fellows thought I was just slowing down,The rest of the group assumed I was merely falling behind
5f7366fe5b5261081e3d6fb8,6,and couldn't catch up,and was unable to keep pace
5f7366fe5b5261081e3d6fb8,7,so they carried on.,thus they proceeded ahead.
5f7366fe5b5261081e3d6fb8,8,This one guy jumped over a wall,An individual leaped over a barrier
5f7366fe5b5261081e3d6fb8,9,and picked me up.,and lifted me to my feet.
5f776804a5ab6f298bf495a2,1,"yeh,","yes,"
5f776804a5ab6f298bf495a2,2,I was in the Boy Scouts,I participated in the Boy Scouts
5f776804a5ab6f298bf495a2,3,"and we was going down the hill,","and we were descending the slope,"
5f776804a5ab6f298bf495a2,4,"and we was doing things,","engaging in various activities,"
5f776804a5ab6f298bf495a2,5,"and that ...,",and then ...
5f776804a5ab6f298bf495a2,6,The Scoutmaster was there,Our Scoutmaster was present
5f776804a5ab6f298bf495a2,7,and he went down to help,who proceeded to offer assistance
5f776804a5ab6f298bf495a2,8,but it was too late.,yet it was already too late.
5f79f34d5a697d0c18b4ade5,1,A boy was in a running event with others,A lad participated in a race alongside peers
5f79f34d5a697d0c18b4ade5,2,but when he called out,yet as he shouted out
5f79f34d5a697d0c18b4ade5,3,he had cramps,he experienced muscle spasms
5f79f34d5a697d0c18b4ade5,4,he thought the others believed,he assumed the rest thought
5f79f34d5a697d0c18b4ade5,5,he just said it,he merely claimed so
5f79f34d5a697d0c18b4ade5,6,as he was slow behind.,since he lagged at the back.
5f79f34d5a697d0c18b4ade5,7,"No one listened to him,","Nobody paid attention to his words,"
5f79f34d5a697d0c18b4ade5,8,even the teacher.,including the instructor.
5f79f34d5a697d0c18b4ade5,9,Then he slowed down,"Subsequently, he reduced his pace"
5f79f34d5a697d0c18b4ade5,10,and a random person showed up,and an unknown individual appeared
5f79f34d5a697d0c18b4ade5,11,and picked him up.,and lifted him up.
5fb3a3c38a7d5903b43c1949,1,I was in the boys scouts,I participated in the boy scouts
5fb3a3c38a7d5903b43c1949,2,"doing a 50 metre dash,","performing a sprint over fifty meters,"
5fb3a3c38a7d5903b43c1949,3,going up and down,moving swiftly back and forth
5fb3a3c38a7d5903b43c1949,4,and back again,then returning to the starting point
5fb3a3c38a7d5903b43c1949,5,and I got cramp,when a muscle cramp struck me
5fc4cb35621804962c7d21df,1,"I was in the boy scouts,","I belonged to the boy scouts,"
5fc4cb35621804962c7d21df,2,"doing the 50 yrd dash,","participating in the 50-yard sprint,"
5fc4cb35621804962c7d21df,3,going up and down.,moving back and forth.
5fc4cb35621804962c7d21df,4,I was doing it down by the pier,I was engaged in the activity near the dock
5fc4cb35621804962c7d21df,5,and I got cramp.,when I experienced a muscle spasm.
5fc4cb35621804962c7d21df,6,I called out,"I shouted for help,"
5fc4cb35621804962c7d21df,7,but no one listened to me,"yet nobody paid attention to my cries,"
5fc4cb35621804962c7d21df,8,they thought I was either wanting them to slow down,assuming I was simply requesting them to reduce their pace
5fc4cb35621804962c7d21df,9,as I was going slowly.,since my speed was reduced.
5fc4cb35621804962c7d21df,10,The scout master heard me call out,The scout leader noticed my shouting
5fc4cb35621804962c7d21df,11,but ignored me.,but chose to disregard it.
5fc4cb35621804962c7d21df,12,Then a man come out of nowhere,"Suddenly, a stranger appeared out of the blue"
5fc4cb35621804962c7d21df,13,and grabbed me.,and seized me.
5fcf9c90465b1c09b44e6588,1,yeh,Yep
5fcf9c90465b1c09b44e6588,2,so,thus
5fcf9c90465b1c09b44e6588,3,i was in the boy scouts,I belonged to the boy scouts
5fcf9c90465b1c09b44e6588,4,and we were by the pier,and we stood near the pier
5fcf9c90465b1c09b44e6588,5,doing the 50 yard dash,engaged in the 50-yard sprint
5fcf9c90465b1c09b44e6588,6,going up,ascending
5fcf9c90465b1c09b44e6588,7,"coming back down,","then descending,"
5fcf9c90465b1c09b44e6588,8,going up,ascending again
5fcf9c90465b1c09b44e6588,9,"and back down,","and descending once more,"
5fcf9c90465b1c09b44e6588,10,and we were doing the 50 yard dash,as we competed in the 50-yard sprint
5fcf9c90465b1c09b44e6588,11,and i fell,when I stumbled
5fcf9c90465b1c09b44e6588,12,and was shouting @help@,crying out for @help@
5fcf9c90465b1c09b44e6588,13,but they just kept going,yet they continued onward
5fcf9c90465b1c09b44e6588,14,and no-one was helping,with nobody coming to my aid
5fcf9c90465b1c09b44e6588,15,and the scoutmaster was just watching,while the scoutmaster merely observed
5fcf9c90465b1c09b44e6588,16,and there was another man,and there was this other individual
5fcf9c90465b1c09b44e6588,17,for no reason.,without any apparent reason.
5fcf9c90465b1c09b44e6588,18,then he jumped over,suddenly he leaped over
5fcf9c90465b1c09b44e6588,19,and grabbed me.,and rescued me.
5ffd80c185e28327669b51f5,1,"yeh,","Yes,"
5ffd80c185e28327669b51f5,2,i was in a boy scout camp,I participated in a boy scout camp
5ffd80c185e28327669b51f5,3,"doing the 50 meter dash,","competing in the 50-meter sprint,"
5ffd80c185e28327669b51f5,4,there was 8 to 9 of us,with 8 or 9 others present
5ffd80c185e28327669b51f5,5,and i got injured,where I sustained an injury
5ffd80c185e28327669b51f5,6,and nobody was paying attention to us,and no one was taking notice of us
60041b89f0b70121fb013c80,1,I was in the boy scouts,I belonged to the boy scouts
60041b89f0b70121fb013c80,2,and doing the 50 yard dash,participating in the 50-yard sprint
60041b89f0b70121fb013c80,3,I was running with a bunch of other kids,I found myself racing alongside a group of kids
60041b89f0b70121fb013c80,4,or was I swimming?,or perhaps I was in the midst of a swim?
60041b89f0b70121fb013c80,5,because I got a cramp,given that I experienced a muscle spasm
60041b89f0b70121fb013c80,6,and was going down,and I started to sink
60041b89f0b70121fb013c80,7,No one was looking at me,Nobody cast a glance my way
60041b89f0b70121fb013c80,8,I was calling HELP,I was shouting for HELP
60041b89f0b70121fb013c80,9,but no one paid attention,yet nobody seemed to notice
60041b89f0b70121fb013c80,10,or they thought I was faking it,or maybe they assumed I was pretending
60041b89f0b70121fb013c80,11,and just wanted to slow them down,simply trying to delay them
60041b89f0b70121fb013c80,12,and get ahead,in an effort to gain the lead
60041b89f0b70121fb013c80,13,There was a scout leader watching everyone,"A scout leader was there, overseeing the group"
60041b89f0b70121fb013c80,14,but he didn't see me,"however, he failed to notice my struggle"
60041b89f0b70121fb013c80,15,Just as I was going down,Right as I was submerging
60041b89f0b70121fb013c80,16,another person came along side me,someone else approached me
60041b89f0b70121fb013c80,17,and pulled me up.,and hoisted me to safety.
60120be28d147221feddc4d5,1,Boy in the boy scouts,Scout member in the youth organization
60120be28d147221feddc4d5,2,who was running a 50-yard dash,engaged in a sprint covering fifty yards
60120be28d147221feddc4d5,3,with 8 or 9 other guys.,alongside eight or nine other participants.
60120be28d147221feddc4d5,4,The third time,On the third occasion
60120be28d147221feddc4d5,5,"they ran the course,","they navigated the track,"
60120be28d147221feddc4d5,6,he got cramps,he experienced muscle spasms
60120be28d147221feddc4d5,7,and started to head down.,and began to falter.
60120be28d147221feddc4d5,8,But another guy,Yet another participant
60120be28d147221feddc4d5,9,caught and grabbed him.,reached out and seized him.
601958c0af6453017a0cbbd4,1,I was in the Boy Scouts at the time,"At that period, I was a member of the Boy Scouts"
601958c0af6453017a0cbbd4,2,"and we was doing the 50-yard dash racing,","engaged in a 50-yard dash competition,"
601958c0af6453017a0cbbd4,3,but we was at the pier marked off,"with the racecourse set up at the pier,"
601958c0af6453017a0cbbd4,4,"and so we was doing the 50-yard dash,","where we were sprinting the 50-yard distance,"
601958c0af6453017a0cbbd4,5,"there was about 8 or 9 of us,","with around eight or nine participants,"
601958c0af6453017a0cbbd4,6,you know going down coming back,"racing forth and back again,"
601958c0af6453017a0cbbd4,7,and going down the third time,"and on the third return trip,"
601958c0af6453017a0cbbd4,8,I caught cramps,"I was suddenly struck by muscle cramps,"
601958c0af6453017a0cbbd4,9,and I started yelling help,"prompting me to start shouting for assistance,"
601958c0af6453017a0cbbd4,10,but the fellows didnt believe me.,yet my peers did not take my cries seriously.
6055fdee1debaae78b980e6b,1,He was the boy scouts.,He belonged to the boy scouts.
6055fdee1debaae78b980e6b,2,"We were at the pier for the 50 yard dash,","We gathered at the dock for the fifty-yard sprint,"
6055fdee1debaae78b980e6b,3,About 8 or 9 boys in total.,Roughly eight or nine boys were present.
6055fdee1debaae78b980e6b,4,They started running up and down,They began to sprint back and forth
6055fdee1debaae78b980e6b,5,And on the third time he fell.,"But on their third attempt, he stumbled."
6055fdee1debaae78b980e6b,6,Everybody ignored him -,Everyone disregarded him -
6055fdee1debaae78b980e6b,7,"The boys and scoutmaster,","The other scouts and the scoutmaster,"
6055fdee1debaae78b980e6b,8,Who was also there.,Who was present as well.
6055fdee1debaae78b980e6b,9,Eventually somebody he didn't know saw he was struggling,"Ultimately, an unfamiliar person noticed his struggle"
6055fdee1debaae78b980e6b,10,"And grabbed him,","And reached out to him,"
6055fdee1debaae78b980e6b,11,Pulling him away.,Dragging him to safety.
6056487421642ca6fef2f200,1,a boy was a scouts on the pier,A lad served as a scout on the dock
6056487421642ca6fef2f200,2,"doing the 50meter dash,","participating in the 50-meter sprint,"
6056487421642ca6fef2f200,3,when he got cramps.,when he experienced muscle spasms.
6056487421642ca6fef2f200,4,"everyone thought he was faking,","all believed he was pretending,"
6056487421642ca6fef2f200,5,even the scoutmaster.,including the troop leader.
6056487421642ca6fef2f200,6,then a man grabbed him.,"subsequently, an individual seized him."
605faf46917bfbfb48dcb05a,1,The story was about a scout,This tale centered on a young explorer
605faf46917bfbfb48dcb05a,2,who got stuck,who found himself trapped
605faf46917bfbfb48dcb05a,3,but his Scoutmaster didn’t give him attention,yet his Scout leader neglected him
605faf46917bfbfb48dcb05a,4,or didn’t help,nor offered assistance
605faf46917bfbfb48dcb05a,5,then a stranger came,when an unknown person appeared
605faf46917bfbfb48dcb05a,6,to rescue him.,to save him.
606368818e6b621922c84680,1,I was in the boy scouts,I participated in the boy scouts
606368818e6b621922c84680,2,"and we were running a 50 yard dash up and down to the pier 3 times,","where we sprinted back and forth to the dock for 50 yards, doing it thrice,"
606368818e6b621922c84680,3,I got the cramps,I experienced muscle cramps
606368818e6b621922c84680,4,and started yelling,and began to shout
606368818e6b621922c84680,5,but the boys ignored me.,yet the other scouts paid no attention.
606368818e6b621922c84680,6,The scoutmaster saw me yelling,The scout leader noticed my shouting
606368818e6b621922c84680,7,but he ignored me as well,but he too disregarded me
606368818e6b621922c84680,8,and did nothing,and took no action
606368818e6b621922c84680,9,at that moment a man walking by saw me,"just then, a passerby noticed my distress"
606368818e6b621922c84680,10,a helped me.,and offered assistance.
60670ac0fc7e169231369ab1,1,There was a boy,A young lad existed
60670ac0fc7e169231369ab1,2,part of the boys scout,who belonged to the boy scouts
60670ac0fc7e169231369ab1,3,"and they were doing a 50 yard dash run,","engaged in a sprint over fifty yards,"
60670ac0fc7e169231369ab1,4,unfortunately the boy ended up getting a cramp,"sadly, the lad suffered a muscle cramp"
60670ac0fc7e169231369ab1,5,while doing the exercise.,during the physical activity.
60670ac0fc7e169231369ab1,6,He called for help,He cried out for assistance
60670ac0fc7e169231369ab1,7,however no one gave him any attention,yet he received no heed from anyone
60670ac0fc7e169231369ab1,8,as they thought that he was doing that,since they assumed he was acting thus
60670ac0fc7e169231369ab1,9,as a way of catching up.,to gain an advantage in the race.
60693e637bc58fc13d57b1a7,1,"There was about 8 or 9 of us,","Roughly 8 or 9 individuals were present,"
60693e637bc58fc13d57b1a7,2,"you know,","as you might imagine,"
60693e637bc58fc13d57b1a7,3,"going down,","descending,"
60693e637bc58fc13d57b1a7,4,"coming back,","then returning,"
60693e637bc58fc13d57b1a7,5,and going down the third time.,and making a third descent.
60693e637bc58fc13d57b1a7,6,I caught cramps,"Suddenly, I was seized by cramps"
60693e637bc58fc13d57b1a7,7,and I started yelling help,and I began to shout for assistance
60693e637bc58fc13d57b1a7,8,"but the fellows didn't believe me,","yet my companions were skeptical of my plight,"
60693e637bc58fc13d57b1a7,9,you know,"as you can understand,"
60693e637bc58fc13d57b1a7,10,they thought I was just trying to catch up,believing I was merely attempting to keep pace
60693e637bc58fc13d57b1a7,11,because I was going on,since I continued on
60693e637bc58fc13d57b1a7,12,or slowing down.,or fell behind.
60693e637bc58fc13d57b1a7,13,"Scoutmaster was up there,","The Scoutmaster was on higher ground,"
60693e637bc58fc13d57b1a7,14,he was watching me,observing my struggle
60693e637bc58fc13d57b1a7,15,but he didn't pay me no attention either,but he also disregarded my cries
60693e637bc58fc13d57b1a7,16,and for no reason at all,"and unexpectedly,"
60693e637bc58fc13d57b1a7,17,there was another guy who had just backed up that minute.,another individual had just retreated at that moment.
60693e637bc58fc13d57b1a7,18,He jumped over,He leaped forth
60693e637bc58fc13d57b1a7,19,and grabbed me.,and rescued me.
607081b0ecb2499634a349dd,1,Yeh I was in boys Scot.,"Yes, I participated in Boy Scouts."
607081b0ecb2499634a349dd,2,There 7 or 8 of us,We were a group of seven or eight.
607081b0ecb2499634a349dd,3,we going up down three times.,We trekked up and down thrice.
607081b0ecb2499634a349dd,4,Each time fine,Each ascent and descent went smoothly.
607081b0ecb2499634a349dd,5,but on third time,"However, on the third round"
607081b0ecb2499634a349dd,6,my leg was cramping,I started to experience leg cramps
607081b0ecb2499634a349dd,7,so I was waving yelling.,and I began to wave and shout for help.
607081b0ecb2499634a349dd,8,Scotmaster saw me,The Scoutmaster noticed me
607081b0ecb2499634a349dd,9,but pay no attention,but didn't give it any heed
607081b0ecb2499634a349dd,10,others didn't too.,and neither did the others.
6073ef4aa2110f1236736c6d,1,"He was a boy scout,","He belonged to the boy scouts,"
6073ef4aa2110f1236736c6d,2,who was playing,"engaged in play,"
6073ef4aa2110f1236736c6d,3,and hurt himself.,and sustained an injury.
607717eaae6e81fa5a889d7f,1,I was at the boys scout camp,I found myself at the boy scouts' encampment
607717eaae6e81fa5a889d7f,2,when I was left behind,during the time I got separated from the group
607717eaae6e81fa5a889d7f,3,and my leg caught onto something,as my leg snagged on an object
607717eaae6e81fa5a889d7f,4,and the scouts,while the other scouts
607717eaae6e81fa5a889d7f,5,and the scoutsmaster,along with the scout leader
607717eaae6e81fa5a889d7f,6,didn't believe,were skeptical
607717eaae6e81fa5a889d7f,7,that I really needed help.,regarding my genuine need for assistance.
607be962688dfb9c1aea6cba,1,I was in the boy scouts,I participated in the boy scouts
607be962688dfb9c1aea6cba,2,and we were doing the 50 yard dash,where we engaged in a 50-yard sprint
607be962688dfb9c1aea6cba,3,and there was 8 or 9 of us taking part.,with seven or eight others competing as well.
607be962688dfb9c1aea6cba,4,I got cramp,I experienced a muscle cramp
607be962688dfb9c1aea6cba,5,and the others went past me,while the rest overtook me
607be962688dfb9c1aea6cba,6,and couldn't see what was happening to me.,oblivious to my predicament.
607be962688dfb9c1aea6cba,7,The scoutmaster just ignored me.,The scout leader simply overlooked my situation.
607be962688dfb9c1aea6cba,8,Then another scout came to me,"Subsequently, a fellow scout approached me"
607be962688dfb9c1aea6cba,9,and just made a grab at me.,and abruptly reached out to assist me.
6097ec1a8c0b4df21cbb9024,1,"8 to 9 men were running up a hill,","Between eight and nine individuals were sprinting uphill,"
6097ec1a8c0b4df21cbb9024,2,and one had a cramp,"with one experiencing a muscle spasm,"
6097ec1a8c0b4df21cbb9024,3,"and shouted for help,","who cried out for assistance,"
6097ec1a8c0b4df21cbb9024,4,but the others thought,yet his companions believed
6097ec1a8c0b4df21cbb9024,5,"that he is just trying to catch up,","he was merely attempting to keep pace,"
6097ec1a8c0b4df21cbb9024,6,"so they left him by himself,","thus they abandoned him alone,"
6097ec1a8c0b4df21cbb9024,7,Out of nowhere a stranger came,"Suddenly, an unknown person appeared"
6097ec1a8c0b4df21cbb9024,8,"to his aid,","to offer him help,"
6097ec1a8c0b4df21cbb9024,9,ending the 30 meters run.,concluding the thirty-meter dash.
60a252db049918aa001fe65a,1,There were 8/9 scouts,Eight or nine scouts were present
60a252db049918aa001fe65a,2,doing running drills at the peer.,engaged in sprinting exercises on the pier.
60a252db049918aa001fe65a,3,The narrator started cramping,The storyteller began to experience muscle spasms
60a252db049918aa001fe65a,4,and asked for help from the teammates,and sought assistance from fellow players
60a252db049918aa001fe65a,5,but they thought he was joking,who assumed it was a prank
