recall_id,clause_id,clause_text
60abcd6f3e5efd9fca235828,2,doing the 50 yard dash.
60abcd6f3e5efd9fca235828,3,I got cramps.
60abcd6f3e5efd9fca235828,4,I was trying
60abcd6f3e5efd9fca235828,5,to get The scouts masters attention.
5ed3b17bc0d11002f6e15f6b,1,"Someone who was in the boy scouts,"
5ed3b17bc0d11002f6e15f6b,2,was doing the 50 yard dash.
5ed3b17bc0d11002f6e15f6b,3,During this he got cramp
5ed3b17bc0d11002f6e15f6b,4,and couldn't continue
5ed3b17bc0d11002f6e15f6b,5,but the scoutmaster didn't believe him.
5ffd80c185e28327669b51f5,1,"yeh,"
5ffd80c185e28327669b51f5,2,i was in a boy scout camp
5ffd80c185e28327669b51f5,3,"doing the 50 meter dash,"
5ffd80c185e28327669b51f5,4,there was 8 to 9 of us
5ffd80c185e28327669b51f5,5,and i got injured
5ffd80c185e28327669b51f5,6,and nobody was paying attention to us
62ceb5cfb6888fc7fabe1c20,1,A person tells the story
62ceb5cfb6888fc7fabe1c20,2,of how he was in the Boy Scouts
62ceb5cfb6888fc7fabe1c20,3,"and he did the 50-yard dash in the pier,"
62ceb5cfb6888fc7fabe1c20,4,and how he was left by his group
62ceb5cfb6888fc7fabe1c20,5,"and, despite asking for help from his Scoutmaster,"
62ceb5cfb6888fc7fabe1c20,6,everyone left him.
62ceb5cfb6888fc7fabe1c20,7,He was then grabbed by someone.
5fcf9c90465b1c09b44e6588,1,yeh
5fcf9c90465b1c09b44e6588,2,so
5fcf9c90465b1c09b44e6588,3,i was in the boy scouts
5fcf9c90465b1c09b44e6588,4,and we were by the pier
5fcf9c90465b1c09b44e6588,5,doing the 50 yard dash
5fcf9c90465b1c09b44e6588,6,going up
5fcf9c90465b1c09b44e6588,7,"coming back down,"
5fcf9c90465b1c09b44e6588,8,going up
5fcf9c90465b1c09b44e6588,9,"and back down,"
5fcf9c90465b1c09b44e6588,10,and we were doing the 50 yard dash
5fcf9c90465b1c09b44e6588,11,and i fell
5fcf9c90465b1c09b44e6588,12,and was shouting @help@
5fcf9c90465b1c09b44e6588,13,but they just kept going
5fcf9c90465b1c09b44e6588,14,and no-one was helping
5fcf9c90465b1c09b44e6588,15,and the scoutmaster was just watching
5fcf9c90465b1c09b44e6588,16,and there was another man
5fcf9c90465b1c09b44e6588,17,for no reason.
5fcf9c90465b1c09b44e6588,18,then he jumped over
5fcf9c90465b1c09b44e6588,19,and grabbed me.
60fd25fde23a5230697fcead,1,"You know,"
60fd25fde23a5230697fcead,2,I was in the boyscouts
60fd25fde23a5230697fcead,3,"and we was doing the 50-yard dash,"
60fd25fde23a5230697fcead,4,"you know,"
60fd25fde23a5230697fcead,5,but we was at the pier doing the 50-yard dash.
60fd25fde23a5230697fcead,6,We was running up and down
60fd25fde23a5230697fcead,7,and then I started yelling “CRAMP”
60fd25fde23a5230697fcead,8,"but no one believed me,"
60fd25fde23a5230697fcead,9,they thought I was lying
60fd25fde23a5230697fcead,10,because I was far behind.
60fd25fde23a5230697fcead,11,The scoutmaster was up high
60fd25fde23a5230697fcead,12,but he didn’t pay me no attention.
60fd25fde23a5230697fcead,13,And then out of nowhere
60fd25fde23a5230697fcead,14,someone joins and jumps me.
5f39289db05fd84737afec99,1,A guy recalls a story
5f39289db05fd84737afec99,2,"in which he was in the boy scouts,"
5f39289db05fd84737afec99,3,and was doing 50-yard dash race.
5f39289db05fd84737afec99,4,He ended up getting cramps
5f39289db05fd84737afec99,5,and falling
5f39289db05fd84737afec99,6,but someone helped him back up.
5f776804a5ab6f298bf495a2,1,"yeh,"
5f776804a5ab6f298bf495a2,2,I was in the Boy Scouts
5f776804a5ab6f298bf495a2,3,"and we was going down the hill,"
5f776804a5ab6f298bf495a2,4,"and we was doing things,"
5f776804a5ab6f298bf495a2,5,"and that ...,"
5f776804a5ab6f298bf495a2,6,The Scoutmaster was there
5f776804a5ab6f298bf495a2,7,and he went down to help
5f776804a5ab6f298bf495a2,8,but it was too late.
628e3b1df14fee48e3b118b8,1,yeh
628e3b1df14fee48e3b118b8,2,i was in the Boy Scouts at the time
628e3b1df14fee48e3b118b8,3,"and we was doing the 50-yard dash,"
628e3b1df14fee48e3b118b8,4,"racing,"
628e3b1df14fee48e3b118b8,5,"but we was at the pier,"
628e3b1df14fee48e3b118b8,6,marked off
628e3b1df14fee48e3b118b8,7,and so we
628e3b1df14fee48e3b118b8,8,The person in the boy scouts
628e3b1df14fee48e3b118b8,9,was probably being harassed.
60cf6ac511be7d68ef982d47,1,a boy in the boy scouts
60cf6ac511be7d68ef982d47,2,was competing in a race
60cf6ac511be7d68ef982d47,3,with 8 or 9 others
60cf6ac511be7d68ef982d47,4,on a pier
60cf6ac511be7d68ef982d47,5,when he started to fall back.
60cf6ac511be7d68ef982d47,6,the other kept running
60cf6ac511be7d68ef982d47,7,as they thought he slowed down
60cf6ac511be7d68ef982d47,8,and the scout master didn't do anything either.
60cf6ac511be7d68ef982d47,9,suddenly somebody grabbed him
60cf6ac511be7d68ef982d47,10,to stop him falling any further.
60fd3ab1157a5701a2cc3468,1,"in the boy scouts,"
60fd3ab1157a5701a2cc3468,2,"50 yard dash,"
60fd3ab1157a5701a2cc3468,3,"got left behind,"
60fd3ab1157a5701a2cc3468,4,"scout leader didn't help,"
60fd3ab1157a5701a2cc3468,5,was another man there
60fd3ab1157a5701a2cc3468,6,no for reason.
60a252db049918aa001fe65a,1,There were 8/9 scouts
60a252db049918aa001fe65a,2,doing running drills at the peer.
60a252db049918aa001fe65a,3,The narrator started cramping
60a252db049918aa001fe65a,4,and asked for help from the teammates
60a252db049918aa001fe65a,5,but they thought he was joking
60a252db049918aa001fe65a,6,and the instructor also did not pay attention to him.
59974ec21b3d95000121f77c,1,In Boy Scouts
59974ec21b3d95000121f77c,2,With a crowd of other scouts.
59974ec21b3d95000121f77c,3,Fell into water
59974ec21b3d95000121f77c,4,and repeatedly submerging.
59974ec21b3d95000121f77c,5,Other Scouts
59974ec21b3d95000121f77c,6,and Scoutmaster oblivious to the predicament.
59974ec21b3d95000121f77c,7,A stranger came to the rescue
59974ec21b3d95000121f77c,8,and pulled me out.
5b44292f99da270001bd3f53,1,The person was a boy scout
5b44292f99da270001bd3f53,2,and was running a 50meter dash.
5b44292f99da270001bd3f53,3,They got cramp
5b44292f99da270001bd3f53,4,and nobody believed them
5b44292f99da270001bd3f53,5,as they started to slow down.
5fb3a3c38a7d5903b43c1949,1,I was in the boys scouts
5fb3a3c38a7d5903b43c1949,2,"doing a 50 metre dash,"
5fb3a3c38a7d5903b43c1949,3,going up and down
5fb3a3c38a7d5903b43c1949,4,and back again
5fb3a3c38a7d5903b43c1949,5,and I got cramp
60120be28d147221feddc4d5,1,Boy in the boy scouts
60120be28d147221feddc4d5,2,who was running a 50-yard dash
60120be28d147221feddc4d5,3,with 8 or 9 other guys.
60120be28d147221feddc4d5,4,The third time
60120be28d147221feddc4d5,5,"they ran the course,"
60120be28d147221feddc4d5,6,he got cramps
60120be28d147221feddc4d5,7,and started to head down.
60120be28d147221feddc4d5,8,But another guy
60120be28d147221feddc4d5,9,caught and grabbed him.
5ede96d4334831121745dcd6,1,"Guy was in the boy scouts,"
5ede96d4334831121745dcd6,2,"one day they were doing the 50 yard dash at the pier,"
5ede96d4334831121745dcd6,3,"there were 8 or 9 others taking part,"
5ede96d4334831121745dcd6,4,"the 3rd time the narrator went down with cramp,"
5ede96d4334831121745dcd6,5,everyone ignored him including the scoutmaster.
5f7366fe5b5261081e3d6fb8,1,I was at the scouts
5f7366fe5b5261081e3d6fb8,2,doing the 50 mile dash.
5f7366fe5b5261081e3d6fb8,3,We were 8 or 9 miles in
5f7366fe5b5261081e3d6fb8,4,and suddenly I shouted help.
5f7366fe5b5261081e3d6fb8,5,The other fellows thought I was just slowing down
5f7366fe5b5261081e3d6fb8,6,and couldn't catch up
5f7366fe5b5261081e3d6fb8,7,so they carried on.
5f7366fe5b5261081e3d6fb8,8,This one guy jumped over a wall
5f7366fe5b5261081e3d6fb8,9,and picked me up.
5ea0631f1b0f64012fefc637,1,The story teller was in the Boy Scouts.
5ea0631f1b0f64012fefc637,2,A group of about 8 or 9 were swimming doing the 50 yard dash.
5ea0631f1b0f64012fefc637,3,They were near the pier.
5ea0631f1b0f64012fefc637,4,The story teller was on his third leg when he got cramp.
5ea0631f1b0f64012fefc637,5,"No one noticed,"
5ea0631f1b0f64012fefc637,6,the others just swam on.
5ea0631f1b0f64012fefc637,7,The scout master didn’t notice
5ea0631f1b0f64012fefc637,8,and the story teller was going down.
5ea0631f1b0f64012fefc637,9,A stranger who arrived noticed
5ea0631f1b0f64012fefc637,10,and him and grabbed him.
6097ec1a8c0b4df21cbb9024,1,"8 to 9 men were running up a hill,"
6097ec1a8c0b4df21cbb9024,2,and one had a cramp
6097ec1a8c0b4df21cbb9024,3,"and shouted for help,"
6097ec1a8c0b4df21cbb9024,4,but the others thought
6097ec1a8c0b4df21cbb9024,5,"that he is just trying to catch up,"
6097ec1a8c0b4df21cbb9024,6,"so they left him by himself,"
6097ec1a8c0b4df21cbb9024,7,Out of nowhere a stranger came
6097ec1a8c0b4df21cbb9024,8,"to his aid,"
6097ec1a8c0b4df21cbb9024,9,ending the 30 meters run.
58cb30568460040001e1e8bc,1,swimming at the pier back and forth 3 times
58cb30568460040001e1e8bc,2,with the scoutmaster
58cb30568460040001e1e8bc,3,but he got cramps
58cb30568460040001e1e8bc,4,and was not helped by his team
58cb30568460040001e1e8bc,5,then another fellow helped him
6130db53a8123c2c3700f988,1,There was a run/race
6130db53a8123c2c3700f988,2,in the boy scouts
6130db53a8123c2c3700f988,3,on the pier.
6130db53a8123c2c3700f988,4,There was about 8 or 9 boys
6130db53a8123c2c3700f988,5,taking part.
6130db53a8123c2c3700f988,6,They were running back and forth
6130db53a8123c2c3700f988,7,and the main boy got cramp
6130db53a8123c2c3700f988,8,in his leg.
6130db53a8123c2c3700f988,9,"Potentially, the other boys did not believe"
6130db53a8123c2c3700f988,10,the cramp was real
6130db53a8123c2c3700f988,11,or they did not want to stop
6130db53a8123c2c3700f988,12,to help
6130db53a8123c2c3700f988,13,as it would mean they could lose the race.
6130db53a8123c2c3700f988,14,Even the scout master did not pay
6130db53a8123c2c3700f988,15,the boy any attention.
56f5d4dc736c79000b228286,1,In the boy scouts
56f5d4dc736c79000b228286,2,and was doing 50m back and forth along the pier.
56f5d4dc736c79000b228286,3,After the third go
56f5d4dc736c79000b228286,4,he started to get cramp.
56f5d4dc736c79000b228286,5,"He called out ""Help!"""
56f5d4dc736c79000b228286,6,but no of the other racers stopped to help
56f5d4dc736c79000b228286,7,because they thought he was doing it to slow down the others.
56f5d4dc736c79000b228286,8,Eventually a passer by walked up
56f5d4dc736c79000b228286,9,and jumped over
56f5d4dc736c79000b228286,10,to pull the guy with cramp out.
5f4c40e6e83b1e856330ec82,1,"Yeh,"
5f4c40e6e83b1e856330ec82,2,I was in the boy scouts
5f4c40e6e83b1e856330ec82,3,and we were doing dash race.
5f4c40e6e83b1e856330ec82,4,We were doing a 50 yard dash
5f4c40e6e83b1e856330ec82,5,and I caught cramps
5f4c40e6e83b1e856330ec82,6,"and started yelling ""help""."
5f4c40e6e83b1e856330ec82,7,No one helped
5f4c40e6e83b1e856330ec82,8,because they though I was trying to catch up
5f4c40e6e83b1e856330ec82,9,because I was going slow.
5f4c40e6e83b1e856330ec82,10,The ScoutsMaster was there
5f4c40e6e83b1e856330ec82,11,but he paid me no attention
5f4c40e6e83b1e856330ec82,12,and for some reason
5f4c40e6e83b1e856330ec82,13,there was another guy
5f4c40e6e83b1e856330ec82,14,who came out of no where
5f4c40e6e83b1e856330ec82,15,and grabbed me.
5d5ee3e95aa2cf0001510593,1,yeh I was in the boy scouts
5d5ee3e95aa2cf0001510593,2,doing the 50 yard dash at teh pier
5d5ee3e95aa2cf0001510593,3,going up and down
5d5ee3e95aa2cf0001510593,4,"about 8 ofus, up and down"
5d5ee3e95aa2cf0001510593,5,I got cramp
5d5ee3e95aa2cf0001510593,6,and started to fall off
5d5ee3e95aa2cf0001510593,7,and and yelled help
5d5ee3e95aa2cf0001510593,8,I was just trying to catch up
5d5ee3e95aa2cf0001510593,9,but no body believed me.
5d5ee3e95aa2cf0001510593,10,Scoutmaster was there
5d5ee3e95aa2cf0001510593,11,but didn’t beleive me
5d5ee3e95aa2cf0001510593,12,but there was another guy
5d5ee3e95aa2cf0001510593,13,who jumped over
5d5ee3e95aa2cf0001510593,14,and grabbed me.
5c1ca2273728060001b0b056,1,Doing a race with scouts
5c1ca2273728060001b0b056,2,he fell over
5c1ca2273728060001b0b056,3,because he got cramps
5c1ca2273728060001b0b056,4,but nobody believed him
5c1ca2273728060001b0b056,5,because they thought
5c1ca2273728060001b0b056,6,he wanted to cheat
5c1ca2273728060001b0b056,7,and slow everyone else down
606368818e6b621922c84680,1,I was in the boy scouts
606368818e6b621922c84680,2,"and we were running a 50 yard dash up and down to the pier 3 times,"
606368818e6b621922c84680,3,I got the cramps
606368818e6b621922c84680,4,and started yelling
606368818e6b621922c84680,5,but the boys ignored me.
606368818e6b621922c84680,6,The scoutmaster saw me yelling
606368818e6b621922c84680,7,but he ignored me as well
606368818e6b621922c84680,8,and did nothing
606368818e6b621922c84680,9,at that moment a man walking by saw me
606368818e6b621922c84680,10,a helped me.
5c48ec8ac8769800019362d4,1,there was a man
5c48ec8ac8769800019362d4,2,who was on coast
5c48ec8ac8769800019362d4,3,"he was struggling,"
5c48ec8ac8769800019362d4,4,however the guards thought
5c48ec8ac8769800019362d4,5,he was just slow
5c48ec8ac8769800019362d4,6,and struggling to catch up.
5c48ec8ac8769800019362d4,7,he said help
5c48ec8ac8769800019362d4,8,but no one believed him.
5c48ec8ac8769800019362d4,9,eventually someone did
5a6325d713898300014b2f82,1,When I was in the Boy Scouts one time
5a6325d713898300014b2f82,2,"we were racing on the pier,"
5a6325d713898300014b2f82,3,doing the 50 yard dash.
5a6325d713898300014b2f82,4,Lots of boys were running up and down the pier.
5a6325d713898300014b2f82,5,I started to get cramps
5a6325d713898300014b2f82,6,and yelled for help
5a6325d713898300014b2f82,7,"but none of the boys believed me,"
5a6325d713898300014b2f82,8,they thought I was trying to trick them into stopping.
5a6325d713898300014b2f82,9,The Scoutmaster even came over.
5a6325d713898300014b2f82,10,For no particular reason
5a6325d713898300014b2f82,11,a random guy stopped to help me.
5f36f1a0cca76a1549baf6dc,1,"The author was in the scouts,"
5f36f1a0cca76a1549baf6dc,2,they were involved in a running race involving 8 or 9 other young people.
5f36f1a0cca76a1549baf6dc,3,They raced along the pier.
5f36f1a0cca76a1549baf6dc,4,The author got cramps
5f36f1a0cca76a1549baf6dc,5,and started to slow down.
5f36f1a0cca76a1549baf6dc,6,The author called for help
5f36f1a0cca76a1549baf6dc,7,but none was given
5f36f1a0cca76a1549baf6dc,8,either by the other young people
5f36f1a0cca76a1549baf6dc,9,or scoutmaster.
60bba0e7ce457da5179949c5,1,The boy was in the boy scouts
60bba0e7ce457da5179949c5,2,and he was out on a trip with the group.
60bba0e7ce457da5179949c5,3,He got a stitch
60bba0e7ce457da5179949c5,4,and cried for help
60bba0e7ce457da5179949c5,5,but the Scoutmaster ignored him.
60bba0e7ce457da5179949c5,6,Before he knew it
60bba0e7ce457da5179949c5,7,someone ran up
60bba0e7ce457da5179949c5,8,and grabbed him.
5bcf6fee56885200013225a6,1,yeh
5bcf6fee56885200013225a6,2,i was in the boy scouts.
5bcf6fee56885200013225a6,3,there was about 8 or 9 of us
5bcf6fee56885200013225a6,4,and we was swimming in this lake
5bcf6fee56885200013225a6,5,and we were going up and down
5bcf6fee56885200013225a6,6,"and up and down,"
5bcf6fee56885200013225a6,7,"and, then i caught a cramp."
5bcf6fee56885200013225a6,8,i was shouting 'help me!'
5bcf6fee56885200013225a6,9,but the boys thought i was just trying to catch up.
5bcf6fee56885200013225a6,10,so they kept going.
5bcf6fee56885200013225a6,11,and the scoutmaster didnt do nothing either.
5bcf6fee56885200013225a6,12,luckily a man was just walking up.
5bcf6fee56885200013225a6,13,and he came over .
5f79f34d5a697d0c18b4ade5,1,A boy was in a running event with others
5f79f34d5a697d0c18b4ade5,2,but when he called out
5f79f34d5a697d0c18b4ade5,3,he had cramps
5f79f34d5a697d0c18b4ade5,4,he thought the others believed
5f79f34d5a697d0c18b4ade5,5,he just said it
5f79f34d5a697d0c18b4ade5,6,as he was slow behind.
5f79f34d5a697d0c18b4ade5,7,"No one listened to him,"
5f79f34d5a697d0c18b4ade5,8,even the teacher.
5f79f34d5a697d0c18b4ade5,9,Then he slowed down
5f79f34d5a697d0c18b4ade5,10,and a random person showed up
5f79f34d5a697d0c18b4ade5,11,and picked him up.
648b920a66c5e3040ab14f6a,1,someone in the boy scouts
648b920a66c5e3040ab14f6a,2,did the 50 yard dash
648b920a66c5e3040ab14f6a,3,but they got cramps
648b920a66c5e3040ab14f6a,4,while the others
648b920a66c5e3040ab14f6a,5,were accusing of them
648b920a66c5e3040ab14f6a,6,being slow.
59c63ec50aaf750001213c37,1,boy scout on a trip
59c63ec50aaf750001213c37,2,wit 8 or 9 others
59c63ec50aaf750001213c37,3,at the pier.
59c63ec50aaf750001213c37,4,boy falls in
59c63ec50aaf750001213c37,5,"but scout leader does nothing,"
59c63ec50aaf750001213c37,6,passer by rescues him.
5cfaf97eadb3da00013c1eaa,1,They were in the camp
5cfaf97eadb3da00013c1eaa,2,and they were about 8 or 9 of them
5cfaf97eadb3da00013c1eaa,3,who were about to run a race.
5cfaf97eadb3da00013c1eaa,4,As the race started
5cfaf97eadb3da00013c1eaa,5,the writer had cramps
5cfaf97eadb3da00013c1eaa,6,and fell to the ground.
5cfaf97eadb3da00013c1eaa,7,Writer cried for help
5cfaf97eadb3da00013c1eaa,8,but no one answered.
5cfaf97eadb3da00013c1eaa,9,The camp instructor saw writer on the floor
5cfaf97eadb3da00013c1eaa,10,but did not care
5cfaf97eadb3da00013c1eaa,11,until one passerby saw writer
5cfaf97eadb3da00013c1eaa,12,and picked writer up
5cfaf97eadb3da00013c1eaa,13,and took the writer to safety.
5983d65a5f25e900012642a6,1,In boy scouts
5983d65a5f25e900012642a6,2,"and going up and down near pier,"
5983d65a5f25e900012642a6,3,on third time got cramp
5983d65a5f25e900012642a6,4,"but group thought was putting it on,"
5983d65a5f25e900012642a6,5,scoutmaster wasn't paying attention
5983d65a5f25e900012642a6,6,so a third person jumped down.
5ca36c495c01df0013af4f75,1,Yeah
5ca36c495c01df0013af4f75,2,I was in the boy scouts at the time
5ca36c495c01df0013af4f75,3,"and I was doing the 50 yard dash,"
5ca36c495c01df0013af4f75,4,"I kept getting cramp,"
5ca36c495c01df0013af4f75,5,"the scout master would not help me,"
5ca36c495c01df0013af4f75,6,I kept going on
5ca36c495c01df0013af4f75,7,and on.
5d11cf66e555d5001ac10ceb,1,8 or 9 scouts people doing the 70m dash.
5d11cf66e555d5001ac10ceb,2,One fell over
5d11cf66e555d5001ac10ceb,3,was ignored by scoutmaster
5d11cf66e555d5001ac10ceb,4,and everyone else
5d11cf66e555d5001ac10ceb,5,as they thought he was joking.
5d11cf66e555d5001ac10ceb,6,Some man
5d11cf66e555d5001ac10ceb,7,who had just walked up that minuet
5d11cf66e555d5001ac10ceb,8,reached over
5d11cf66e555d5001ac10ceb,9,and grabbed him.
5bfd6f9d7f7968000187f356,1,"a scout was trying to catch up,"
5bfd6f9d7f7968000187f356,2,"but nobody believed him,"
5bfd6f9d7f7968000187f356,3,then some guy tried to pull him over.
6056487421642ca6fef2f200,1,a boy was a scouts on the pier
6056487421642ca6fef2f200,2,"doing the 50meter dash,"
6056487421642ca6fef2f200,3,when he got cramps.
6056487421642ca6fef2f200,4,"everyone thought he was faking,"
6056487421642ca6fef2f200,5,even the scoutmaster.
6056487421642ca6fef2f200,6,then a man grabbed him.
60b1e7e6954431450a63e847,1,"Yeh,"
60b1e7e6954431450a63e847,2,"I was in the boy scouts,"
60b1e7e6954431450a63e847,3,"we did the 50-yard dash,"
60b1e7e6954431450a63e847,4,"we were going up and down and up doing the 50-yard dash,"
60b1e7e6954431450a63e847,5,i caught cramps
60b1e7e6954431450a63e847,6,and yelled help
60b1e7e6954431450a63e847,7,but they didnt believe me
60b1e7e6954431450a63e847,8,"cause i was slow or behind,"
60b1e7e6954431450a63e847,9,the scout master was there
60b1e7e6954431450a63e847,10,but he didnt pay me any attention either.
60b1e7e6954431450a63e847,11,But a man who was there for no reason
60b1e7e6954431450a63e847,12,had just walked up
60b1e7e6954431450a63e847,13,and jumped in to get me.
5afde9de3eb22c00019bb6e3,1,I was doing the 50 yard dash
5afde9de3eb22c00019bb6e3,2,it was the scouts
5afde9de3eb22c00019bb6e3,3,"and we were doing it by the pier,"
5afde9de3eb22c00019bb6e3,4,"it was marked,"
5afde9de3eb22c00019bb6e3,5,and we was going up and down
5afde9de3eb22c00019bb6e3,6,and all of a sudden I caught cramps
5afde9de3eb22c00019bb6e3,7,and I called for help
5afde9de3eb22c00019bb6e3,8,but the guys didn't believe me
5afde9de3eb22c00019bb6e3,9,and the Scoutmaster he was up at the top
5afde9de3eb22c00019bb6e3,10,then there was this guy who had just walked up
5afde9de3eb22c00019bb6e3,11,and he reached and grabbed me.
607717eaae6e81fa5a889d7f,1,I was at the boys scout camp
607717eaae6e81fa5a889d7f,2,when I was left behind
607717eaae6e81fa5a889d7f,3,and my leg caught onto something
607717eaae6e81fa5a889d7f,4,and the scouts
607717eaae6e81fa5a889d7f,5,and the scoutsmaster
607717eaae6e81fa5a889d7f,6,didn't believe
607717eaae6e81fa5a889d7f,7,that I really needed help.
605faf46917bfbfb48dcb05a,1,The story was about a scout
605faf46917bfbfb48dcb05a,2,who got stuck
605faf46917bfbfb48dcb05a,3,but his Scoutmaster didn’t give him attention
605faf46917bfbfb48dcb05a,4,or didn’t help
605faf46917bfbfb48dcb05a,5,then a stranger came
605faf46917bfbfb48dcb05a,6,to rescue him.
5ea806dea2d63e011f551ef6,1,A guy was in the Boy Scouts with approximately 9 others.
5ea806dea2d63e011f551ef6,2,On the 3rd leg the narrator developed cramps
5ea806dea2d63e011f551ef6,3,and shouted for help
5ea806dea2d63e011f551ef6,4,which was ignored by the other competitors
5ea806dea2d63e011f551ef6,5,and the scout master.
5ea806dea2d63e011f551ef6,6,It was a random stranger
5ea806dea2d63e011f551ef6,7,that jumped in to help.
5d95fc8c7f79070017f92e93,1,yeh
5d95fc8c7f79070017f92e93,2,"so we was at the Boy Scouts,"
5d95fc8c7f79070017f92e93,3,"doing the 50-yard dash,"
5d95fc8c7f79070017f92e93,4,and so we went to do the 50-yard dash
5d95fc8c7f79070017f92e93,5,"and we started going down,"
5d95fc8c7f79070017f92e93,6,coming up
5d95fc8c7f79070017f92e93,7,"and going down again the third time,"
5d95fc8c7f79070017f92e93,8,I had a cramp
5d95fc8c7f79070017f92e93,9,"and started yelling ""Help!"""
5d95fc8c7f79070017f92e93,10,"but no one came,"
5d95fc8c7f79070017f92e93,11,they thought I was going down
5d95fc8c7f79070017f92e93,12,"and trying to catch up,"
5d95fc8c7f79070017f92e93,13,even the Scoutsmaster was there
5d95fc8c7f79070017f92e93,14,"and he gave me no attention,"
5d95fc8c7f79070017f92e93,15,"but then some guy just walked in,"
5d95fc8c7f79070017f92e93,16,he jumped over
5d95fc8c7f79070017f92e93,17,and grabbed me!
5ceef0cd45c1ec001920d548,1,"About a boy scouts leader doing a 50 yard dash,"
5ceef0cd45c1ec001920d548,2,when they was going up and down
5ceef0cd45c1ec001920d548,3,and then the scouts leader grabbed them
63f7792ffa2f18ec31a85d24,1,Yeh
63f7792ffa2f18ec31a85d24,2,"we done the 50 year-dash,"
63f7792ffa2f18ec31a85d24,3,"racing,"
63f7792ffa2f18ec31a85d24,4,but then
63f7792ffa2f18ec31a85d24,5,we were up the pair
63f7792ffa2f18ec31a85d24,6,"so we did the 50-yrad dash,"
63f7792ffa2f18ec31a85d24,7,i started to get cramp
63f7792ffa2f18ec31a85d24,8,"and yeld ""Help!"""
63f7792ffa2f18ec31a85d24,9,"but fellows didn't believe me,"
63f7792ffa2f18ec31a85d24,10,then
63f7792ffa2f18ec31a85d24,11,the ScoutMaster was there.
640226e83e2c4614c50dff0e,1,In the boys scouts
640226e83e2c4614c50dff0e,2,doing the 50 yard dash.
640226e83e2c4614c50dff0e,3,About 8 or 9 people.
640226e83e2c4614c50dff0e,4,Gramps was hurt
640226e83e2c4614c50dff0e,5,and tried to call for help
640226e83e2c4614c50dff0e,6,but people didn't believe.
640226e83e2c4614c50dff0e,7,Got grabbed for no reason.
