story,sample_idx,keypoints,summary_text,narrative_len_chars,coverage_fraction,coverage_pct,part_coverage_fraction,part_coverage_pct,summary_len_chars,sum_logp,summary_len_tokens,sum_mbits
bear,4,"[""College formed the foursome"", ""Farm outings entertained his friends"", ""Cards picked him in Canada"", ""His cabin trap ended invitations""]",College formed the foursome Farm outings entertained his friends Cards picked him in Canada His cabin trap ended invitations,4882,0.1639344262295081,16.39344262295082,1.0,100.0,124,-163.97159192,20,30.96896551316999
bear,5,"[""The narrator disliked hunting"", ""His friends enjoyed his farm"", ""Canada terrified the whole group"", ""His bear stunt canceled future hunts""]",The narrator disliked hunting His friends enjoyed his farm Canada terrified the whole group His bear stunt canceled future hunts,4882,0.1639344262295081,16.39344262295082,1.0,100.0,128,-148.5724094,20,34.673563930000014
bear,6,"[""Old athletes reunited in college"", ""They made farm hunts routine"", ""A remote cabin unnerved them"", ""His bear handoff ended invites""]",Old athletes reunited in college They made farm hunts routine A remote cabin unnerved them His bear handoff ended invites,4882,0.1229508196721311,12.295081967213116,1.0,100.0,121,-166.93348191,22,32.41225425600001
bear,7,"[""City pals visited his farm"", ""He joined hunts reluctantly"", ""Canada forced a card-drawn hunt"", ""His cabin dodge stopped invitations""]",City pals visited his farm He joined hunts reluctantly Canada forced a card-drawn hunt His cabin dodge stopped invitations,4882,0.2377049180327868,23.770491803278688,1.0,100.0,122,-174.5008842,21,52.86699239000001
bear,8,"[""College friends dragged him hunting"", ""They traveled to Canada"", ""A bear chased him back"", ""His door slam ended requests""]",College friends dragged him hunting They traveled to Canada A bear chased him back His door slam ended requests,4882,0.4508196721311475,45.08196721311475,1.0,100.0,111,-133.8650744,19,27.556586800000005
bear,9,"[""High-school athletes became college buddies"", ""His farm hosted their hunts"", ""They gambled over bear duty"", ""His bear handoff ended invites""]",High-school athletes became college buddies His farm hosted their hunts They gambled over bear duty His bear handoff ended invites,4882,0.1557377049180328,15.57377049180328,0.75,75.0,130,-170.501408711,23,54.7300165230895
stein,0,"[""The family moved into Wharton."", ""The narrator sheltered siblings and found mother."", ""Mother challenged police and neighbors."", ""Neighbors later helped the sick father.""]",The family moved into Wharton. The narrator sheltered siblings and found mother. Mother challenged police and neighbors. Neighbors later helped the sick father.,7323,0.123076923076923,12.307692307692308,1.0,100.0,160,-150.745696455,30,64.60831666526002
stein,1,"[""The family rented a new house."", ""Stones crashed through its windows."", ""Mother forced a police escort home."", ""Neighbors eventually aided the ill father.""]",The family rented a new house. Stones crashed through its windows. Mother forced a police escort home. Neighbors eventually aided the ill father.,7323,0.1153846153846153,11.538461538461538,1.0,100.0,145,-134.48859483,28,48.68243300430001
stein,2,"[""The parents left after moving."", ""The narrator protected the children."", ""Police told mother to move."", ""Mother stayed, and neighbors softened.""]","The parents left after moving. The narrator protected the children. Police told mother to move. Mother stayed, and neighbors softened.",7323,0.123076923076923,12.307692307692308,1.0,100.0,134,-126.9663522,25,29.76255235
stein,3,"[""The family settled at Third and Wharton."", ""Racist neighbors stoned the house."", ""Mother demanded protection and addressed them."", ""They later helped during illness.""]",The family settled at Third and Wharton. Racist neighbors stoned the house. Mother demanded protection and addressed them. They later helped during illness.,7323,0.1384615384615384,13.846153846153848,1.0,100.0,156,-137.2669174,30,44.43689846760999
stein,4,"[""The father returned the horses."", ""Attackers shattered the family's windows."", ""Mother confronted indifferent policemen."", ""Neighbors later nursed goodwill.""]",The father returned the horses. Attackers shattered the family's windows. Mother confronted indifferent policemen. Neighbors later nursed goodwill.,7323,0.0846153846153846,8.461538461538462,1.0,100.0,147,-139.8070673927,26,23.53600125991001
stein,5,"[""The mother went shopping."", ""The narrator escaped with the children."", ""Police denied responsibility for violence."", ""Mother stayed until neighbors helped.""]",The mother went shopping. The narrator escaped with the children. Police denied responsibility for violence. Mother stayed until neighbors helped.,7323,0.1,10.0,1.0,100.0,146,-121.7483496,24,29.03381979000001
stein,6,"[""The family spent everything on rent."", ""Hostile residents attacked their arrival."", ""Mother publicly refused to leave."", ""Neighbors later supported the sick father.""]",The family spent everything on rent. Hostile residents attacked their arrival. Mother publicly refused to leave. Neighbors later supported the sick father.,7323,0.1,10.0,1.0,100.0,155,-141.158040338,28,27.126002983
stein,7,"[""The children faced flying glass alone."", ""The narrator located mother at market."", ""Mother secured a patrol ride home."", ""Neighbors later became kind helpers.""]",The children faced flying glass alone. The narrator located mother at market. Mother secured a patrol ride home. Neighbors later became kind helpers.,7323,0.0923076923076923,9.230769230769232,0.75,75.0,149,-156.64856778,28,40.0479144637
stein,8,"[""The family's welcome was violent."", ""The child saved the siblings."", ""Mother shamed police and neighbors."", ""The neighborhood later showed kindness.""]",The family's welcome was violent. The child saved the siblings. Mother shamed police and neighbors. The neighborhood later showed kindness.,7323,0.123076923076923,12.307692307692308,1.0,100.0,139,-135.3000588,26,44.85510288
stein,9,"[""The move left the children alone."", ""The house was stoned immediately."", ""Mother demanded help and stayed."", ""Neighbors later aided the family.""]",The move left the children alone. The house was stoned immediately. Mother demanded help and stayed. Neighbors later aided the family.,7323,0.0538461538461538,5.384615384615385,1.0,100.0,134,-129.526148,27,34.52201648935699
costa,0,"[""Marie had appendicitis surgery"", ""Nurses moved her early"", ""Marie died during discharge"", ""Family suffered lasting grief""]",Marie had appendicitis surgery Nurses moved her early Marie died during discharge Family suffered lasting grief,9181,0.1237113402061855,12.371134020618555,1.0,100.0,111,-124.71884420423,19,39.41243140049499
costa,1,"[""Doctors operated on Marie"", ""Staff forced early walking"", ""A clot killed Marie"", ""Relatives collapsed afterward""]",Doctors operated on Marie Staff forced early walking A clot killed Marie Relatives collapsed afterward,9181,0.1185567010309278,11.855670103092782,1.0,100.0,102,-137.04454003,15,39.044183714
costa,2,"[""Marie entered Methodist Hospital"", ""Nurses followed risky orders"", ""Marie collapsed going home"", ""Her family mourned decades""]",Marie entered Methodist Hospital Nurses followed risky orders Marie collapsed going home Her family mourned decades,9181,0.0515463917525773,5.154639175257731,0.5,50.0,115,-141.23689483,18,41.33335225649999
costa,3,"[""Marie survived surgery initially"", ""Staff made her walk"", ""Marie died from clot"", ""Family trauma persisted""]",Marie survived surgery initially Staff made her walk Marie died from clot Family trauma persisted,9181,0.0670103092783505,6.701030927835052,0.5,50.0,97,-124.7712463,16,24.753122254400008
costa,4,"[""Marie underwent an operation"", ""Nurses lifted her too soon"", ""Marie died before leaving"", ""Kin carried lifelong pain""]",Marie underwent an operation Nurses lifted her too soon Marie died before leaving Kin carried lifelong pain,9181,0.0927835051546391,9.278350515463918,1.0,100.0,107,-139.5845834,18,27.177836919199997
costa,5,"[""Marie was hospitalized"", ""Hospital staff mobilized her"", ""Marie died unexpectedly"", ""Neighbors remembered her""]",Marie was hospitalized Hospital staff mobilized her Marie died unexpectedly Neighbors remembered her,9181,0.0824742268041237,8.24742268041237,1.0,100.0,100,-104.80283473,16,13.927566691200004
costa,6,"[""Marie faced appendicitis"", ""Caregivers caused suspected clot"", ""Discharge became death"", ""Household fell apart""]",Marie faced appendicitis Caregivers caused suspected clot Discharge became death Household fell apart,9181,0.0721649484536082,7.216494845360824,1.0,100.0,101,-139.74634801013,19,39.37391201338198
costa,7,"[""Marie prepared for home"", ""Mother brought her clothes"", ""Marie died suddenly"", ""Family endured shock""]",Marie prepared for home Mother brought her clothes Marie died suddenly Family endured shock,9181,0.0876288659793814,8.762886597938143,1.0,100.0,91,-104.2520952,15,22.86103713529999
costa,8,"[""Marie had surgery"", ""Early walking caused blame"", ""Her clot proved fatal"", ""Survivors grieved lifelong""]",Marie had surgery Early walking caused blame Her clot proved fatal Survivors grieved lifelong,9181,0.0618556701030927,6.185567010309279,0.75,75.0,93,-134.66916861,17,20.751155721600004
costa,9,"[""Hospital discharged Marie"", ""Mother arrived happily"", ""Marie collapsed and died"", ""Family and neighbors mourned""]",Hospital discharged Marie Mother arrived happily Marie collapsed and died Family and neighbors mourned,9181,0.0773195876288659,7.731958762886598,1.0,100.0,102,-102.4993957,15,27.018860153999995
