,summary,rephrased_summary,total,len,rate,suffix
31,I was a rookie in the police force.|The Chief was a veteran.|The Chief had caught a notorious criminal.|The Chief had a young daughter.|I was a fitness enthusiast.|The Chief's daughter was trying to impress me.|I wasn't very fond of her.|She was a charming girl.|She was a chatterbox.|She left a message saying she would run away.|The Chief came to my apartment.|I calmed the Chief down.|I proposed we search for his daughter.|The Chief accepted my offer.|We searched near the park for her.|We couldn't locate her.|We returned to the police station.|She was sitting in the police station.|The issue was resolved for that day.|I transferred and left after the deputy's advice.,"As a newcomer to the law enforcement team, I worked under an experienced Chief who had a reputation for capturing a well-known outlaw. His young daughter, who was quite the conversationalist and possessed a certain allure, seemed intent on getting my attention due to my interest in physical fitness, although I didn't reciprocate her feelings. One day, she left a note threatening to elope, which led to her father arriving at my residence in distress. I managed to soothe his nerves and suggested we initiate a search. He agreed, and we scoured the area around the park to no avail. Upon our return to the station, we found her there, effectively defusing the situation for the moment. Following a colleague's counsel, I eventually decided to transfer and move on from that chapter.",154.37,675,0.23,20_2.json
32,I was a rookie in the police force.|The Chief was a veteran.|The Chief had caught a notorious criminal.|The Chief had a young daughter.|I was a fitness enthusiast.|The daughter seemed to try to impress me.|I wasn't very fond of her.|She was charming until she talked.|She was a chatterbox.|She left a message about running away.|The Chief arrived at my apartment.|I managed to calm him down.|We agreed to search for her together.|We found her scarf near a park.|We couldn't locate her initially.|We returned to the police station.|She was at the police station.|The deputy suggested I should transfer.|I decided to transfer and leave.|That was the end of my rookie year.,"As a newcomer to the police department, I worked under an experienced Chief who had recently apprehended a well-known felon. The Chief was raising a young girl who appeared to be trying to make an impression on me, given my interest in physical fitness. However, I didn't particularly warm up to her, despite her allure, because she was excessively talkative. One day, she left a note indicating her plans to elope. When the Chief showed up at my residence, I was able to soothe his nerves. We decided to join forces in the search for his daughter. After discovering her scarf by a park, we initially failed to find her. We headed back to the station, only to find she had returned on her own. A colleague at the station hinted that it might be best for me to consider a transfer. I took the advice and moved on, marking the conclusion of my first year on the force.",191.32,670,0.29,20_3.json
33,I was a rookie in the police force.|The Chief was a veteran.|The Chief had a young daughter.|I was a fitness enthusiast.|The Chief's daughter tried to impress me.|I did not notice her efforts.|I wasn't fond of her because she was a chatterbox.|The Chief's daughter left a message about running away.|Her father came to my apartment.|I calmed him down.|I proposed searching for her together.|We went to where her scarf was found near a park.|We couldn't locate her after searching.|We returned to the police station.|She was at the station with a book.|She hadn't run away.|The issue was resolved for that day.|Frank Mitchell suggested I transfer.|He warned that the Chief never forgets.|I transferred and left.|That was the end of my rookie year.,"As a newcomer to the police department, I was just starting out, while the Chief was seasoned with experience. He had a daughter who was quite young. My passion was keeping fit. The Chief's daughter made attempts to catch my attention, but they went unnoticed by me. Her constant talking deterred me from taking a liking to her. One day, she left a note indicating she planned to elope. Her worried father showed up at my doorstep. I managed to soothe his nerves. Together, we decided to embark on a search for her. We followed a lead to a park where her scarf had been discovered, but our search was in vain. We headed back to the station empty-handed. To our surprise, she was there, engrossed in a book, having never actually left. The situation was defused for the moment. Frank Mitchell advised that I consider a transfer, cautioning me about the Chief's long memory. I took his advice, moved on, and that marked the close of my first year on the force.",233.96,746,0.31,21_1.json
34,I was a rookie in the police force.|The Chief was a veteran.|The Chief had caught a notorious criminal.|The Chief had a young daughter.|I was a fitness enthusiast.|The Chief's daughter seemed to try to impress me.|I never noticed her trying to impress me.|I wasn't very fond of the Chief's daughter.|The Chief's daughter was a charming girl until she spoke.|She was a chatterbox who could talk a lot.|She left a message saying she would run away.|She said she would run away because the Chief scolded her about me.|The Chief came to my apartment looking intimidating.|I managed to calm the Chief down.|I proposed a plan to search for his daughter.|The Chief accepted my offer to search.|We went to where they found her scarf near a park.|We couldn't locate her after searching.|We returned to the police station and found her there.|The Chief's daughter hadn't run away after all.|I transferred and left after my rookie year ended.,"As a newcomer to the police department, I worked under an experienced Chief who had recently apprehended a well-known felon. His daughter, still in her youth, seemed to be making an effort to catch my attention, though it went largely unnoticed by me. Despite my lack of interest in her, she was quite the enchantress until she began to speak, at which point her incessant chatter became apparent. One day, she left a note declaring her intent to flee, citing her father's reprimand concerning me as the reason. The Chief, appearing rather formidable, showed up at my residence, but I was able to soothe his nerves. I suggested a strategy to find his daughter, and he agreed to my assistance. Our search led us to a park where her scarf was discovered, but she was nowhere to be found. After an exhaustive search, we headed back to the station, only to discover she had never actually left. Following the conclusion of my initial year on the force, I decided to transfer and move on.",200.78,931,0.22,21_2.json
35,I was a rookie in the police force.|The Chief was a veteran.|The Chief had a young daughter.|I was a fitness enthusiast.|His daughter seemed to try to impress me.|I wasn't very fond of her.|She was a chatterbox.|She left a message about running away.|The Chief came to my apartment.|I calmed him down.|I proposed a search plan.|He accepted my offer.|We searched for her near a park.|We failed to locate her.|We returned to the police station.|She was sitting with a book.|She hadn't run away.|The issue was resolved for the day.|The Deputy advised me to transfer.|I transferred.|That ended my rookie year.,"As a newcomer to the police department, I worked under an experienced Chief who had a young daughter. My interest in physical fitness seemed to catch her attention, and she often tried to get my approval, though I didn't particularly enjoy her constant talking. One day, she left a note suggesting she might elope. The Chief, distressed, showed up at my place, and I managed to soothe his nerves. Together, we devised a strategy to find her and initiated our search at a nearby park, but our efforts were in vain. Upon returning to the station, we found her engrossed in a book, having never actually left. The situation was defused for the moment. Following the incident, the Deputy recommended that I consider a transfer, which I did, marking the conclusion of my initial year on the force.",169.81,605,0.28,21_3.json
36,"I was a rookie and the Chief had a young daughter.|The Chief's daughter planned to run away, and I helped search for her.|I transferred and left after Frank advised me to, ending my rookie year.","Being new to the force, I found myself in a situation where the Chief's young daughter intended to elope. I joined the effort to find her. Upon Frank's recommendation, I moved to a different precinct, concluding my initial year in law enforcement.",80.86,194,0.42,3_1.json
37,"I was a rookie police officer interested in fitness.|The Chief's daughter left a message about running away due to his disapproval.|We found her safe at the police station, leading to my transfer.","As a novice in law enforcement with a keen interest in physical health, I received a distressing note from the Chief's daughter about her decision to flee because of her father's objections. Fortunately, she was located unharmed within the precinct, an event which subsequently resulted in my reassignment.",98.48,196,0.5,3_2.json
38,I was a rookie in the police force back in the day.|The Chief's daughter left a message saying she was going to run away.|I transferred and left because the Chief never forgets anything once it's in his mind.,"Back when I was a newcomer on the police squad, the Chief's daughter had left a note about her plans to elope. I made a transfer and departed since the Chief was known for his inability to let go of anything once it took hold in his memory.",87.04,208,0.42,3_3.json
39,"I noticed the Chief had a young daughter who was trying to impress me.|She left a message saying she would run away because the Chief scolded her about me.|The Chief and I looked for her, but she was found at the police station.|I transferred and left the department after being advised by the deputy.","I observed that the Chief's daughter, a young girl, seemed intent on making an impression on me. She had left a note expressing her intention to flee after her father, the Chief, had reprimanded her concerning my presence. Together with the Chief, we searched for her, only to discover that she had been located at the local police precinct. Following a recommendation from the assistant chief, I decided to accept a transfer and depart from the police force.",119.17,301,0.4,4_1.json
40,I was a rookie in the police force.|I learned that the Chief's daughter was a chatterbox.|The Chief and I searched for his daughter when she threatened to run away.|I transferred to another department after the incident.,"Being new to the police department, I soon discovered that the Chief's daughter was known for being extremely talkative. One day, the Chief and I had to look for her when she made threats of leaving home. Following that event, I moved to a different division within the force.",73.06,220,0.33,4_2.json
41,I was a rookie in the police force.|The Chief's daughter seemed to like me.|The Chief thought she ran away because of me.|I transferred and left after the incident.,"As a newcomer to the law enforcement team, it appeared that the Chief's offspring had taken a liking to me. The Chief was under the impression that her disappearance was due to my influence. Following the event, I made the decision to move to a different precinct and departed.",74.12,164,0.45,4_3.json
42,I was a rookie in the police force.|The Chief's daughter was trying to impress me.|She left a message saying she was going to run away.|The Chief and I searched for her but couldn't find her.|I transferred and left after that incident.,"Being new to the police department, I caught the attention of the Chief's daughter, who seemed keen on making an impression on me. She left a note indicating her plans to elope. Despite extensive efforts by the Chief and myself, we were unable to locate her. Following that event, I requested a transfer and moved on from that place.",80.16,235,0.34,5_1.json
43,"I was a rookie in the police force with a veteran Chief.|The Chief's daughter tried to impress me, but I didn't like her chattiness.|The daughter left a message saying she would run away.|The Chief and I searched for her but found her safe at the police station.|I transferred and left the police force because the Chief never forgot anything.","As a newcomer to the law enforcement team, I worked under an experienced Chief. His daughter made attempts to win my favor, yet her excessive talking was off-putting to me. She left a note one day, threatening to elope. Together with the Chief, we scoured the area for her, only to discover she was unharmed and had remained at the precinct. Ultimately, I chose to relocate and resign from my position, as the Chief was known for his unfailing memory.",131.48,343,0.38,5_2.json
44,I was a rookie in the police force.|The Chief's daughter tried to impress me.|The Chief's daughter left a message about running away.|We searched for the Chief's daughter but found her at the police station.|I transferred and left the police force after my rookie year.,"During my initial year as a law enforcement officer, the daughter of the Police Chief made attempts to win my admiration. She left a note indicating her intention to elope. Our efforts to locate her were in vain until we discovered her back at the precinct. Following that year, I moved on from the department, ending my brief tenure in the force.",78.29,269,0.29,5_3.json
45,I was a rookie in the police force.|The Chief's daughter seemed to try to impress me.|I was not fond of her because she was a chatterbox.|The Chief's daughter left a message about running away.|The Chief and I searched for her and found her at the police station.|I transferred and left the force after my rookie year.,"During my initial year with the law enforcement agency, it appeared that the Chief's offspring was making an effort to win my favor. Her tendency to talk incessantly didn't endear her to me. She left a note indicating her intention to elope. Together with the Chief, we embarked on a search and eventually located her back at the precinct. Following my first year, I opted for a transfer and subsequently exited the police department.",105.12,318,0.33,6_1.json
46,I was a rookie in the police force.|The Chief had a young daughter.|I didn't like her because she talked too much.|She left a message saying she would run away.|The Chief and I searched for her.|I transferred and left at the end of the year.,"As a newcomer to the law enforcement team, I was under the command of a Chief who was the father of a loquacious young girl. Her incessant chatter didn't sit well with me. One day, she left a note declaring her intention to flee from home. Together with the Chief, we embarked on a mission to find her. By the year's conclusion, I had moved on to a different assignment.",86.0,241,0.36,6_2.json
47,I was a rookie in the police force.|The Chief's daughter tried to impress me.|She threatened to run away due to her father's scolding.|The Chief and I searched for her but couldn't find her.|We returned to find her safe at the police station.|I decided to transfer and leave the police force.,"Being new to the police department, I caught the attention of the Chief's daughter who sought to make an impression on me. She made a bold claim that she would flee from home in response to her father's harsh reprimands. Together with the Chief, we scoured the area for her without success. Upon our return, we were relieved to discover she was unharmed and had returned to the station. Subsequently, I made the choice to request a transfer and exit the department.",108.39,292,0.37,6_3.json
48,"I was a rookie in the police force.|The Chief had a young daughter.|I didn't like her because she talked too much.|She left a message about running away.|The Chief came to my apartment, and I calmed him down.|We found her at the police station.|I transferred and left because of the Chief.","Being new to the police department, I often crossed paths with the Chief's daughter, a loquacious young girl whom I found quite bothersome. One day, she left a note indicating her intention to flee. In a state of distress, the Chief showed up at my residence, where I managed to soothe his nerves. Eventually, we located her safe within the precinct. The situation with the Chief ultimately led me to request a transfer and depart from that place.",101.26,289,0.35,7_1.json
49,I was a rookie in the police force.|The Chief had a young daughter.|I was a fitness enthusiast.|The daughter tried to impress me.|She left a message about running away.|The Chief arrived and we searched for her.|I transferred and left the police force.,"As a newcomer to the law enforcement team, I encountered the Chief's adolescent daughter. My passion for physical conditioning was well-known. In an attempt to gain my admiration, she left a note indicating her intention to elope. Upon the Chief's return, a search ensued. Subsequently, I moved on from the department, ending my career in policing.",93.43,252,0.37,7_2.json
50,"I was a rookie in the police force.|The Chief had a young daughter.|She tried to impress me, but I wasn't fond of her.|One day, she left a message saying she'd run away.|The Chief arrived at my apartment, looking intimidating.|We searched for her but found her at the police station.|I transferred and left at the end of my rookie year.","Being new to the police department, I encountered the Chief's daughter, who was quite young. She made attempts to win my favor, yet I did not reciprocate her feelings. Unexpectedly, she sent a note declaring her intention to elope. When the Chief showed up at my residence, his presence was formidable. Together, we set out to locate her, only to discover she had returned to the precinct. My tenure as a novice officer concluded with a transfer, marking the close of my first year.",97.2,336,0.29,7_3.json
51,"I joined the police force as a rookie.|The Chief had a young daughter.|I was a fitness enthusiast and she tried to impress me.|I wasn't fond of her because she was a chatterbox.|She left a message saying she was running away due to her father's scolding.|The Chief came to my apartment and we strategized to find her.|We found her at the police station with a book in her hands.|The deputy advised me to transfer, and I did, ending my rookie year.","I began my career in law enforcement as a novice officer. The head of the department had a daughter who was still in her youth. As someone who was passionate about physical fitness, I caught her attention and she made efforts to win my admiration. However, her incessant talking made her less appealing to me. One day, she left a note declaring her intention to run away because of a reprimand from her father. The department head visited my residence, and together we devised a plan to locate her. Surprisingly, we discovered her at the precinct, engrossed in reading a book. Following this incident, the assistant to the Chief suggested that I consider a transfer, which I accepted, thereby concluding my initial year as a police officer.",163.07,447,0.36,8_1.json
52,I was a rookie in the police force.|The Chief had a young daughter who tried to impress me.|I wasn't very fond of her because she talked too much.|She left a message saying she would run away because of her father's scolding.|The Chief came to my apartment to confront me.|I proposed we search for her together.|We found her at the police station reading a book.|I transferred and left because the deputy advised me to.,"Being new to the police department, I caught the attention of the Chief's daughter, who seemed keen on making an impression on me. Her incessant chatter, however, didn't endear her to me. One day, she left a note declaring her intention to flee from her father's rebukes. Subsequently, the Chief showed up at my residence to challenge me about the situation. I suggested that we join forces to locate her. To our relief, we discovered her at the precinct, engrossed in a book. Following the incident, I decided to transfer out of the department on the recommendation of a fellow officer.",125.82,419,0.3,8_2.json
53,I was a rookie in the police force.|The Chief had a young daughter.|I was a fitness enthusiast.|The Chief's daughter tried to impress me.|She left a message saying she would run away.|The Chief came to my apartment upset.|We found the daughter sitting in the police station.|I transferred and left after my rookie year.,"As a newcomer to the law enforcement team, I encountered the Chief, who was the father of a vivacious young girl. My passion for physical fitness was well-known. In an attempt to catch my attention, the Chief's daughter left a note threatening to elope. Distraught, the Chief visited me at my residence. To our relief, we discovered her at the precinct, unharmed. Following my initial year on the force, I pursued a transfer and departed.",112.41,319,0.35,8_3.json
54,I was a rookie in the police force.|The Chief was a veteran.|The Chief's daughter tried to impress me.|I wasn't fond of her chatter.|She left a message about running away.|The Chief came to my apartment.|We searched for her but found nothing.|She was found at the police station.|I transferred and left the force.,"As a newcomer to the law enforcement team, I worked under an experienced Chief. His daughter made attempts to win my admiration. However, her constant talking didn't appeal to me. One day, she left a note indicating her intention to elope. The Chief paid a visit to my residence. Together, we scoured the area for her to no avail. Ultimately, she turned up back at the precinct. Subsequently, I requested a transfer and resigned from the department.",106.26,313,0.34,9_1.json
55,I was a rookie in the police force.|The Chief was a veteran with a young daughter.|I was a fitness enthusiast back then.|The Chief's daughter tried to impress me.|I wasn't fond of her because she was a chatterbox.|She left a message saying she would run away.|The Chief came to my apartment looking intimidating.|We searched for her but found her at the police station.|I transferred and left because of the Chief's attitude.,"At the time, I was a newcomer to the law enforcement team. The head of the department was an experienced officer with a little girl. My interests heavily leaned towards physical exercise during that period. The head's young girl made attempts to catch my attention. However, her incessant talking made her less appealing to me. She left a note declaring her intention to elope. Her father, appearing quite formidable, showed up at my residence. Together, we scoured the area for her, only to discover her back at the precinct. Ultimately, I requested a transfer and departed due to the superior's demeanor.",154.95,425,0.36,9_2.json
56,"I was a rookie in the police force.|The Chief was a veteran and had a young daughter.|I was a fitness enthusiast.|She seemed to be trying to impress me.|I wasn't fond of her because she was a chatterbox.|She left a message saying she would run away.|The Chief came to my apartment looking intimidating.|We couldn't locate her, but she was at the police station.|I transferred and left after my rookie year.","As a newcomer to the law enforcement team, I worked under a seasoned Chief who was the father of a little girl. My passion for physical training was evident. The girl appeared to be making an effort to catch my attention. Her incessant talking, however, didn't endear her to me. One day, she left a note threatening to elope. Her father, exuding a daunting presence, showed up at my residence. Despite our efforts, we were unable to find her, only to discover later that she had been at the precinct all along. Following my initial year on the force, I decided to transfer and move on.",158.69,406,0.39,9_3.json
