recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
5422cca4fdf99b328c91b21b,133.28,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",14.1,-5.35,8.48,16.61,0.16,4.12,0.05,10.39,8.32,2.22,-0.58,11.12,3.3,1.62,1.34,9.38,13.28,-0.34,2.22,-5.52,1.11,-0.85,-1.91,4.38,10.65,6.02,4.16,15.77,1.0,0.94,-1.64,-1.27
5a56222f8e6259000175b271,135.61,"Mrs baker was the cat lady in my neighbourhood when i was growing up. She had at least 20 cats. Her told me her grandson liked me, although I didn’t notice; i was a tomboy. One day she thought he’d run off so we went looking for him. We couldn’t find him, but when we got back to my treehouse he was there. The local sherif (?) said I need to be careful, Mrs Baker never forgets anything.",32.52,4.21,5.77,12.84,8.0,5.64,5.28,-2.31,1.96,0.57,-2.0,8.4,12.2,-2.67,0.88,8.27,3.11,-0.57,2.26,-0.73,-0.75,3.08,2.55,2.67,0.09,-0.13,1.98,26.04,-1.34,0.45,-0.99,-1.67
5e652bffbe3f4d000c66a42a,137.45,"Mrs Baker is a cat lady. She has a grandson who tries to befriend the storyteller. However, she does not like him because he has bad manners. He goes missing and the cat lady asks for her help to find him. He is, in fact, a member of a tree house club and had gone there. For reasons unclear, the local Sheriff tells her to lay low as it appears she has upset the cat lady. So she does this.",21.47,-1.4,7.35,17.4,0.85,12.81,0.39,11.82,5.95,1.21,0.21,6.35,4.37,-0.54,-0.19,8.18,3.78,-1.13,1.38,-0.25,0.73,0.72,-0.84,12.88,-0.31,1.45,3.13,19.65,0.7,1.22,-0.76,-1.13
6107acc592df914a921e2b41,140.89,"there was a lady called mrs baker, she was the local cat lady, she had a grandson, the writer was a tomboy. the grandson had very poor manners. he disappeared one day and the lady asked the writer to help find him, she advised not going to the police till they look, they find him in a tree reading a comic, the police arrive later and tell the writer to lay low because the old lady doesn't forget things.",26.14,-1.13,7.2,16.62,9.21,-2.92,-1.52,10.37,7.7,2.02,-0.48,7.52,4.22,-0.36,0.69,8.2,9.66,0.73,2.43,-3.87,1.21,0.1,-1.98,0.76,12.4,0.84,2.28,26.4,-1.17,0.61,-1.66,-1.33
5ddc561ea1679a000e75f05c,141.31,"Mrs Baker was the resident cat lady. She had adopted 20 - or had helped find them a home. She had a grandson who liked me and I was a tomboy. One day, the grandson was missing. Mrs Baker came to look for him, a fat tabby cat in tow. We found his baseball cap but no other trace. Finally we found him reading a comic book in the treehouse.",29.37,7.76,19.69,14.78,9.12,4.26,-2.15,0.65,1.78,1.43,-0.84,5.13,6.18,10.59,-0.77,8.11,5.51,-0.47,0.81,6.46,-0.53,4.74,-2.0,4.19,9.38,1.14,0.36,-2.07,-1.33,0.86,-0.2,-0.63
5edd2d699c9855a147178414,142.65,The narrator is a girl that was a self-described tomboy when she was younger. The story is about Mrs Baker a cat lady that has a son. That son wanted to be friends with the narrator but she never thought about it much. One day he ran away and Mrs Baker came to the narrator's treehouse looking for help to find him. Eventually they found him in a different treehouse reading a comic book. The local sheriff Mr Dawson told the narrator to lay low and hide from Mrs Baker for a while.,25.49,-0.21,6.52,7.17,8.07,9.81,3.38,2.71,0.07,1.45,-0.73,10.45,15.35,0.64,-0.26,9.99,2.37,-0.42,0.26,-3.8,0.33,0.3,-2.08,3.39,9.98,-0.88,1.14,33.58,0.29,0.86,-0.98,-1.59
600b00d70c3b950f03a25bd1,144.03,"In my neighborhood, there was a cat lady. She had taken in around 20 cats plus adopting some out. She had a grandson that tried to become my friend. (I was like a tomboy.) I would not become his friend and he left a note saying he would run away. She came to my treehouse looking for him and asked me to help find him before calling the police. We looked around in some places but when we got back to the treehouse, he was there reading. He had not run away at all.",16.87,5.83,10.16,15.33,8.98,15.48,1.78,1.43,-0.13,0.92,-1.01,20.16,16.08,-3.94,-1.88,9.78,17.05,-0.37,1.63,-3.57,-1.2,1.93,2.34,3.69,5.08,5.04,0.41,-1.81,-1.27,0.82,-0.77,-0.81
5ecd0778c927e4000896da6e,145.01,"There was a lady called Mrs Baker who had loads of cats. She had a son that quite liked me as I was quite the tomboy but I didn’t take to him and Mrs Baker didn’t really take to me. Mrs Baker approached me one day with her tabby cat in hand as she couldn’t find her son. We went searching for him and found him in a treehouse reading a magazine. He was at a treehouse club. The sheriff, Mr Dawson told me to stay low as Mrs Baker never forgets.",23.88,-1.48,7.16,8.16,8.09,8.84,2.1,5.99,2.17,0.67,-2.02,6.68,4.36,6.71,-0.1,9.53,1.19,-0.3,2.05,-5.77,-0.19,-0.54,-1.91,14.17,7.73,0.18,2.14,38.75,-1.35,0.77,-1.41,-1.24
59566581a2372d0001289380,146.1,Mrs Barker had a grandson and lots of cats The grandson had very bad manners He tried to be friend with me One day he left a note saying he would run away Mrs Baker went looking for him at the factory but he couldn't be found and she would phone the police Sheriff Dawson He was found sitting on a tree branch reading a comic and hadn't run away Sheriff Dawson said he should stay out of sight as that woman doesn't forget a thing.,14.08,-2.59,7.0,16.89,-0.66,11.08,-0.62,6.32,6.67,1.42,0.17,20.68,1.13,-2.35,-0.1,4.51,8.73,0.43,2.68,-2.94,-2.22,2.31,-2.16,0.7,12.89,5.56,1.32,37.83,-1.59,0.58,-0.74,-0.91
60fd2e75267ccd5042d6671f,149.3,There was a lady called Mrs. Baker who owned about 20 cats. She had a nephew or a son who liked the girl who was a tomboy. He was really rude. He said he would run away because of her and the girl and Mrs. Baker went to go find him and it turns out he didn't run away he was in a treehouse reading comic books. The sheriff told the girl to stay away because Mrs. Baker doesn't forget and so she did. That was the second time.,19.92,1.9,8.3,13.13,7.68,3.57,0.62,5.83,3.77,1.66,-1.05,20.35,0.96,-1.43,0.74,7.6,3.8,-0.81,2.71,-3.06,0.2,0.74,-0.38,2.84,10.19,3.51,2.74,21.16,1.98,-0.01,0.06,10.08
5d5c250a0274020016e2333a,151.51,"In the neighbourhood I lived in, Mrs Baker was the local cat lady with over 20 cats, including a big tabby cat. She had a son but he had poor manners. I was a tomboy and wasn't interested in the son but he had taken a liking to me. One day the son ran away because of all of the arguments he had with his mum, about me, and me and Mrs Baker went to look for him. We followed clues and eventually found him with a comic book and he hadn't run away. The local sheriff warned him to lie low in future.",34.84,1.34,4.67,6.84,7.4,4.88,0.43,9.57,8.31,2.57,0.05,22.56,-0.32,8.5,-0.33,10.52,0.76,-0.15,0.77,-2.29,2.29,-0.71,-0.89,0.24,10.41,5.36,1.03,18.8,-4.13,0.89,-1.4,-1.3
613e06f990c5f6002d238d17,153.52,"In the neighbourhood where I grew up, Mrs Baker was the cat lady. She had at least twenty. She had a grandson who was a tomboy. I didn't take to him much. Then he ran away and she came and found me in my treehouse. Big old tabby cat in tow. The policeman said she doesn't forget. Then we found the boy, he hadn't run away.",34.2,5.15,9.25,15.88,0.05,1.54,2.0,10.89,0.29,0.66,-0.64,12.0,14.75,20.43,-0.58,7.3,3.35,-0.63,1.73,-0.17,-0.06,0.22,-1.22,-0.65,-0.12,6.0,0.12,13.63,-1.72,0.98,-0.09,-1.02
5a099b6ca383a100011b49ec,154.89,"Mrs Baker, a woman with a lot of cats, had a grandson. That grandson was quite fond of a girl (the narrator) but the feeling wasn't reciprocated. The boy ended up running away over the nagging from his grandmother, nagging about the relationship with the girl. Mrs Baker went to see the girl to confront her about the grandson running away. They both went to look for him but, other than his baseball cap, found no sign. When they returned they found him sitting on a tree branch, reading a comic. He hadn't run away. For some reason a policeman told the girl to lay low as Mrs Baker wouldn't forget what had happened easily.",20.74,-1.35,6.47,15.25,-0.26,4.14,2.52,2.25,0.09,1.17,-1.93,24.46,3.54,0.33,-0.48,8.52,5.3,-0.59,0.62,7.21,-1.26,5.65,3.14,1.77,14.79,6.48,2.53,27.1,-0.83,0.81,-1.65,-1.64
6020f8518d79b27446a0e2b6,163.27,"In my neighborhood they lived a woman called Mrs. Baker who was a cat lady. She adopted over 20 cats some lived with her , others she gave them away. She had a young grandson who seemed to be a cool lad but in actual fact he had bad manners. He always wanted to play with me because back then I was a tomboy, but didn't want to play with him. One day She came to my treehouse and said his grandson was missing and wanted my help to look for him, we searched at the mill then Sherriff Dawson was involved we find him reading a comic book under the tree, that was the second time.",31.49,8.5,13.96,17.9,9.59,7.65,-1.81,9.88,12.45,1.67,-1.98,2.34,16.12,-2.33,-1.64,10.99,-0.6,-0.69,1.67,6.34,-0.38,1.48,-2.88,-0.17,6.55,0.14,1.2,8.69,-1.29,0.18,-0.62,8.87
62e968ffd7078370fb3ce83a,163.5,"Neighbour called Mrs Baker resident cat lady had twenty something cats, had a grandson who she thought might be interested in me. but i wasn't interested. She Came to the tree house looking for him, big fat grey tabby cat in tow, thought he'd run away. We couldn't find him, then found a baseball cap, then found him down by the mill- he hadn't run away but he was sitting in a tree reading - he told me that he needed to get away from her nagging about us getting together. Then the police came and told me that she never forgets anything. That's the second time.",24.85,0.9,6.91,15.92,-0.22,1.33,1.1,2.97,2.09,0.44,-1.75,18.09,12.57,12.73,-0.26,10.14,7.05,-0.94,1.89,14.7,-0.32,-0.52,-2.72,0.02,5.24,2.14,1.18,20.31,-1.91,0.12,-0.12,9.57
54232b4bfdf99b328c91b253,165.85,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",20.11,-2.15,8.05,6.76,1.91,13.11,8.77,1.56,2.25,1.52,-1.07,9.76,14.7,10.93,-0.93,10.21,1.65,-0.43,1.11,3.67,-1.41,-0.66,-2.05,3.48,2.18,7.0,2.86,33.46,1.65,1.97,-1.95,7.83
6038d61ed98e9525e3365a7c,169.55,"Mrs. Baker the cat lady next door, who had adopted at least 20 cats, had a grandson who like me. I didn't know he liked me, I was a tomboy back then. Her grandson had horrible manners. One day Mrs. Baker came over, with a big cat in hand, because she thought her grandson had gone missing. She came to my treehouse, I advised she go to the police if she couldn't find him. We went to look for him where he dropped his baseball cap. We came back to find him in the treehouse comic book in hand.",26.41,6.87,4.97,15.05,9.1,3.38,3.73,10.81,7.73,0.35,0.12,2.45,14.41,9.54,1.8,9.45,14.7,-1.49,3.91,10.87,-0.66,2.25,2.69,4.86,10.57,1.46,0.79,-4.2,-1.26,0.93,-0.72,-1.32
60e9bf5e0f34a7240c9955a8,172.69,"I had a neighbour called Mrs Baker, who was the neighborhood cat lady. She had a grandson, but I wasn't very fond of him, although, he tried to befriend me. One day, she said he'd run away. We went looking for him and found him in the treehouse club, he hadn't run away at all. The police officer, Officer Dawson, told me to lay low as Mrs Baker doesn't forget anything once she's got something in her mind. So i did exactly that and it was the second time.",27.57,-2.3,8.53,16.52,-1.5,13.09,0.01,6.32,1.87,0.86,-1.21,8.17,2.41,-2.42,0.93,8.04,6.34,-0.16,2.2,-3.33,0.66,0.26,-0.88,12.09,2.65,5.51,3.41,46.19,1.05,0.77,-0.66,9.7
603e398b791c600929143195,174.95,"I stayed in an old neighbourhood and my neighbour was an old cat lady - well she adopted some or given them a home. She had a grandson and back then I was a tomboy But he started liking and I was not into him at first he was a good looking lad but as time goes you would see that he had bad manners, goodness he had bad manners. one day he wrote a note saying he was running away saying that she was nagging him about me. She came to my house with a cat and I told her to calm down I will look for him first and if I dont find him you can call the police.",12.26,0.66,20.08,15.17,18.31,3.21,-0.84,8.65,17.24,2.15,6.37,38.09,2.08,6.47,5.98,6.59,21.92,-2.47,-0.9,-2.81,0.58,0.44,0.55,0.41,-0.98,0.53,-1.67,-2.7,-0.57,0.45,-0.14,-0.16
6384dc38e643fa0fbcf9ad0d,181.86,"A tomboyish girl knew an old woman, Mrs Baker, who had named twenty or so cats, one of which was a big tabby that used to follow her around. Mrs Baker had a grandson who was charming enough but had incredibly poor manners. One day, Mrs Baker found a note saying her grandson was running away but ended up just sitting in a tree on a branch reading a comic. They found his baseball cap by the old mill. The narrator explained that in order to find Baker's grandson, she ought to retrace her steps, then call the police. After finding the grandson, Officer Dawson told the narrator to lay low.",20.44,4.44,7.59,12.95,6.12,-2.27,-0.09,8.01,12.11,1.47,-0.31,16.42,3.06,7.86,1.57,7.88,11.98,0.01,4.21,21.13,-0.62,-1.46,-1.58,-0.47,14.3,0.49,1.63,27.18,-0.36,0.99,-1.42,-1.4
60b60d84e30ac4a5e926b7ca,186.56,"In the neighborhood I grew up in, there was a cat lady named Mrs Baker with 20 cats. She had a young grandson who tried to befriend me. He was charming but had bad manners. One day he left a note saying he was going to run away. Mrs Baker came to my treehouse and we went to look for her grandson. We found him at a treehouse club with a comic book. That evening the sheriff, Mr Dawson said we better lay low.",32.23,2.62,7.84,18.63,-2.3,13.35,-1.79,9.27,11.84,1.41,-0.7,20.0,15.93,-0.89,-0.52,10.75,0.2,-0.53,0.88,-6.87,-0.79,-1.21,-1.98,15.12,12.9,-0.42,1.1,34.39,-2.98,1.15,-1.0,-1.07
608030a41cd2a2d7cabbba49,187.3,"Mrs Baker was my neighbor who had cats. She adopted about twenty cats when I was a tomboy. She had a son who I suspect he did not like me because his mother nagged about me. One day he ran away. He left me a note. She came to my tree house and asked me to help her find him so I did. We went to where they found his cap by the windmill but he was not there. Then we went to his favourite spot and we found him sitting at a bench. So he did not run away. Later the sheriff came. Officer said ""She is not someone who forgets when she puts her mind to it, so you need to lay low and stay out of sight"". So I laid low and stayed out of sight.",26.43,6.24,5.35,7.03,9.24,0.1,1.14,4.28,0.25,1.49,-1.49,30.19,15.34,-4.02,-1.45,11.78,4.1,-0.15,2.4,21.68,-0.86,0.47,-3.88,1.24,-0.9,4.52,3.86,39.44,0.8,2.38,1.47,-1.17
5e317d6d8c821b000aec84b3,190.36,"Mrs Baker, who was known as the towns ""Cat Lady"" because she had about 20 cats that she had adopted had a small grandson. The grandson had taken a shine to me of which I was oblivious, besides I didn't much like him as he awful, awful manners. One day because I didn't respond to his admiration he decided to run away. Mrs Baker blamed me but after she came to my treehouse we decided to go looking for him. We went to where his baseball cap was found but we didn't find him. As we came back we saw him sitting on a tree branch reading a comic book, he hadn't run away after all. The sheriff told me that I should lay low for a while as Mrs Baker was the type of old lady that didn't forget. That's what I did, I laid low.",21.47,4.94,5.11,16.76,-3.71,4.93,4.22,15.21,7.98,0.41,0.04,15.63,13.47,-0.02,0.65,9.46,-0.42,-0.68,0.01,18.94,-0.58,4.94,0.66,-0.34,15.05,5.14,4.86,27.35,1.23,2.06,-2.18,-2.23
611641c6583d8bab5012dee0,192.31,"In my neighbourhood growing up, Mrs was the neighbourhood cat lady, she had 20 cats or at least had provided homes for them. Her grandson tried to befriend me, his manners were awful, good gracious his manners were awful. One day, she came to find me in my treehouse to see if i knew where her grandson was. I said come with me to find him and if we don't find him then you can call the police. We went to where his baseball cap was found, but he wasn't there, but when we returned he was sat on a branch on the treehouse. The policeman told me to keep a low profile in future as she had a habit of doing things this likes this so i did keep a low profile in the future.",21.19,5.9,18.3,13.93,0.82,13.53,-2.94,9.25,8.2,1.12,5.64,2.98,15.04,-3.22,0.94,12.37,19.92,-0.98,2.33,16.8,-1.58,2.65,3.61,4.21,6.79,-0.21,3.62,12.17,1.13,0.83,-1.24,-0.79
610d1cf3c7b4411f1643e501,192.33,"The story is about a girl who lived in a neighborhood where there was a elderly lady called Mrs.Baker who was described as a ""cat-lady"", she was found of cats and adopted at least twenty. Her grandson tried to befriend the girl, but she didn't catch on as despite him being a good looking boy on the outside, he had horrible manners. One day, the boy said he would run away because his grandmother kept nagging him, on that day, the Grandmother came to the girl with cat in tow, asking her to help find her grandson, and so she did agree to go with her and find him, if they could not, she would call the police. After scouring around, they found his baseball cap, despite finding the baseball cap, treading further ahead yielded nothing other than locating a treehouse and they could not find the boy so they came back. When they came back, they found him on a tree reading comic books. An officer warned the girl to not forget as the grandmother did not forget anything she saw or did.",26.8,10.29,6.43,14.38,0.2,12.37,6.12,8.55,11.42,0.64,-3.92,20.96,5.62,3.88,-1.73,11.39,15.92,-0.16,-0.04,8.23,3.54,2.7,-0.7,6.46,10.65,0.04,0.99,15.77,-2.23,0.6,-0.64,-2.2
60a65fa78c5f119da5e887e6,194.01,"In the neighbourhood that I grew up in, there was an old lady called Mrs Baker. She had or gave homes to about 20 cats. She had a grandson who tried to befriend me, back then I was a tomboy. Though he was nice to look at, he had poor manners. Mrs Baker wanted us to be friends. One day she came looking for me holding a toby cat, she thought her grandson had run away. I told her I would help her look for him before calling the police. We went towards the old mill and saw his baseball cap. We found him sitting in the old treehouse reading a comic. The sheriff came to see me later that day and told me to keep my distance from Mrs Baker, which was the second time. So I did.",33.15,4.66,14.53,13.85,11.29,12.91,-2.08,10.2,9.71,3.09,-1.27,8.88,3.06,3.56,1.22,11.27,14.13,-0.37,0.96,16.17,-0.74,-2.67,-3.53,2.7,11.24,2.03,4.45,5.18,-0.56,-0.12,-0.9,8.01
56815ef3c5767f00121d2088,195.31,"There was a girl who lived next door to a woman who had 20 cats (or so) plus her son. Her son wanted to befriend the girl, but the girl didn't realise that. She found him charming but didn't like his manners. So one day the boy wrote a letter to her saying that he is running away. His mother found out and asked the girl about him. Holding a big tabby cat in her hand. The girl suggested that they call the police which the mum did. They also went to look for him themselves. They found a baseball cap near an old mill. but nothing else. So they went back and found him sitting on a tree branch reading a comic book. The Sheriff advised the girl to lay low because the woman had a very good memory. So the girl laid low.",9.55,2.31,6.39,7.94,0.29,12.61,6.71,7.33,12.66,0.53,-1.07,16.78,4.08,11.98,-0.58,7.63,12.22,-0.44,5.2,18.01,-0.99,4.15,1.92,1.21,15.43,-0.1,2.02,31.66,1.66,2.32,-2.43,-1.67
60e7568c4852517f1a4135a1,198.88,"Mrs Baker was a neighbour who had twenty cats, or at least they just lived with her. She had a charming grandson that the person didn't take to because he didn't have good manners. He said his grandmother was always nagging him about the person and one day he said he was going to run away. The person was in their tree house and the grandmother asked for help to find her grandson. The person went with the grandmother to an old mill and found the grandsons hat, they trailed for a while but didn't find him. When they got back to the tree house the grandson was sitting on a branch. The sheriff told the person to lie low because the grandmother never forgot anything.",20.6,5.06,11.69,14.87,-3.33,1.87,-0.1,14.64,7.62,1.47,-1.29,30.54,13.36,-2.15,-0.97,11.47,1.38,-1.01,0.62,11.45,7.93,3.96,2.38,5.25,5.41,-0.27,4.17,35.42,-0.97,0.83,-1.34,-1.68
647b55736ed21af1c897158b,200.77,"One day in my neighbourhood there lived an old lady called Mrs Baker. She was a crazy cat lady. She had adopted twenty, or given them homes. She had a grandson who apparently liked me, although I never realised. One day he ran away because I wasn’t interested in him. The old lady came to see me and told me he had run away. I said “we’d better go look for him” and so we did. We went to the old mill and found his baseball cap but he wasn’t there. We went to the treehouse clubhouse and found him there reading a comic. I thought that was the end of it but the sheriff Officer Dawson came by and told me I’d better lay low because that old lady never forgets.",29.43,10.41,22.96,14.29,-4.82,8.28,7.39,1.22,-0.16,1.51,-0.81,14.7,5.13,0.47,0.35,12.67,-0.76,-0.75,1.25,13.98,-0.7,-0.38,-2.36,12.41,10.47,-2.26,6.43,46.01,-3.45,0.92,-1.47,-1.59
5f67ae1b22c41c0e44275dc2,203.96,"In the neighborhood I grew up in, M. Baker was the local cat lady. She had many cats. At that time, I was a bit of a tomboy. She had a son that liked me. He was fine - except his manners. He had terrible manners. I couldn't stand it. One day he got tired of his mother nagging him about me and took off. Well she came up to my treehouse, huge tabby in tow, and yelled at me to find him. I said I would help. We went to the place where his hat was found and looked all around. We continued searching and found nothing. Then the police called. We found him reading a comic book. He hadn't run away at all. But the police told me to lay low and stay out of trouble for a while.",36.71,-4.23,8.76,6.05,10.75,4.33,-1.0,10.77,10.15,2.04,0.23,25.81,15.4,14.46,-1.22,10.63,5.41,0.03,2.16,15.31,-0.61,5.92,-1.58,-0.93,7.57,5.73,2.86,14.83,-0.64,0.84,-1.33,-1.25
60aac2137954982efe1026c0,204.84,"There was an old lady who kept a lot of cats in the neighborhood. She had a grandson. The grandson wanted to befriend the author because they were a tomboy; however, the author never thought about it because he had bad manners. One day the boy decided to run away because of the author. The old lady came to the authors treehouse with a tabby cat and they decided to look for him. They managed to find the boys cap but didn't find him and returned. When they returned, they found the boy in the treehouse club. The sheriff (Dawson) warned the author that the old lady didn't easily forget things once they are stuck in her head.",12.61,0.78,7.55,16.61,8.16,13.94,5.46,11.24,5.96,1.32,-0.33,17.13,14.3,10.69,-0.45,10.55,1.1,-1.12,1.18,9.44,0.38,3.71,4.55,11.2,1.67,-0.42,4.41,36.44,-2.07,1.02,-0.33,-1.84
5e52886afe20872941fdbb0c,209.97,"In the neighborhood I grew up in, Mrs Baker was the resident cat lady. She had twenty or so that she found homes for. She had a grandson. He was a charming lad until you saw his manners, he had terrible manners. One day he wrote a note saying he would run away because she was always nagging him. I told her to call the police and she did. They found his baseball cap and no trace of him. They found him sitting on a bench with a comic book in his hand. He hadn't ran away. The sheriff told me to stay low and out of sight so that's what I did.",38.15,5.74,14.72,18.07,-2.75,-1.43,-0.06,9.06,27.66,4.08,0.25,27.78,2.02,-2.98,2.4,6.38,11.92,-0.11,5.06,8.8,-0.91,5.21,-2.91,-0.52,7.93,6.28,0.18,17.61,1.21,1.36,0.78,-1.01
60a2f63edb72812b711ba128,211.5,"Mrs baker, a cat lady had a son who fancied the narrator. Ms baker had given a home to, or adopted over 20 cats. She was a tomboy so did not take a liking to him. He was said to be charming at first but he had extremely poor manners. One day, he left a note saying that he was running away because his mother would not stop nagging him about the narrator. She was in her treehouse when Mrs Baker came through with her cat in hand. She was upset and the narrator advised that they should go to the police and look for him. After the search, they found him back on top of the treehouse reading a comic. This momentarily resolved the matter but the sherriff called the narrator to warn her about the fact that Mrs Baker does not forget anything easily. He advised that the narrator laid low and so the narrator did just that and Mrs Baker also laid low as a result.",22.64,7.19,14.02,6.2,1.19,4.5,0.67,10.94,16.59,2.36,-0.58,35.83,14.51,6.43,2.53,7.93,7.11,-0.53,4.95,-5.86,0.89,0.78,0.77,0.18,9.51,-0.21,12.5,29.46,1.64,1.77,-2.04,-2.37
60603496c9a3d83273a11297,217.94,"In the neighborhood I grew up in there was Mrs. Baker. She had a grandson and back then I was quite a tomboy. And he was trying to befriend me but I didn't take of him. He was a charming lad until you saw his manners. He had poor manners. One day he left a note saying he was going to run away because she was nagging about me. Well, we will go and find him but if we can't find him we can call the police. She took my advice.",24.28,-3.81,10.33,18.36,18.72,16.92,0.62,12.89,32.55,7.59,-0.15,44.52,0.77,-3.22,1.62,14.27,17.59,-0.49,7.43,-3.77,0.35,-0.0,0.27,2.57,-1.23,0.71,-0.52,-2.13,-0.02,1.1,0.18,-0.36
56b39f0b2bac74000c89df22,218.13,"Mrs Baker had 20 cats and lived in same neighbourhood as storyteller/narrator. She had a grandson who was trying to befriend the narrator but she wasn't interested as he had poor manners. One day the grandson told narrator he was going to run away because Mrs Baker kept nagging, about narrator. Later Mrs B went to narrator's treehouse (a tabby cat was with her) wanting to call the police because grandson was missing. Narrator suggested they go and look for him first before calling police, so they did but only found his baseball cap. The sheriff was called but when Mrs B and narrator got back to the treehouse her grandson was there reading a comic. The sheriff told someone (not sure if it was the narrator or grandson) to lay lie as Mrs B never forgot anything.",24.78,2.31,6.05,14.62,0.99,14.01,-0.94,12.96,6.79,2.54,-0.2,33.37,14.52,9.4,-0.6,9.1,15.63,-0.39,3.58,8.48,-1.49,3.18,0.0,3.4,9.33,0.42,1.98,28.08,-2.04,0.9,-0.95,-1.68
60c9fcbb6090f57f63cdbebf,219.35,"In the neighbourhood where the girl lived, who was quite the tomboy, was a resident cat lady. She had or had owned 20 cats over her time, some of them strays or shelter cats. She had a grandson, who apparently liked the girl but she didn't like him because his manners were terrible. One day the boy said that he was going to run away. The lady came to the treehouse with a big cat in tow and said he had run away. The girl suggested they look for him and then call the police. They did look for him and found his baseball cap but couldn't find him. When they went back they saw him in the tree on a branch reading a comic book. Later the Sheriff came and told the girl to lay low as that women doesn't forget anything so she did.",17.61,6.32,11.56,15.07,7.02,6.38,-0.62,12.97,7.41,0.66,-0.61,14.0,14.97,12.48,-0.87,11.2,14.19,0.23,3.26,8.91,-0.89,3.32,2.02,3.08,14.6,1.47,3.33,30.45,2.03,1.34,-1.57,-1.97
5f7f239e9b204e05b6c36538,223.78,"It my neighborhood there used to be a resident cat lady, Mrs Taylor. I was a bit of a tomboy back then and she was trying to befriend me but I didn't catch on. She had a grandson who was very charming, however, he lacked manners. He had very bad manners. One day in my tree house, he left a letter saying he's going to run away cause she is always nagging him. I managed to convince her to not call the police and we went on to look for him. We found him at a tree house club. He hadn't run away but had just, that resolved that for one day. The deputy told me to lay low cause that woman never forgets anything, so I did lay low.",23.12,-3.14,9.75,16.37,10.63,11.54,7.48,8.87,13.71,2.53,-0.16,26.46,10.58,-4.42,7.84,9.14,9.49,-0.13,2.39,-6.12,0.27,-1.3,-2.69,15.05,1.27,6.44,16.99,32.5,1.74,2.2,-2.61,-2.01
5cf096dbb094d700013e4f87,227.41,"When I was young, in the neighborhood I grew up in, there was a woman named Mrs. Baker. She was a cat lady, and had at least twenty cats, or had found homes for them. She had a grandson who liked me, but I didn't like him much because he had very poor manners. One day he wrote me a note that he was going to run away. Mrs. Baker said we would look for him, and if we didn't find him I told her she should call the police. We went to the place where his ball cap was found, but we didn't find him even after a bit more trailing. We returned to the treehouse, and he was sitting on a branch reading a comic book. The police said that I should lay low for a while because Mrs. Baker could get very upset.",33.47,7.62,20.3,15.0,-2.89,5.09,-0.77,15.86,5.89,0.96,-0.2,16.04,7.88,-2.81,0.92,10.39,18.24,-0.62,2.78,16.39,11.02,5.4,3.36,7.06,16.5,-0.51,1.07,17.74,-1.38,1.18,-2.04,-1.53
60693e637bc58fc13d57b1a7,231.94,"The neighborhood I grew up in, Mrs. Baker was the resident cat lady. She had adopted at least twenty - or had given them homes. but she - had a young grandson and back then I was quite the tomboy and apparently, he was trying to befriend me. I never caught on. Truth is I didn't take to him much because he had poor manners. Goodness gracious he had poor names.",37.03,13.24,30.53,28.08,25.54,29.95,12.63,33.08,1.78,5.89,13.48,-2.44,0.23,-2.19,0.5,0.42,5.26,-0.09,1.52,-2.21,-0.55,0.36,0.19,1.67,-0.99,1.04,0.4,-3.05,-0.93,0.8,0.94,-0.17
5e1878b9a3d56c151399af37,239.43,"Discussing growing up, had a neighbour called Mrs Baker who was a cat lady. She had about 20 cats she owned or took in at one point or another. She wanted me to befriend her grandson, though I didn't want to be his friend as he had terrible manners. At the time I was a tomboy. one day her grandson left a note that he was going  to run away as Mrs baker always nagged him about me and he had enough. She came by the treehouse I liked to hang out in and asked for help to find him, I agreed to help and if he could not be found by the end of the day we would alert the police. We went to the mill where he liked to hang out and found his baseball cap, from there the trail went cold. We then found him at the treehouse club with a comic, he hadn't actually run off. The sheriff told me to lay low for the rest of the summer when I got home as Mrs Baker would never forget this or forgive me.",27.92,4.3,12.26,14.37,10.85,7.69,-0.52,11.36,6.51,0.03,-0.83,37.22,13.64,-5.1,-1.05,11.86,12.82,0.37,0.86,16.02,2.28,1.65,-0.77,15.17,12.75,5.02,4.31,21.55,-0.04,1.19,-1.84,-2.42
