,summary,rephrased_summary,total,len,rate,keypoints_id
14,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was known as the resident cat lady.|She had at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson tried to befriend me.|I didn't like him much because of his poor manners.|He left a note saying he would run away.|Mrs. Baker came to my treehouse with a cat.|I suggested we search for him before calling the police.|We found his baseball cap near the old mill.|We returned to the treehouse and he was there.|Officer Dawson advised me to lay low.|I laid low and stayed out of sight.,"My childhood was spent in close proximity to Mrs. Baker, the neighborhood's famed feline enthusiast, who cared for no fewer than twenty cats. Her grandson, a boy of tender years, made attempts to forge a friendship with me, a self-proclaimed tomboy. However, his lack of etiquette made him less than appealing to me. One day, he left a note declaring his intention to escape the confines of his home. In response, Mrs. Baker, accompanied by one of her cats, approached me in my arboreal sanctuary, suggesting we should endeavor to locate him prior to alerting the authorities. Our search led us to discover his baseball cap by the dilapidated mill. Upon our return, we were surprised to find him at the treehouse. Following the incident, Officer Dawson counseled me to remain inconspicuous, advice I heeded by keeping myself hidden.",192.9,583,0.33,14_3
21,I grew up in a neighborhood.|Mrs. Baker was the resident cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson was trying to befriend me.|I didn't take to him much.|He had poor manners.|He left a note saying he'd run away.|Mrs. Baker came to my treehouse.|She brought a big old tabby cat.|I talked her down from calling the police.|We went to find her grandson.|We found his baseball cap near the old mill.|He was in the treehouse club with a comic book.|Officer Dawson warned me to lay low.|I laid low and stayed out of sight.,"My childhood was spent in a quaint neighborhood. The local feline enthusiast, Mrs. Baker, had taken in no fewer than twenty stray cats. She was also the grandmother to a young boy. During that time, I was quite the rough-and-tumble girl. Her grandson made efforts to strike up a friendship with me, but I wasn't very receptive. His etiquette left much to be desired. One day, he left a message indicating his intention to run away. Mrs. Baker approached me at my treehouse, accompanied by a hefty tabby cat. I managed to convince her not to alert the authorities. Together, we set out to locate her grandson. We stumbled upon his baseball cap by the dilapidated mill. It turned out he was hiding in the treehouse club, engrossed in a comic book. Officer Dawson discreetly advised me to keep a low profile. Heeding his advice, I made sure to remain inconspicuous.",265.32,601,0.44,17_1
2,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker's young grandson wanted to befriend me.|I didn't like him due to his poor manners.|He left a note saying he would run away because of Mrs. Baker's nagging.|Mrs. Baker came to my treehouse with a big tabby cat.|I convinced her to look for him before calling the police.|We went to the old mill but didn't find him, just his baseball cap.|We returned to the treehouse club and found him there with a comic book.|The situation was resolved that day, but Officer Dawson warned me.|I laid low and stayed out of sight after that warning.","My childhood was spent near Mrs. Baker, known for her fondness for cats. Her grandson, who was eager to form a friendship with me, didn't win my favor due to his lack of etiquette. One day, he left a message expressing his intent to escape his grandmother's constant scolding. When Mrs. Baker approached my treehouse, accompanied by a large tabby, I persuaded her to search for him before alerting the authorities. Our search led us to the abandoned mill, where we only discovered his baseball cap. Upon returning to the treehouse club, we were surprised to find him engrossed in a comic book. Although the crisis was averted, Officer Dawson gave me a cautionary talk. Heeding his advice, I made sure to keep a low profile from then on.",227.92,601,0.38,10_3
16,I grew up in a neighborhood with a resident cat lady.|Mrs. Baker had adopted at least twenty cats.|She had a young grandson.|I was quite the tomboy back then.|The grandson tried to befriend me.|I didn't take to him much.|He was a charming lad but with poor manners.|He left a note saying he would run away.|Mrs. Baker came to my treehouse.|She had a big old tabby cat with her.|I talked her down from worry.|We went to find him near the old mill.|We found his baseball cap but no trace of him.|He was actually in the treehouse with a comic book.|The local sheriff advised me to lay low and stay out of sight.,"During my childhood, there was a woman known for taking in numerous cats in our area, named Mrs. Baker, who cared for around twenty felines. She also had a grandson. Back in those days, I was quite the tomboy. The boy attempted to strike up a friendship with me, but I wasn't particularly fond of him. Despite his charm, his etiquette left much to be desired. One day, he left a note declaring his intention to run away. Concerned, Mrs. Baker approached me in my treehouse, accompanied by a hefty tabby cat. I managed to alleviate her concerns. Together, we set out to search for him by the old mill. While we discovered his baseball cap, the boy himself was nowhere to be seen. As it turned out, he was hiding in the treehouse all along, engrossed in a comic book. The town's sheriff suggested that I keep a low profile and remain hidden.",248.75,608,0.41,15_2
20,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was the neighborhood cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson tried to befriend me.|I didn't take to him much.|He had poor manners that I noticed.|He left a note saying he would run away.|Mrs. Baker came to my treehouse.|I convinced her we should look for him.|We found his baseball cap by the old mill.|We didn’t find a trace of him nearby.|We returned to the treehouse and found him.|He was sitting on a branch with a comic book.|The local sheriff told me to lay low.,"My childhood was spent in the vicinity of Mrs. Baker, known throughout our area as the caretaker of numerous felines, harboring no fewer than twenty. Her grandson, a youth at the time, made attempts to forge a friendship with me, a self-proclaimed tomboy. However, his lack of etiquette was quite apparent to me, and I kept my distance. One day, he left behind a message indicating his intention to escape his current life. In response, Mrs. Baker approached me at my arboreal retreat, and together we decided to embark on a search. Our quest led us to discover his baseball cap abandoned near the decrepit mill, yet he himself was nowhere to be seen. Upon our return to my treehouse, much to our relief, we stumbled upon him perched on a limb, engrossed in a graphic novel. Meanwhile, the town's law enforcement advised me to maintain a low profile.",194.7,612,0.32,16_3
8,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson who tried to befriend me.|I didn't like him much because of his poor manners.|He left a note saying he would run away due to her nagging about me.|Mrs. Baker came to my treehouse with a cat.|I convinced her to find him before calling the police.|We went to the old mill and found his baseball cap.|He was found in the treehouse with a comic book.|He hadn't actually run away.|Officer Dawson warned me to lay low because Mrs. Baker never forgets.|I laid low and stayed out of sight as advised.","My childhood was spent near Mrs. Baker, known for her multitude of feline companions, numbering around twenty. Her grandson, who was always trying to strike up a friendship with me, didn't win my favor due to his lack of etiquette. One day, he left a message declaring his intention to escape his grandmother's constant scolding over our relationship. When Mrs. Baker approached my arboreal hideout with one of her cats in tow, I persuaded her to search for him before involving the authorities. Our search led us to the abandoned mill, where we discovered his baseball cap. Ultimately, he was located in my treehouse, engrossed in a comic book, having never truly attempted to flee. Officer Dawson cautioned me to keep a low profile, reminding me of Mrs. Baker's long memory. Heeding his advice, I made sure to remain inconspicuous.",235.62,621,0.38,12_3
24,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was the cat lady.|Mrs. Baker adopted at least twenty cats.|She had a young grandson.|I was a tomboy back then.|Her grandson tried to befriend me.|I didn't take to him much.|He was charming but had poor manners.|He left a note about running away.|He said his grandmother was nagging.|Mrs. Baker came to my treehouse.|I talked her down from worrying.|We planned to search for him together.|We found his baseball cap at the old mill.|We didn't find him immediately.|He was in the treehouse with a comic.|Officer Dawson warned me to lay low.|I laid low and stayed out of sight.,"My childhood was spent in close proximity to Mrs. Baker, known in our area as the woman who harbored a multitude of felines, with at least twenty under her care. During that time, I embraced a tomboyish lifestyle. Her young grandson made attempts to forge a friendship with me, but I wasn't particularly receptive. Despite his allure, his etiquette left much to be desired. One day, he left behind a message expressing his intent to escape, citing his grandmother's constant badgering. In a state of concern, Mrs. Baker approached me at my treehouse, and after a heart-to-heart, her fears were somewhat alleviated. We agreed to join forces in the search for him. Our search led us to discover his baseball cap near the dilapidated mill, but he was nowhere to be seen. Eventually, we located him back at the treehouse, engrossed in a comic book. Meanwhile, Officer Dawson had given me a heads-up to keep a low profile, which I heeded by remaining inconspicuous.",238.04,629,0.38,18_1
34,I grew up in a neighborhood.|Mrs. Baker was the resident cat lady.|Mrs. Baker adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy.|Her grandson tried to befriend me.|I didn't take to him much.|He had poor manners.|He left a note about running away.|Mrs. Baker came to my treehouse.|She brought a big old tabby cat.|I talked her down.|I suggested we look for him.|We went to where his baseball cap was found.|We didn't find a trace and returned.|He was in the treehouse with a comic book.|He hadn't run away.|The issue was resolved for the day.|Officer Dawson warned me.|I laid low and stayed out of sight.|That was the second time.,"My childhood was spent in a certain locality. The area was known for Mrs. Baker, who was famously devoted to felines, having taken in no fewer than twenty. She had a grandson who was of a tender age. As for myself, I was quite the rough-and-tumble girl. Her grandson made attempts to forge a friendship with me, but I wasn't particularly receptive. His etiquette left much to be desired. One day, he left behind a message indicating his intent to flee. In response, Mrs. Baker approached my arboreal sanctuary, accompanied by a hefty, mature tabby. I managed to calm her concerns. I proposed that we initiate a search for him. Our search led us to the location where his baseball hat was discovered, but he was nowhere to be seen. Upon our return, we found him in the treehouse, engrossed in a graphic novel. It turned out he hadn't absconded after all. The situation was defused for the moment. Subsequently, Officer Dawson gave me a cautionary heads-up. In response, I kept a low profile, remaining unseen. This incident marked the second occurrence.",284.18,665,0.43,21_2
26,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was the resident cat lady.|She adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was a tomboy back then.|Her grandson tried to befriend me.|I didn't like him much.|He was charming but had poor manners.|He left a note about running away.|Mrs. Baker came to my treehouse with a cat.|I talked Mrs. Baker down.|I advised Mrs. Baker to search for him.|We found his baseball cap near the old mill.|We didn't find any more traces of him.|He was in the treehouse with a comic book.|The situation resolved for that day.|Officer Dawson warned me to stay out of sight.|I stayed out of sight after that warning.,"My childhood was spent in proximity to Mrs. Baker, known in our area as the ultimate cat enthusiast, having taken in no fewer than twenty felines. She had a grandson, a boy around my age, during the time I embraced my tomboyish nature. He made efforts to strike up a friendship with me, despite my lack of interest, as his allure was overshadowed by his lack of etiquette. One day, he left behind a cryptic message hinting at his intention to run away. In response, Mrs. Baker, accompanied by one of her cats, approached me in my treehouse sanctuary. I managed to calm her and suggested we start a search. Our search led us to his abandoned baseball cap by the dilapidated mill, but that was the extent of our discovery. As it turned out, he was hiding all along in the treehouse, engrossed in a comic book. The crisis was averted for the moment. Following the incident, Officer Dawson cautioned me to keep a low profile, advice I heeded from then on.",234.24,670,0.35,18_3
15,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker had a young grandson trying to befriend me.|I didn't take to him much due to his poor manners.|He left a note saying he would run away from home.|Mrs. Baker came to my treehouse with a tabby cat.|I talked her down when she was worried about his note.|We went to search for him as I planned.|We found his baseball cap near the old mill.|We couldn't find him after trailing around.|We returned to the treehouse club eventually.|He was sitting on a branch with a comic book.|He hadn't actually run away from home.|The matter resolved itself for that day.|Officer Dawson warned me to stay out of sight.|I laid low and stayed out of sight as advised.","My childhood was spent in close proximity to Mrs. Baker, affectionately known as the cat lady. Her grandson, who was always attempting to strike up a friendship with me, didn't quite win me over due to his lack of etiquette. One day, he left a note declaring his intention to escape his home life. Concerned, Mrs. Baker approached me in my treehouse, clutching a tabby cat. I managed to calm her fears regarding the note he left. With a plan in mind, we set out to locate him. His baseball cap was discovered by the dilapidated mill, but our efforts to track him down proved fruitless. Eventually, we circled back to the treehouse club. To our surprise, he was perched on a limb, engrossed in a comic book, having never truly left. The situation seemed to resolve itself for the time being. Officer Dawson discreetly cautioned me to keep a low profile. Heeding his advice, I made sure to remain inconspicuous.",272.49,715,0.38,15_1
32,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was the resident cat lady.|She had at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson was trying to befriend me.|I didn't take to him much at first.|He was charming but had poor manners.|He left a note about running away.|Mrs. Baker came to my treehouse.|She brought a big old tabby cat.|I talked her down about the note.|We planned to find her grandson together.|We went to the old mill area.|We found his baseball cap there.|We didn't find any trace of him initially.|He was in the treehouse with a comic book.|The issue was resolved that day.|Officer Dawson advised me to lay low.|I stayed out of sight as advised.,"My childhood was spent in the vicinity of Mrs. Baker, known throughout our area as the quintessential cat enthusiast, with a collection of no fewer than twenty felines. Mrs. Baker's young grandson was in the picture too, and while I was quite the rough-and-tumble girl, he made efforts to win my friendship. Initially, I was somewhat indifferent to him, despite his allure and less-than-stellar etiquette. One day, he left behind a note hinting at plans to elope from home. In response, Mrs. Baker approached me at my treehouse, accompanied by a hefty tabby. After a heart-to-heart about the alarming note, we conspired to locate her grandson. Our search led us to the vicinity of the dilapidated mill, where we stumbled upon his discarded baseball cap but no sign of him. To our relief, we eventually discovered him back at the treehouse, engrossed in a comic book. The tension dissolved that day. Following the incident, Officer Dawson counseled me to keep a low profile, and I heeded his recommendation, remaining inconspicuous.",256.99,724,0.35,20_3
29,I grew up in the neighborhood with Mrs. Baker.|Mrs. Baker was the resident cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was a tomboy back then.|Her grandson was trying to befriend me.|I didn't catch on to his attempts.|I didn't like him because of his poor manners.|He was charming but had poor manners.|He left a note saying he'd run away.|Mrs. Baker came to my treehouse for help.|She brought an old tabby cat with her.|I convinced her to search for him.|We found his baseball cap by the old mill.|We didn't find any trace of him.|We returned to the treehouse club.|He was sitting on a branch with a comic book.|Officer Dawson advised me to lay low.|I laid low and stayed out of sight.,"My childhood was spent in proximity to Mrs. Baker, the local feline enthusiast, who had given a home to no fewer than twenty cats. During that time, Mrs. Baker's young grandson made efforts to forge a friendship with me, a self-proclaimed tomboy. However, his endeavors went unnoticed as I was put off by his lack of etiquette, despite his otherwise engaging demeanor. One day, he vanished, leaving behind a note about his intention to run away. In a state of concern, Mrs. Baker approached me at my treehouse, accompanied by an aged tabby. I persuaded her to join me in a search for him. Our search led us to the vicinity of the old mill, where we discovered his baseball cap but no further signs of his whereabouts. We retreated back to the treehouse club, only to find him perched on a limb, engrossed in a comic book. Following an incident, Officer Dawson recommended that I maintain a low profile, which I did by keeping myself concealed.",271.19,725,0.37,19_3
35,I lived in Mrs. Baker's neighborhood.|Mrs. Baker was the resident cat lady.|She had adopted at least twenty cats.|She had a young grandson.|I was quite the tomboy back then.|Her grandson tried to befriend me.|I never caught on to his friendship.|I didn't take to him much.|He was charming until you saw his manners.|He had poor manners.|He left a note about running away.|She came to my treehouse with a tabby cat.|I reassured her we would find him.|We searched near the old mill.|We found his baseball cap.|We couldn't find him at first.|He was actually in the treehouse club.|He was sitting with a comic book.|The issue was resolved for that day.|Officer Dawson advised me to lay low.|I stayed out of sight after that incident.,"I resided in the vicinity of Mrs. Baker's home. She was known as the neighborhood's feline enthusiast, having taken in no fewer than twenty cats. Her grandson was a youngster during that period. As for myself, I was quite the rough-and-tumble girl. Her grandson made attempts to forge a friendship with me, but I remained oblivious to his efforts. I wasn't particularly fond of him. His charm quickly dissipated once one observed his etiquette, or lack thereof. One day, he left a message indicating his intention to elope. Distraught, Mrs. Baker approached me in my arboreal sanctuary, accompanied by a striped feline. I gave her my word that we would locate him. Our search led us to the vicinity of the decrepit mill, where we stumbled upon his baseball hat. Despite our initial failure to locate him, we eventually discovered him in the treehouse club, engrossed in a graphic novel. The situation was thus defused for the time being. Following the event, Officer Dawson counseled me to keep a low profile, and I heeded his advice, remaining inconspicuous thereafter.",303.88,729,0.42,21_3
17,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker had at least twenty cats.|She had a young grandson trying to befriend me.|I didn't take to him much due to his poor manners.|He left a note saying he was going to run away.|Mrs. Baker came to my treehouse with a big tabby cat.|I convinced her to search for him before calling the police.|We went to the old mill where his baseball cap was found.|We didn't find a trace of him after trailing a bit more.|He was in the treehouse club reading a comic book.|He hadn't actually run away.|That resolved the situation for the day.|Officer Dawson told me to lay low and stay out of sight.|I followed Dawson's advice to avoid Mrs. Baker.|This was the second time it happened.","My childhood was spent near Mrs. Baker, known for her multitude of feline companions, numbering around twenty. Her grandson, who was of a similar age to me, made attempts to forge a friendship, but his lack of etiquette made it difficult for me to warm up to him. One day, he left behind a message indicating his intentions to escape home. In response, Mrs. Baker, accompanied by a large tabby, approached my arboreal hideout. I managed to persuade her to join me in a search before escalating the matter to law enforcement. Our search led us to an abandoned mill, signaled by the discovery of his baseball cap. Despite further searching, he was nowhere to be found. Eventually, we located him back at the treehouse club, engrossed in a comic book, revealing he hadn't truly attempted to flee. The incident was thus defused for the time being. Officer Dawson later advised me to keep a low profile and remain unseen. Heeding Dawson's counsel, I kept my distance from Mrs. Baker, marking this as the second occurrence of such an event.",271.48,736,0.37,15_3
25,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson tried to befriend me.|I didn't take to him because he had poor manners.|Her grandson had very poor manners.|He left a note saying he would run away.|He said she was always nagging about me.|Mrs. Baker came to my treehouse with a tabby cat.|I talked her down and proposed a plan.|I suggested we find him before calling the police.|We went to where his baseball cap was found.|We trailed a bit more but didn't find any trace.|He was at the treehouse club with a comic book.|He hadn't run away after all.|Officer Dawson advised me to lay low.|I followed his advice and stayed out of sight.","In my youth, I lived near Mrs. Baker, known for her multitude of feline companions, housing no fewer than twenty. She had a grandson, a boy of a certain age. As a child who preferred the rough and tumble, I didn't quite warm up to him due to his lack of etiquette. His behavior was notably uncouth. One day, he left a message declaring his intent to escape, blaming his grandmother's constant complaints about me. Mrs. Baker, with a tabby in tow, sought me out in my arboreal hideout. I managed to calm her and offered a strategy. I recommended we search for him before alerting the authorities. Our search led us to the location where his baseball hat was discovered. Despite further searching, we came up empty-handed. To our surprise, he was at the clubhouse, engrossed in a graphic novel. It turned out he hadn't absconded. Constable Dawson counseled me to keep a low profile, which I heeded, remaining inconspicuous.",263.9,770,0.34,18_2
27,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was known as the resident cat lady.|Mrs. Baker had adopted at least twenty cats.|She had a young grandson.|I was quite the tomboy back then.|Her grandson was trying to befriend me.|I didn't take to him much.|He was charming but had poor manners.|He left a note saying he was going to run away.|The note said she was nagging about me.|Mrs. Baker came to my treehouse with a cat.|I talked her down from worrying.|I suggested we go find him and call the police if needed.|She took my advice to search for him.|We found his baseball cap near the old mill.|We searched more but didn't find him.|We returned and found him in the treehouse.|Officer Dawson advised me to lay low.|I followed Officer Dawson's advice to stay out of sight.,"My childhood was spent in the vicinity of Mrs. Baker, the neighborhood's famed feline enthusiast, who had taken in no fewer than twenty cats. She had a grandson, a boy of tender years. As a child who relished in tomboyish pursuits, I didn't particularly warm up to him, despite his allure and less-than-stellar etiquette. One day, he left a missive declaring his intent to abscond, citing her incessant complaints about my behavior. Mrs. Baker, clutching one of her cats, sought solace in my treehouse, fretting over the situation. I managed to calm her fears and proposed that we initiate a search for him, with the contingency of involving law enforcement if necessary. Heeding my counsel, we embarked on a quest that led us to his discarded baseball cap by the decrepit mill. Despite an exhaustive search, he remained elusive. Upon our return, much to our relief, we discovered him hiding in the treehouse. Officer Dawson counseled me to keep a low profile, and I complied with his recommendation to remain inconspicuous.",250.23,784,0.32,19_1
30,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was a tomboy.|Her grandson was trying to befriend me.|I didn't take to him much.|He had poor manners.|He left a note saying he would run away.|I talked to Mrs. Baker in my treehouse.|I suggested we search for him before calling the police.|We went to find his baseball cap near the old mill.|We didn't find him at the mill.|We returned to the treehouse club.|He was sitting on a branch with a comic book.|He hadn't actually run away.|That resolved the situation for the day.|Officer Dawson warned me about Mrs. Baker's memory.|He advised me to lay low and stay out of sight.|I followed the officer's advice.|That was the second time I had to lay low.","My childhood was spent in the vicinity of Mrs. Baker, known for her fondness for cats, having taken in no fewer than twenty. Her young grandson was in the picture too, and while I was quite the tomboy, he made efforts to win my friendship, though I wasn't particularly receptive due to his lack of good manners. One day, he left a note indicating his intention to flee home. I conferred with Mrs. Baker from the sanctuary of my treehouse and proposed we initiate a search before involving law enforcement. Our quest led us to the vicinity of the old mill, his baseball cap the only clue, but he was nowhere to be found there. We circled back to the treehouse club, only to discover him perched on a limb, engrossed in a comic book, having never truly absconded. The crisis was averted for the moment. Later, Officer Dawson pulled me aside to caution me about Mrs. Baker's failing memory and discreetly suggested I keep a low profile and remain unseen. Heeding the officer's counsel, I kept out of the way, marking the second instance I had to maintain a discreet presence.",287.72,785,0.37,20_1
19,"I grew up in a neighborhood with Mrs. Baker, the cat lady.|Mrs. Baker adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was a tomboy and her grandson tried to befriend me.|I didn't like him much due to his poor manners.|One day, he left a note saying he would run away.|Mrs. Baker came to my treehouse with a tabby cat.|I suggested we look for him before calling the police.|We found his baseball cap near the old mill.|We didn't find any trace of him there.|We returned to the treehouse and found him reading a comic.|He hadn't run away, resolving that day's issue.|Officer Dawson warned me about Mrs. Baker's nagging nature.|I decided to lay low and stay out of her sight.|I indeed laid low as advised by Officer Dawson.|This was the second time dealing with such a situation.","My childhood was spent in close proximity to Mrs. Baker, affectionately known as the cat lady, who had taken in no fewer than twenty felines. Her grandson, a boy of a similar age to me, made attempts to forge a friendship, despite my aversion to his lack of etiquette. Unexpectedly, he left a message indicating his intention to escape home. In response, Mrs. Baker, accompanied by one of her tabby cats, approached me in my treehouse. I proposed we initiate a search before involving law enforcement. Our search led us to his abandoned baseball cap by the decrepit mill, yet he was nowhere to be found. Upon our return, we discovered him engrossed in a comic book within the treehouse, having dismissed his earlier plans to flee. Officer Dawson had previously cautioned me about Mrs. Baker's tendency to be overly persistent. Heeding his advice, I made a conscious effort to remain inconspicuous and avoid her attention. This incident marked the second time I had navigated a similar predicament.",239.41,793,0.3,16_2
28,"I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was known as the resident cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|The grandson was trying to befriend me.|I didn't take to him much.|He seemed charming until you saw his manners.|He had poor manners, which was off-putting.|He left a note saying he was going to run away.|Mrs. Baker came to my treehouse looking for help.|I talked her down from panicking.|I suggested we look for him before involving police.|We searched where his baseball cap was found.|We trailed more but found no trace of him.|We returned to the treehouse club.|He was sitting on a branch with a comic book.|Officer Dawson advised me to lay low.|I laid low and stayed out of sight after that incident.","My childhood was spent in proximity to Mrs. Baker, the neighborhood's unofficial feline enthusiast, who had given a home to no fewer than twenty cats. Her grandson, a young boy, was in the midst of trying to forge a friendship with me, a self-proclaimed tomboy at the time. Initially, he had a certain allure, but his lack of etiquette soon became apparent, which I found rather unappealing. One day, he left behind a note indicating his plans to escape home. In a state of distress, Mrs. Baker sought my assistance at my treehouse. I managed to calm her fears and proposed we conduct a search before alerting the authorities. Our search led us to the location where his baseball cap was discovered, yet despite our efforts, he remained elusive. Eventually, we circled back to the treehouse club, only to find him perched on a limb, engrossed in a comic book. Following the ordeal, Officer Dawson counseled me to keep a low profile, advice I heeded by remaining inconspicuous thereafter.",254.5,802,0.32,19_2
31,I grew up in a neighborhood with Mrs. Baker.|Mrs. Baker was known as the resident cat lady.|She had adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was quite the tomboy back then.|Her grandson tried to befriend me.|I didn't notice his attempts to befriend me.|I didn't like him much because of his manners.|He had very poor manners.|He left a note saying he would run away.|He claimed Mrs. Baker nagged him about me.|Mrs. Baker came to my treehouse with a tabby cat.|I convinced her we should search for him.|I advised her about calling the police.|We found his baseball cap near the old mill.|We didn't find him initially.|He was actually at my treehouse reading a comic.|The issue seemed resolved that day.|Sheriff Dawson warned me about Mrs. Baker.|I decided to lay low and stay out of sight.,"My childhood was spent in close proximity to Mrs. Baker, the neighborhood's unofficial feline enthusiast, who had given a home to no fewer than twenty cats. Her young grandson, who was around the same age as me, made several attempts to forge a friendship, although I was too engrossed in my tomboyish pursuits to pay him any mind. His behavior, which I found quite uncouth, didn't endear him to me either. One day, he left a message declaring his intention to escape, blaming Mrs. Baker's constant badgering about me. Concerned, Mrs. Baker approached me in my treehouse, a tabby in tow, and I persuaded her that we should look for him, suggesting that involving the authorities might be necessary. Our search led us to his abandoned baseball cap by the dilapidated mill, but he was nowhere to be seen. As it turned out, he had been hiding in my treehouse all along, engrossed in a comic book. The situation seemed to diffuse then and there. However, Sheriff Dawson later pulled me aside to caution me about Mrs. Baker, prompting me to keep a low profile and maintain my distance.",257.76,812,0.32,20_2
33,I grew up in a neighborhood with Mrs. Baker as the cat lady.|Mrs. Baker adopted at least twenty cats.|Mrs. Baker had a young grandson.|I was a tomboy and didn't take to her grandson much.|Her grandson tried to befriend me.|Her grandson had poor manners.|He left a note saying he would run away.|Mrs. Baker came to my treehouse with a cat.|I talked Mrs. Baker down from worrying.|I suggested we go find her grandson.|We went to the old mill and found his baseball cap.|We didn't find her grandson initially.|We returned to the treehouse club.|Her grandson was sitting on a branch with a comic book.|He hadn't really run away.|The situation was resolved for that day.|Officer Dawson gave me advice that evening.|Officer Dawson told me to lay low and stay out of sight.|I decided to lay low and stay out of sight.|I attempted to avoid Mrs. Baker.|That was the second time I had to stay out of sight.,"My childhood was spent in the vicinity of the infamous cat enthusiast, Mrs. Baker, who had given shelter to no fewer than twenty felines. Her grandson, a youngster at the time, often sought my companionship, although I, being quite the tomboy, wasn't particularly fond of him due to his lack of good etiquette. One day, he left a message indicating his intention to flee from home. Concerned, Mrs. Baker approached me in my arboreal sanctuary, clutching one of her cats. I managed to calm her fears and proposed that we should embark on a quest to locate her wayward grandson. Our search led us to the decrepit mill, where we stumbled upon his discarded baseball cap, yet the boy himself was nowhere to be seen. Upon returning to the sanctuary of the treehouse, we were surprised to find him perched on a limb, engrossed in a comic book, having not truly absconded. The crisis seemed to be averted for the moment. Later that evening, Officer Dawson imparted some wisdom, advising me to keep a low profile and remain unseen. Taking this counsel to heart, I endeavored to steer clear of Mrs. Baker, marking this as the second occasion I found it prudent to stay out of the public eye.",253.63,896,0.28,21_1
