recall_id,clause_id,clause_text,rephrased_text
5ce059ad3f8060001509faaa,4,who threatened to run away.,who once made a threat to leave home.
5ce059ad3f8060001509faaa,5,The narrator of the story went out to look for his,The tale's narrator set out in search of the boy
5ce059ad3f8060001509faaa,6,and eventually found him up a tree,and ultimately spotted him perched in a tree
5ce059ad3f8060001509faaa,7,on a tree branch near the tree house,sitting on a limb close to the treehouse
5ce059ad3f8060001509faaa,8,reading a comic book.,engrossed in a graphic novel.
5ce059ad3f8060001509faaa,9,He had a ginger cat with him.,Accompanying him was an orange feline.
5ce059ad3f8060001509faaa,10,The police officer came over,A law enforcement officer approached
5ce059ad3f8060001509faaa,11,and said he had better lay low,and advised that it would be wise to stay out of sight
5ce059ad3f8060001509faaa,12,as the cat lady never forgets what happens,since the woman with a penchant for cats always remembered incidents
5ce059ad3f8060001509faaa,13,and may be on the look out for him.,and might be keeping an eye out for him.
5ce059ad3f8060001509faaa,14,the boy did as he was told,The young lad heeded the advice
5ce059ad3f8060001509faaa,15,and laid low for the evening.,and remained inconspicuous that night.
5ce059ad3f8060001509faaa,16,It was the second time,This marked the second occasion
5ce059ad3f8060001509faaa,17,he had pretended to try and run away.,he had feigned an attempt to escape.
5cea26087afd86001a34a5db,1,In the neighbourhood where I lived,"Within the area I resided,"
5cea26087afd86001a34a5db,2,there was a woman called Mrs Baker.,a lady known as Mrs Baker inhabited.
5cea26087afd86001a34a5db,3,She was a cat woman.,She adored cats.
5cea26087afd86001a34a5db,4,She had about 20 cats.,"Possessing roughly 20 felines,"
5cea26087afd86001a34a5db,5,And a grandson.,along with a grandson.
5cea26087afd86001a34a5db,6,I was a tomboy,"I embraced the tomboy lifestyle,"
5cea26087afd86001a34a5db,7,but apparently he liked me.,yet it seemed he took a liking to me.
5cea26087afd86001a34a5db,8,I didn't like him,"I wasn't fond of him,"
5cea26087afd86001a34a5db,9,because he had terrible manners.,owing to his atrocious etiquette.
5cea26087afd86001a34a5db,10,Mrs Baker would always be nagging him about me,"Mrs Baker persistently scolded him regarding me,"
5cea26087afd86001a34a5db,11,and one day he ran away.,leading to his eventual disappearance one day.
5cea26087afd86001a34a5db,12,She came to my house,"She approached my residence,"
5cea26087afd86001a34a5db,13,"and found me in the treehouse,","discovering me in my arboreal hideout,"
5cea26087afd86001a34a5db,14,big tabby cat in tow.,accompanied by a large striped cat.
5cea26087afd86001a34a5db,15,I said i would look for him with her.,I offered to assist her in the search.
5cea26087afd86001a34a5db,16,We found his baseball cap by the old mill.,His baseball hat was discovered near the decrepit mill.
5cea26087afd86001a34a5db,17,In the end he was in a trehouse with a comic book in hand.,"Ultimately, he was found in a treehouse, comic book in possession."
5cea26087afd86001a34a5db,18,It was a treehouse club.,The place was a clubhouse up in the trees.
5cea26087afd86001a34a5db,19,He hadn't run away.,He hadn't actually absconded.
5cea26087afd86001a34a5db,20,The next day the sheriff told me to lay low.,"The following day, the sheriff advised me to keep out of sight."
5cea26087afd86001a34a5db,21,The woman never forgets when she gets something into her head.,"Once Mrs Baker fixates on an idea, she never lets it go."
5cea26087afd86001a34a5db,22,So i laid low.,"Hence, I kept out of sight."
5cea26087afd86001a34a5db,23,That was the second time.,That incident marked the second occurrence.
5cf096dbb094d700013e4f87,1,"When I was young,","During my youth,"
5cf096dbb094d700013e4f87,2,"in the neighborhood I grew up in,","in the area where I was raised,"
5cf096dbb094d700013e4f87,3,there was a woman named Mrs. Baker.,there lived a lady known as Mrs. Baker.
5cf096dbb094d700013e4f87,4,"She was a cat lady,","She adored cats,"
5cf096dbb094d700013e4f87,5,"and had at least twenty cats,","possessing no fewer than twenty of them,"
5cf096dbb094d700013e4f87,6,or had found homes for them.,or had successfully rehomed them.
5cf096dbb094d700013e4f87,7,"She had a grandson who liked me,","Her grandson took a liking to me,"
5cf096dbb094d700013e4f87,8,but I didn't like him much because he had very poor manners.,yet I wasn't too fond of him due to his lack of good manners.
5cf096dbb094d700013e4f87,9,One day he wrote me a note that he was going to run away.,He once sent me a message stating his intent to elope.
5cf096dbb094d700013e4f87,10,"Mrs. Baker said we would look for him,","Mrs. Baker declared we should search for him,"
5cf096dbb094d700013e4f87,11,and if we didn't find him I told her she should call the police.,and I suggested she ought to alert the authorities if our search proved fruitless.
5cf096dbb094d700013e4f87,12,"We went to the place where his ball cap was found,","We headed to the location where his baseball hat was discovered,"
5cf096dbb094d700013e4f87,13,but we didn't find him even after a bit more trailing.,"but even after extending our search, he remained elusive."
5cf096dbb094d700013e4f87,14,"We returned to the treehouse,","We made our way back to the fort in the trees,"
5cf096dbb094d700013e4f87,15,and he was sitting on a branch reading a comic book.,only to find him perched on a limb engrossed in a graphic novel.
5cf096dbb094d700013e4f87,16,The police said that I should lay low for a while because Mrs. Baker could get very upset.,The authorities advised me to keep a low profile for some time since Mrs. Baker might become exceedingly distressed.
5d1684b485233900157040d6,1,"In my neighbourhood growing up there was a woman,","Where I lived as a child, there was a lady,"
5d1684b485233900157040d6,2,Mrs. Baker who was a cat lady.,"known as Mrs. Baker, who adored cats."
5d1684b485233900157040d6,3,She adopted or took in twenty cats.,She provided a home for twenty felines.
5d1684b485233900157040d6,4,"She had a young grandson,","Her grandson was quite young,"
5d1684b485233900157040d6,5,back then I was a tomboy.,"and at that time, I was quite the tomboy."
5d1684b485233900157040d6,6,He tried to befriend me,"He attempted to make friends with me,"
5d1684b485233900157040d6,7,but I didn't realize.,though I was oblivious to it.
5d1684b485233900157040d6,8,He had poor manners.,His etiquette was lacking.
5d1684b485233900157040d6,9,Very very poor manners.,"Extremely lacking, indeed."
5d1684b485233900157040d6,10,One day he ran away,"One occasion, he decided to run off"
5d1684b485233900157040d6,11,because she was always nagging about me.,because she constantly complained about my influence.
5d1684b485233900157040d6,12,She brought a tabby cat with her to my treehouse,She came to my treehouse with a striped cat in tow
5d1684b485233900157040d6,13,and wanted to get my advice.,seeking my counsel.
5d1684b485233900157040d6,14,I told her we would look for him,"I assured her we would search for him,"
5d1684b485233900157040d6,15,and if you couldn't find him,"and should we fail to locate him,"
5d1684b485233900157040d6,16,she could you to the police.,she might turn to the authorities for help.
5d1684b485233900157040d6,17,We went by the old mill,"Our search led us to the old mill,"
5d1684b485233900157040d6,18,where we found his baseball cap.,where his baseball hat was discovered.
5d1684b485233900157040d6,19,We found him a treehouse reading a comic book.,We located him in a treehouse engrossed in a comic.
5d1684b485233900157040d6,20,The sheriff Dawson told me I should stay out of sight.,Sheriff Dawson advised me to keep out of view.
5d1684b485233900157040d6,21,"So I did,","And so I complied,"
5d1684b485233900157040d6,22,that was the second time that happened.,marking the second occurrence of such an event.
5d27b8fee5af0b00157f41a6,1,In a neighborhood,Within a local area
5d27b8fee5af0b00157f41a6,2,"where Mrs Baker lived,","resided Mrs. Baker,"
5d27b8fee5af0b00157f41a6,3,she was a cat lady,"known for her fondness for cats,"
5d27b8fee5af0b00157f41a6,4,that had a grandson,who possessed a grandson
5d27b8fee5af0b00157f41a6,5,that went missing.,who had disappeared.
5d45521afdaaad00010ec185,1,In the neighbourhood where I grew up,Within the community of my childhood
5d45521afdaaad00010ec185,2,lived Mrs Baker.,Mrs Baker resided.
5d45521afdaaad00010ec185,3,She was the resident cat woman,She held the title of the local cat lady
5d45521afdaaad00010ec185,4,and had adopted about 20.,and had taken in roughly 20 cats.
5d45521afdaaad00010ec185,5,She had a young grandson,Her grandson was quite young
5d45521afdaaad00010ec185,6,who was interested in me,and he showed an interest in me
5d45521afdaaad00010ec185,7,but I was a tomboy,while I was more of a tomboy
5d45521afdaaad00010ec185,8,and didn't take much notice.,and paid little attention to it.
5d45521afdaaad00010ec185,9,One day he disappeared,He vanished one day
5d45521afdaaad00010ec185,10,and she blamed me,and she pointed fingers at me
5d45521afdaaad00010ec185,11,but we found him,"however, we located him"
5d45521afdaaad00010ec185,12,and then I kept out of her way.,after which I made sure to avoid her.
5d5c250a0274020016e2333a,1,"In the neighbourhood I lived in,","Within the area where I resided,"
5d5c250a0274020016e2333a,2,"Mrs Baker was the local cat lady with over 20 cats,","Mrs Baker was known as the neighborhood's feline enthusiast, owning upwards of 20 cats,"
5d5c250a0274020016e2333a,3,including a big tabby cat.,which included a sizable striped tabby.
5d5c250a0274020016e2333a,4,She had a son,She was a mother to a son
5d5c250a0274020016e2333a,5,but he had poor manners.,who was known for his lack of etiquette.
5d5c250a0274020016e2333a,6,I was a tomboy,I myself was quite the tomboy
5d5c250a0274020016e2333a,7,and wasn't interested in the son,"and had no interest in her son,"
5d5c250a0274020016e2333a,8,but he had taken a liking to me.,yet he seemed quite fond of me.
5d5c250a0274020016e2333a,9,One day the son ran away,"Eventually, her son decided to leave home"
5d5c250a0274020016e2333a,10,"because of all of the arguments he had with his mum,","due to the frequent disputes with his mother,"
5d5c250a0274020016e2333a,11,"about me,","concerning myself,"
5d5c250a0274020016e2333a,12,and me and Mrs Baker went to look for him.,prompting Mrs Baker and I to search for him.
5d5c250a0274020016e2333a,13,We followed clues,We pursued various leads
5d5c250a0274020016e2333a,14,and eventually found him with a comic book,and at last located him engrossed in a graphic novel
5d5c250a0274020016e2333a,15,and he hadn't run away.,realizing he hadn't actually eloped.
5d5c250a0274020016e2333a,16,The local sheriff warned him to lie low in future.,The town's sheriff cautioned him to keep a low profile going forward.
5dc5c2dfe0089e56432b4d6c,1,There was a cat lady,A woman owned many felines
5dc5c2dfe0089e56432b4d6c,2,who had 20 cats,possessing a total of twenty cats
5dc5c2dfe0089e56432b4d6c,3,her grandson went missing one day,"suddenly, her grandson disappeared"
5dc5c2dfe0089e56432b4d6c,4,and she went to a tree house,prompting her to approach a treehouse
5dc5c2dfe0089e56432b4d6c,5,to try,in an attempt
5dc5c2dfe0089e56432b4d6c,6,and find him.,to locate him.
5ddc561ea1679a000e75f05c,1,Mrs Baker was the resident cat lady.,Mrs. Baker was known as the neighborhood's feline enthusiast.
5ddc561ea1679a000e75f05c,2,She had adopted 20 -,She had taken in 20 cats -
5ddc561ea1679a000e75f05c,3,or had helped find them a home.,or had assisted in securing them new homes.
5ddc561ea1679a000e75f05c,4,She had a grandson who liked me,Her grandson took a liking to me
5ddc561ea1679a000e75f05c,5,and I was a tomboy.,and I was quite the tomboy.
5ddc561ea1679a000e75f05c,6,"One day, the grandson was missing.","One particular day, her grandson had vanished."
5ddc561ea1679a000e75f05c,7,"Mrs Baker came to look for him,","Mrs. Baker set out to search for him,"
5ddc561ea1679a000e75f05c,8,a fat tabby cat in tow.,accompanied by a plump striped cat.
5ddc561ea1679a000e75f05c,9,We found his baseball cap,We stumbled upon his baseball hat
5ddc561ea1679a000e75f05c,10,but no other trace.,yet found no further signs.
5ddc561ea1679a000e75f05c,11,Finally we found him reading a comic book in the treehouse.,"At last, we discovered him engrossed in a comic book inside the treehouse."
5e1878b9a3d56c151399af37,1,"Discussing growing up,","Talking about childhood experiences,"
5e1878b9a3d56c151399af37,2,had a neighbour called Mrs Baker who was a cat lady.,I lived next to a woman named Mrs Baker who adored cats.
5e1878b9a3d56c151399af37,3,She had about 20 cats she owned or took in at one point or another.,"She cared for roughly 20 felines, either as her pets or as strays."
5e1878b9a3d56c151399af37,4,"She wanted me to befriend her grandson,","She was keen on me becoming friends with her grandson,"
5e1878b9a3d56c151399af37,5,though I didn't want to be his friend as he had terrible manners.,but I was reluctant because he was known for his poor behavior.
5e1878b9a3d56c151399af37,6,At the time I was a tomboy.,"Back then, I was quite the tomboy."
5e1878b9a3d56c151399af37,7,one day her grandson left a note that he was going  to run away,"One occasion, her grandson left behind a message about his plans to escape"
5e1878b9a3d56c151399af37,8,as Mrs baker always nagged him about me,because he was constantly scolded by Mrs Baker regarding me
5e1878b9a3d56c151399af37,9,and he had enough.,and he couldn't tolerate it anymore.
5e1878b9a3d56c151399af37,10,She came by the treehouse I liked to hang out in,She approached the treehouse where I often spent time
5e1878b9a3d56c151399af37,11,"and asked for help to find him,","and pleaded with me to assist in locating him,"
5e1878b9a3d56c151399af37,12,I agreed to help,I consented to the search
5e1878b9a3d56c151399af37,13,and if he could not be found by the end of the day we would alert the police.,and we decided to inform the authorities if he remained missing by nightfall.
5e1878b9a3d56c151399af37,14,We went to the mill where he liked to hang out,"We searched the mill, his favorite haunt,"
5e1878b9a3d56c151399af37,15,"and found his baseball cap,","and discovered his baseball hat,"
5e1878b9a3d56c151399af37,16,from there the trail went cold.,but that's where we lost track of him.
5e1878b9a3d56c151399af37,17,"We then found him at the treehouse club with a comic,","Eventually, we located him at the clubhouse in a tree, engrossed in a comic book;"
5e1878b9a3d56c151399af37,18,he hadn't actually run off.,he hadn't truly gone through with his escape plan.
5e1878b9a3d56c151399af37,19,The sheriff told me to lay low for the rest of the summer when I got home,"Upon returning home, the sheriff advised me to keep a low profile for the summer's duration"
5e1878b9a3d56c151399af37,20,as Mrs Baker would never forget this,since Mrs Baker was unlikely to let the incident slide
5e1878b9a3d56c151399af37,21,or forgive me.,nor would she absolve me.
5e317d6d8c821b000aec84b3,1,"Mrs Baker,","Madam Baker,"
5e317d6d8c821b000aec84b3,2,"who was known as the towns ""Cat Lady""","referred to as the local ""Cat Lady"","
5e317d6d8c821b000aec84b3,3,because she had about 20 cats,owned roughly 20 felines
5e317d6d8c821b000aec84b3,4,that she had adopted,whom she had taken in
5e317d6d8c821b000aec84b3,5,had a small grandson.,boasted a young grandson.
5e317d6d8c821b000aec84b3,6,The grandson had taken a shine to me,This boy had developed a fondness for me
5e317d6d8c821b000aec84b3,7,"of which I was oblivious,","which I was completely unaware of,"
5e317d6d8c821b000aec84b3,8,besides I didn't much like him,"moreover, I wasn't particularly fond of him"
5e317d6d8c821b000aec84b3,9,"as he awful, awful manners.",since his manners were terribly poor.
5e317d6d8c821b000aec84b3,10,One day,On a certain occasion
5e317d6d8c821b000aec84b3,11,because I didn't respond to his admiration,due to my indifference to his affections
5e317d6d8c821b000aec84b3,12,he decided to run away.,he chose to flee.
5e317d6d8c821b000aec84b3,13,Mrs Baker blamed me,Madam Baker held me responsible
5e317d6d8c821b000aec84b3,14,but after she came to my treehouse,yet when she visited my treehouse
5e317d6d8c821b000aec84b3,15,we decided to go looking for him.,we agreed to search for him together.
5e317d6d8c821b000aec84b3,16,We went to where his baseball cap was found,We searched the location where his cap was discovered
5e317d6d8c821b000aec84b3,17,but we didn't find him.,but he was nowhere to be found.
5e317d6d8c821b000aec84b3,18,As we came back,Upon our return
5e317d6d8c821b000aec84b3,19,we saw him sitting on a tree branch,we spotted him perched on a tree limb
5e317d6d8c821b000aec84b3,20,"reading a comic book,",engrossed in a comic book;
5e317d6d8c821b000aec84b3,21,he hadn't run away after all.,it turned out he hadn't actually escaped.
5e317d6d8c821b000aec84b3,22,The sheriff told me,The local law enforcement advised me
5e317d6d8c821b000aec84b3,23,that I should lay low for a while,to keep out of sight for some time
5e317d6d8c821b000aec84b3,24,as Mrs Baker was the type of old lady that didn't forget.,since Madam Baker was known to hold grudges.
5e317d6d8c821b000aec84b3,25,"That's what I did,","And that's precisely what I did,"
5e317d6d8c821b000aec84b3,26,I laid low.,I stayed out of sight.
5e52886afe20872941fdbb0c,1,"In the neighborhood I grew up in,","Within the community where I was raised,"
5e52886afe20872941fdbb0c,2,Mrs Baker was the resident cat lady.,Mrs. Baker was known as the local feline enthusiast.
5e52886afe20872941fdbb0c,3,She had twenty or so that she found homes for.,She cared for around twenty cats and found them new homes.
5e52886afe20872941fdbb0c,4,She had a grandson.,Her grandson was part of her family.
5e52886afe20872941fdbb0c,5,"He was a charming lad until you saw his manners,","The boy seemed quite charming at first glance, until one observed his etiquette,"
5e52886afe20872941fdbb0c,6,he had terrible manners.,"which was, frankly, appalling."
5e52886afe20872941fdbb0c,7,One day he wrote a note saying he would run away,He once penned a message declaring his intent to flee
5e52886afe20872941fdbb0c,8,because she was always nagging him.,on account of her constant badgering.
5e52886afe20872941fdbb0c,9,I told her to call the police,I advised her to alert the authorities
5e52886afe20872941fdbb0c,10,and she did.,which she promptly did.
5e52886afe20872941fdbb0c,11,They found his baseball cap,They discovered his baseball hat
5e52886afe20872941fdbb0c,12,and no trace of him.,but no sign of the boy himself.
5e52886afe20872941fdbb0c,13,They found him sitting on a bench,"Eventually, they located him perched on a park bench"
5e52886afe20872941fdbb0c,14,with a comic book in his hand.,with a graphic novel in his grasp.
5e52886afe20872941fdbb0c,15,He hadn't ran away.,He had not actually taken off.
5e52886afe20872941fdbb0c,16,The sheriff told me to stay low,The local law enforcement advised me to keep a low profile
5e52886afe20872941fdbb0c,17,and out of sight,and remain unseen
5e52886afe20872941fdbb0c,18,so that's what I did.,and I heeded that advice.
5e652bffbe3f4d000c66a42a,1,Mrs Baker is a cat lady.,Madam Baker is known for her fondness for cats.
5e652bffbe3f4d000c66a42a,2,She has a grandson,She possesses a young grandson
5e652bffbe3f4d000c66a42a,3,who tries to befriend the storyteller.,who attempts to form a bond with the narrator.
5e652bffbe3f4d000c66a42a,4,"However, she does not like him","Nevertheless, she harbors no fondness for him"
5e652bffbe3f4d000c66a42a,5,because he has bad manners.,owing to his poor etiquette.
5e652bffbe3f4d000c66a42a,6,He goes missing,He disappears
5e652bffbe3f4d000c66a42a,7,and the cat lady asks for her help,prompting the feline enthusiast to seek her assistance
5e652bffbe3f4d000c66a42a,8,to find him.,in locating the boy.
5e652bffbe3f4d000c66a42a,9,"He is, in fact, a member of a tree house club","As it turns out, he is part of a secret clubhouse in a tree"
5e652bffbe3f4d000c66a42a,10,and had gone there.,and had made his way there.
5e652bffbe3f4d000c66a42a,11,"For reasons unclear, the local Sheriff tells her to lay low","For reasons that remain a mystery, the town's Sheriff advises her to keep a low profile"
5e652bffbe3f4d000c66a42a,12,as it appears she has upset the cat lady.,since it seems she has managed to vex Madam Baker.
5e652bffbe3f4d000c66a42a,13,So she does this.,"Thus, she complies with the advice."
5e7c89a515980f2c5cf93d5d,1,There was a woman,A lady existed
5e7c89a515980f2c5cf93d5d,2,who had a neighbour,possessing a neighbour
5e7c89a515980f2c5cf93d5d,3,who looked after stray cats,who cared for homeless felines
5e7c89a515980f2c5cf93d5d,4,about 20,nearly two dozen in number
5e7c89a515980f2c5cf93d5d,5,and she had a grandson.,accompanied by a young grandson.
5e7c89a515980f2c5cf93d5d,6,The grandson was always trying to befriend her,This young boy consistently sought her companionship
5e7c89a515980f2c5cf93d5d,7,and then one day,until eventually
5e7c89a515980f2c5cf93d5d,8,he said he was going to run away.,he declared his intent to elope.
5e7c89a515980f2c5cf93d5d,9,The old lady made the girl go with her to look for him.,The elderly woman insisted the girl accompany her in the search.
5e7c89a515980f2c5cf93d5d,10,They went to a mill,Their search led them to a mill
5e7c89a515980f2c5cf93d5d,11,but they didn't find him.,yet they did not locate him there.
5e7c89a515980f2c5cf93d5d,12,When they went home,Upon their return
5e7c89a515980f2c5cf93d5d,13,he was sat with a comic in the treehouse.,"they found him engrossed in a comic, perched in the treehouse."
5e7c89a515980f2c5cf93d5d,14,The Sheriff was called,The local law enforcement was notified
5e7c89a515980f2c5cf93d5d,15,who told the girl to lay low for a while,who advised the girl to stay out of sight for some time
5e7c89a515980f2c5cf93d5d,16,as the woman would be cross with her for a while.,since the lady would harbor resentment towards her temporarily.
5ea20fd571038c119083a8df,1,Mrs Baker still lived in my old neighbourhood.,Mrs. Baker continued to reside in the neighborhood I grew up in.
5ea20fd571038c119083a8df,2,She hoarded all different types of cats.,She accumulated a variety of cats.
5ea20fd571038c119083a8df,3,She had up to twenty two at any one time.,"At times, she had as many as twenty-two."
5ea20fd571038c119083a8df,4,I recall visiting her.,I have memories of paying her a visit.
5ea20fd571038c119083a8df,5,Her grand son was present.,Her grandson was there at the time.
5ea20fd571038c119083a8df,6,I remember that he had terrible manners.,I recall his manners being quite poor.
5ea20fd571038c119083a8df,7,"Really, really awful manners.","Exceptionally, exceptionally bad manners."
5ea20fd571038c119083a8df,8,Terrible!,Horrendous!
5ea20fd571038c119083a8df,9,But he always helped his gran rescue her cats.,"Nevertheless, he consistently assisted his grandmother in saving her cats."
5ea20fd571038c119083a8df,10,The cats were from beyond our hideout.,These cats came from far beyond our secret spot.
5ea20fd571038c119083a8df,11,Way beyond the old treehouse.,Well past the ancient tree fort.
5ea20fd571038c119083a8df,12,One cat got stuck in a treetop.,A cat once became trapped high in a tree.
5ea20fd571038c119083a8df,13,We had a treehouse in that treetop.,Our tree fort was nestled in that very tree.
5ea20fd571038c119083a8df,14,We used to spend summers in that treehouse.,We would spend our summer days in that fort.
5ea20fd571038c119083a8df,15,What fun!,Such great times!
5ea20fd571038c119083a8df,16,He was able to climb to the top.,He managed to scale it all the way to the top.
5ea20fd571038c119083a8df,17,He could gently lift cats to safety.,He was adept at retrieving cats and bringing them down safely.
5ea20fd571038c119083a8df,18,I could only climb up half way.,I was only able to make it halfway up.
5ea20fd571038c119083a8df,19,"Tomboy, that's what Mrs Baker used to call me.",Mrs. Baker would call me 'Tomboy' in her unique way.
5ea20fd571038c119083a8df,20,"Her shrill tone of ""Tomboy"", still rings in my ears today.",The piercing call of 'Tomboy' from her still echoes in my mind.
5ea20fd571038c119083a8df,21,All these years later.,Even after all these years.
5ea20fd571038c119083a8df,22,"Once, the cat lady, (for that what we called her), rang the police!",There was a time when the cat lady (as we referred to her) called the authorities!
5ea20fd571038c119083a8df,23,She thought we were stuck in the tree.,She was under the impression that we were stranded in the tree.
5ea20fd571038c119083a8df,24,"""What you doing up there, tomboy"", she yelled at me.","""What are you doing up there, tomboy?"" she shouted at me."
5ea20fd571038c119083a8df,25,She was on the phone to the police.,"At that moment, she was on the line with the police."
5ea20fd571038c119083a8df,26,"Arriving as though there was a hostage seige, two police cars swooped down the gravelly rough pathways.","Two patrol cars arrived hastily, as if responding to a major incident, along the stony paths."
5ea20fd571038c119083a8df,27,The pathways were through the tall lofty trees.,These paths cut through the towering trees.
5ea20fd571038c119083a8df,28,The sound of the fire brigade was ringing out behind them.,The sound of the fire department's sirens followed closely behind.
5ea20fd571038c119083a8df,29,Everyone came out of their cottages.,All the neighbors emerged from their homes.
5ea20fd571038c119083a8df,30,"They were peering, and mumbling to each other over the fences.",They were gazing and whispering to one another across their fences.
5ea20fd571038c119083a8df,31,They were pointing at our treehouse.,They were gesturing towards our tree fort.
5ea20fd571038c119083a8df,32,And that's all I can remember.,That's the extent of what I can recall.
5ea20fd571038c119083a8df,33,I woke up on Mrs Baker's sofa.,I came to on the couch in Mrs. Baker's living room.
5ea20fd571038c119083a8df,34,Several cats were licking my face.,A few cats were affectionately licking my face.
5ea20fd571038c119083a8df,35,Her grand son was reading his comic.,Her grandson was engrossed in his comic book.
5ea20fd571038c119083a8df,36,He was crosslegged on the floor directly opposite me.,He sat with his legs crossed on the floor facing me.
5ea20fd571038c119083a8df,37,"The police, with concerned frowns, were talking.",The officers were engaged in serious conversation.
5ea20fd571038c119083a8df,38,They were pointing towards me.,Their gestures were directed at me.
5ea20fd571038c119083a8df,39,What a day that was!,What an eventful day it was!
5ea20fd571038c119083a8df,40,It was the second time!,And it wasn't the first time!
5eb97e4abc41ad07dad1e3b5,1,There was a lady,A woman existed
5eb97e4abc41ad07dad1e3b5,2,who adopted loads of cats,who took in numerous felines
5eb97e4abc41ad07dad1e3b5,3,20 of them,a total of twenty
5eb97e4abc41ad07dad1e3b5,4,to remove eventually.,with the intention to rehome eventually.
5eb97e4abc41ad07dad1e3b5,5,She had a grandson,She possessed a grandchild
5eb97e4abc41ad07dad1e3b5,6,who was a tomboy,that was quite the tomboy
5eb97e4abc41ad07dad1e3b5,7,and he had bad manners.,possessing poor etiquette.
5eb97e4abc41ad07dad1e3b5,8,He went missing one day.,"One day, he disappeared."
5eb97e4abc41ad07dad1e3b5,9,They looked everywhere,They searched high and low
5eb97e4abc41ad07dad1e3b5,10,and found him sat in the tree house,and discovered him seated in the treehouse
5eb97e4abc41ad07dad1e3b5,11,reading a comic.,engrossed in a comic book.
5eb97e4abc41ad07dad1e3b5,12,The lady said,The woman proclaimed
5eb97e4abc41ad07dad1e3b5,13,if they didn't find him,that if he wasn't located
5eb97e4abc41ad07dad1e3b5,14,she'd call the police.,she would alert the authorities.
5eb97e4abc41ad07dad1e3b5,15,The police said to the boy,The authorities instructed the young lad
5eb97e4abc41ad07dad1e3b5,16,to lie low,to stay out of sight
5eb97e4abc41ad07dad1e3b5,17,at some point,at a certain moment
5eb97e4abc41ad07dad1e3b5,18,near the end of the story.,towards the story's conclusion.
5ec848e98af2e014101df8e5,1,In the neighbourhood I grew up in,Within the area where I was raised
5ec848e98af2e014101df8e5,2,the resident cat lady was Mrs Baker.,the local feline enthusiast was known as Mrs Baker.
5ec848e98af2e014101df8e5,3,She has 20 or so cats,She cared for roughly 20 cats
5ec848e98af2e014101df8e5,4,she has given a home too.,to whom she had provided shelter.
5ec848e98af2e014101df8e5,5,She also had a grandson,"Additionally, she had a grandson"
5ec848e98af2e014101df8e5,6,who was about my age.,who was around the same age as me.
5ec848e98af2e014101df8e5,7,In those days I was quite the tomboy.,"Back then, I was quite a tomboy."
5ec848e98af2e014101df8e5,8,He wanted to be friends with me,He was eager to become my friend
5ec848e98af2e014101df8e5,9,but I wasn’t as keen.,though I was less interested.
5ec848e98af2e014101df8e5,10,He had very bad manners.,He exhibited rather poor etiquette.
5ec848e98af2e014101df8e5,11,His grandmother wanted him to be friends with me too.,His grandmother also wished for us to be friends.
5ec848e98af2e014101df8e5,12,He said he would run away,He threatened to leave home
5ec848e98af2e014101df8e5,13,if I wouldn’t be.,if I refused to be his friend.
5ecae8f0edb40e0009671064,1,A woman,A lady
5ecae8f0edb40e0009671064,2,who was staying in her house,residing within her home
5ecae8f0edb40e0009671064,3,one day,on a certain day
5ecae8f0edb40e0009671064,4,adopted cats,took in some felines
5ecae8f0edb40e0009671064,5,and one day,and on another occasion
5ecae8f0edb40e0009671064,6,the cat got missing,one feline disappeared
5ecae8f0edb40e0009671064,7,and one day,and on a different day
5ecae8f0edb40e0009671064,8,left a note,penned a message
5ecae8f0edb40e0009671064,9,to go look for the cat,to search for the missing feline
5ecae8f0edb40e0009671064,10,and found it,and successfully located it
5ecae8f0edb40e0009671064,11,in a comic book,inside a graphic novel
5ecae8f0edb40e0009671064,12,in a treehouse.,situated in a tree fort.
5ecd0778c927e4000896da6e,1,There was a lady called Mrs Baker,A woman known as Mrs Baker existed
5ecd0778c927e4000896da6e,2,who had loads of cats.,who possessed numerous felines.
5ecd0778c927e4000896da6e,3,She had a son,She was the mother of a boy
5ecd0778c927e4000896da6e,4,that quite liked me,who seemed to fancy me
5ecd0778c927e4000896da6e,5,as I was quite the tomboy,since I was quite a tomboy myself
5ecd0778c927e4000896da6e,6,but I didn’t take to him,but I wasn't fond of him
5ecd0778c927e4000896da6e,7,and Mrs Baker didn’t really take to me.,and Mrs Baker wasn't particularly fond of me either.
5ecd0778c927e4000896da6e,8,Mrs Baker approached me one day,"One day, Mrs Baker came up to me"
5ecd0778c927e4000896da6e,9,with her tabby cat in hand,holding her striped cat
5ecd0778c927e4000896da6e,10,as she couldn’t find her son.,because she was unable to locate her son.
5ecd0778c927e4000896da6e,11,We went searching for him,"Together, we set out to look for him"
5ecd0778c927e4000896da6e,12,and found him in a treehouse,and discovered him in a treehouse
5ecd0778c927e4000896da6e,13,reading a magazine.,engrossed in a magazine.
5ecd0778c927e4000896da6e,14,He was at a treehouse club.,He belonged to a treehouse club.
5ecd0778c927e4000896da6e,15,"The sheriff, Mr Dawson told me to stay low",Sheriff Mr Dawson advised me to keep out of sight
5ecd0778c927e4000896da6e,16,as Mrs Baker never forgets.,since Mrs Baker always remembers.
5edd2d699c9855a147178414,1,The narrator is a girl,The storyteller is a young female
5edd2d699c9855a147178414,2,that was a self-described tomboy,who identified herself as a tomboy
5edd2d699c9855a147178414,3,when she was younger.,during her early years.
