recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
64847582d222606dc6560f62,59.33,I was 21 years old and had a good job in the city. I lived in a small apartment near the city centre. My father is in a wheelchair and has limited mobility and a neighbor who is in her 60s assists my father when she is available. I decided one day to go to the park and find a quiet area. I really don't know if my prayers were going to be answered. I found a quiet spot and said a prayer to God to please be able to help my father walk again. I said my prayer to God and hoped for a miracle. After my prayer I left the park and went back to work. My father texted me a little while later and stated he was able to take a few steps with his walker today. Here it is 6 or 7 years later and my father is well into his 70s and is able to walk with the assistance of a walker.,10.65,6.07,0.69,-2.97,8.99,3.12,17.91,-5.04,1.2,1.1,9.56,-1.04,1.05,0.85,3.42,-1.07,0.03,-0.79,-0.82,-2.64,-4.2,0.28,1.28,-1.08,-0.21,0.02,-0.38,1.29,0.16,-0.91,-0.4,2.27,-0.5,0.2,0.44,-0.28,-1.61,-0.52,0.01,-0.22,10.02,3.38,0.01,-2.05,-2.43,-2.1,-1.95,-0.19,-1.23,-0.57,0.38,9.16,-2.76,3.75
5e9fd839311b8018f88c99eb,60.33,"I was living in a small apartment in my twenties, near the city center. I was living with my dad who needed assistance to get around because he was wheelchair bound due to an illness. My sister was away at college. I had a kind neighbor who would volunteer to assist my dad with his daily needs. One day while at work, I had a strong vision that if I went to a nearby park to pray for my dad, he would be healed, I did so and sure enough, my dad texted me to say he was able to walk. Unbelievably, when I got home, I found my dad walking with the assistance of his walker. It's been about 6 years since that miraculous day.",5.93,7.01,-1.12,-1.36,6.61,5.22,13.49,5.91,1.72,9.23,17.58,-2.84,0.79,0.58,-2.35,-1.8,-0.19,-1.14,-0.19,0.56,-2.65,0.05,1.45,-1.78,-1.34,0.2,-1.49,0.33,-0.28,-1.17,-2.13,2.55,-0.85,0.06,-0.31,-1.34,-2.01,-0.01,-0.24,0.41,9.52,1.76,0.57,-2.37,2.02,-1.15,-0.62,-0.26,-1.28,-0.87,-0.16,5.79,-3.37,-2.34
62fd10071567a35ebfe5c584,61.89,"Just started my new job, at an office. A lady in her 60's was my neighbour. My father has a disability and needs a walking stick. My sister goes to college. I heard that prayers can make a difference to help my father recover. On my lunch break, I went to the park. No one was there and it was quiet. It was about 10 minutes from my office. I took a deep breath under the oak tree and said a prayer: ""please god, help my father"". Thereafter, I received a text message from my father, saying he took his first steps without a walking stick. This was like the prayer had worked. I had to see this for myself so went to visit. It was amazing, a miracle answered.",0.69,-4.6,3.3,1.22,9.68,0.03,10.18,7.0,0.87,0.03,12.72,0.72,0.69,1.18,1.21,-1.22,0.67,-2.78,-0.15,5.5,-6.35,-0.33,1.79,12.28,-2.06,0.33,-1.88,8.02,0.1,-2.62,-0.65,1.17,-0.56,0.01,0.15,-0.97,-0.64,-0.48,-0.24,-1.22,12.73,-0.69,0.81,0.52,0.91,-1.29,0.09,0.28,-2.36,-0.82,-1.56,2.88,-1.4,-1.0
603cf1a241a4ccaa6d4c0677,63.3,A girl was living in a city centre and started a new job. Her father was unwell and didn't have much help at home. One day she got a feeling that told her to go to nearby park on her lunch break and pray for her dad's recovery. After finding a quiet spot under a tree she prayed to god. Once she was back at work she received a text from her dad saying he had took some steps using this walker which he hadn't be able to do. Months on her dad can now walk unassisted and is living his life to his fullest in his seventies.,-1.77,-0.77,4.81,0.64,10.26,0.32,3.32,-2.68,0.31,8.45,21.04,0.95,0.43,-0.02,2.07,-2.51,-0.51,-1.14,-1.51,0.86,-4.28,-0.06,1.05,6.91,-1.25,0.38,-0.73,1.12,-0.72,-1.24,-1.58,1.76,-0.63,0.35,0.06,-0.76,-0.64,0.94,-0.13,0.62,10.79,3.51,0.19,-0.87,-2.15,-2.71,-0.73,-0.81,0.15,-0.92,-3.44,3.79,0.8,11.98
605a25c743f7ab91b0881ddf,63.56,A person lived in a small flat with his disabled father. He was 21 and had got a job doing graphic design. His father had help through the day from a neighbour. The person's sister was away at college so she couldn't help. One day the person got a feeling that he should go to the park. When he got there he opened his eyes and found he was sitting under an oak tree. He wished for his father to be able to regain some mobility and quality of life. Then his dad texted and said he'd taken some steps. Since then his dad has regained his health completely.,5.65,-1.7,0.14,10.99,9.83,0.16,13.51,8.24,-0.22,4.93,7.31,-2.8,0.51,1.06,-1.16,-0.86,1.17,-1.94,-1.88,0.04,-5.6,0.48,0.53,14.47,-1.63,-0.21,-0.69,1.04,-0.92,-1.24,-0.89,2.41,-1.21,0.02,-0.55,-1.57,-2.07,2.42,-0.11,-0.83,11.5,1.78,0.11,-1.5,-0.42,-0.47,-3.03,-1.26,0.11,-0.31,-0.41,3.43,-0.81,-1.99
5efa472b30809985f5f47e83,64.11,"The writer was 21 when the story happened and working in an office, she had a younger sister who was away at college, she lived with her father who was recovering slowly from an operation and couldn't walk, instead using a wheelchair. He was friends with a lady who was a neighbour in her sixties. One day the writer felt an urge to go to pray whilst she was in work, so she left and went to a nearby park and prayed under an oak tree. After returning to work, her dad called her to say he'd taken a few steps with his walker. He continued to improve and now 6-7 years later, in his 70's could walk unaided.",11.61,-9.23,0.47,0.06,16.31,4.44,15.52,8.45,3.2,8.98,4.49,-0.45,-0.65,-1.22,-1.02,-2.9,0.16,-1.59,-1.63,0.16,-7.23,-0.47,0.87,10.77,-1.15,-0.06,-0.98,0.2,-1.13,-0.69,-1.35,2.45,-0.8,-0.03,0.27,-1.63,-1.32,-0.79,-0.47,0.81,3.89,4.39,0.01,-0.8,-0.91,-1.99,-2.73,-0.45,-0.35,0.27,-3.37,8.0,0.55,5.17
6034e8e3628ecdf282096ccf,64.16,My first job. I was living in the city and my father was back at home recovering from a surgery and the only help he had was a older neighbor lady my father hadn't been able to walk in several months and my sister was at college so she was all the help at the time. One day at work I got the urge to pray for my father in the park so I left work to go to the park as no one was around I sat and closed my eyes speaking to God. Once I returned to work I received a call to say that my father was taking a few steps with the help of his walker. I rushed home from work that day to see my father standing in the living room with the help of his walker.,5.33,-3.86,4.63,0.51,17.61,-2.02,18.53,8.86,2.69,8.68,8.09,1.44,2.69,2.35,0.61,-4.32,-0.37,-1.5,-3.82,-0.31,-0.7,-0.98,0.57,-1.4,-0.91,1.29,-0.74,0.9,-1.34,-1.11,-1.07,2.4,-0.57,0.35,-0.43,-1.0,-1.31,-0.43,-0.53,0.7,2.01,4.1,0.26,-1.47,1.81,4.53,-2.23,-0.06,-1.76,-0.76,-2.16,2.74,-1.25,-1.11
5a05a83138ed430001be73ea,64.57000000000001,"A 21 year old man was working as a graphic designer, living with his father who was recovering from surgery. He was helped by a kind neighbour and had a sister who didn't live nearby. One day at work he suddenly felt a message telling him to go to the nearby park and pray for his father. He did this and when back at work received a text from his father saying he had been able to get out of his wheelchair and stand with the aid of his walker. Since then he had made a remarkable recovery and after a few years was able to live a normal life.",6.55,-5.49,-2.3,11.9,14.46,3.14,13.76,4.25,1.1,7.54,17.21,-0.81,0.57,0.52,-1.83,-1.88,-1.34,-0.32,-0.28,-0.43,-2.52,-0.12,1.02,-1.45,-1.07,0.2,-1.06,0.1,-0.43,-1.56,-0.78,2.41,-1.25,0.17,0.02,-1.45,-0.53,0.28,-0.32,0.39,11.6,0.57,-0.15,-2.07,-1.0,0.26,-1.13,-1.85,1.47,-0.64,-1.49,3.34,-1.44,-1.27
6306776595b8bee0efa958a0,66.27,"She was 21 and got her first job near the city, her father was recovering from surgery and required the help of a neighbour whilst she and her sister was out, he hadn’t walked for 8 months. She got a feeling that if she prayed in a quiet spot her father would recover, she went to a nearby park to pray and then got a message from her father to say he’d taken a few steps. 7 years on her father can now walk unaided.",5.32,-1.24,6.24,-1.86,20.4,-0.83,11.27,3.66,2.42,7.95,16.64,-0.89,0.84,0.46,1.63,-1.43,-1.44,-1.02,-0.05,0.51,-2.02,-0.52,0.85,-0.78,-0.61,-0.09,-1.14,1.27,-1.34,-1.55,-2.07,2.41,-0.46,0.25,0.61,-1.87,-1.05,-2.09,-0.13,-0.79,11.43,2.42,0.16,-1.11,-0.97,-1.24,-2.52,-0.52,-0.13,-0.88,-3.3,3.83,2.96,-1.32
5e889f1ee6a72c0009e4e69b,67.66,"I was twenty years old and I was sitting in my office when I had a feeling that I needed to pray for my father to get better. My father hadn't been very well and was being cared for at home by his neighbour who was a kind lady. I looked around the office and there was no one around so I went to the park. I found a bench and sat down under an oak tree. I closed my eyes and prayed for my father to recover quickly. I returned to the office and received a call from my father saying he had taken a few steps today. I was joyful because I knew my prayers had been answered. When I got home, I saw my father standing there with his frame taking more steps. It's 7 years later and my father is now living his life to the full and walking with full mobility which is good as he is now in his 70s and living life to the fullest.",7.46,-7.2,0.71,1.98,10.7,0.58,10.1,-3.1,1.64,7.32,6.73,4.95,3.47,2.98,1.4,-1.88,-0.99,-2.0,-2.59,1.03,-0.96,-0.55,0.59,8.58,-2.31,-0.46,-0.99,2.6,-0.87,-0.75,-1.62,2.54,-0.66,0.54,-0.16,-2.13,-1.24,-0.29,-0.11,0.29,5.5,1.84,-0.19,0.2,1.23,0.68,-3.24,0.92,-0.61,-0.7,-0.2,6.55,0.33,10.02
60bc8694c10f8519a26ec749,68.92999999999999,"This lady was 21 years old and her dad recently had surgery. During the day while she was working, her neighbor would help to look after her dad during the day. One day at work she had this strong urge to go to the park and pray for her dad's healing. So she went to the park, sat at a bench under an oak tree and prayed a little prayer asking God to heal her dad. When she got back to the office her dad sent her a message saying that he walked a few steps with the walker by himself. It took him a year to recover fully and 6/7 years later he is walking without any assistance, living his best life.",7.22,-6.23,1.05,3.11,10.7,0.3,14.76,-4.14,2.27,8.53,9.89,0.0,0.0,0.12,0.25,-2.16,0.09,-0.99,-1.47,1.43,-2.41,-0.19,1.31,10.01,-0.69,0.21,-1.52,0.42,-0.64,-0.25,-0.87,2.22,-0.91,0.18,0.32,0.61,-1.24,-0.63,-0.33,0.39,9.17,4.28,-0.43,-0.54,-2.07,-2.57,-1.45,-0.99,0.7,-1.23,0.48,9.04,2.26,1.56
5beee551bae98700018aa45a,69.1,"Let me tell you a story, I moved to the city to work as a graphic designer. My father lived there, but he struggles as he cannot walk. He has the help of a nice old lady. One day I heard a voice that said if you give a prayer under a tree in the park then your father will get well. During my lunch I sat in the park and found myself under an oak tree, I decided to make a prayer as I was always taught that prayer is good. I prayed and went back to my work. I received a call later and it was my father saying he had just taken a few steps with his walking stick. This was 6-7 years ago and he is now walking.",6.0,-4.88,0.82,9.01,11.16,-0.06,13.61,-5.16,0.8,3.96,15.97,-2.49,1.17,1.62,-0.57,-0.83,0.58,-1.58,1.92,2.22,-5.07,-0.06,0.33,12.52,-0.49,0.21,-1.63,8.77,2.68,-2.77,-2.49,1.42,-1.22,0.36,0.79,-2.94,-2.25,0.29,0.04,1.12,4.15,3.76,0.12,-2.15,-1.07,-0.66,-1.85,-1.12,-0.9,-0.57,0.52,7.96,0.46,-2.43
5fb2808bf1937b872c6ad534,71.14,The writer had just finished school and was working his first job. He had a small apartment by the city center. His father just had surgery and was on a wheelchair. A nice lady in her sixties who was his neighbor used to take care of his father when he was working. One day when the writer was at work he got this feeling or urge to pray for his father's recovery. He walked to the park which was about 10 minutes from his office and looked for a quiet place to sit. He sat there and started praying even though it had been a long time since he had prayed for anything. Soon after he received a call from his father telling him that he just took a few steps. Six seven years later his father is now able to walk without the help of a walker.,5.46,5.94,6.5,2.13,11.53,6.0,20.11,-5.22,0.64,9.49,10.03,0.51,1.07,0.25,2.65,-1.75,0.01,-0.94,-0.85,0.35,-4.0,-0.5,0.7,-0.67,-0.95,0.59,-0.9,-0.1,-0.48,-0.26,-2.21,2.01,-0.71,0.38,-0.27,-1.0,-0.98,-0.85,-0.45,-0.24,7.09,2.87,-0.1,-1.24,-1.69,-1.1,-3.25,-1.15,0.11,-0.88,-2.22,8.11,2.94,-1.37
5a94779df05361000171b4fe,73.67,"When I was 21 and working as a graphic designer my father was recovering from surgery. A neighbor looked out for him. One day at work I got this feeling that I should go to a park, a quiet place and pray for my father's recovery. I had heard that prayer held and so I did this. I sat beneath an old oak tree and looked up at the sky and said a prayer for my father. As soon as I got back to the office I received a text from my father saying that he had managed to take a few steps with his walker, the first time he had been able to do this. I was amazed. He continued to improved and now in his seventies, years later he is able to live a fulfilling life.",13.63,-6.13,-1.03,10.36,11.74,-2.13,10.97,-3.84,0.04,9.0,14.43,0.6,0.57,0.6,1.53,-2.25,0.26,-1.17,-1.04,0.92,-3.76,-0.27,0.25,10.94,0.02,-0.66,-0.71,5.73,-1.57,-2.2,-1.68,2.79,-1.56,-0.07,1.09,-2.58,-0.82,0.75,-0.24,-0.07,11.0,4.64,-0.03,-1.59,-3.0,-2.91,-1.68,-1.02,0.32,0.24,-3.33,4.74,-1.54,5.39
59e721e0ac0af70001b36a13,73.77,"The story I was 21 living in the city with my dad who had major surgery. My sister was at college. In the daytime, a neighbour and my dad was home. I got this feeling one day that I should go and pray at the park for my dad. No one was watching at work. So I went to the park and sat under the tree. And prayed for my dad's recovery. After I prayed, I got a text saying my dad had taken some steps on his own with a walker. He is now recovered and can live his life to full in his seventies.",14.8,-6.62,0.0,1.37,8.81,0.51,11.98,8.17,2.81,9.25,13.46,2.42,0.81,1.34,0.04,-2.43,-0.27,-2.3,-2.72,0.29,-3.5,-0.59,0.59,6.25,-1.74,-0.16,-1.59,1.61,-0.69,-1.07,-1.78,2.11,-0.63,-0.02,0.03,-1.98,-0.86,2.11,-0.36,-0.73,7.06,2.53,-0.44,-0.63,-0.98,-1.38,-0.43,-0.79,0.4,-0.4,-2.35,3.16,-1.63,10.93
64a5d369158a0321ae5e50e1,74.71,"21 years old graduate was living near city centre. His father had just had surgery. His father needed assistance. While at work, he got a strong feeling to go to a park. He wanted to pray for his father. He looked around his office. His office was pretty empty. He decided to go near his lunch time. He went to the park. He felt the urge again. He looked around. He moved to a tree nearby. He got the feeling again. He then prayed for his father to recovery. He went back to work. He got a text message from his father. His father said he had walked for the first time without assistance. This was the turning point in his recovery. It has been months since then. His father is now living life to the fullest in his 70's.",7.04,5.83,1.11,2.17,7.19,0.61,-0.06,-2.05,-0.14,10.85,12.2,7.67,2.07,0.53,-0.48,3.87,3.63,-1.65,-7.74,2.81,-8.63,2.2,0.22,6.99,-1.15,0.17,-0.87,0.98,-1.08,-1.15,-1.79,1.82,-0.47,-0.01,0.16,-1.22,-0.37,1.82,-0.35,1.4,11.65,-1.56,-0.43,-1.3,-1.41,-1.9,1.0,-1.17,5.08,-1.25,-3.68,6.48,-3.73,12.8
60a8b2592eb0a75a134b89f3,75.11,"I was twenty-one years old and living in an apartment. I was working in an office nearby as a graphic designer. My father was bound to a wheelchair because of an accident and only had a next door neighbor, a lady in her sixties to help and keep him company during the day. My younger sister was away for college so there was no one else. One day at work during lunch, I had a feeling where someone told me I should go to a nearby park to pray for my father's recovery as it would help him actually recover. No one was around so I had been confused.",16.18,1.16,-2.65,10.95,4.74,2.88,25.4,9.65,1.22,7.69,20.59,1.03,4.12,-5.67,-2.45,-1.85,0.8,-0.13,0.35,-1.52,-1.97,-0.8,0.24,-1.24,-1.09,0.36,-1.5,-1.35,0.21,-2.11,-1.43,1.47,-0.75,0.12,-0.69,-1.66,-0.22,0.71,-0.03,-0.74,2.38,0.23,-0.3,-1.51,-0.36,-0.42,-1.1,-1.2,-1.56,-0.1,-1.71,2.61,-0.53,-1.34
60041b89f0b70121fb013c80,75.72,I was 21 years old and living in a small apartment in the city working as a graphic designer. My father gets sick and has a problem with his leg. He cannot stand up and is in the hospital. A neighbor in her 60s is the only one going there to visit him. I do have a sister but she isn't nearby. I am at work and hear a voice say that I should pray for my dad that he would get better. I look around but there is no one there. The voice says that I should go to the park nearby the office and pray for my dad. I got to the park and figure I should give praying for my dad a chance. I was brought up to believe that prayer works. I say to God that if it is at all possible please heal my dad. Later I see my dad standing up next to his walker. I take this as a sign that something has happened. In a few days my dad is walking. He gets better and is now living a normal life. He is in his 70's.,11.49,2.95,-1.42,11.6,3.91,-0.14,16.45,3.67,-0.99,5.99,12.79,2.86,4.34,1.61,-0.82,-1.18,-0.01,-0.53,3.35,-0.64,-2.46,-0.28,0.25,-2.14,-0.26,-0.19,0.25,10.27,1.07,-1.47,-0.32,2.42,-1.1,-0.2,-0.2,-0.87,-2.11,-0.57,-0.76,0.16,-0.14,0.9,-0.94,1.17,-0.69,-0.92,-2.61,-0.85,-0.64,-0.23,-3.94,4.55,-2.25,5.54
6165c4bf0d20a0e2c1cc5047,77.78999999999999,"Dad recently has surgery and lost a lot of mobility. Child lived near the city centre. Neighbor visited dad frequently. Person was at work then heard a voice saying that if they went to the park nearby work at lunch and prayed for their fathers recovery then it would be heard. The person went to the park at lunch, was sitting under an oak tree and prayed for their father's recovery. Once back at work the father called and said that they were able to take step with the help of their walker - this was the first time that he was able to do that in months. The prayer worked, after work the person got home and saw their father standing with the aid of his walker. This was the beginning of his recovery - father regained the majority of his mobility back within the year.",-1.93,3.86,-0.22,3.33,13.18,-0.09,5.93,-4.56,0.54,5.97,26.13,0.33,2.23,-0.54,-0.91,-1.28,-0.2,-0.61,1.53,0.7,-6.09,0.21,0.5,12.06,-1.24,0.06,-1.34,1.83,0.12,-1.84,-2.13,2.88,-1.33,0.17,0.06,-1.44,-0.97,1.41,-0.17,1.42,3.77,3.57,0.45,-1.46,2.01,3.08,0.17,-0.52,2.17,-1.36,9.1,2.2,-1.98,-0.97
5d593bb9035b8900189e4a42,80.17,"A guy in his twenty went out to work all day. During the day his father, that was recovering from an operation at home, was looked after by a neighbour. He saw no one else during the day, couldn't walk and hadn't been out of the house in about 7 months. The guy at work had an urge to pray for his dad's recovery, so during his lunch break he went to a local park, sat under an oak tree on a bench and said a short prayer, that God would help his father recover more quickly from the surgery. When our praying guy got back to the office he got a text from his father saying that he had taken a few steps with his walker. When the guy got home his father was standing with the aid of his walker. Now his father is almost entirely recovered and walks unaided, and is well in his 70s. The praying thing happened about 7 years ago.",5.31,-6.23,0.99,1.84,22.26,-4.58,14.93,-3.99,2.77,6.43,12.26,0.11,1.71,-0.31,0.33,-1.8,0.5,-1.47,-1.53,0.86,-0.7,0.06,1.02,9.61,-0.95,0.16,-2.58,1.37,-0.76,-0.25,-1.32,2.34,-0.22,0.18,0.73,-1.09,0.04,-1.03,-0.04,0.46,10.83,6.01,-0.22,-1.34,2.15,0.59,-2.71,-1.13,-0.51,-0.63,-1.82,6.43,-1.19,6.29
5c105e2757fd11000127e60f,80.87,"Let me tell you a story about when I was 21. I lived in the city center and worked a job as a graphic designer. I lived with my dad and my younger sister. There was also an old lady in her 60s that lived nearby. One day while at work i had a feeling that i should go pray in the nearby park and my dad would recover. When i went to go pray i kept having this reoccurring feeling, and as I tried it despite being skeptical i kept having that feeling. As soon as i finished praying a got a message from my dad saying that he was able to take a few steps. this was surprising, when i got home i saw him standing with his walker. now 6 years later, he is able to walk again unassisted and is living life to the fullest.",22.68,-1.79,-2.49,10.54,6.45,0.18,12.55,-0.85,3.28,10.3,17.74,-3.4,0.48,0.47,-1.21,3.04,0.33,0.08,0.35,-1.9,-2.98,1.64,0.17,-3.34,-1.5,0.04,-0.6,0.46,0.88,-2.22,-1.86,1.03,-1.28,0.2,0.35,-2.8,-1.0,0.52,-0.51,-2.03,10.87,4.24,0.37,-1.6,2.17,0.9,-1.59,-0.86,-0.56,-1.19,-2.92,4.39,2.21,2.44
62c08c865b36cf4fbabf34d2,84.24,"The author's father was recovering from surgery. He was being looked after by a neighbour, a woman in her sixties. The author's sister was away at college. One day at work the author had a premonition that if she went to the park and prayed, her father's health would improve. As there was no-one else in the office, at lunchtime she went to the park, a ten minute walk away, and found a bench in a quiet corner. She asked God to help. When she got back to the office, she received a text from her father stating that he had a taken a few steps with the help of the neighbour. When she got home, her father was standing with the aid of a walker. Seven years later the father, then in his seventies, was back on his feet properly.",-0.04,-4.2,2.44,1.62,10.87,-0.25,19.36,8.48,0.44,9.98,24.1,3.36,0.45,0.39,2.93,-3.8,-0.65,-1.56,-2.27,3.62,-0.88,-0.49,0.51,-2.27,-0.62,-0.36,-1.34,1.49,-0.85,-0.6,-1.05,2.11,-0.49,-0.22,-0.11,-1.13,-1.34,-1.26,-0.41,-0.35,11.95,2.08,0.17,-0.16,1.66,0.86,-2.88,-0.97,0.04,-0.89,-0.46,3.29,-0.3,4.24
61532673649c83e233f62033,84.51,"He was a 21-year old graphic designer, living in a small flat near the city centre. His dad had been unwell for 8 months and wasn't fully independent. An nice neighbour was helping them. Then one day the graphic designer got a feeling that he should pray. So he went to a park 10 minutes from his work. He closed his eyes and prayed to God asking to help his dad recover. Shortly after, he received a text from his dad saying he just took a few steps for the first time in months. After worked he rushed home to see his dad standing up with the help of a walker. 6 or 7 years later the dad is living life to his fullest even in his seventies.",5.66,7.01,-5.59,12.73,15.35,-1.65,10.72,-5.14,0.54,7.62,10.34,-0.52,1.1,-0.1,0.71,-2.07,0.07,-1.19,-1.39,2.12,-2.91,-0.14,0.95,-1.9,-0.98,0.44,-1.57,0.8,-1.03,0.3,-0.81,2.75,-0.35,0.43,-0.38,-0.95,0.22,2.58,-0.16,0.46,10.89,3.5,0.18,-1.16,2.94,2.14,-1.21,-1.2,-0.45,-1.15,-3.57,9.18,-3.74,14.09
6395bdcb4cd55ceb7287d30a,88.8,Living in a small apartment. Close to the city centre. Father unwell had surgery. Eight minutes later the better and in a wheelchair. Neighbour looking after him. He was in the 60s. Sister would call saying father not the best. Had a feeling could help someone. I went to the park for lunchtime. Wasn’t very far away. It was only 10 minutes walk. Willing to try anything to get the father to improve. Found a quiet spot near note tree. When there was no one around trying some prayers. Will try anything to help. Close dollars please help my father. The moment I said this in my father texted that he just walked for the first time. I believe this was a sign of my prayers. It been taking small steps. This was a turning point in his recovery. He had full mobility within a year with no issues. And there was living in the 70s.,1.23,9.15,-3.01,1.49,12.67,4.74,11.39,0.61,-0.13,1.75,17.25,-1.31,3.15,0.11,1.74,-1.03,1.22,-1.77,-2.52,6.08,-7.44,-0.27,0.51,7.35,-1.3,3.03,-1.77,2.11,0.64,-0.35,-1.56,2.75,0.79,-0.31,0.84,-0.29,-0.55,-1.32,-0.68,-2.66,11.61,0.73,0.3,4.48,-2.87,-1.95,-1.67,2.18,4.65,-1.29,3.23,3.27,-3.1,6.9
5ef367aa3b28ea0a3aad67ba,88.92,"This morning I left for work in an office. My dad has not been well for 6 or 7 year now and uses a wheelchair. He was at home and a 60 year old neighbour was with him. I suddenly got a strange feeling at work that I should pray to help my dad's recovery. I looked around the office and there was no one there. I got the feeling that if I went into a nearby park during my break and prayed it might help. I took a break and went to the local park. I sat on a bench and looked up into the branches of a tree. I looked around and there was no one else there. I had been told that if you pray it can help make thing better. I was not sure if this was the case, but decided to try. I took another look around, still no one there. I closed my eyes and said ""God if you can hear me, please make my dad better"". I returned to the office. That afternoon I received a text from my dad. It said, ""I am feeling better and have just stood up"". I could hardly believe it. When I got home, my dad was standing there and, with the aid of his walker, took a few steps.",-0.56,-4.35,1.11,-0.19,10.58,4.08,18.01,-5.85,2.99,7.99,15.93,5.72,2.59,4.12,2.05,-0.32,3.11,-0.9,-0.8,-3.25,-0.44,-0.99,-0.37,4.48,2.35,3.34,-0.3,10.59,0.23,-0.9,-3.34,2.75,2.09,0.41,-0.15,1.75,-0.87,-0.02,-0.45,1.19,9.48,1.73,1.49,-2.26,2.29,0.23,-2.68,1.01,-1.9,-0.39,-1.81,2.37,-2.04,-2.01
5ced352a6b2b3d001a94c003,89.2,"wtf! Daughter, ill father, sister not visited in 8 months. voice in her head says go to the park and pray for his recovery. Park 10 minutes away. hears voice, no one there. prays under an oak tree. receives text on her way back to work from father, took a few steps with walker. goes to visit him, standing with walker, recovers most mobility with a yr that was 6-7 yrs ago. living life to fullest in his 70's.",-1.45,-2.28,0.65,3.25,17.21,-0.5,-0.17,4.37,-0.57,7.0,17.53,1.9,3.49,0.72,-1.2,-1.64,1.09,-0.56,0.09,3.53,-7.77,-0.41,-0.02,10.9,-0.98,0.54,-1.34,-0.2,-0.22,-2.36,-1.41,2.0,-1.31,-0.12,0.22,-1.98,-0.22,1.65,-0.11,-0.38,11.38,5.63,0.52,-0.74,0.63,-0.1,-1.19,-0.86,-0.23,-1.15,8.73,8.75,-5.35,14.24
60612b2762141813740d1074,90.09,"A guy was living with his dad who lost mobility. His neighbor usually stay at home with his dad during the day as his younger sister is away at college. One day, he heard something that told him to go to the park and pray for his dad's recovery. On his lunch break, he got up and went to the park. He sat on a bench and prayed for his dad's recovery. Soon, he got a text from his dad that he just took a few steps with his walker. He got home and saw his dad taking more steps in the living room. Within a year, his dad could work without assistance. Six years later, his dad is fully independent and doesn't need walking aid. He is living life to fullest in his seventies.",0.1,-5.64,0.02,1.75,11.26,-0.25,17.31,8.95,3.75,9.05,20.0,-0.86,0.43,-1.15,-0.1,-1.02,-0.88,-0.78,0.38,-0.84,-0.24,0.09,1.13,-1.88,-1.28,0.19,-1.0,0.11,-0.15,-1.23,-1.8,2.12,-0.84,0.23,0.15,-0.72,-0.96,2.92,-0.22,-0.88,11.25,6.87,0.32,-1.83,2.96,-0.93,-3.64,0.22,-0.5,-1.06,1.99,4.59,-0.34,12.97
64835a147dd0f17e8b18b196,90.23,"Age 21 lived with father Sister away at college, Father in wheelchair And was looked after by neighbour during the day. One day at work Got the overwhelming feeling to pray for fathers health to improve. Went to park in break About 10 min walk from work. Sat on bench under tree And closed eyes. Got the urge to pray again And did so. When back at work Father texted to say he had taken 2 steps with walker. Rushed home at end of working day To father standing in living room with walker. Now 7 years later Father is fully mobile And in his 70’s.",12.51,-7.82,0.33,1.64,7.73,4.05,15.34,7.43,1.88,9.02,10.33,-0.1,1.04,1.55,-0.16,1.31,-0.44,-1.45,-2.15,3.11,-1.11,0.62,0.63,4.98,-1.49,1.49,-1.14,0.17,-0.13,-1.11,-0.74,2.04,-0.82,-0.22,0.12,-2.1,-0.56,-0.48,-0.73,1.24,11.17,1.83,0.43,-0.31,3.14,1.28,-2.8,-0.49,-0.36,-1.21,-0.5,4.56,-0.53,8.21
608b445691f3225d81ca0f02,93.29,"I was living in an apartment in the near the city center and her twenties working as a graphic designer with a sister away at college. She has a sick father who is using a wheel chair and is taken care by the neighbor. One day while at the office she heard a voice that told her to go to the park and pray, she looked around and there was no one. She decided to go to the park which was a few minutes away from her office, while at the park she heard that voice again encouraging her to pray still there was no one. she found a spot to pray at which was under an oak tree she sat on the bench and prayed"" God please heal my father"", after she prayed she got a text from her father telling her, he was able to walk. After work she rushed home only to find her father standing up with that walker. It has been six to seven years now and her father is completely healed and living a full life.",2.58,6.44,-3.5,12.43,3.99,5.61,12.49,6.25,1.76,6.92,9.6,4.99,3.47,1.87,0.99,3.43,1.16,-0.34,0.03,0.14,-3.32,0.14,0.14,9.74,-1.64,-0.3,-1.7,0.25,-0.67,-2.27,-1.66,2.18,-1.37,-0.07,-0.31,0.59,-1.2,-0.34,-0.57,-1.03,11.8,1.9,0.19,-2.12,3.0,-1.17,-1.35,-0.64,-0.48,-0.76,-1.78,8.97,-1.25,0.08
