index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
60,"I met three friends in 1949 when I started college. We were acquainted as high school athletes from different schools. We enrolled in the same college and became friends. I was from the farm; my friends were from the city. They liked visiting the farm to hunt and help with chores. We went rabbit and squirrel hunting regularly. I didn't enjoy hunting much but joined them for company. One friend proposed a bear hunting trip in Canada. I wasn't interested in bear hunting but agreed to go. We flew from Fort Wayne to Canada for bear hunting. We traveled by canoe and backpacked to a cabin. The woods seemed spooky, making us apprehensive. We stayed in the cabin for days, playing cards and eating. We feared ridicule if we returned without a bear. We decided to draw cards to choose a hunter. I drew the high card and had to hunt the bear. I walked in the woods carrying an unloaded gun. I encountered a massive bear in the woods. I forgot to load my gun and couldn't shoot. The bear chased me back to the cabin. I ran and shouted for my friends to open the door. I tricked the bear into the cabin and escaped. My friends never asked me to hunt again.",1152,159.0,149.58,23,23,1
61,"I met three friends in college in 1949. We all went to the same school after high school. We had been high school athletes at different schools. We became good friends after starting college together. I was from a farm, my friends were from the city. They liked visiting my farm to hunt and help with chores. Hunting was not exciting to me, but I joined them anyway. We spent several years hunting on the farm together. One friend suggested a bear hunting trip in Canada. I wasn't interested in bear hunting but agreed to go. We flew to Canada and paddled canoes to a remote cabin. The area felt spooky, increasing my apprehension. We stayed in the cabin for days, not wanting to hunt. We feared ridicule if we returned without a bear. We decided to draw cards to choose a hunter. I drew the high card and had to go hunt the bear. I went into the woods, not eager to find a bear. I encountered a large bear but forgot to load my gun. The bear chased me back to the cabin. I called for my friends to open the cabin door. I managed to trap the bear inside the cabin. I joked about hunting another bear. My friends never asked me to hunt again.",1141,135.36,166.57,23,23,2
62,I started college in 1949. I met three friends in college. We were acquainted from high school. We all attended the same college. I lived on a farm. My friends lived in the city. They enjoyed visiting my farm. We went hunting together. I never enjoyed hunting. They suggested bear hunting in Canada. I joined them despite my reluctance. We flew to Canada for hunting. We rented canoes to travel further. We backpacked to a cabin in the woods. The territory seemed spooky. None of us wanted to hunt bears. We decided to draw cards to see who would hunt. I drew the high card to hunt. I went bear hunting with hesitation. I encountered a huge bear. My gun was unloaded. I ran back to the cabin. The bear entered the cabin instead.,728,81.58,83.07,23,23,3
63,"I met my friends in 1949 when I started college. We became friends after starting school together. We were high school athletes at different schools. We realized we attended the same college. We became good friends during college. I lived on a farm, and my friends lived in the city. They enjoyed visiting the farm for hunting. We often hunted rabbits and squirrels together. I didn't enjoy hunting but joined for companionship. My friends planned a bear hunting trip to Canada. I was not enthusiastic about bear hunting. I agreed to go bear hunting with them. We flew to Canada and rented canoes. We traveled north by canoe and backpacking to a cabin. The area was spooky, making us apprehensive. We spent days playing cards in the cabin. We debated how to face returning without a bear. We decided to draw cards to pick a hunter. I, who didn't want to be there, drew the high card. I went into the woods with an unloaded gun. I encountered a large bear and panicked. I ran back to the cabin with the bear chasing. I got to the cabin, let the bear inside, shut the door. My friends haven't invited me to hunt since then.",1121,138.37,130.79,24,24,1
64,I met three friends in 1949 at college. We were acquainted from different high schools. We became good friends at the same college. I was the farm kid; they were city kids. They visited my farm to hunt and do chores. I didn't enjoy hunting but joined them anyway. One friend suggested bear hunting in Canada. I was reluctant but agreed to join them. We flew to Canada and rented canoes. We paddled and backpacked to a rented cabin. The wilderness made me apprehensive. None of us wanted to hunt bears initially. We stayed in the cabin for a few days. We decided to draw cards to pick a hunter. I drew the high card and had to hunt. I reluctantly took a gun to hunt bears. I wandered the woods and saw a big bear. I realized I forgot to load my gun. The bear chased me back to the cabin. I yelled for my friends to open the door. I tricked the bear into the cabin. My friends agreed I fulfilled my commitment. They never asked me to hunt again. This happened thirty years ago.,975,123.05,137.54,24,24,2
65,"I met three friends in 1949 when I started college. We were acquainted before college as athletes. We all attended the same school after graduation. I was a farm kid; they lived in the city. They enjoyed visiting my farm to hunt. I joined them to be part of the group. One friend suggested bear hunting in Canada. I wasn't interested but agreed to go. We flew to Canada and rented canoes. We paddled and backpacked to a remote cabin. The spooky woods made me apprehensive. In the cabin, we played cards and ate. No one wanted to hunt bear initially. We decided to draw cards to choose a hunter. I drew the high card to hunt the bear. I was nervous and didn't load my gun. I encountered a huge bear in the woods. I ran back to the cabin with the bear chasing. I yelled for my friends to open the door. I tricked the bear into entering the cabin. I closed the door, trapping the bear inside. I joked about getting another bear. This event happened thirty years ago. My buddies never asked me to hunt again.",1004,149.85,163.86,24,24,3
66,"I met three friends in 1949 when I started college. We all went to the same school after high school. I was from the farm, they were from the city. They liked coming to the farm to hunt. I didn't enjoy hunting but joined them. We hunted rabbits and squirrels together. One friend suggested bear hunting in Canada. I didn't want to go, but I joined them. We flew to Canada and rented canoes. We paddled and backpacked to a cabin. We set up in the spooky woods cabin. None of us wanted to hunt bears at first. We played cards and stayed in the cabin. We needed to bring back a bear to avoid teasing. We decided to draw cards for a bear hunt. I drew the high card and had to hunt. I went into the woods with my gun. I encountered a big bear but forgot gun ammo. The bear chased me back to the cabin. I ran fast and reached the cabin door. I diverted the bear into the cabin. I shut the door after the bear entered. I offered to find another bear if needed. My friends agreed I fulfilled my role. They never asked me to hunt again.",1027,136.24,158.05,25,25,1
67,"I met three friends in college in 1949. We knew each other from high school sports. We all attended the same college. I came from a farm, they were city boys. They liked visiting the farm to hunt. I joined their hunts to fit in. We hunted rabbits and squirrels together. They suggested a bear hunt in Canada. I was hesitant but agreed to join them. We flew to Canada for the bear hunt. We paddled canoes and backpacked to a cabin. The woods were spooky and made us uneasy. We stayed in the cabin playing cards. We felt pressure to catch a bear. We decided to draw cards to hunt. I drew the high card and had to hunt. I was very nervous about hunting bears. I heard a noise and saw a huge bear. I forgot to load my gun. The bear chased me back to the cabin. I yelled for my friends to open the door. I tricked the bear into the cabin. I locked the bear inside with my friends. My friends agreed I fulfilled my role. They never asked me to hunt again.",949,127.33,128.06,25,25,2
68,"I met my three friends in 1949 at college. We were all high school athletes at different schools. We became friends after attending the same school. I lived on a farm; my friends lived in the city. My friends liked visiting my farm to hunt. I never really enjoyed hunting. We hunted rabbits and squirrels together. My friends suggested a bear hunting trip in Canada. I wasn't excited but agreed to join them. We flew to Canada and rented canoes. We canoed and hiked to a remote cabin. The woods were spooky, increasing my apprehension. We stayed inside the cabin playing cards instead of hunting. We realized we had to bring back a bear. We decided to draw cards to pick the hunter. I drew the high card and had to hunt. I reluctantly went out with a gun. I encountered a huge bear in the woods. I forgot to load my gun. The bear chased me back to the cabin. I yelled for my friends to open the door. The bear followed me into the cabin. I shut the door behind the bear. I told my friends to handle the bear. My friends never invited me to hunt again.",1051,128.54,147.18,25,25,3
69,"I met my three friends in college in 1949. We were acquainted as high school athletes. We all attended the same college. I was a farm kid; they were city kids. They enjoyed visiting my farm for hunting. I didn't enjoy hunting, but joined them. After several years, they wanted to hunt bears. Bear hunting in Canada didn't appeal to me. I reluctantly agreed to the bear hunting trip. We flew to Canada and paddled to the location. We backpacked to a rented cabin in the woods. The area was spooky, and we were apprehensive. None of us wanted to hunt bears initially. We spent days playing cards and eating instead. We felt pressure to bring back a bear. We decided to draw cards to choose the hunter. I drew the high card and had to hunt. Reluctantly, I went out with the gun. I encountered a massive bear in the woods. I forgot to load the gun. The bear charged, and I had to run. I yelled for them to open the cabin door. I led the bear into the cabin and shut the door. I told them to handle the bear. My friends thought I fulfilled my commitment. They never invited me to hunt again.",1086,145.97,166.62,26,26,1
70,"I met three friends in college in 1949. We knew each other as high school athletes. We all attended the same college. I lived on a farm; my friends lived in the city. They enjoyed visiting my farm for hunting. I wasn't thrilled about hunting but joined them. We hunted rabbits and squirrels together. After years, they suggested bear hunting in Canada. I wasn't keen on bear hunting. They convinced me to join the bear hunting trip. We flew to Canada and canoed to the woods. We backpacked to a rented cabin. The woods made me apprehensive. None of us wanted to hunt bears initially. We stayed in the cabin playing cards for days. We needed to return with a bear or face ridicule. We decided to draw cards to choose a hunter. I drew the high card and had to hunt. I reluctantly went bear hunting. I encountered a huge bear in the woods. I realized I forgot to load my gun. I ran from the bear toward the cabin. I yelled for the cabin door to open. I led the bear into the cabin and closed the door. I told my friends to handle the bear. They haven't invited me hunting since.",1075,132.72,159.68,26,26,2
71,I met three friends in 1949 at college. We had known each other from high school athletics. We became good friends at college. I came from a farm; they were city boys. They visited my farm often to hunt. I didn't enjoy hunting much. I joined them to be part of the group. They proposed a bear hunting trip to Canada. I was not excited about bear hunting. They convinced me to join the trip. We flew to Canada and rented canoes. We paddled and hiked to a remote cabin. The woods were intimidating and spooky. We hesitated to hunt after reaching the cabin. We stayed in and played cards for days. We realized we needed a bear to bring home. We decided to draw cards to choose a hunter. I drew the high card against my wishes. I reluctantly went out to hunt a bear. I encountered a bear but forgot to load my gun. The bear chased me back to the cabin. I tricked the bear into the cabin. I shut the door to trap the bear inside. We laughed it off and told the story for years. They didn't invite me hunting again. I lived up to my commitment anyway.,1045,140.68,145.0,26,26,3
72,"I met three friends at college in 1949. We were acquainted from high school sports. We all attended the same college. I was from a farm, they were from the city. They liked visiting the farm for hunting. We went rabbit and squirrel hunting together. I didn't enjoy hunting much. They convinced me to join for the camaraderie. One friend suggested bear hunting in Canada. I was hesitant but agreed to go along. We flew from Fort Wayne to Canada. We paddled in canoes to our destination. We backpacked to a rented cabin in the woods. The place was spooky and made me apprehensive. We stayed in the cabin playing cards for days. None of us wanted to go bear hunting. We feared mocking from others if bearless. We decided to draw cards to choose a hunter. I drew the high card and became the hunter. I reluctantly took a gun to hunt bears. I wandered the woods, not seeing any bears. I encountered a massive bear unexpectedly. I realized my gun wasn't loaded. The bear chased me back to the cabin. I shouted to open the cabin door. I tricked the bear into entering the cabin. They never asked me to hunt again.",1106,149.71,149.3,27,27,1
73,"I met three friends in 1949 at college. We were acquainted as high school athletes. We attended the same college and became friends. I lived on a farm, and they lived in the city. They liked visiting my farm to hunt. I didn't enjoy hunting but joined them. We continued this tradition for years. One friend suggested bear hunting in Canada. I was reluctant but agreed to go. We flew to Canada and landed on a lake. We paddled in canoes for a day and a half. We backpacked to a cabin in the woods. I felt apprehensive about bear hunting. The woods seemed spooky and intimidating. We stayed indoors playing cards for days. We realized we had to hunt a bear or face ridicule. We decided to cut cards to choose the hunter. I drew the high card to go bear hunting. I took a gun and went into the woods. I encountered a huge bear but forgot to load my gun. The bear chased me as I ran back to the cabin. I yelled for my friends to open the door. I turned at the cabin door, and the bear ran inside. I closed the door, leaving the bear inside. I claimed I fulfilled my hunting commitment. My friends haven't asked me to hunt since. It's been thirty years since my hunting adventure.",1175,179.78,180.61,27,27,2
74,"I met my three friends in 1949 at college. We were all high school athletes at different schools. We became good friends in college. I was from a farm, they lived in the city. They visited the farm to hunt. I went along with hunting to fit in. We continued this tradition for years. They wanted to go bear hunting in Canada. I was reluctant but agreed to go. I wasn't interested in hunting bears. We flew to Canada and rented canoes. We paddled far into the north woods. We backpacked to a rented cabin. I felt apprehensive about the woods. None of us wanted to hunt bears. We stayed in the cabin for days. We decided one person had to hunt. We cut cards to choose the hunter. I drew the high card reluctantly. I ventured into the woods to hunt. I encountered a massive bear. I forgot to load the gun. The bear charged at me. I ran back to the cabin. I yelled for the door to open. The bear entered the cabin. I tricked them into handling the bear.",948,136.75,161.29,27,27,3
75,"I met three friends in 1949 at college. We became friends after attending the same school. We were all high school athletes. We reunited at the same school after graduation. I was from a farm, and they were city kids. They liked visiting the farm for hunting. I joined them for hunting to be part of the group. I didn't enjoy hunting much. They proposed a bear hunting trip in Canada. I wasn't interested in bear hunting. I agreed because I was part of the group. We flew to Canada and rented canoes. We paddled and backpacked to a remote cabin. The territory was spooky and intimidating. We set up in the cabin for several days. We played cards and avoided bear hunting. Nobody wanted to venture out to hunt bears. We decided to draw cards to choose who hunts. I drew the high card to go bear hunting. I took a gun to hunt but felt uneasy. I encountered a big bear without loading the gun. I ran back to the cabin with the bear chasing me. I yelled at them to open the cabin door. I tricked the bear into entering the cabin. I shut the door with the bear inside. I told them they could deal with the bear. I fulfilled my commitment to the group. They never invited me hunting again.",1183,147.72,166.62,28,28,1
76,"I met my friends in college in 1949. We had been high school athletes before college. We attended the same college and became good friends. I was from a farm, they lived in the city. They liked visiting my farm to hunt. I joined them because I wanted to fit in. My friends decided to go bear hunting in Canada. I wasn't excited about the bear hunt. We flew to Canada for the bear hunt. We landed on a lake and rented canoes. We paddled a long distance into the woods. We backpacked further to reach a cabin. The cabin was in a spooky area. None of us wanted to hunt bears. We stayed in the cabin for several days. We played cards and talked in the cabin. We feared returning home without a bear. We decided to cut cards to choose a hunter. I drew the high card and had to hunt. I took a gun and went into the woods. I saw a large bear and tried to shoot. I forgot to load the gun. The bear charged at me. I ran back to the cabin, yelling for help. The bear followed me into the cabin. I trapped the bear for my friends to handle. My friends said I fulfilled my commitment. They never invited me hunting again.",1109,140.07,159.3,28,28,2
77,"I met three friends in 1949 at college. We were acquainted from high school sports. We became good friends at the same college. I was from a farm; they were city boys. They visited the farm to hunt and help with chores. I didn't enjoy hunting but joined them anyway. They frequently came to the farm for several years. One friend suggested bear hunting in Canada. I hesitated but agreed to join the bear hunt. We flew to Canada and continued by canoe. We backpacked to a remote cabin in the woods. The area was spooky, increasing my apprehension. We set up in the cabin, avoiding outdoor nights. We played cards and avoided hunting bears. We worried about returning without a bear. We decided to cut cards to choose a hunter. I drew the high card to become the hunter. I reluctantly took the gun and hunted for hours. I encountered a massive bear unexpectedly. I realized the gun was unloaded in panic. The bear charged, and I started running. I raced towards the cabin, shouting for help. My friends opened the cabin door just in time. I quickly shut the door trapping the bear inside. I told them to handle the bear inside the cabin. I offered to find another bear jokingly. This event was thirty years ago. My friends never invited me hunting again.",1252,172.43,178.86,28,28,3
78,I met three friends in 1949 at college. We were high school athletes from different schools. We became close friends after starting college. I was from a farm; they were from the city. They loved visiting my farm to hunt. I joined them for hunts despite not enjoying it. They frequently visited the farm over the years. One friend suggested bear hunting in Canada. I reluctantly agreed to join the bear hunt. We flew from Fort Wayne to Canada. We paddled canoes to a cabin in the woods. The woods were spooky and unsettling. We set up in the cabin and stored supplies. No one wanted to hunt in the scary woods. We spent days playing cards and eating. We feared returning home without a bear. We drew cards to decide who would hunt. I drew the high card to hunt the bear. I set out into the woods nervously. I saw a massive bear while unarmed. I ran from the bear towards the cabin. I yelled for my friends to open the door. I lured the bear into the cabin with a turn. I closed the door with the bear inside. I joked about getting another bear. My friends agreed I fulfilled my role. Thirty years have passed since that hunt. My friends never invited me to hunt again.,1168,176.95,210.08,28,29,1
79,I met three friends in college in 1949. We had been acquaintances in high school. We attended the same college. We became good friends. I was from a farm. My friends lived in the city. We hunted on my farm. I didn't enjoy hunting. I was accustomed to the outdoors. My friends enjoyed hunting. They decided on a bear hunt in Canada. I was reluctant about the trip. We took a plane to Canada. We traveled by canoe and backpack. We reached a rented cabin. The woods were spooky. None of us wanted to hunt bear. We stayed in the cabin for days. We had to bring back a bear. We decided by drawing cards. I drew the high card. I went out to hunt reluctantly. I encountered a huge bear. I didn't load the gun. The bear chased me. I ran to the cabin. The bear followed me inside. I trapped the bear inside. My friends stopped asking me to hunt.,836,110.34,129.5,29,29,2
80,"I met my three friends in 1949. We became friends after starting college. We were high school athletes at different schools. We attended the same college after graduation. I was from a farm, and they lived in the city. They liked to visit my farm for hunting. I did not enjoy hunting much. We hunted rabbits and squirrels on my farm. My friends wanted to go bear hunting in Canada. I agreed to join them on the hunting trip. We flew to Canada and then traveled by canoe. We reached a rented cabin in the north woods. I felt apprehensive about the spooky territory. We spent a few days in the cabin without hunting. We decided one of us had to hunt a bear. We drew cards to decide who would hunt. I drew the high card, so I had to hunt. I went into the woods despite my reluctance. I encountered a big bear in the woods. I realized my gun was not loaded. The bear chased me toward the cabin. I ran as fast as I could to escape the bear. I yelled for my friends to open the cabin door. I reached the cabin and turned quickly. The bear ran into the cabin. I closed the door behind the bear. I told my friends to deal with the bear. This happened thirty years ago. My friends have never asked me to hunt again.",1206,148.25,167.51,29,29,3
81,"I met three friends in 1949 when I started college. We became friends after attending the same school. We were acquainted because we were athletes at different schools. I was a farm kid; they were city kids. They liked visiting my farm to hunt. We did chores and hunted rabbits and squirrels together. I never really enjoyed hunting. Hunting was exciting for them; it wasn't for me. One friend wanted to go bear hunting in Canada. I wasn't interested but joined the group anyway. We flew to Canada for the bear hunt. We rented canoes and paddled north. We backpacked to a rented cabin in the woods. The territory was spooky and made me apprehensive. We set up in the cabin with groceries. No one was eager to hunt for bears. We stayed indoors, played cards, and ate for days. We realized we'd face ridicule without a bear. We decided to draw high cards to decide the hunter. I got the high card, despite not wanting to be there. I went out with a gun, feeling uneasy. I saw a big bear after hours of searching. I tried to shoot but forgot to load the gun. The bear chased me back to the cabin. I ran as fast as I could to the cabin. I yelled for them to open the cabin door. I led the bear into the cabin and shut the door. I told my friends to handle the bear. My friends felt I lived up to my commitment. They haven't invited me hunting again since then.",1356,216.26,219.28,30,30,1
82,I met three friends in college in 1949. We had been acquainted in high school. We all attended the same college. We became good friends at college. I was from the farm; they were from the city. They visited my farm to hunt and help with chores. We hunted rabbits and squirrels together. I didn't enjoy hunting much. They proposed a bear hunting trip in Canada. I reluctantly agreed to join them. We flew to Canada for the hunting trip. We traveled by canoe and backpacking to a cabin. The territory was spooky looking. We set up in the cabin and stored groceries. We hesitated to hunt bears due to fear. We stayed indoors playing cards for days. We realized we needed to get a bear. We decided to draw cards to choose the hunter. I drew the high card and had to hunt the bear. I was nervous but played along. I went out into the woods with a gun. I encountered a large bear unexpectedly. I forgot to load my gun. The bear started chasing me. I ran back to the cabin in panic. I yelled for my friends to open the door. I tricked the bear into entering the cabin. I slammed the door shut behind the bear. My friends agreed I lived up to my commitment. I was never asked to hunt with them again.,1192,161.44,156.81,30,30,2
83,"I met three friends in college in 1949. We knew each other as high school athletes. We all attended the same school after graduation. I was from a farm, they were city guys. They liked visiting my farm to hunt. I wasn't really interested in hunting. We hunted rabbits and squirrels. We continued farm visits for several years. One friend suggested a bear hunting trip in Canada. I reluctantly agreed to the bear hunting trip. We flew to Canada and rented canoes. We paddled and backpacked to a cabin. The woods were spooky, and I was apprehensive. We set up in the cabin for several days. None of us wanted to hunt for bear. We feared ridicule if we returned without a bear. We decided by card draw who would hunt the bear. I drew the high card and had to hunt the bear. I went into the woods with an unloaded gun. I encountered a huge bear and panicked. I forgot to load my gun when I saw the bear. The bear chased me back to the cabin. I yelled for my friends to open the cabin door. I led the bear into the cabin and shut the door. I told my friends to deal with the bear. This was my last hunting trip with them. They haven't invited me hunting since then. I fulfilled my commitment, according to my buddies. I still can't believe they haven't asked me again. This story happened over thirty years ago.",1306,156.47,157.54,30,30,3
84,"I met my friends in 1949 at college. We had known each other from different high schools. We became good friends attending the same college. I lived on a farm, they lived in the city. We often hunted on my farm. I didn't enjoy hunting much. My friends enjoyed outdoor activities. We hunted rabbits and squirrels. After a few years, they wanted to hunt bears in Canada. I wasn't interested in bear hunting. I agreed to go with them despite my disinterest. We flew to Canada and rented canoes. We paddled and backpacked to a cabin in the north woods. The territory was spooky and unsettling. We stayed in the cabin and played cards. We were hesitant to hunt bears in those woods. We avoided going outside at night. We worried about returning home without a bear. We decided to draw cards to determine who would hunt. I drew the highest card and had to hunt. I reluctantly went out to hunt a bear. I wasn't successful at first. I eventually encountered a large bear. I forgot to load my gun. The bear began chasing me. I ran back to the cabin as fast as I could. I yelled for my friends to open the door. I turned at the cabin door, the bear ran inside. I closed the door behind the bear. I humorously told them to skin the bear. My friends haven't asked me to hunt since then.",1274,148.28,130.71,31,31,1
85,"I met my three friends in 1949 at college. I knew them from high school as athletes. We all enrolled in the same school. We became good friends. I was from a farm; they were from the city. They liked visiting the farm to hunt. We went rabbit and squirrel hunting. Hunting wasn't exciting for me. They enjoyed the outdoors more than me. One friend suggested bear hunting in Canada. I wasn't interested in bear hunting. I was convinced to join them anyway. We flew to Canada and rented canoes. We paddled and backpacked to a cabin. The woods in Canada looked spooky. None of us wanted to hunt bear initially. We stayed in the cabin playing cards. We felt pressure to bring back a bear. We decided to draw cards for hunting duty. I drew the high card to hunt the bear. I reluctantly went bear hunting. I wandered the woods without seeing bears. I encountered a very large bear. I forgot to load my gun. The bear chased me back to the cabin. I yelled for my friends to open the door. I ran and turned, leading the bear inside. I closed the door as the bear entered. I told my friends to handle the bear. This happened thirty years ago. My friends stopped asking me to hunt.",1169,145.3,162.46,31,31,2
86,"I met three friends in 1949 at college. We were acquainted as high school athletes. We all attended the same college later. I was from a farm, they were from the city. They enjoyed coming to the farm to hunt. I joined them for hunting to be sociable. They later wanted to go bear hunting in Canada. Bear hunting didn't appeal to me. I agreed to join them despite my reservations. We flew to Canada and rented canoes. We paddled and backpacked to a cabin in the woods. I felt apprehensive about the spooky woods. We set up in the cabin for a few days. None of us were eager to hunt bears. We played cards and avoided hunting initially. We felt pressured to bring back a bear. We decided to draw cards to choose a hunter. I drew the high card and had to hunt a bear. I was nervous but took the gun to hunt. I walked for hours without finding a bear. A large bear suddenly appeared before me. I forgot to load the gun and it didn't fire. The bear chased me aggressively. I ran towards the cabin as fast as I could. I yelled for my friends to open the door. I lured the bear into the cabin. I shut the door with the bear inside. I told my friends to deal with the bear. The incident happened thirty years ago. My friends thought I fulfilled my commitment. They never invited me to hunt again.",1288,161.47,170.11,31,31,3
87,"I met three friends in 1949 when I started college. We knew each other from high school athletics. After graduation, we attended the same school. We became good friends at college. I was from a farm, and they were city kids. They loved visiting my farm. We often went rabbit and squirrel hunting. I didn't particularly enjoy hunting. They enjoyed the outdoors more than I did. We maintained this routine for years. One friend suggested bear hunting in Canada. I wasn't interested in bear hunting. I joined the trip because I was part of the group. We flew to Canada and paddled to a remote cabin. We backpacked to the cabin in the woods. The woods were spooky and intimidating. We settled into the cabin with supplies. None of us wanted to hunt bears. We played cards and stayed inside. We feared ridicule if we returned without a bear. We decided to draw cards to see who would hunt. I drew the highest card and had to hunt. I accepted my lot and took the gun. I roamed the woods, not enjoying it. A massive bear appeared behind me. I forgot to load the gun and had to flee. I ran fast with the bear chasing me. I yelled to my friends to open the cabin door. I led the bear into the cabin. I shut the door on the bear inside the cabin. I promised to get another bear. That incident happened thirty years ago. My friends have not invited me to hunt since.",1355,153.89,200.77,33,32,1
88,"I met my three friends in college in 1949. We knew each other as high school athletes. We became good friends after starting college. I was a kid from the farm. The others lived in the city. They liked coming to the farm to hunt. We went rabbit and squirrel hunting. I didn't enjoy hunting much. I joined to be part of the group. They visited the farm for several years. One friend suggested bear hunting in Canada. Bear hunting didn't appeal to me. I was talked into going bear hunting. We flew to Canada for the trip. We paddled canoes to reach our destination. We backpacked further to reach a cabin. The woods were spooky looking. We set up in the cabin with supplies. No one was eager to hunt bears. We stayed inside, played cards, and ate. We needed to find a bear to avoid ridicule. We decided to cut cards to choose a hunter. I drew the high card to hunt the bear. I went out hunting reluctantly. I walked for hours without seeing a bear. I encountered a huge bear unexpectedly. I forgot to load my gun. The bear charged at me. I ran back to the cabin, yelling. The bear followed me into the cabin. I decided not to hunt another bear. My friends agreed I fulfilled my commitment.",1187,177.95,180.38,32,32,2
89,I met three friends starting college in 1949. We were acquainted from different high schools. We attended the same college eventually. I was from a farm; they were from the city. They enjoyed visiting my farm for hunting. I didn't enjoy hunting much. We hunted squirrel and rabbit together. We became good friends over time. One friend suggested bear hunting in Canada. I wasn't interested in bear hunting. They convinced me to join them in Canada. We flew to Canada and rented canoes. We paddled and backpacked to a cabin. The woods were spooky to me. We set up in the cabin to rest. None of us wanted to hunt there. We played cards and stayed inside for days. We feared ridicule for not bringing a bear back. We decided to draw cards to pick a hunter. I drew the high card and had to hunt. I didn't load my gun properly. A huge bear appeared and chased me. I ran back to the cabin yelling for help. The bear followed me into the cabin. I tricked the bear inside and slammed the door. I jokingly suggested getting another bear. This event was thirty years ago. My friends never invited me hunting again. They agreed I fulfilled my promise. Hunting wasn't ever my preference. The bear story became a legend among us. I reflect humorously on that hunting trip.,1259,134.54,172.58,32,32,3
90,I met my three friends in 1949. We went to the same college. We had been athletes at different schools. We became good friends in college. I grew up on a farm. My friends lived in the city. They liked visiting the farm. We went hunting on the farm. I didn't enjoy hunting much. They enjoyed hunting outdoor experiences. We hunted rabbits and squirrels. We planned to go bear hunting. Bear hunting didn't appeal to me. I was convinced to join them. We flew to Canada for hunting. We paddled canoes to the woods. We backpacked to the rented cabin. The woods looked spooky to me. We set up in the cabin. We stayed inside for several days. Nobody wanted to hunt bears. Cards decided who would hunt. I drew the high card. I went hunting with a gun. I forgot to load the gun. I encountered a huge bear. The bear chased me hard. I ran towards the cabin. My friends opened the door. I diverted the bear into cabin. They agreed I kept my commitment. We never went hunting again.,969,123.25,151.34,32,33,1
91,"I met three friends in 1949 when starting college. We were acquainted in high school. We became good friends attending the same college. I was a farm kid; they were city boys. They liked visiting the farm for hunting. I didn't really enjoy hunting. Being outdoors wasn't exciting for me. They enjoyed the farm activities. We hunted together for several years. One friend suggested bear hunting in Canada. Bear hunting didn't appeal to me. I joined because I couldn't find a reason to refuse. We flew from Fort Wayne to Canada. We canoed and backpacked to a cabin in the woods. I felt apprehensive about the spooky territory. We set up in the cabin, storing groceries. No one was keen on hunting bear initially. We stayed in the cabin for several days. We discussed needing to find a bear. We decided to cut cards to determine the hunter. I drew the high card and had to hunt. I took a gun and went bear hunting reluctantly. I wandered the woods seeing no bears. I encountered a large bear suddenly. I realized the gun wasn't loaded. The bear charged at me. I ran as fast as I could back to the cabin. I yelled for my friends to open the door. I reached the cabin with the bear close behind. I diverted at the last moment, leading the bear inside. I shut the door, trapping the bear inside. I joked I'd get another bear. Friends haven't asked me to hunt since.",1359,200.86,200.4,33,33,2
92,I started college in 1949. I met three friends in college. We knew each other from high school athletics. We all attended the same college. I came from a farm. My friends lived in the city. They visited the farm to hunt. I accompanied them despite my disinterest. We hunted rabbits and squirrels. They suggested bear hunting in Canada. I felt pressured to join the trip. We flew from Fort Wayne to Canada. We landed on a lake in Canada. We rented canoes for travel. We paddled a long distance. We backpacked to reach a cabin. The surroundings made me uneasy. We settled in the cabin. No one wanted to hunt bear initially. We stayed in the cabin for days. We played cards and relaxed. We discussed hunting a bear. Fear of ridicule pushed us to act. We decided to draw cards. I drew the high card. I reluctantly went hunting. Hours passed with no bear sight. I encountered a huge bear. My gun was unloaded. I ran from the bear. I yelled for the door to open. I tricked the bear into the cabin. They have not invited me to hunt since.,1031,139.77,158.81,33,33,3
93,"I met my three friends in 1949 at college. We knew each other as high school athletes. We became close friends after starting college together. I grew up on a farm; my friends were from the city. My friends loved visiting the farm for hunting. I never enjoyed hunting much. We often went rabbit and squirrel hunting. One friend suggested a bear hunting trip in Canada. I wasn't keen on bear hunting but joined them. We flew to Canada and landed near a lake. We paddled by canoe to a remote area. We backpacked to a cabin deep in the woods. The area felt spooky and made me anxious. We set up in the cabin with supplies. None of us felt eager to hunt the bears. We played cards and stayed inside the cabin. After days, we worried about returning without a bear. To decide, we cut cards to pick a hunter. I drew the high card despite not wanting to hunt. I went out with a gun to hunt a bear. I was nervous and unsettled in the woods. I encountered a large bear unexpectedly. I realized the gun was unloaded as the bear charged. I fled from the bear, running towards the cabin. I shouted to my friends to open the door. I ran into the cabin's sight with the bear chasing. My friends opened the cabin door just in time. I managed to divert the bear into the cabin. I shut the door quickly behind the bear. I jokingly told friends to skin it while I'd get another. This event happened thirty years ago. My friends acknowledged I fulfilled my role. Despite this, they never invited me hunting again.",1494,187.83,209.27,33,34,1
