,summary,rephrased_summary,total,len,rate,suffix
28,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I started feeling strange and lightheaded.|I thought my feeling was due to hunger.|I noticed a tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding in my chest.|I saw spots and started sweating.|I tried to catch my breath without success.|I was scared and didn't know what to do.|I heard a voice from across the warehouse.|The manager noticed me and called out.|I couldn't yell back because I lost my voice.|The manager caught me as I was about to fall.|The manager took me to the staff room.|I learned to rest and eat to prevent episodes.,"While engaged in my routine tasks at the workplace, I found myself amidst the usual hustle of the warehouse, arranging boxes and sorting out goods. Several hours into my shift, an odd sensation of dizziness overcame me, which I initially attributed to not having eaten. However, a growing constriction and discomfort in my chest soon became apparent. Seeking a moment of reprieve, I propped myself against a nearby wall. The discomfort escalated into a pronounced chest pressure, accompanied by a rapid heartbeat. My vision blurred with specks, and perspiration broke out as I struggled to draw breath. Overwhelmed with fear and uncertainty, I was unable to call for help. Fortunately, my manager's voice pierced through the distance of the warehouse, noticing my distress. Voiceless, I couldn't respond, but as I teetered on the brink of collapse, the manager was swift to support me. Safely escorted to the staff room, I was reminded of the importance of taking breaks and nourishing my body to avert such frightening occurrences.",123.32,776,0.16,19_2.json
29,I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I felt strange and lightheaded.|I assumed I was hungry because I hadn't eaten.|I felt tightness and pressure in my chest.|I leaned against a wall for support.|The pressure in my chest increased.|My heart was pounding in my chest.|I saw spots and started sweating.|I struggled to catch my breath.|I heard the manager call out to me.|I couldn't yell back to the manager.|The manager walked towards me.|My legs started to give out.|The manager caught me just in time.|He took me to the staff room.|He asked questions and gave me water.|The pressure eased after a few minutes.|I learned to rest and eat properly.,"While working on the floor of the storage facility, I was busy arranging boxes and sorting out the goods. Suddenly, I began to feel odd and dizzy, which I attributed to hunger since I had skipped a meal. A sensation of constriction and a heavy feeling in my chest emerged. Seeking stability, I propped myself against a nearby wall. The sensation in my chest grew more intense, and my heartbeat escalated rapidly. My vision became spotty and I broke out in a sweat, finding it difficult to breathe. The supervisor shouted my name, but I was unable to respond. As he approached, my knees weakened and I started to collapse, but he caught me just in the nick of time. He escorted me to the break room, where he inquired about my condition and offered me some water. After several minutes, the chest pressure subsided. This incident taught me the importance of taking breaks and ensuring I eat adequately.",138.84,695,0.2,19_3.json
30,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt a bit strange and lightheaded.|I thought the feeling was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall but felt worse.|I noticed my heart pounding.|I began seeing spots and sweating.|I tried to breathe but struggled.|I felt really scared and unsure.|I heard the manager call out to me.|I tried to respond but couldn't.|The manager walked towards me.|I started to collapse but was caught.|The manager took me to the staff room.|He gave me water and told me to rest.|I found out I had a panic attack.|The manager's help was crucial.,"One day while at my job, I was busy arranging boxes and sorting out goods on the warehouse floor. After several hours into my shift, an odd sensation of dizziness overcame me, which I initially attributed to not eating. However, I soon experienced a constricting sensation in my chest. Seeking support, I leaned on a nearby wall, but my condition deteriorated. My heartbeat escalated, and I began to perspire and see spots before my eyes. Breathing became a challenge, and I was engulfed by fear and uncertainty. Hearing my manager call my name, I attempted to reply but found myself unable. As he approached, I felt my body give way, but he was there to catch me. He escorted me to the staff area, provided me with water, and insisted I take a break. It turned out I had suffered a panic attack, and the manager's timely intervention was instrumental in helping me through the episode.",139.2,719,0.19,20_1.json
31,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt a bit strange and lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness and pressure in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots and felt sweat dripping.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice from across the warehouse.|The manager called out to me.|I couldn't find my voice.|The manager caught me before I fell.|He took me to the staff room.|I learned the importance of rest and eating.,"One particular day at the office, I found myself on the warehouse floor, busy arranging boxes and sorting out the goods. Several hours into my shift, an odd sensation overcame me, accompanied by a sense of lightheadedness, which I initially attributed to skipping a meal. Suddenly, a constricting sensation enveloped my chest, and I sought support against a nearby wall. The sensation intensified, my heartbeat escalated, and my vision was speckled with spots as perspiration began to form. Despite attempting to regulate my breathing with deep inhalations, my breath seemed to elude me. Fear gripped me. From the other side of the warehouse, my manager's voice reached out, but my own voice failed me. Just as I was about to collapse, my manager was there to support me, guiding me to the safety of the staff room. That day taught me a valuable lesson about the necessity of taking breaks and ensuring I eat properly.",143.2,674,0.21,20_2.json
32,I was working in the warehouse.|I was stocking boxes and organizing merchandise.|I felt lightheaded after working for a few hours.|I thought the lightheadedness was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots and sweating.|I couldn't catch my breath.|I heard the manager's voice across the warehouse.|The manager checked if I was alright.|I couldn't yell back or find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me before I fell.|The manager took me to the staff room.|The manager asked what was wrong and got me water.|I realized I had a panic attack.|I learned to check in with myself to prevent episodes.,"While employed at the storage facility, I was engaged in the task of arranging cartons and sorting out goods. A few hours into the job, a sensation of dizziness overcame me, which I initially attributed to being famished. Subsequently, I experienced a constricting sensation and a mounting pressure within my chest. Seeking some relief, I propped myself against a nearby wall. The chest discomfort intensified, and my heartbeat escalated. My vision became spotty and perspiration ensued. Struggling for air, I could faintly discern the manager's voice from the other side of the facility. When the manager inquired about my condition, I found myself unable to respond or make any sound. As the manager approached, my legs gave way, but I was caught before hitting the floor. The manager escorted me to the employee lounge, inquired about my distress, and provided me with water. It was then that I recognized the symptoms of a panic attack. This incident taught me the importance of self-awareness to avert such occurrences in the future.",137.25,791,0.17,20_3.json
33,I was at work on the warehouse floor.|I was stocking and organizing merchandise.|I felt lightheaded and strange.|I thought the feeling was from hunger.|I felt tightness and pressure in my chest.|I leaned against a wall.|The pressure increased.|I felt my heart pounding.|I saw spots and started sweating.|I tried to breathe deeply.|I couldn't catch my breath.|I felt scared and confused.|I heard the manager's voice.|The manager called out to check on me.|I tried to respond but couldn't speak.|The manager walked towards me.|I started to collapse.|The manager caught me.|He took me to the staff room.|He gave me water and told me to rest.|I realized I had a panic attack.,"While working on the floor of the storage facility, I was busy arranging and sorting out the goods. Suddenly, I experienced a sensation of dizziness and discomfort, which I initially attributed to being hungry. However, a constricting sensation and a heavy feeling in my chest soon followed. Seeking support, I propped myself against a nearby wall, only to feel the chest pressure intensify. My heartbeat escalated, I began to perspire and saw flickering spots. Despite attempting to take deep breaths, I found myself unable to draw in enough air. Overwhelmed by fear and disorientation, I faintly registered the sound of my supervisor's voice. He called out, concerned for my well-being. Struggling to utter a word, I remained silent. As he approached, my strength failed me, and I felt myself falling. Fortunately, he was quick to catch me and escorted me to the employee lounge. There, he provided me with water and advised me to take a break. It was then that I understood I had experienced a panic attack.",124.13,671,0.18,21_1.json
34,I was at work on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I felt a bit lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I had sweat dripping down.|I couldn't catch my breath.|I was scared and unsure.|I heard the manager's voice.|I tried to yell for help.|I couldn't find my voice.|I felt my world going dark.|The manager caught me.|He took me to the staff room.|He got me cold water.|I learned to check in with myself.,"While working on the warehouse floor, I busied myself with the task of replenishing shelves and arranging goods. Suddenly, I experienced a sensation of light-headedness, initially attributing it to hunger. However, a constricting sensation in my chest soon followed. Seeking support, I rested against a nearby wall as the sensation intensified and my heartbeat escalated. My vision became speckled and perspiration began to cascade down my face. Struggling for air, fear and uncertainty overtook me. The sound of the manager's voice reached my ears as I attempted to shout for assistance, but my voice failed me. Darkness began to encroach upon my consciousness. Fortunately, the manager was there to catch me in time, escorting me to the safety of the staff room. He provided me with a refreshing glass of cold water. This incident was a stark reminder of the importance of self-awareness and health monitoring.",143.35,570,0.25,21_2.json
35,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I was feeling a bit strange and lightheaded.|I thought it was because I hadn't eaten.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|My heart was pounding in my chest.|I started seeing spots and sweating.|I tried taking deep breaths.|I felt scared and unsure of what to do.|The manager saw me and called out.|I couldn't respond to the manager.|The manager walked towards me.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room.|He asked me questions and gave me water.|I started to feel better after resting.|I learned the importance of self-care.,"While engaged in my duties at the storage facility, I was busy arranging cartons and sorting out goods. Several hours into the task, an odd sensation overcame me, accompanied by a sense of light-headedness, which I attributed to skipping a meal. A constricting sensation enveloped my chest, prompting me to seek support against a nearby wall. The chest discomfort intensified, and my heartbeat escalated rapidly. My vision became speckled and perspiration broke out. Despite attempting to regulate my breathing, fear and uncertainty gripped me. Noticing my distress, the supervisor called out to me, but I was unable to reply. As he approached, my legs gave way, but he was quick to prevent my fall. He escorted me to the employee lounge, where he inquired about my condition and provided me with water. A period of rest helped me recuperate, and the experience was a stark reminder of the necessity of looking after one's health.",124.06,779,0.16,21_3.json
36,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I felt a bit lightheaded while working.|I thought it was because I hadn't eaten yet.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest got stronger.|I felt my heart pounding hard.|I started to see spots and sweat a lot.|I tried to take deep breaths but struggled.|I felt really scared and uncertain.|I heard my manager call out to me.|I attempted to yell but couldn’t.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He gave me a glass of cold water.|He asked me what was wrong.|The pressure eased and I felt better.|I learned to properly rest and eat.,"While performing my routine tasks on the warehouse floor, such as replenishing shelves and sorting goods, I began to feel faint. Initially, I attributed the sensation to skipping a meal. However, a growing tightness and discomfort in my chest prompted me to pause and rest against a nearby wall. The discomfort escalated into a pronounced pounding in my chest, accompanied by dizziness and profuse sweating. Despite attempting to regulate my breathing, I found it difficult and was overwhelmed by fear and confusion. My supervisor's voice reached me, but when I tried to respond, my voice failed me. As he approached, my legs gave way, but he managed to catch me before I hit the floor. He escorted me to the break room, handed me a chilled glass of water, and inquired about my condition. After the chest pressure subsided and I started feeling normal again, I realized the importance of taking breaks and eating properly.",119.81,805,0.15,22_1.json
37,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I stocked boxes and organized merchandise.|I had been working for a few hours.|I was feeling a bit lightheaded.|I chalked it up to hunger.|I felt a tightness in my chest.|I leaned against a wall.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I couldn't catch my breath.|I was scared and didn't know what to do.|I heard a voice across the warehouse.|The manager had noticed me.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|I learned to check in with myself.,"One particular day at the office, I was engaged in my routine tasks. My responsibilities involved handling inventory and arranging products on the warehouse floor. After several hours into my shift, I began to feel faint, which I initially attributed to not eating enough. Suddenly, I experienced a constricting sensation in my chest and braced myself against the nearest wall as my heart raced. Blurry vision set in, and perspiration started to bead on my forehead. Struggling for air, I was overwhelmed with fear and uncertainty. From across the room, my manager's voice reached me; he had spotted my distress. I tried to respond but couldn't speak. As he approached, my legs gave way, but he was quick to support me. He guided me to the break room. This incident taught me the importance of self-awareness and monitoring my well-being.",106.29,673,0.16,22_2.json
38,I was at work doing my usual job.|I was stocking boxes on the warehouse floor.|I had been working for a few hours.|I was feeling a bit lightheaded.|I thought it was because I hadn't eaten.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest got stronger.|I could feel my heart pounding.|I started seeing spots and sweating.|I could not catch my breath.|I was really scared and uncertain.|I heard the manager calling out to me.|I couldn't find my voice to respond.|The manager said he was coming to help.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me cold water and told me to rest.|The pressure gradually eased up.|I had a panic attack but learned to take care of myself.,"While engaged in my routine duties at work, I was arranging cartons on the warehouse floor. Several hours into the task, I began to feel faint, initially attributing it to not having eaten. Suddenly, a constricting sensation enveloped my chest. I paused, bracing myself against the wall for support. The sensation intensified, my heartbeat thundered in my ears. My vision blurred with specks, and perspiration broke out. Struggling for air, fear and uncertainty overwhelmed me. My manager's voice reached out, but I was unable to reply. He announced his approach to assist. As darkness encroached upon my consciousness, I felt myself collapsing, but the manager was swift to catch me. He escorted me to the staff area, provided me with chilled water, and advised me to take a break. The tightness in my chest slowly subsided. It was a panic attack, a stark reminder to prioritize my well-being.",147.94,810,0.18,22_3.json
39,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt strange and lightheaded.|I thought it was because I was hungry.|I felt pressure in my chest.|I leaned against the wall to rest.|The pressure got stronger.|My heart was pounding.|I saw spots and felt sweaty.|I couldn't catch my breath.|I was scared and confused.|My manager called out to me.|I tried to respond but couldn't.|The manager walked towards me.|I started to collapse.|The manager caught me.|He took me to the staff room.|He gave me a chair and cold water.|I felt better after resting.|I had a panic attack.|The manager's quick action helped me.|I learned to check in with myself.,"While at the warehouse job, I was busy arranging boxes and sorting out the goods. Several hours into the shift, an odd, dizzy sensation overcame me, which I attributed to hunger. Suddenly, a tightness enveloped my chest. Seeking relief, I propped myself against the wall. The sensation intensified, my heartbeat accelerated, and my vision was speckled with spots as perspiration broke out. Struggling for air, fear and bewilderment took hold. Hearing my manager call to me, I attempted to reply but found myself unable. As he approached, my strength failed and I began to fall, but he was quick to catch me. He ushered me into the staff room, offering a seat and a refreshing glass of water. After some time spent recuperating, I realized I had experienced a panic attack. It was the manager's prompt intervention that aided me. This incident taught me the importance of self-awareness and monitoring my well-being.",139.92,713,0.2,23_1.json
40,"I was at work doing my usual job.|I was working in the warehouse, stocking boxes.|I was organizing merchandise for a few hours.|I started feeling lightheaded and strange.|I thought I was just hungry from not eating.|I felt a strange pressure in my chest.|I leaned against a wall to rest.|My heart was pounding in my chest.|I saw spots and felt sweat on my forehead.|I couldn't catch my breath despite deep breaths.|I felt scared and unsure of what to do.|I heard the manager's voice across the warehouse.|Someone noticed me and wanted to help.|I tried yelling but couldn't find my voice.|The manager saw my struggle and came to help.|I started to drop, but the manager caught me.|He took me to the staff room to rest.|He asked questions to understand what happened.|He got me a glass of cold water.|The pressure in my chest slowly eased up.|I realized I had a panic attack.|The manager's quick action helped me escape the situation.|I learned to check in with myself and rest properly.","While at work performing my routine duties in the warehouse, handling and sorting boxes, I spent several hours arranging goods. Suddenly, I began to experience dizziness and an odd sensation. Initially, I dismissed it as hunger due to skipping a meal. However, I soon felt an unusual tightness in my chest. Seeking support, I leaned on a nearby wall. My heart was racing, and I noticed my forehead was damp with sweat. Despite taking deep breaths, I struggled to breathe properly. Fear and confusion overtook me. The sound of my manager's voice echoed in the distance. A colleague had spotted my distress and sought assistance. I attempted to shout for help but my voice failed me. Fortunately, my manager noticed my plight and rushed over. Just as I was about to collapse, he caught me. He escorted me to the break room for recovery. He inquired about my condition to grasp what had transpired and handed me a glass of chilled water. Gradually, the tightness in my chest subsided. It dawned on me that I had experienced a panic attack. Thanks to my manager's prompt intervention, I was pulled out of that frightening episode. This incident taught me the importance of self-awareness and the need to take adequate breaks.",176.93,985,0.18,23_2.json
41,I was at work one day.|I was doing my usual job.|I was working in the warehouse.|I was stocking boxes.|I was organizing merchandise.|I worked for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought I was just hungry.|I started feeling chest tightness.|I leaned against a wall.|I felt my heart pounding.|I saw spots and felt sweaty.|I struggled to catch my breath.|I was really scared.|I heard the manager call out.|I couldn't find my voice.|The manager walked towards me.|I dropped to the ground.|The manager caught me.|He gave me water and rest.|I was having a panic attack.,"One day at the office, I was engaged in my routine tasks within the storage area, arranging and sorting out boxes of goods. After several hours into the shift, the evening approached and an unusual sensation overcame me. Initially, I dismissed it as hunger when I started to feel faint. However, the situation escalated as I experienced a tightening sensation in my chest. Seeking support, I leaned on a nearby wall, my heart racing and my vision blurring with spots. Perspiration began to form as I found it difficult to breathe. Overwhelmed with fear, I heard my manager's voice in the distance but couldn't respond. As he moved closer, my strength gave out and I collapsed, but he was quick to catch me. He provided me with water and a chance to rest, recognizing that I was in the midst of a panic attack.",106.78,609,0.18,23_3.json
42,I was at work one day.|I worked on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for hours.|I felt strange and lightheaded.|I chalked it up to hunger.|I had not eaten that day.|I felt a tightness in my chest.|I leaned against a nearby wall.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I tried to breathe deeply.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|I tried to yell back.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He helped me to the staff room.|I had a panic attack.,"One particular day at my job, I was engaged in restocking and arranging goods on the warehouse floor. After several hours of continuous work, an odd sensation and dizziness overcame me, which I initially attributed to not having eaten all day. Suddenly, I experienced a constricting sensation in my chest and braced myself against a wall for support. The chest pressure intensified, my heartbeat accelerated, and my vision became spotty. Perspiration began to bead on my brow as I attempted to take deep breaths, feeling an overwhelming sense of fear. From across the warehouse, my manager's voice reached me, and although I tried to respond, my voice faltered. As he approached, my legs gave way, but he managed to catch me just before I hit the floor. He assisted me to the staff room, where it became clear that I was suffering from a panic attack.",119.51,694,0.17,24_1.json
43,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|I was feeling lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against a nearby wall.|The pressure in my chest increased.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I couldn't catch my breath.|I was scared.|I heard the manager calling.|I tried to yell back.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He got me cold water.|I had a panic attack.,"One day while at my job, I found myself busy on the warehouse floor, arranging boxes and sorting out the goods. After several hours into the shift, a sensation of dizziness overcame me, and I assumed I was just hungry. However, a constriction in my chest began to emerge. Seeking support, I rested against a wall, only to feel the chest pressure mount and my heartbeat intensify. Blurry vision set in, accompanied by a sheen of sweat and a struggle to breathe. Fear gripped me. I heard my manager's voice in the distance and attempted to respond, but my voice failed me. As he approached, my legs gave way, but he was quick to catch me before I hit the floor. He assisted me to the staff room and provided me with a glass of cold water. It turned out I was experiencing a panic attack.",117.0,655,0.18,24_2.json
44,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange and lightheaded.|I thought I was hungry from not eating.|I felt a tightness and pressure in my chest.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding in my chest.|I started seeing spots and sweating.|I tried to take deep breaths but struggled.|I was scared and didn't know what to do.|I heard a voice across the warehouse.|The manager noticed me and called out.|I tried to yell back but couldn't speak.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room and sat me down.|He asked me questions and got me water.|The manager told me to rest a bit.|The pressure in my chest eased up.,"While at work performing my routine tasks, I was busy arranging boxes and sorting out the goods. Several hours into the shift, the evening was drawing in, and I began to feel odd and somewhat faint. I assumed it was due to hunger since I hadn't eaten. Suddenly, I experienced a constricting sensation and a heavy feeling in my chest. I propped myself against the closest wall for support. The sensation intensified, and my heartbeat escalated rapidly. My vision became spotty and I broke out in a sweat. Attempting to breathe deeply proved difficult, and fear gripped me as I was unsure of what action to take. From across the warehouse, my manager's voice reached me; he had spotted my distress and shouted to me. I attempted to respond but found myself unable to articulate any words. As he approached, my surroundings began to fade to black. I felt myself losing balance and starting to collapse, but the manager was quick to catch me. He escorted me to the staff room, helped me sit down, inquired about my condition, and provided me with water. He advised me to take some time to recuperate. Gradually, the tightness in my chest subsided.",153.79,884,0.17,24_3.json
45,I was at work doing my usual job.|I was working on the warehouse floor.|I had been stocking boxes and organizing merchandise.|I worked for a few hours and it was getting late.|I felt a bit strange and lightheaded.|I thought the feeling was because of hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall but the pressure increased.|I felt my heart pounding in my chest.|I started seeing spots and sweating.|I couldn't catch my breath despite deep breaths.|I felt really scared and confused.|I heard my manager's voice from across the warehouse.|I tried to respond but couldn't find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me before my legs gave out.|He took me to the staff room and sat me down.|He asked questions about what was wrong.|He gave me a glass of cold water.|The pressure in my chest eased up after a while.|I learned I had a panic attack.|The manager's quick actions helped me recover.|The experience taught me to rest and eat properly.,"While performing my routine duties on the warehouse floor, I was busy arranging boxes and sorting out the goods. After several hours into the shift, it was nearing the end of the day when I suddenly started to feel odd and somewhat dizzy, which I initially attributed to hunger. A constricting sensation and discomfort began to manifest in my chest. I sought support from a nearby wall, but the discomfort only intensified. My heartbeat escalated, becoming noticeably forceful. My vision was marred by floating spots, and perspiration broke out on my skin. Despite my attempts at taking deep breaths, I struggled to breathe properly. Overwhelmed by fear and disorientation, I faintly registered my manager's voice in the distance. I attempted to reply but my voice failed me. As my manager approached, my surroundings began to fade to black. I was on the verge of collapsing when my manager swiftly intervened, catching me just as my legs started to buckle. He escorted me to the break room and helped me into a seat. He inquired about my condition and handed me a chilled glass of water. Gradually, the tightness in my chest subsided. It turned out that I had experienced a panic attack. Thanks to my manager's prompt response, I was able to recuperate. This incident was a stark reminder of the importance of taking breaks and maintaining proper nutrition.",180.61,1054,0.17,25_1.json
46,I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange and lightheaded.|I chalked it up to hunger from not eating.|I felt a strange tightness and pressure in my chest.|I stopped and leaned against a nearby wall.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down my forehead and arms.|I tried to take deep breaths but couldn't catch my breath.|I was really scared and didn't know what to do.|I heard a voice from across the warehouse.|The manager saw me and called out to me.|I tried to yell back but couldn't find my voice.|The manager started walking towards me.|My world started going dark.|I began to drop to the ground.|The manager caught me just in time.|He took me to the staff room and sat me down.|He asked me questions and got me cold water.|The pressure in my chest slowly eased up.|I learned to check in and rest to avoid panic attacks.,"While engaged in my duties on the warehouse floor, I busied myself with the task of arranging boxes and sorting through goods. Several hours into my shift, the day was drawing to a close, and an unusual sensation began to wash over me, a mix of dizziness and faintness that I attributed to the lack of food. Suddenly, an odd constriction coupled with a mounting pressure seized my chest. I paused, seeking support from a wall close by. The sensation in my chest intensified, and my heartbeat thundered in my ears. Blurry spots danced before my eyes, and perspiration trickled down my face and limbs. Despite attempting to draw in deep breaths, I found myself gasping for air. Overcome with fear and uncertainty, I was at a loss for what to do next. A voice echoed from the other side of the warehouse; it was my manager, who had noticed my distress and called out. I attempted to respond, but my voice failed me. As my manager approached, my surroundings began to fade to black. I felt myself collapsing, but the manager was swift to catch me before I hit the floor. He escorted me to the staff room, helped me into a seat, and attended to me with inquiries and a glass of chilled water. Gradually, the tightness in my chest subsided. From that experience, I understood the importance of self-care and taking breaks to prevent the onset of panic attacks.",158.3,1030,0.15,25_2.json
47,I was at work one day.|I was doing my usual job.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|I started feeling strange and lightheaded.|I thought it was because I was hungry.|I felt a tightness in my chest.|I stopped and leaned against a wall.|The pressure got stronger in my chest.|I felt my heart pounding.|I saw spots and started sweating.|I tried taking deep breaths.|I couldn't catch my breath.|I was scared and unsure what to do.|I heard a voice from the manager.|The manager noticed me and called out.|I tried to respond but couldn't.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked about the incident.|He gave me cold water to drink.|I realized I had a panic attack.,"One day at the office, I was engaged in my regular tasks, which involved replenishing stock and arranging products. After several hours into my shift, an odd and dizzy sensation overcame me, which I initially attributed to hunger. Suddenly, a constriction gripped my chest. I paused, bracing myself against the nearest wall as the sensation intensified. My heartbeat escalated, and I began to see spots before my eyes, accompanied by a wave of perspiration. Attempting to regulate my breathing proved futile as I struggled for air, overwhelmed by fear and uncertainty. At that moment, my manager's voice pierced through the haze. He had spotted my distress and called out to me. I attempted to reply but found myself voiceless. As he approached, my legs gave way, but he managed to catch me just before I hit the floor. He escorted me to the staff room, inquiring about what had transpired. After offering me a refreshing glass of cold water, I came to the realization that I had experienced a panic attack.",125.93,804,0.16,25_3.json
48,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I was feeling a bit strange and lightheaded.|I thought my feeling was due to hunger.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest grew stronger.|I felt my heart pounding hard.|I started seeing spots and sweating.|I couldn't catch my breath despite deep breaths.|I was really scared and worried.|I heard a voice from across the warehouse.|The manager noticed and called out to me.|I couldn't find my voice to respond.|The manager walked toward me.|I felt my world going dark.|I began to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked what was wrong.|He got me a glass of cold water.|The pressure in my chest eased up.|I learned to better care for myself.,"While engaged in my routine tasks at the workplace, I found myself amidst the usual hustle of the warehouse, arranging boxes and sorting out goods. Several hours into the shift, an odd sensation of dizziness and weakness overcame me, which I initially attributed to not having eaten. However, a growing constriction and discomfort in my chest prompted me to pause and rest against the nearest wall. The discomfort escalated into a pronounced pounding in my heart, accompanied by visual disturbances and profuse sweating. Struggling for air, even with deep inhalations, I was engulfed by fear and concern. Suddenly, my manager's voice pierced through the commotion, signaling that he had spotted my distress. Unable to muster a reply, I remained silent as he approached. As darkness threatened to envelop my senses, I felt myself losing balance, but the manager was swift to support me, preventing a fall. He escorted me to the staff area and seated me, inquiring about my condition. After providing me with a refreshing glass of water, the tightness in my chest began to subside. This incident was a stark reminder of the importance of self-care.",132.57,942,0.14,26_1.json
49,I was at work one day.|I was stocking boxes in the warehouse.|I had been working for a few hours.|It was getting late.|I felt lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against the wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I tried deep breaths.|I couldn't catch my breath.|I was scared.|I heard a voice across the warehouse.|The manager saw me.|I couldn't yell back.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me a glass of cold water.|I started to feel better.|I had a panic attack.|I learned to check in with myself.,"One particular day at the office, I was busy arranging cartons in the storage area. Several hours into the task, dusk was approaching and I began to feel faint, initially mistaking it for hunger. Suddenly, a constriction enveloped my chest. Seeking support, I propped myself against the wall, only to be met with an intensifying squeeze. My heartbeat escalated, and my vision was speckled with blotches. Perspiration slid across my brow as I attempted to regulate my breathing, to no avail. Fear took hold of me. From afar, my supervisor's voice pierced the space, noticing my distress. Incapable of responding, I remained silent as he approached. My knees buckled, but he was swift to catch me before I hit the floor. He escorted me to the lounge, presenting me with a refreshing glass of water. Gradually, my condition improved. It was a panic attack, a stark reminder to periodically assess my well-being.",128.82,713,0.18,26_2.json
