index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
68,I was at work one day. I was doing my usual job. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. I started feeling strange and lightheaded. I thought it was because I was hungry. I felt a tightness in my chest. I stopped and leaned against a wall. The pressure got stronger in my chest. I felt my heart pounding. I saw spots and started sweating. I tried taking deep breaths. I couldn't catch my breath. I was scared and unsure what to do. I heard a voice from the manager. The manager noticed me and called out. I tried to respond but couldn't. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked about the incident. He gave me cold water to drink. I realized I had a panic attack.,804,154.62,167.37,25,25,3
69,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. I was feeling a bit strange and lightheaded. I thought my feeling was due to hunger. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure in my chest grew stronger. I felt my heart pounding hard. I started seeing spots and sweating. I couldn't catch my breath despite deep breaths. I was really scared and worried. I heard a voice from across the warehouse. The manager noticed and called out to me. I couldn't find my voice to respond. The manager walked toward me. I felt my world going dark. I began to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked what was wrong. He got me a glass of cold water. The pressure in my chest eased up. I learned to better care for myself.,942,199.51,188.31,26,26,1
70,I was at work one day. I was stocking boxes in the warehouse. I had been working for a few hours. It was getting late. I felt lightheaded. I thought I was hungry. I felt tightness in my chest. I leaned against the wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. Sweat dripped down my forehead. I tried deep breaths. I couldn't catch my breath. I was scared. I heard a voice across the warehouse. The manager saw me. I couldn't yell back. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He got me a glass of cold water. I started to feel better. I had a panic attack. I learned to check in with myself.,713,162.25,140.88,26,26,2
71,I was at work in the warehouse. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late while I worked. I felt a bit strange and lightheaded. I thought the feeling was due to hunger. I started feeling tightness in my chest. I leaned against a wall for support. The pressure in my chest got stronger. I felt my heart pounding hard. I started seeing spots in my vision. Sweat dripped down my forehead and arms. I tried to breathe deeply but struggled. I was really scared about my condition. I heard the manager calling to me. Someone had noticed my distress. I couldn't find my voice to respond. My world began going dark around me. I started to drop to the ground. The manager caught me as I fell. He took me to the staff room. He asked me what was wrong. He got me a glass of cold water. I rested and started feeling better. I had been having a panic attack. I learned to check in with myself.,943,176.1,165.49,26,26,3
72,I was at work on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit lightheaded. I thought it was due to hunger. I was returning items to their proper places. I started feeling a tightness in my chest. I leaned against a nearby wall. The pressure in my chest got stronger. My heart was pounding. I started seeing spots. Sweat was dripping down my forehead. I attempted to take deep breaths. I was scared and unsure what to do. I heard the manager's voice calling out to me. The manager was checking if I was alright. I tried to yell but couldn't find my voice. The manager walked towards me. My world was going dark. I started to drop to the ground. The manager caught me just in time. He took me to the staff room. He asked me questions about what happened. He gave me a glass of cold water. The pressure eased up after resting. I learned to check in with myself and eat properly.,970,232.31,198.96,27,27,1
73,I was at work one day. I was doing my usual job. I worked on the warehouse floor. I stocked boxes and organized merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I was a bit lightheaded. I chalked it up to hunger. I had not eaten yet that day. I felt tightness in my chest. I leaned against a wall. The pressure got stronger. My heart was pounding. I started seeing spots. I was sweating a lot. I couldn't catch my breath. I heard the manager's voice. The manager called out to me. I couldn't find my voice. The manager walked towards me. I started to drop. The manager caught me. He took me to the staff room. He gave me cold water. The pressure eased up. I learned to check in with myself.,733,190.52,151.76,27,27,2
74,I was at work one day. I was doing my usual job. I had been working for a few hours. It was getting late. I had been feeling a bit strange. I was feeling lightheaded. I chalked it up to hunger. I had not eaten yet that day. I started feeling tightness in my chest. I stopped what I was doing. I leaned against a nearby wall. The pressure in my chest got stronger. I could feel my heart pounding. I started seeing spots. I felt sweat on my forehead. I couldn't catch my breath. I was scared and didn't know what to do. I heard the manager's voice. I tried to yell back but couldn't. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. The manager got me a glass of water. I was having a panic attack. The manager's quick action helped me. I learned to properly rest and eat.,846,194.39,144.69,27,27,3
75,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I was feeling a bit lightheaded. I thought it was hunger. I hadn't eaten yet that day. I felt tightness in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. Sweat dripped down my forehead. I couldn't catch my breath. I was scared. The manager noticed me. I couldn't find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me. He took me to the staff room. He asked me what was wrong. He got me a glass of water. The pressure eased up.,756,184.74,158.59,28,28,1
76,I was working in the warehouse. I was stocking boxes and organizing merchandise. I had been working for a few hours. I started feeling lightheaded. I attributed the feeling to hunger. I felt a tightness in my chest. I leaned against a wall. The pressure in my chest increased. I could feel my heart pounding. I saw spots in my vision. I felt sweat on my forehead and arms. I struggled to catch my breath. I became scared and unsure of what to do. I heard a voice across the warehouse. The manager noticed me and called out. I tried to respond but couldn't speak. The manager approached me. I felt my world going dark. I started to collapse. The manager caught me before I fell. He took me to the staff room. He sat me down in a chair. He asked about what happened. He gave me a glass of cold water. He told me to rest. The pressure eased up after a few minutes. I realized I had a panic attack. The manager's quick action helped me recover.,940,166.54,187.95,28,28,2
77,I was at work one day. I was doing my usual job. I worked on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I attributed it to hunger. I hadn't eaten yet that day. I felt tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. My heart was pounding. I saw spots. Sweat dripped down my forehead. I tried to take deep breaths. I was really scared. I heard a voice from across the warehouse. The manager called out to me. I couldn't find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me. He took me to the staff room. The experience taught me to check in with myself.,783,201.95,164.36,28,28,3
78,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I had been feeling lightheaded. I thought it was because I hadn't eaten. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. Sweat dripped down my forehead. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I heard a voice across the warehouse. The manager called out to me. I tried to yell back. I couldn't find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked what was wrong. He gave me a glass of cold water. I learned to check in with myself.,873,219.26,191.7,29,29,1
79,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange and lightheaded. I thought it was due to hunger. I had not eaten that day. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure in my chest grew stronger. My heart was pounding in my chest. I started seeing spots. I felt sweat dripping down my forehead. I couldn't catch my breath. I was really scared. I heard the manager's voice from across the warehouse. Someone noticed me and checked if I was alright. I tried to yell but couldn't find my voice. The manager walked toward me. My world started to go dark. I started to drop to the ground. The manager caught me before my legs gave out. He took me to the staff room. He sat me down in a chair. He asked me questions about what happened. He got me cold water and told me to rest. The pressure in my chest eased up. I realized I'd had a panic attack.,1042,250.18,221.41,29,29,2
80,I was at work one day. I was doing my usual job. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I thought it was hunger. I started feeling tightness in my chest. I stopped and leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping. I tried to take deep breaths. I couldn't catch my breath. I was really scared. The manager saw me. I tried to yell but couldn’t. The manager walked towards me. My world started going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked me what was wrong. He gave me a glass of water. I started to feel better. I learned to check in with myself.,803,193.07,158.21,29,29,3
81,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange. I felt lightheaded. I thought it was due to hunger. I hadn't eaten yet that day. I felt tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. I felt my heart pound. I saw spots in my vision. I felt sweat on my forehead. I couldn't catch my breath. I was really scared. I heard the manager's voice. Someone noticed me struggling. I tried to yell but couldn't. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He gave me a glass of water. I learned to check in with myself. I need to properly rest and eat.,854,205.04,173.58,30,30,1
82,I was at work one day. I was doing my usual job. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I had not eaten yet that day. I felt tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down. I tried taking deep breaths. I couldn't catch my breath. I was really scared. I heard a voice across the warehouse. The manager called out to me. I couldn't find my voice. The manager walked towards me. My world went dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked what was wrong. He got me a glass of water. The pressure slowly eased up. The manager's quick action helped me.,852,215.45,177.32,30,30,2
83,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange and lightheaded. I thought I was just hungry. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure got stronger. My heart pounded in my chest. I started seeing spots. Sweat dripped down my forehead and arms. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I suddenly heard a voice. The manager was calling out to me. I tried to respond but couldn't. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked me questions. He gave me a glass of water. He told me to rest. The pressure slowly eased up. I had a panic attack. It taught me to take better care of myself.,942,221.28,194.34,30,30,3
84,I was at work one day. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange and lightheaded. I thought it was because I was hungry. I had not eaten that day. I felt a tightness in my chest. I leaned against a wall. The tightness got stronger. I felt my heart pounding. I started seeing spots. Sweat dripped down my forehead. I couldn't catch my breath. I was really scared. I heard a voice across the warehouse. The manager called out to me. I couldn't find my voice. The manager walked towards me. My world started going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked questions about what was wrong. He got me a glass of cold water. I rested for a bit. The pressure eased up. I learned to check in with myself.,915,223.96,188.82,31,31,1
85,"I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I had been feeling strange and lightheaded. I thought it was due to hunger. I had not eaten yet that day. I felt tightness and pressure in my chest. I stopped what I was doing. I leaned against a nearby wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down my forehead. I could not catch my breath. I was really scared. I heard a voice calling out. It was the manager. The manager asked if I was alright. I tried to respond, but I couldn't. The manager walked towards me. My world started going dark. I started to drop to the ground. The manager caught me. The manager took me to the staff room. He sat me down in a chair. He asked what happened. He got me a glass of cold water. It turned out to be a panic attack.",964,212.97,185.01,31,31,2
86,I was at work one day. I was doing my usual job. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I chalked it up to hunger. I had not eaten yet that day. I felt a tightness in my chest. I leaned against a nearby wall. The pressure got stronger. I felt my heart pounding. I saw spots. I felt sweat dripping. I couldn't catch my breath. I was really scared. I heard a voice across the warehouse. It was the manager. Someone noticed me. I couldn't find my voice. My world was going dark. I started to drop to the ground. The manager caught me. He took me to the staff room. He sat me in a chair. He asked me questions. He got me a glass of water. He told me to rest. I learned to check in with myself.,801,226.32,172.22,31,31,3
87,I was at work stocking boxes and organizing merchandise. I had been working for a few hours and it was getting late. I felt a bit strange and lightheaded. I thought I was just hungry because I hadn't eaten. I felt tightness and pressure in my chest. I stopped working and leaned against a wall. The pressure in my chest got stronger. I felt my heart pounding in my chest. I started seeing spots. I felt sweat dripping down my forehead and arms. I tried to take deep breaths. I couldn't catch my breath and got scared. I heard the manager's voice across the warehouse. The manager noticed me and called out. I tried to yell back but couldn't speak. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager reached me just in time. The manager caught me before my legs gave out. He took me to the staff room and sat me down. He asked what was wrong and what happened. He got me a glass of cold water. He told me to rest for a bit. The pressure in my chest eased up after a few minutes. I started to feel better. I realized I had a panic attack. I was grateful for the manager's quick action. The situation could have been much worse. It taught me to check in with myself. I learned to rest and eat properly. I want to avoid further episodes.,1286,269.34,233.99,32,32,1
88,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange. I felt lightheaded. I chalked it up to hunger. I had not eaten yet that day. I started feeling tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down my face. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I didn't know what to do. I heard a voice from across the warehouse. It was the manager. Someone noticed me. I tried to yell but couldn't. The manager walked towards me. My world went dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He asked me questions about what happened. I escaped with the manager's help.,946,246.51,214.89,32,32,2
89,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange. I was feeling lightheaded. I thought it was hunger. I hadn't eaten yet that day. I felt tightness in my chest. I stopped and leaned against a wall. The pressure got stronger. My heart was pounding. I started seeing spots. Sweat was dripping down my forehead and arms. I tried deep breaths. I couldn't catch my breath. I was scared and confused. The manager called out to me. Someone noticed me. I couldn't yell back. The manager walked towards me. My world was going dark. I started to drop to the ground. The manager caught me. He took me to the staff room. He sat me down in a chair. He asked what was wrong. He got me cold water. He told me to rest. I learned to check in with myself.,909,236.89,211.44,32,32,3
90,I was at work. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit lightheaded. I thought I was hungry. I was walking around the warehouse. I felt tightness in my chest. I stopped what I was doing. I leaned against a nearby wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I heard a voice from across the warehouse. The manager saw me and called out. I tried to yell back. I couldn't find my voice. The manager walked towards me. My world started going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked what was wrong. He got me a glass of cold water. He told me to rest for a bit. The pressure in my chest eased. I had a panic attack.,932,227.13,208.04,33,33,1
91,I was at work one day. I was working in the warehouse. I was stocking boxes. I was organizing merchandise. I worked for a few hours. It was getting late. I felt a bit strange. I was lightheaded. I thought it was from hunger. I had not eaten that day. I felt tightness in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat on my forehead. I felt sweat on my arms. I tried deep breaths. I couldn't catch my breath. I was scared. I heard a voice. The manager called out to me. I couldn't find my voice. The manager walked towards me. My world went dark. I dropped to the ground. The manager caught me. He took me to the staff room. He sat me in a chair. He asked me questions. He got me cold water. I started to feel better. I had a panic attack.,817,175.55,172.65,33,33,2
92,I was at work doing my usual job. I worked on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange. I felt lightheaded. I thought it was because I hadn't eaten. I felt a tightness in my chest. I stopped and leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat on my forehead and arms. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I didn't know what to do. I heard a voice from across the warehouse. The manager had seen me. He called out to check if I was alright. I tried to yell but couldn't. The manager walked towards me. My world went dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked me questions. He got me a glass of water. He told me to rest. The pressure eased up after a few minutes. I learned to check in with myself.,1011,252.62,227.98,33,33,3
93,I was at work. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I was feeling lightheaded. I chalked it up to hunger. I had not eaten yet that day. I felt tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. I could feel my heart pounding. I saw spots. I felt sweat dripping down. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I heard the manager's voice. The manager had seen me. I tried to yell back. I couldn't find my voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me. The manager took me to the staff room. The manager sat me down in a chair. The manager asked me questions. The manager got me water. The pressure eased up. I realized I had a panic attack.,939,215.12,168.63,34,34,1
94,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I worked for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I thought it was hunger. I had not eaten yet that day. I felt a tightness in my chest. I had pressure in my chest. I stopped and leaned against a wall. The pressure got stronger. My heart pounded in my chest. I started seeing spots. Sweat dripped down my forehead. Sweat dripped down my arms. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I didn't know what to do. I heard a voice across the warehouse. The manager called out to me. Someone had noticed me. The manager checked if I was alright. I couldn't find my voice. The manager walked towards me. My world went dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He got me a glass of cold water. The manager's action helped me.,976,239.8,224.03,34,34,2
95,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt a bit lightheaded. I thought I was just hungry. I had not eaten that day. I felt a tightness in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I saw spots. I felt sweat on my forehead. I felt sweat on my arms. I tried deep breaths. I couldn't catch my breath. I felt scared. I didn't know what to do. I heard the manager's voice. Someone noticed me. The manager walked towards me. My world went dark. The manager caught me. He took me to the staff room. He asked me questions. He gave me cold water. He told me to rest. The pressure eased up. I was having a panic attack. I learned to check in with myself.,872,216.91,209.85,34,34,3
96,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt a bit lightheaded. I chalked it up to hunger. I had not eaten yet that day. I felt a strange tightness in my chest. I stopped working and leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat on my forehead. I felt sweat on my arms. I tried to take deep breaths. I couldn't catch my breath. I was scared and didn't know what to do. I heard a voice across the warehouse. It was the manager who called out to me. Someone noticed me and checked on me. I tried to yell something was wrong. I couldn't find my voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked me questions. He got me a glass of water. The pressure slowly eased up. I started to feel better.,1079,288.08,247.44,35,35,1
97,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I thought it was due to hunger. I hadn't eaten that day. I felt tightness in my chest. I felt pressure in my chest. I stopped and leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat on my forehead. I felt sweat on my arms. I tried taking deep breaths. I couldn't catch my breath. I was really scared. I heard a voice across the warehouse. The manager called out to me. Someone had noticed me. I couldn’t find my voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked me what was wrong. He got me a glass of water. The pressure eased up and I felt better.,994,244.49,225.25,35,35,2
98,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I had been feeling a bit strange. I felt a bit lightheaded. I thought it was due to hunger. I hadn't eaten yet that day. I felt a tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. My heart was pounding in my chest. I started seeing spots. I felt sweat dripping down. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I heard a voice from across the warehouse. It was the manager speaking. The manager asked if I was alright. I tried to respond but couldn't. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He sat me down in a chair. He asked what was wrong. He got me a glass of cold water. The pressure in my chest eased up. I started to feel better. I had been having a panic attack. The manager's quick action helped me. I learned to check in with myself.,1095,237.62,198.27,35,35,3
99,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange. I was feeling lightheaded. I chalked it up to hunger. I had not eaten that day. I felt tightness in my chest. I started feeling pressure in my chest. I stopped what I was doing. I leaned against a nearby wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat on my forehead. I felt sweat on my arms. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I didn't know what to do. I heard a voice across the warehouse. The manager saw me. Someone checked if I was alright. I couldn't find my voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He got me a glass of cold water. I had a panic attack.,996,247.76,222.34,35,36,1
100,I was at work doing my usual job. I was stocking boxes on the warehouse floor. I was organizing merchandise. I had been working for a few hours. It was getting late. I had been feeling a bit strange. I felt lightheaded but thought it was hunger. I hadn't eaten yet that day. I felt a strange tightness in my chest. I stopped and leaned against a nearby wall. The pressure in my chest got stronger. I felt my heart pounding in my chest. I started seeing spots. I felt sweat dripping down my forehead. Sweat was dripping down my arms. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I didn't know what to do. I heard a voice from across the warehouse. The manager had seen me. Someone noticed me and checked on me. I tried to yell back but had no voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me just in time. He took me to the staff room. He sat me down in a chair. He asked me about what was wrong. He got me a glass of cold water. He told me to rest for a bit. The pressure in my chest eased up. I started to feel better. It was a panic attack.,1148,291.55,258.52,35,36,2
101,"I was at work one day. I was doing my usual job. I worked on the warehouse floor. I stocked boxes and organized merchandise. I had been working for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I thought I was just hungry. I walked around the warehouse. I returned items to proper places. I felt tightness in my chest. I stopped what I was doing. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down. I tried to take deep breaths. I couldn't catch my breath. I felt really scared. I didn't know what to do. I heard a voice across the warehouse. The manager saw me. I tried to yell, but couldn't. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me. He took me to the staff room. He sat me in a chair. He asked me questions. He got me cold water. The pressure slowly eased up. I started feeling better.",969,259.23,220.49,35,36,3
