recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
5d45ad4e638dca0001daa412,29.55,0.06,Someone was working a late night shift in a warehouse. They were stacking some shelves when they started to feel a sweat and see dots. Their chest felt tight and their heart started to pound very hard. They mentioned that they hadn't had much to eat that day. As their world started to go black their manager called up to them. Just as they were about to fall the manager was able to grab them just in time. He took the worker to the staff room. There they discovered he was having a panic attack.,6.09,4.35,6.29,1.03,-4.08,2.72,3.12,1.82,1.19,-1.41,0.4,-5.87,-0.87,3.35,-0.17,-2.1,-2.7,0.82,0.63,4.26,0.36,-2.41,1.54,0.21,0.22,-0.77,1.03,3.05,-0.58,1.82,-2.14,-0.66,-3.25,0.28,-2.45,3.6,-0.31,1.24,0.77,10.02,0.15,-0.18,0.17,-0.57,-1.05,0.66,-1.25,-0.26,2.74,-0.67,2.22,-1.89,-0.25,-0.76,0.3,-0.25
629750cb139217e17938e260,30.24,0.08,"I was working at my job in a warehouse stacking shelves and fetching items, when I started to feel strange. There was a tightness in my chest and I had to stop and lean against a wall. My manager noticed and helped me, we went to the staff room and I had a cold glass of water. After a few minutes I started to feel better, it was a panic attack and my manager really helped me.",12.07,5.94,7.74,1.06,-2.88,2.13,-1.94,2.45,-0.49,-2.69,-1.7,-2.93,1.47,5.49,1.12,1.51,5.12,-0.45,-1.02,-2.32,2.23,-1.88,0.3,0.46,1.86,0.86,-3.57,2.48,0.24,0.58,-0.0,0.18,-5.88,0.27,-1.17,-4.46,-0.49,1.07,0.41,7.77,0.45,-2.49,0.06,5.59,-2.3,0.61,-0.33,0.84,-0.92,1.09,1.19,-2.79,1.08,-1.84,0.0,-0.94
5c360ede943bda0001db4f1b,32.83,0.05,"The man was working doing his usual tasks around the warehouse, he wasn't feeling good, he had a headache but he thought it was caused by the fact that he hadn't eaten in a lot time. Suddenly he started to feel a strong pressure on his chest, he couldn't breath. He heard a voice calling him from the other side of the warehouse, it was his manager checking if he was ok, but he couldn't respond since his voice wouldn't come out. He almost passed out but the manager reached to him before he fell to the ground. The manager took him to his office, gave him a glass of water and told him to rest. He then realized he had had a panic attack.",6.79,6.37,3.94,-0.62,-1.39,3.47,-1.16,0.42,-0.0,1.28,0.58,-2.5,-0.35,4.2,1.54,-2.31,-1.59,2.26,-0.4,-1.26,0.25,-0.73,-0.26,0.95,0.65,-0.21,6.48,3.22,-0.96,1.59,-1.68,1.61,0.06,0.34,-2.99,-0.78,0.34,1.52,1.06,2.06,0.43,-4.08,-0.07,4.05,4.16,0.09,-0.59,-0.2,-0.87,-0.49,1.75,-1.85,-0.79,-0.59,0.28,-0.19
605f4bb6cc7393821729260f,33.87,0.08,"I WAS AT MY PLACE OF WORK TRYING TO PUT THINGS BACK WHERE THEY BELONG WHEN I STARTED FEELING PRESSURE AND TIGHTNESS ON MY CHEST. I LEANED ON A WALL AND I STARTED SEEING SPOTS. I TRIED TO CATCH MY BREATHES BUT I COULDN,T. THE MANAGER ASKED IF I WAS OKAB BUT I COULDN,T TALK. HE TOOK ME TO THE STAFF ROOM AND GAVE ME COLD WATER AND I STARTED FEELING BETTER, THE TIGHTNESS ON MY CHEST EASED UP GRADUALLY.",10.11,2.38,-0.87,-0.28,0.05,2.62,-1.42,-0.07,-0.2,-1.27,-0.38,-1.8,1.99,5.67,3.08,-0.38,5.59,0.22,-1.27,7.52,-0.18,-1.73,3.83,1.27,1.25,-0.84,-3.76,4.1,-0.74,0.41,-1.32,0.1,-3.42,0.13,-2.25,-2.85,-2.02,0.63,-0.48,10.15,0.22,-3.35,-0.61,4.87,-1.54,-0.04,4.76,0.96,-3.42,-0.37,1.5,-1.05,-0.51,-0.88,0.48,-0.72
5e95b16a5a20a7024211e6f5,35.13,0.05,"The individual was having an ordinary day at work. Going about their job in a warehouse. They were going about their usual routine in their warehouse returning items to their places. When they started to feel unwell. They had a tightness in their chest. And could not carry out their duties. They paused what they were doing. Whilst the pain intensified. Luckily for them someone alerted their manager. And the manager came to their rescue. It turned out that the individual was having a panic attack. Once they sat down, rested and had a glass of water they quickly recovered. However, they learnt a valid lesson to look after themselves better in future. With more breaks of rest and to eat.",8.73,6.99,5.49,-0.25,-1.77,4.76,-2.94,0.91,-1.05,-0.79,-1.34,-2.72,6.7,6.29,1.13,2.57,-2.34,2.27,-0.63,-3.15,1.89,-1.45,-0.53,0.81,2.07,0.41,-3.34,2.47,-0.24,0.32,3.77,-1.43,-5.42,0.09,-2.23,-2.88,-1.33,1.39,0.16,3.06,0.33,-1.5,-0.28,3.29,1.46,0.64,-0.31,0.45,1.64,1.56,0.76,-0.99,-1.31,1.56,1.86,-0.48
5ea1e178ff3ee50d69b46324,35.43,0.07,"It was a normal day at work, doing my normal tasks. I was in the warehouse stocking the shelfs with merchandise when i suddenly started to feel unwell. I was lightheaded and my chest was getting tight. I chalked it up to not having eaten yet that day. My manager was able to catch me before I fainted and took me into the staff room where I rested and had something to eat. Turns out I'd had a panic attack. It was never an enjoyable experience and it taught me to rest and eat well to avoid having a repeat attack.",13.24,4.96,5.31,2.72,-2.45,3.05,-2.19,-0.66,1.54,0.53,3.14,-4.77,-1.27,3.46,0.24,-1.74,-0.58,-0.37,-1.07,0.55,0.13,-1.83,-0.58,0.37,1.37,0.05,-4.02,2.34,0.58,0.88,-0.89,-0.23,-5.85,0.18,-2.61,-1.71,-0.72,1.12,0.7,8.65,-0.16,-1.55,0.18,1.31,2.0,-0.35,-0.75,0.43,-0.46,0.34,0.69,7.06,-1.41,1.64,3.21,1.68
59f88f6eb47dfc0001b661ef,35.55,0.07,"Person was working in a warehouse, organising merchandise and boxes. The person started to experience symptoms similar to a heart attack, such as chest pain, sweating and seeing spots. The manager tried to call out to the person but they were unable to respond and collapsed. The manager was able to catch the person before they passed out and moved them to the staff room. The manager got them a glass of water. It emerged the person experienced a panic attack and their symptoms eventually resolved.",6.87,4.78,6.8,3.78,4.84,2.5,-2.34,1.22,-0.22,-1.91,-1.14,-2.88,-1.63,3.1,1.41,-1.22,-1.23,0.73,-0.58,3.27,4.36,-0.77,1.17,0.4,1.3,-0.53,-1.8,3.56,-0.62,1.97,-1.86,-1.03,-1.26,-0.44,-1.71,-0.95,0.18,1.37,1.81,7.56,0.77,-2.62,-0.16,1.83,-2.23,-0.23,0.37,-0.13,0.11,0.91,0.27,-1.02,0.11,-0.3,0.26,-1.25
5e44835e19674731744ba0cd,36.32,0.08,"A man was working at a warehouse, stocking inventory. Suddenly he began to feel pain in his chest and started sweating, his vision going dark, too. The manager called out to him and just before he collapsed, the manager caught him and brought him to the staff room and gave him a glass of cold water. He later found out that he was experiencing a panic attack, and reflected on the experience and how he could prevent further episodes.",9.97,3.57,5.82,4.23,-2.67,2.42,-0.82,0.38,-0.16,-1.38,-1.42,-3.16,-0.57,3.34,1.47,-0.98,-1.02,0.14,-0.98,-0.02,3.62,-1.01,1.18,0.69,1.01,-0.42,-0.75,3.95,-0.34,1.58,-1.23,-0.43,-3.31,0.31,-1.36,-0.12,0.07,1.26,1.97,9.33,0.91,-3.81,0.17,6.01,-1.1,-0.54,-1.2,0.21,-1.21,0.59,1.33,-0.74,-0.4,-0.56,0.34,2.16
61115cb06d209a61332f25d1,38.26,0.06,"Well, I was working on the warehouse floors, and I started feeling pressure around my chest. I didn’t eat properly that day and thought I might just be hungry, but my vision started to narrow and begun seeing spots. I leaned against a wall as the pressure continued and I started to lose my breath. I heard someone yelling out to me; my manager must have noticed something’s wrong with me. I couldn’t speak as I continued to feel worse. My eyes eventually went dark and my legs gave out, but luckily my manager caught off before I lost balance. Turns out, I had a panic attack, and I will remember to eat better and take breaks better going forward.",15.3,2.48,9.69,-2.34,-2.52,1.58,-1.23,-0.51,-0.06,1.27,0.59,-3.58,-1.01,4.63,1.89,-2.69,4.18,2.78,-1.17,4.89,-0.43,-1.24,1.65,0.03,-0.03,-0.38,0.0,1.96,-0.21,1.62,1.4,-1.52,-1.89,-0.62,-2.84,-0.23,-2.0,2.17,3.68,0.85,-0.86,-1.2,0.75,-0.47,0.98,-0.33,-0.74,-0.08,0.04,0.73,1.54,0.06,-0.56,0.15,2.34,-0.23
5ee3717e7b13a202f966b3de,39.21,0.08,"Day started normally working in a warehouse stacking boxes etc. Realised hadn't eaten. Began to feel lightheaded and noticed sweat on face and arms. Heard manager call from afar and assumed someone had noticed distressed state. Vision darkened and almost collapsed but was caught by manager, who lead the person to the office. Realised they had had a panic attack, and resolved to eat and sleep enough and pay attention to internal states to avoid future episodes.",10.58,5.52,6.17,4.61,-2.33,3.82,-2.93,-0.76,1.74,-0.4,1.08,-1.45,-1.3,-0.05,-0.98,-1.63,-0.95,-0.23,-0.71,1.21,2.3,2.43,3.16,-0.63,0.96,0.32,2.92,2.91,-0.61,1.49,2.12,-0.04,-4.97,0.3,-0.88,0.02,-0.12,1.61,0.87,0.25,0.17,-0.9,0.45,-0.1,0.87,-0.6,-1.37,0.01,-1.1,0.82,0.44,-0.42,-0.65,0.94,2.38,2.85
54847094fdf99b0379939c8e,39.57,0.07,I was working in a warehouse putting stock away and started to feel light headed. I thought it was hunger as I had not eaten yet. As I went to put something away I felt a tightness in my chest and could not breathe properly. As I leaned against something I heard a manager call out. He had been told that a colleague thought I had a problem. I began to pass out but luckily the manager caught me. He took me to the staff room and got me a cold glass of water. I started to feel better and found out that it had been a panic attack. It taught me to take care of myself and eat properly.,12.38,3.02,5.38,1.16,-2.95,3.98,-1.51,0.6,1.89,0.64,0.9,-2.5,0.42,7.2,0.68,-4.31,2.15,-1.59,-2.4,-0.04,-2.2,-2.05,0.12,1.49,0.32,-0.75,1.26,2.86,-1.43,2.04,3.96,-0.53,-7.16,-0.37,-2.65,0.35,-0.2,2.73,1.03,10.95,0.3,-3.9,0.15,6.08,-1.32,0.58,-1.65,0.78,-0.49,0.92,1.02,-0.39,-0.34,2.35,0.75,-0.14
645f5e3b5bce2735681daf60,40.23,0.05,"I was working one day at work where I was organising some stock. I then felt a bit lightheaded but continued on, then a dizziness came over me and I felt a bit funny and a tightness in chest came on. I started walking around the warehouse but it didn't get any better so I stopped. I heard a voice across the warehouse and it was my manager, someone must have noticed I didn't feel too well. They started to walk towards me and everything was going black, I thought it was going to fall but my manager made it in time to catch me. They took me to their office and got me some cold water and I sat down. They asked what happened and if I was ok. I now know it was a panic attack and that it would have been a lot worse. I know I should check in with myself to see how I am doing.",13.64,3.98,3.55,1.28,-0.45,3.15,-2.65,2.56,2.5,-2.1,-1.74,-0.53,0.01,4.59,0.53,-0.36,-2.16,-0.08,-1.34,1.81,-1.36,-1.84,0.64,0.13,0.36,0.44,7.27,2.03,0.03,1.13,4.37,-1.6,-4.09,-0.03,-0.04,1.79,-1.09,1.85,0.32,0.86,-0.59,-2.54,0.77,4.72,-0.25,-1.38,-0.13,-0.4,-1.59,-0.16,1.59,-1.38,1.37,5.4,-1.44,-1.12
63b40e41dbb929924b4db7ce,40.31,0.05,"It was a normal working day in the warehouse. I was doing the usual, stocking boxes and checking merchandise. I started to feel a little strange, lightheaded, but I put it down to hunger. Then my chest began to tighten, sweat started to drip down my back and my heart pounded faster. I noticed my manager across the shop floor and tried to shout that I needed help, but I couldn’t breathe. He started to walk towards me just as my legs began to give way and fortunately he caught me before I fell to the floor. He asked me if I was alright, but I was unable to speak, so he led me to the staff room and sat me down. The manager gave me a glass of water and encouraged me to breathe slowly, which helped me to feel better. I later realised that I was having a panic attack.",11.58,4.97,5.94,7.25,3.08,3.08,-2.33,3.61,3.26,0.96,-0.91,-2.19,-2.36,4.44,-0.32,-4.16,-1.17,0.92,0.35,-5.16,2.97,-0.88,1.77,0.18,0.67,0.18,0.66,3.55,-0.73,1.62,-2.27,0.09,3.12,-0.7,0.77,-4.14,0.41,1.38,2.77,9.9,0.51,-3.81,-2.56,0.33,-2.53,-0.85,-0.57,-0.33,0.39,-0.27,2.29,-1.81,-0.35,-1.61,-0.17,-0.51
5ee1da7a1d622e2092c1b056,40.33,0.08,"The story was about a man working in a warehouse doing his usual job of stacking boxes, when he suddenly felt a pain in his chest. He tried to take deep breaths and rest against a wall, but the pain only got worse and he began to sweat and see spots in his vision. His manager noticed and called out to him, but he couldn't answer and almost fell to the ground, but his manager helped him in time. The manager took him to the staff room and the man rested, eventually learning he had experienced a panic attack.",7.91,5.7,5.9,4.42,-4.05,2.3,-1.42,0.05,-0.43,-0.57,-1.19,-3.29,-0.72,3.13,1.36,0.27,3.5,0.72,-0.46,1.74,4.49,-0.85,2.89,1.33,0.81,-0.11,-1.15,2.89,0.05,2.28,-1.59,0.43,-2.78,-0.19,-2.46,-2.6,1.65,2.7,0.46,9.38,0.31,-0.53,0.28,0.42,1.42,-0.06,-0.39,0.09,-1.3,-0.6,0.87,-1.17,-0.26,-0.79,0.5,-0.96
622b8b6947c63363d00dc716,40.89,0.06,"A worker was working as normal on their shift in a warehouse re-stocking items when they started to feel hungry before noticing a pain in their chest. They leant against a wall and felt a tightness across their chest and things started to go black. They heard a man shouting from the other side of the warehouse but was unable to respond despite trying to. Just as they started to collapse the manager arrived and took the individual to a rest room. They asked into their well being, at which point they started to feel better. The worker realised he had had a panic attack. He attributed this to the lack of food and vowed to take better care of his needs in the future.",9.07,4.96,6.34,2.12,-4.11,5.06,-0.87,-3.38,1.49,0.67,0.09,-2.28,-0.1,5.9,1.31,-0.52,4.82,1.23,-1.65,1.67,-3.07,-2.03,-0.55,0.17,0.66,-0.69,7.3,1.55,-1.01,1.85,-0.81,0.23,-0.47,-0.37,-3.61,-0.15,0.98,1.23,-0.89,5.98,0.65,-0.51,0.14,-0.33,-0.71,1.09,-0.91,0.91,-0.85,1.43,0.74,-0.53,0.2,0.28,1.06,0.11
5c4ded8b818d4d00013e69c9,41.31,0.05,"She/he was working in a warehouse, checking stock and packing boxes. The worker was working late and began to feel strange. Was it because the worker had not eaten anything that day? The feelings of unease increased and the worker began to feel a tightening in the chest and could feel their heart pounding. They also got a headache and began to feel dizzy. Sweat began to pour down their face and arms and he/she leaned against a wall. The manager noticed the problem and called out, but the worker was unable to speak. Another colleague had seen the worker's distress and had alerted the manager. The manager helped the worker to a staff room where the worker got a glass of water. The symptoms of tightness eased and the worker recovered. The cause of the distress was a panic attack which the worker thought had come about because of lack of food. Worker resolves to take better care in future.",6.99,4.92,6.38,2.89,-1.73,3.1,2.42,3.9,0.23,-1.43,1.1,-2.83,-2.3,5.47,0.05,-3.03,1.59,0.13,1.65,-1.97,4.4,3.16,3.52,0.97,1.07,0.31,-2.01,3.66,0.48,2.26,2.02,-0.72,-4.06,0.68,-2.81,-3.74,-1.97,1.58,-0.68,8.36,0.22,-3.14,-0.32,2.6,-1.54,0.81,2.2,0.54,-1.08,0.3,-2.02,-0.47,-0.22,-0.29,-0.21,-0.08
5ba641d1168e5e0001e4275d,43.05,0.06,"It was a regular day at work, stocking boxes, but I realised my arms began to feel weak, I was sweaty, and my vision was going dark with dots appearing in it. My manager was across the warehouse and called out to me, but I couldn't find my voice. My manager made it to me as I felt myself sinking to the ground, and thanks to the quick action of my manager they managed to catch me before I hit the ground. I was guided to the staff room and given a cold glass of water, and my manager asked what was wrong, and told me to take a rest. After a few minutes the pressure in my chest lessened and I realised I'd had a panic attack. Thanks to the quick action of my manager, it wasn't as worse as it could've been.",12.52,4.73,4.22,8.61,-4.67,2.79,-2.52,1.0,-0.04,-1.62,-1.01,-1.88,-0.34,0.26,1.53,-1.82,-1.19,0.86,-1.15,1.7,1.15,2.55,-5.74,0.53,0.34,0.24,2.45,2.27,-0.39,2.12,-2.63,-0.8,-0.91,2.44,-2.57,-1.24,1.78,2.26,1.63,6.41,0.42,-2.6,-0.25,4.98,4.37,1.78,3.27,-0.24,-1.22,1.38,2.49,-2.69,2.02,-2.36,-0.51,-1.66
602886066965e376bd5f7ebe,44.23,0.07,It started one day while I was working in the warehouse. I was stocking and organizing boxes. I started to feel light-headed. I felt a tightening in my chest. I leaned against a wall. The manager called out asking if I was okay. A co-worker had seen me and notified him. Sweat trickled down my head and arms. My manager led me to a chair and got me a cold glass of water. Soon the feeling subsided and I realized I had had a panic attack. Things could have been much worse. It was a wake up call for me to take better care of myself and to be able to read the signs when something is not right.,13.06,4.0,5.15,6.65,2.48,2.43,-1.8,-0.04,0.67,-2.55,-1.31,-3.49,-1.08,5.2,0.59,0.23,6.19,-1.2,-0.92,-5.39,6.74,3.18,2.71,-0.11,1.95,-0.03,-0.92,4.0,-0.42,2.31,3.61,1.12,-6.1,0.7,-1.63,-3.61,-1.55,1.09,-0.3,2.25,0.71,-3.57,0.16,6.12,-0.86,0.16,0.13,-0.07,-1.32,0.64,0.22,-1.67,0.58,0.47,-0.24,-1.09
63d513e0fda5da3f67c745dd,44.25,0.06,"I was at work stocking shelves. I started to feel a bit unwell and first thought it was because I hadn’t eaten for a while. My chest felt tight and my arm, I was sweating. Suddenly things went dark but before I fell to the floor, I heard someone calling across the warehouse. It was my manager asking if I was ok. I told him what had happened and he gave me a drink of cold water and told me to rest for a while. After a few minutes of rest the tightness in my chest eased and I started to feel better. It turned out that I had had a panic attack which could have been much worse if my manager hadn’t intervened. The whole episode made me realise that I need to look after myself better by eating properly and through self care.",12.44,3.41,5.43,2.66,-4.8,4.58,-1.68,1.45,1.3,-0.38,0.89,-3.51,-0.96,4.49,0.8,-3.69,-1.13,0.44,-0.59,1.06,0.57,-0.02,1.24,-1.32,0.49,-0.22,7.95,3.13,-0.88,1.44,-1.05,0.45,-2.77,-0.92,-3.31,-0.67,-0.17,0.76,-0.96,3.91,-0.13,-2.75,0.27,5.2,4.27,1.1,3.24,0.97,0.2,0.15,1.28,-1.95,1.53,-0.69,1.71,-0.01
60c7928e14e0a43a43369a5b,44.75,0.12,"A person was at work as usual at a warehouse, working around the floor doing inventory The person then started to feel unwell and attributed it to having not eaten yet for the day. It turned out that the person was having a panic attack but luckily the manager found the person in time and helped the person by taking them to the staff room and giving them some cold water to drink.",9.89,6.65,9.65,-1.38,-1.98,5.89,-2.11,0.07,0.51,-0.02,2.93,0.83,-0.6,2.13,-0.11,-0.35,-1.28,0.34,-0.71,0.7,2.17,-1.12,0.34,0.66,1.71,-0.16,-1.48,3.69,0.95,0.88,-0.85,0.24,-4.21,0.53,-1.08,-2.47,-0.43,2.19,0.2,8.92,0.86,-2.02,-0.09,5.66,-2.28,-0.88,0.33,0.34,2.03,0.88,1.63,-1.6,0.21,-0.88,-0.47,-0.7
5e9d7f715597de04e33079d5,45.01,0.05,"It started off as any normal day. I was at work in my job at a warehouse, on the floor, stocking up and checking things. All of a sudden I started to feel a bit funny, but put it down to my not having eaten anything yet that day. I thought it would pass, but then I felt a bit stranger, with a pain in my chest. I felt sweat dripping down my face and chest. Then I heard a voice. It was a co-worker who had noticed I wasn’t quite right and wanted to check I was ok. I was about to answer, but my legs gave way. At that moment, my manager came over and managed to catch me. He took me to the staff room and sat me down and gave me some water, asking me questions about what had happened. I gradually began to feel better and vowed to check in with myself more often, making sure I always had enough food, water and sleep.",12.89,4.7,8.99,2.84,0.23,4.55,-1.95,1.98,1.13,0.32,3.35,-3.32,-1.56,2.97,0.74,-3.04,-0.71,-0.01,-0.34,-1.84,5.88,0.17,0.17,-1.35,-0.04,-0.73,1.03,-0.7,0.67,1.26,0.8,0.93,-3.88,-0.73,-3.2,-2.44,-0.22,0.61,2.18,9.33,-0.73,0.6,0.62,2.19,0.84,-0.52,-2.18,0.75,-4.34,0.48,1.4,-1.72,0.23,5.12,1.59,-0.98
5ebc59018442d1078efabe0b,45.04,0.07,I was doing my normal job on the warehouse floor (I was) checking stock (I was) making orders. I suddenly felt strange (I felt) unwell. I was light headed (I) had a pain in my chest. I felt dizzy (I) held on to the wall for support. I felt myself dropping to the floor. At that time I saw the warehouse manager across the floor (The warehouse manager) who called out to see if I was alright. I couldn't answer no words would come out. My manager came across (My manager) caught me before I fell. Everything went dark. It turns out I had had a panic attack. From now on I need to remember to check myself (I need to) see that I am alright.,11.52,8.66,8.64,-1.47,0.42,2.85,-1.81,3.71,0.49,-2.78,-1.73,-1.9,-0.49,1.55,0.16,-1.52,2.76,-0.66,-1.46,1.02,-0.65,-0.77,0.21,1.01,0.55,0.25,4.87,3.8,0.15,1.78,-1.69,4.01,-0.57,0.66,-2.6,-0.72,1.9,1.63,1.73,0.3,-0.2,-0.78,0.41,0.22,0.1,-0.42,-1.16,-0.1,0.27,1.02,1.37,-0.65,-0.13,3.69,-1.21,-1.2
5eb30ae9bb223e0e176edecd,45.42,0.08,"I was going about my day as usual, working in a warehouse, stacking and organising things when I could feel something strange but blamed it on not eating as I had not eaten that day. Then I continued work but started feeling a pressure in my chest and began to see black spots and sweating badly as the pressure got worse. My manager spotted me and started to walk towards me, asking me questions but I couldn’t answer. My manager helped me to the staff room and asked me questions and gave me water, turns out i was having a panic attack and I need to take better care of myself.",11.83,5.31,6.22,0.88,1.08,2.47,-2.44,3.34,0.59,1.16,2.74,-4.08,-0.85,5.52,2.3,-3.29,-1.92,2.48,-0.19,4.53,5.26,-1.52,0.83,-0.49,1.01,0.88,-2.99,1.95,-0.24,2.09,-1.13,0.8,-6.65,0.04,-0.1,-3.1,-1.54,1.18,-0.26,8.21,0.72,0.33,-0.5,2.16,-1.69,-0.06,0.02,-0.22,2.35,0.17,-0.08,-1.12,-0.21,0.58,1.4,-0.34
5f0771a92b566a37faa5f2e0,45.48,0.08,"I was at work, working in the warehouse. I was feeling unwell but put it down to not eating that day. I was feeling unsteady and so I leaned on a nearby wall. My manager came in and asked if I was ok and when I tried to shout back to tell them something was wrong I couldn't find my voice. I could feel my world go dark. Just as I felt my legs give out my manager caught me. He took me to the office and sat me in a chair. It turns out I was having a panic attack. This taught me to remember to check in on myself more often and to make sure I eat and drink to prevent future episodes.",12.37,2.12,7.22,-2.53,-2.58,2.37,-1.46,0.85,1.32,-0.46,2.47,-1.99,-1.32,-2.07,-0.93,-2.17,6.92,-0.98,-1.73,-0.27,-1.58,-0.97,-0.73,0.39,0.24,-0.33,-0.05,2.46,-0.94,1.52,-1.22,0.55,4.13,2.4,-3.0,4.13,-0.46,0.88,2.85,2.85,2.2,-0.36,0.04,-0.51,0.85,-0.21,-1.01,0.05,3.13,0.7,1.25,-0.63,-0.56,5.99,1.07,3.21
5c38dab0f0ae4c00011238c1,46.89,0.06,Well I was at work one day and doing my normal job in the warehouse which was stacking merchandise. I started to feel light-headed and dizzy and thought it was probably because I had not yet eaten and I was probably hungry. Then I started to feel a really tight pain in my chest and I tried to catch my breath but it was impossible. I started to sweat and my manager who was nearby saw me and came over. I was unable to yell for help. I collapsed to the floor. He took me to the staff room and gave me a drink of water and let me sit for a while and I started to feel better. I realised I had been having a panic attack and it could have been a lot worse. I resolved to make sure I ate properly in future and took proper breaks.,17.79,8.74,5.19,1.41,-3.66,4.23,-1.89,0.32,1.48,-0.98,2.35,-4.42,-1.73,4.71,1.23,-2.06,-1.2,0.21,-0.98,-3.07,3.52,-0.69,2.19,2.16,0.79,-0.1,-4.34,2.67,1.22,1.64,-0.78,0.84,-0.74,0.67,-2.93,-2.14,0.65,0.73,-0.78,10.25,0.3,-4.41,-0.14,3.43,0.39,0.04,-1.06,0.46,1.13,1.18,-1.87,-1.64,2.93,-0.24,3.96,-0.07
60479c2017ec4a044c2ed68f,46.98,0.07,"I was working as usual at the warehouse floor when I started to feel weird. I started feeling a tightness in my chest and sweat dripping down my brow. Someone had caught on to my state of distress, the manager, and had called out to me. I tried responding but my voice was stuck in my throat and the room started spinning. The manager made his way to me and I started falling, my legs giving out but the manager made it to catch me in time. He took me to the staff room, asked questions about what was wrong and handed me a glass of water. I started feeling better after a while and reminded myself that I had to check in with myself and make sure that I ate and slept well so that I wouldn't have another episode.",11.35,3.08,9.04,-2.44,-2.3,2.68,-1.44,1.29,0.26,-1.34,-0.7,-2.93,-0.33,5.46,0.75,-1.74,-0.86,0.46,-0.65,0.2,4.35,-1.16,-0.86,-0.23,0.34,-0.4,-0.74,4.93,0.15,1.56,1.21,0.25,-1.9,-0.08,-0.31,-3.67,0.76,1.66,2.13,10.53,0.52,3.04,0.38,1.38,0.36,-0.13,-1.58,0.56,-5.69,0.07,-0.17,-1.42,-0.64,5.58,3.41,2.95
5b6965eb28da1b0001b4385e,47.52,0.05,"I was working as normal, in my warehouse, packing deliveries and going about my job as normal. As my shift went on, I started to feel a tightness in my chest. The tightness was getting more severe, I tried my best to take deep breaths but it was not helping. As time went on, I started to see black dots, and was losing my vision. I then heard someone shouting from across the warehouse, and it turned out to be a colleague who had seen that I was not well. My colleague notified my manager, and my manager came over just in time to catch me as my legs were going out. I then was taken into the communal area, and I then realised what I suffered was a panic attack. It was not a fun experience, and was a powerful reminder to keep checking in on myself and allowing myself to reset, rest, and eat regularly. The experience was not nice, but it could have been much worse.",11.41,4.59,5.2,0.84,-1.89,4.21,-2.15,0.54,-0.27,-0.23,-0.78,-2.24,-0.7,6.03,1.26,-1.49,-0.49,1.21,-0.74,5.83,-1.07,-1.74,1.89,0.96,0.76,-0.37,6.05,-1.93,0.92,0.51,2.01,-0.67,-5.84,0.4,-3.2,-2.47,-0.55,1.72,3.26,4.78,-0.01,-1.06,0.46,-0.89,0.74,-0.54,-1.05,-0.07,-1.02,0.68,0.59,3.38,2.94,4.22,3.47,0.12
63d160338b3be8952ee0d11e,48.72,0.06,Someone was working their usual job in a warehouse one day. They were checking stock. Then they started to feel lightheaded. They thought they were just hungry. But then they started to get chest pains. As they pressed their chest they started to feel sweaty. And see dark spots. They started to lean against the wall. And realised something was wrong. They heard a voice. Which was their manager asking if they were ok. But they could not use their own voice to reply. And ask for help. The manager came over in time. And managed to catch them so they didn't collapse on the floor. The manager took them to the medical room. Sat them down. And gave them water. The manager asked the person questions. And explained to them that they had had a panic attack. The person learned that they needed to rest. And eat well in order to avoid panic attacks in the future.,10.01,6.88,5.72,0.69,-2.41,4.68,-0.98,-0.5,2.22,1.03,-0.99,-1.72,-1.37,4.57,1.42,-0.78,1.53,0.11,-0.12,1.66,6.15,-0.09,1.84,0.69,1.46,0.28,1.87,2.79,-0.91,1.16,-1.8,1.47,-0.43,1.04,-3.16,-2.31,-0.7,2.75,1.85,3.6,0.33,-1.35,0.25,1.72,0.18,-0.83,-1.13,-0.66,-1.26,-0.68,0.08,-0.95,-0.24,-0.35,3.17,1.24
5de672702cf2045ed734e846,48.83,0.1,"I was working late on the warehouse floor. I started to feel pressure in my chest so I leaned against a wall. I saw spots and couldn’t take a deep breath. I heard my manager call out to me and he started walking over. Everything started to go dark and I started to faint. My manager managed to catch me and helped me get to the break room. After he asked me some questions, he got me a cold glass of water. Turns out I had a panic attack. Now I know to pay more attention to my body and take care of myself.",9.87,2.27,9.45,-2.59,-2.17,2.99,2.1,0.8,-0.36,-1.56,-1.48,-2.31,-1.07,4.37,2.22,-0.31,5.25,1.05,-0.88,6.9,-1.48,-1.83,1.68,0.59,0.38,-0.98,1.15,2.19,-0.83,1.91,-1.24,-0.08,-4.18,0.25,0.54,1.48,0.99,1.86,0.26,3.49,0.05,0.19,0.69,5.98,-0.46,0.06,-0.34,0.12,0.38,0.73,1.29,-0.48,-0.53,1.33,0.32,-1.19
