,summary,total,len,rate,keypoints_id
47,I was at work one day.|I was doing my usual job.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|I started feeling strange and lightheaded.|I thought it was because I was hungry.|I felt a tightness in my chest.|I stopped and leaned against a wall.|The pressure got stronger in my chest.|I felt my heart pounding.|I saw spots and started sweating.|I tried taking deep breaths.|I couldn't catch my breath.|I was scared and unsure what to do.|I heard a voice from the manager.|The manager noticed me and called out.|I tried to respond but couldn't.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked about the incident.|He gave me cold water to drink.|I realized I had a panic attack.,166.42,804,0.21,25_3
36,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I felt a bit lightheaded while working.|I thought it was because I hadn't eaten yet.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest got stronger.|I felt my heart pounding hard.|I started to see spots and sweat a lot.|I tried to take deep breaths but struggled.|I felt really scared and uncertain.|I heard my manager call out to me.|I attempted to yell but couldn’t.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He gave me a glass of cold water.|He asked me what was wrong.|The pressure eased and I felt better.|I learned to properly rest and eat.,163.25,805,0.2,22_1
38,I was at work doing my usual job.|I was stocking boxes on the warehouse floor.|I had been working for a few hours.|I was feeling a bit lightheaded.|I thought it was because I hadn't eaten.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest got stronger.|I could feel my heart pounding.|I started seeing spots and sweating.|I could not catch my breath.|I was really scared and uncertain.|I heard the manager calling out to me.|I couldn't find my voice to respond.|The manager said he was coming to help.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me cold water and told me to rest.|The pressure gradually eased up.|I had a panic attack but learned to take care of myself.,151.21,810,0.19,22_3
70,I was at work one day.|I was working in the warehouse.|I was stocking boxes.|I was organizing merchandise.|I worked for a few hours.|It was getting late.|I felt a bit strange.|I was lightheaded.|I thought it was from hunger.|I had not eaten that day.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat on my forehead.|I felt sweat on my arms.|I tried deep breaths.|I couldn't catch my breath.|I was scared.|I heard a voice.|The manager called out to me.|I couldn't find my voice.|The manager walked towards me.|My world went dark.|I dropped to the ground.|The manager caught me.|He took me to the staff room.|He sat me in a chair.|He asked me questions.|He got me cold water.|I started to feel better.|I had a panic attack.,172.13,817,0.21,33_2
26,"I was at work stocking boxes and organizing merchandise.|I had been working for a few hours and started feeling lightheaded.|I thought the dizziness was due to hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall hoping it would pass.|The pressure in my chest grew stronger.|I felt my heart pounding intensely.|I started seeing spots and sweating.|I tried taking deep breaths but struggled.|I was scared and didn't know what to do.|The manager across the warehouse saw me.|I tried to yell but couldn't find my voice.|The manager walked towards me as I felt faint.|I started to drop but the manager caught me.|He took me to the staff room and sat me down.|He asked questions and gave me cold water to drink.|After resting, the chest pressure eased up.|I realized it was a panic attack and learned to care for myself better.",140.42,846,0.17,18_3
53,I was at work one day.|I was doing my usual job.|I had been working for a few hours.|It was getting late.|I had been feeling a bit strange.|I was feeling lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I started feeling tightness in my chest.|I stopped what I was doing.|I leaned against a nearby wall.|The pressure in my chest got stronger.|I could feel my heart pounding.|I started seeing spots.|I felt sweat on my forehead.|I couldn't catch my breath.|I was scared and didn't know what to do.|I heard the manager's voice.|I tried to yell back but couldn't.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|The manager got me a glass of water.|I was having a panic attack.|The manager's quick action helped me.|I learned to properly rest and eat.,142.03,846,0.17,27_3
61,I was at work one day.|I was doing my usual job.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I had not eaten yet that day.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I tried taking deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|I couldn't find my voice.|The manager walked towards me.|My world went dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked what was wrong.|He got me a glass of water.|The pressure slowly eased up.|The manager's quick action helped me.,174.87,852,0.21,30_2
60,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange.|I felt lightheaded.|I thought it was due to hunger.|I hadn't eaten yet that day.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|I felt my heart pound.|I saw spots in my vision.|I felt sweat on my forehead.|I couldn't catch my breath.|I was really scared.|I heard the manager's voice.|Someone noticed me struggling.|I tried to yell but couldn't.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He gave me a glass of water.|I learned to check in with myself.|I need to properly rest and eat.,174.73,854,0.2,30_1
16,"I was at work doing my usual job in the warehouse.|I had been working for a few hours and felt strange and lightheaded.|I chalked up the lightheadedness to hunger and skipped meals.|I felt a strange tightness and pressure in my chest.|I stopped and leaned against a wall as the pressure grew stronger.|I felt my heart pounding in my chest intensely.|I started seeing spots and noticeable sweat dripped off me.|I tried to breathe deeply but could not catch my breath.|I got scared and didn't know how to respond.|I heard the manager's voice calling out to check on me.|I tried to respond but couldn't find my voice.|The manager walked towards me as my world went dark.|I started to fall, but the manager caught me on time.|He took me to the staff room, gave me water, and let me rest.|I learned it was a panic attack and realized the importance of self-care.",130.58,857,0.15,15_2
74,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt a bit lightheaded.|I thought I was just hungry.|I had not eaten that day.|I felt a tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots.|I felt sweat on my forehead.|I felt sweat on my arms.|I tried deep breaths.|I couldn't catch my breath.|I felt scared.|I didn't know what to do.|I heard the manager's voice.|Someone noticed me.|The manager walked towards me.|My world went dark.|The manager caught me.|He took me to the staff room.|He asked me questions.|He gave me cold water.|He told me to rest.|The pressure eased up.|I was having a panic attack.|I learned to check in with myself.,210.38,872,0.24,34_3
57,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I had been feeling lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|I tried to yell back.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked what was wrong.|He gave me a glass of cold water.|I learned to check in with myself.,191.35,873,0.22,29_1
44,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange and lightheaded.|I thought I was hungry from not eating.|I felt a tightness and pressure in my chest.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding in my chest.|I started seeing spots and sweating.|I tried to take deep breaths but struggled.|I was scared and didn't know what to do.|I heard a voice across the warehouse.|The manager noticed me and called out.|I tried to yell back but couldn't speak.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room and sat me down.|He asked me questions and got me water.|The manager told me to rest a bit.|The pressure in my chest eased up.,203.23,884,0.23,24_3
68,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange.|I was feeling lightheaded.|I thought it was hunger.|I hadn't eaten yet that day.|I felt tightness in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|My heart was pounding.|I started seeing spots.|Sweat was dripping down my forehead and arms.|I tried deep breaths.|I couldn't catch my breath.|I was scared and confused.|The manager called out to me.|Someone noticed me.|I couldn't yell back.|The manager walked towards me.|My world was going dark.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He sat me down in a chair.|He asked what was wrong.|He got me cold water.|He told me to rest.|I learned to check in with myself.,212.23,909,0.23,32_3
63,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange and lightheaded.|I thought it was because I was hungry.|I had not eaten that day.|I felt a tightness in my chest.|I leaned against a wall.|The tightness got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I couldn't catch my breath.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|I couldn't find my voice.|The manager walked towards me.|My world started going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked questions about what was wrong.|He got me a glass of cold water.|I rested for a bit.|The pressure eased up.|I learned to check in with myself.,188.24,915,0.21,31_1
69,I was at work.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit lightheaded.|I thought I was hungry.|I was walking around the warehouse.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice from across the warehouse.|The manager saw me and called out.|I tried to yell back.|I couldn't find my voice.|The manager walked towards me.|My world started going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked what was wrong.|He got me a glass of cold water.|He told me to rest for a bit.|The pressure in my chest eased.|I had a panic attack.,208.16,932,0.22,33_1
72,I was at work.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|I could feel my heart pounding.|I saw spots.|I felt sweat dripping down.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard the manager's voice.|The manager had seen me.|I tried to yell back.|I couldn't find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me.|The manager took me to the staff room.|The manager sat me down in a chair.|The manager asked me questions.|The manager got me water.|The pressure eased up.|I realized I had a panic attack.,172.67,939,0.18,34_1
55,I was working in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I started feeling lightheaded.|I attributed the feeling to hunger.|I felt a tightness in my chest.|I leaned against a wall.|The pressure in my chest increased.|I could feel my heart pounding.|I saw spots in my vision.|I felt sweat on my forehead and arms.|I struggled to catch my breath.|I became scared and unsure of what to do.|I heard a voice across the warehouse.|The manager noticed me and called out.|I tried to respond but couldn't speak.|The manager approached me.|I felt my world going dark.|I started to collapse.|The manager caught me before I fell.|He took me to the staff room.|He sat me down in a chair.|He asked about what happened.|He gave me a glass of cold water.|He told me to rest.|The pressure eased up after a few minutes.|I realized I had a panic attack.|The manager's quick action helped me recover.,186.19,940,0.2,28_2
62,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange and lightheaded.|I thought I was just hungry.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|My heart pounded in my chest.|I started seeing spots.|Sweat dripped down my forehead and arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I suddenly heard a voice.|The manager was calling out to me.|I tried to respond but couldn't.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked me questions.|He gave me a glass of water.|He told me to rest.|The pressure slowly eased up.|I had a panic attack.|It taught me to take better care of myself.,192.45,942,0.2,30_3
48,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I was feeling a bit strange and lightheaded.|I thought my feeling was due to hunger.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest grew stronger.|I felt my heart pounding hard.|I started seeing spots and sweating.|I couldn't catch my breath despite deep breaths.|I was really scared and worried.|I heard a voice from across the warehouse.|The manager noticed and called out to me.|I couldn't find my voice to respond.|The manager walked toward me.|I felt my world going dark.|I began to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked what was wrong.|He got me a glass of cold water.|The pressure in my chest eased up.|I learned to better care for myself.,187.4,942,0.2,26_1
50,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late while I worked.|I felt a bit strange and lightheaded.|I thought the feeling was due to hunger.|I started feeling tightness in my chest.|I leaned against a wall for support.|The pressure in my chest got stronger.|I felt my heart pounding hard.|I started seeing spots in my vision.|Sweat dripped down my forehead and arms.|I tried to breathe deeply but struggled.|I was really scared about my condition.|I heard the manager calling to me.|Someone had noticed my distress.|I couldn't find my voice to respond.|My world began going dark around me.|I started to drop to the ground.|The manager caught me as I fell.|He took me to the staff room.|He asked me what was wrong.|He got me a glass of cold water.|I rested and started feeling better.|I had been having a panic attack.|I learned to check in with myself.,165.7,943,0.18,26_3
67,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange.|I felt lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I started feeling tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down my face.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I didn't know what to do.|I heard a voice from across the warehouse.|It was the manager.|Someone noticed me.|I tried to yell but couldn't.|The manager walked towards me.|My world went dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked me questions about what happened.|I escaped with the manager's help.,214.74,946,0.23,32_2
64,"I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I had been feeling strange and lightheaded.|I thought it was due to hunger.|I had not eaten yet that day.|I felt tightness and pressure in my chest.|I stopped what I was doing.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down my forehead.|I could not catch my breath.|I was really scared.|I heard a voice calling out.|It was the manager.|The manager asked if I was alright.|I tried to respond, but I couldn't.|The manager walked towards me.|My world started going dark.|I started to drop to the ground.|The manager caught me.|The manager took me to the staff room.|He sat me down in a chair.|He asked what happened.|He got me a glass of cold water.|It turned out to be a panic attack.",184.17,964,0.19,31_2
80,"I was at work one day.|I was doing my usual job.|I worked on the warehouse floor.|I stocked boxes and organized merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought I was just hungry.|I walked around the warehouse.|I returned items to proper places.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I tried to take deep breaths.|I couldn't catch my breath.|I felt really scared.|I didn't know what to do.|I heard a voice across the warehouse.|The manager saw me.|I tried to yell, but couldn't.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He sat me in a chair.|He asked me questions.|He got me cold water.|The pressure slowly eased up.|I started feeling better.",217.41,969,0.22,36_3
51,I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit lightheaded.|I thought it was due to hunger.|I was returning items to their proper places.|I started feeling a tightness in my chest.|I leaned against a nearby wall.|The pressure in my chest got stronger.|My heart was pounding.|I started seeing spots.|Sweat was dripping down my forehead.|I attempted to take deep breaths.|I was scared and unsure what to do.|I heard the manager's voice calling out to me.|The manager was checking if I was alright.|I tried to yell but couldn't find my voice.|The manager walked towards me.|My world was going dark.|I started to drop to the ground.|The manager caught me just in time.|He took me to the staff room.|He asked me questions about what happened.|He gave me a glass of cold water.|The pressure eased up after resting.|I learned to check in with myself and eat properly.,197.01,970,0.2,27_1
73,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I worked for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought it was hunger.|I had not eaten yet that day.|I felt a tightness in my chest.|I had pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|My heart pounded in my chest.|I started seeing spots.|Sweat dripped down my forehead.|Sweat dripped down my arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I didn't know what to do.|I heard a voice across the warehouse.|The manager called out to me.|Someone had noticed me.|The manager checked if I was alright.|I couldn't find my voice.|The manager walked towards me.|My world went dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me a glass of cold water.|The manager's action helped me.,223.17,976,0.23,34_2
40,"I was at work doing my usual job.|I was working in the warehouse, stocking boxes.|I was organizing merchandise for a few hours.|I started feeling lightheaded and strange.|I thought I was just hungry from not eating.|I felt a strange pressure in my chest.|I leaned against a wall to rest.|My heart was pounding in my chest.|I saw spots and felt sweat on my forehead.|I couldn't catch my breath despite deep breaths.|I felt scared and unsure of what to do.|I heard the manager's voice across the warehouse.|Someone noticed me and wanted to help.|I tried yelling but couldn't find my voice.|The manager saw my struggle and came to help.|I started to drop, but the manager caught me.|He took me to the staff room to rest.|He asked questions to understand what happened.|He got me a glass of cold water.|The pressure in my chest slowly eased up.|I realized I had a panic attack.|The manager's quick action helped me escape the situation.|I learned to check in with myself and rest properly.",169.32,985,0.17,23_2
76,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought it was due to hunger.|I hadn't eaten that day.|I felt tightness in my chest.|I felt pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat on my forehead.|I felt sweat on my arms.|I tried taking deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|Someone had noticed me.|I couldn’t find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked me what was wrong.|He got me a glass of water.|The pressure eased up and I felt better.,226.29,994,0.23,35_2
78,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange.|I was feeling lightheaded.|I chalked it up to hunger.|I had not eaten that day.|I felt tightness in my chest.|I started feeling pressure in my chest.|I stopped what I was doing.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat on my forehead.|I felt sweat on my arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I didn't know what to do.|I heard a voice across the warehouse.|The manager saw me.|Someone checked if I was alright.|I couldn't find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me a glass of cold water.|I had a panic attack.,221.75,996,0.22,36_1
71,I was at work doing my usual job.|I worked on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange.|I felt lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat on my forehead and arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I didn't know what to do.|I heard a voice from across the warehouse.|The manager had seen me.|He called out to check if I was alright.|I tried to yell but couldn't.|The manager walked towards me.|My world went dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked me questions.|He got me a glass of water.|He told me to rest.|The pressure eased up after a few minutes.|I learned to check in with myself.,228.84,1011,0.23,33_3
46,I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I was feeling a bit strange and lightheaded.|I chalked it up to hunger from not eating.|I felt a strange tightness and pressure in my chest.|I stopped and leaned against a nearby wall.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down my forehead and arms.|I tried to take deep breaths but couldn't catch my breath.|I was really scared and didn't know what to do.|I heard a voice from across the warehouse.|The manager saw me and called out to me.|I tried to yell back but couldn't find my voice.|The manager started walking towards me.|My world started going dark.|I began to drop to the ground.|The manager caught me just in time.|He took me to the staff room and sat me down.|He asked me questions and got me cold water.|The pressure in my chest slowly eased up.|I learned to check in and rest to avoid panic attacks.,226.45,1030,0.22,25_2
58,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange and lightheaded.|I thought it was due to hunger.|I had not eaten that day.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure in my chest grew stronger.|My heart was pounding in my chest.|I started seeing spots.|I felt sweat dripping down my forehead.|I couldn't catch my breath.|I was really scared.|I heard the manager's voice from across the warehouse.|Someone noticed me and checked if I was alright.|I tried to yell but couldn't find my voice.|The manager walked toward me.|My world started to go dark.|I started to drop to the ground.|The manager caught me before my legs gave out.|He took me to the staff room.|He sat me down in a chair.|He asked me questions about what happened.|He got me cold water and told me to rest.|The pressure in my chest eased up.|I realized I'd had a panic attack.,220.76,1042,0.21,29_2
45,I was at work doing my usual job.|I was working on the warehouse floor.|I had been stocking boxes and organizing merchandise.|I worked for a few hours and it was getting late.|I felt a bit strange and lightheaded.|I thought the feeling was because of hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall but the pressure increased.|I felt my heart pounding in my chest.|I started seeing spots and sweating.|I couldn't catch my breath despite deep breaths.|I felt really scared and confused.|I heard my manager's voice from across the warehouse.|I tried to respond but couldn't find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me before my legs gave out.|He took me to the staff room and sat me down.|He asked questions about what was wrong.|He gave me a glass of cold water.|The pressure in my chest eased up after a while.|I learned I had a panic attack.|The manager's quick actions helped me recover.|The experience taught me to rest and eat properly.,188.55,1054,0.18,25_1
75,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt a bit lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I felt a strange tightness in my chest.|I stopped working and leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat on my forehead.|I felt sweat on my arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was scared and didn't know what to do.|I heard a voice across the warehouse.|It was the manager who called out to me.|Someone noticed me and checked on me.|I tried to yell something was wrong.|I couldn't find my voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked me questions.|He got me a glass of water.|The pressure slowly eased up.|I started to feel better.,246.48,1079,0.23,35_1
77,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|It was getting late.|I had been feeling a bit strange.|I felt a bit lightheaded.|I thought it was due to hunger.|I hadn't eaten yet that day.|I felt a tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|My heart was pounding in my chest.|I started seeing spots.|I felt sweat dripping down.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice from across the warehouse.|It was the manager speaking.|The manager asked if I was alright.|I tried to respond but couldn't.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He sat me down in a chair.|He asked what was wrong.|He got me a glass of cold water.|The pressure in my chest eased up.|I started to feel better.|I had been having a panic attack.|The manager's quick action helped me.|I learned to check in with myself.,199.82,1095,0.18,35_3
79,I was at work doing my usual job.|I was stocking boxes on the warehouse floor.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I had been feeling a bit strange.|I felt lightheaded but thought it was hunger.|I hadn't eaten yet that day.|I felt a strange tightness in my chest.|I stopped and leaned against a nearby wall.|The pressure in my chest got stronger.|I felt my heart pounding in my chest.|I started seeing spots.|I felt sweat dripping down my forehead.|Sweat was dripping down my arms.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I didn't know what to do.|I heard a voice from across the warehouse.|The manager had seen me.|Someone noticed me and checked on me.|I tried to yell back but had no voice.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager caught me just in time.|He took me to the staff room.|He sat me down in a chair.|He asked me about what was wrong.|He got me a glass of cold water.|He told me to rest for a bit.|The pressure in my chest eased up.|I started to feel better.|It was a panic attack.,255.21,1148,0.22,36_2
66,I was at work stocking boxes and organizing merchandise.|I had been working for a few hours and it was getting late.|I felt a bit strange and lightheaded.|I thought I was just hungry because I hadn't eaten.|I felt tightness and pressure in my chest.|I stopped working and leaned against a wall.|The pressure in my chest got stronger.|I felt my heart pounding in my chest.|I started seeing spots.|I felt sweat dripping down my forehead and arms.|I tried to take deep breaths.|I couldn't catch my breath and got scared.|I heard the manager's voice across the warehouse.|The manager noticed me and called out.|I tried to yell back but couldn't speak.|The manager walked towards me.|I felt my world going dark.|I started to drop to the ground.|The manager reached me just in time.|The manager caught me before my legs gave out.|He took me to the staff room and sat me down.|He asked what was wrong and what happened.|He got me a glass of cold water.|He told me to rest for a bit.|The pressure in my chest eased up after a few minutes.|I started to feel better.|I realized I had a panic attack.|I was grateful for the manager's quick action.|The situation could have been much worse.|It taught me to check in with myself.|I learned to rest and eat properly.|I want to avoid further episodes.,235.65,1286,0.18,32_1
