recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
21,43.339999999999996,"They were on their way to a church baseball game at diamond. A car was blocking the road. People had to go around the car. When they finally got to go around the car, the car that was blocking the road started following them. They were riding the car's butt. [They were] swerving all over the road. The driver thought that maybe the other driver was drunk. [The driver thought that] something bad was happening like him having a heart attack. The driver decided that at the stop sign he was going to get out. [The driver decided] to see what the other driver's problem was. When he got to the stop sign, he noticed a police officer. [He] waved him over. He told the cop that the car behind him was either drunk. [He told the cop that] something was wrong with him. The other driver then started to back away. [The other driver] tried to get away from the cops.",23.38,6.74,5.0,2.34,1.21,-1.4,-1.05,-0.27,1.46,-1.42,-1.03,0.7,4.06,-2.35,0.18,-0.08,0.37,0.12,-2.78,-3.67,0.04,1.19,-0.59,0.16,1.91,-0.68,-6.94,2.04,0.09,-0.8,0.22,1.4,-3.5,0.62,2.49,0.39,-0.49,2.05,0.51,-0.45,-0.7,1.61,-1.28,0.82,0.37,0.12,8.08,-0.24,-0.43,2.25,2.21,0.23,0.88,1.82,0.18,-1.12,-0.13,-1.57,3.5,0.22,-2.34,0.43,-0.76,0.91,0.01,-0.02,0.92,-1.45,0.51,-0.68,0.34,0.51,-0.55,2.24,-1.31,-1.66,-0.36,-1.38,-0.74,1.04,-0.31
33,43.93,"Someone was on their way to a softball game at high school, something to do with a twenty-fourth. They were waiting for a space, but there was bad traffic, and someone cut them up. They drove on, and the person that cut them up started following them, driving dangerously, and tailing them. They thought this person was either drunk or sick, so decided at the next traffic light they would stop, and get out, and check. When they hit the next light, there was a police car there, so they called the police over, and explained what was happening. The car that was tailing them saw the police, and reversed to go the other way, driving overly slowly, and overly cautiously now they knew they were being watched. The story teller never found out whether they were stopped by the police or not.",15.41,4.27,3.71,9.07,2.49,3.25,-0.27,-1.41,-1.51,-2.11,-0.44,-1.67,1.88,0.66,1.1,0.4,0.66,-0.2,-0.55,-0.03,-0.87,-0.44,-0.85,-0.3,1.37,-2.35,-11.92,2.58,-0.1,0.7,-0.05,1.63,-0.55,1.63,2.12,0.18,-0.78,1.44,0.55,1.35,-1.08,1.69,-2.22,1.41,-0.69,0.45,0.41,-0.69,-0.36,6.78,0.51,-0.04,0.34,0.87,-0.96,-1.18,-0.68,-1.73,5.19,0.02,-1.03,1.34,-1.74,-1.84,-1.54,-1.21,0.97,-1.59,1.74,2.4,0.88,1.03,-0.05,-0.44,-1.89,-3.26,0.62,-1.23,5.74,0.66,6.28
86,46.21,"Somebody was driving to a church league softball game where they had to turn onto the 24 They went to pull out but another car did at the same time He beat them to the spot in traffic and the other car was blocking the road He then carries on driving and the car follows him, very close Then he decides to stop and see what his deal was in case he was drunk or sick He beckons a sheriff over at the stop sign and the car reverse down the road before going forward when the sheriff caught them We don't know if they got pulled over.",23.71,-4.9,4.38,10.98,3.64,1.35,-0.32,-0.33,2.81,0.21,-3.6,1.1,1.91,2.47,0.74,0.05,-0.24,0.86,-0.66,-1.42,-0.55,-0.82,0.16,0.08,2.07,-4.77,-11.1,2.55,0.33,0.34,-0.14,1.38,-1.54,0.89,1.31,-0.45,0.51,-3.11,-0.06,0.54,-0.85,0.95,-1.66,0.84,-0.28,0.58,5.01,-0.49,-0.94,6.07,0.5,0.06,0.46,1.66,-0.26,-0.44,-0.43,0.39,4.01,1.6,-1.18,-0.47,-1.53,-2.78,-0.73,-0.65,1.02,-1.2,-0.68,-0.07,0.73,1.69,-1.36,-1.05,-1.43,0.07,3.33,-0.03,-0.58,0.78,5.19
79,51.9,"Driving in the car up to play softball up twenty four, sat waiting at a junction, this man in another car isn’t moving, then he basically blocks all of the intersection with his car, so I managed to get in front of him. Driving up twenty four, I can see him in the mirror swerving from side to side not being able to stay in the right lane. I keep looking back thinking that drunk drivers are the number one killers. Then I start to question if he’s drunk or poorly? Maybe sick? While driving and keeping an eye on the guy in the back, how am I going to stop him. When I get to the next Stop sign I’m going to get out and see if he’s okay. When I reach the stop sign I see a police car I ask them over and tell them about he guy behind and don’t know if he’s drunk driver or sick, the cop walks to his car and he puts it in reverse back down the hill. the cops are after him I’m not sure if they caught him, I carried on my journey",7.99,-1.95,3.25,18.8,0.23,-0.62,-2.26,-1.53,2.88,-1.07,-1.33,1.08,3.13,-5.05,-0.69,-0.26,0.88,-0.62,-1.17,0.21,-2.62,3.17,-0.85,0.22,0.52,-2.36,-8.89,1.9,1.62,0.46,-0.62,-2.58,-2.37,-1.95,2.25,2.25,-1.83,4.67,3.05,0.69,-0.81,15.61,-1.94,1.23,0.4,0.64,9.16,-0.93,0.56,8.13,0.7,-0.35,0.5,1.41,-0.31,-1.05,-0.53,-1.49,5.4,1.17,-3.0,1.0,-1.24,-0.54,-0.8,0.6,1.19,-0.07,-2.52,-1.46,0.2,3.59,-1.96,1.14,0.46,-0.97,-1.85,-0.4,-1.61,0.44,3.57
81,52.39,They were going to a softball game and they were going onto a highway and the guy started driving erratically in front of them. He came to a stop at one point and blocked the highway (I think it was 24) and meant that they couldn’t get around him. He continued driving erratically and he was worried about the car crashing into him and causing an accident. He was initially convinced that he was drunk but then wondered if he was ill and felt guilty. He flagged down a nearby sheriff’s car and explained the situation. They started following him and he initially stopped a way away. He then went into reverse and they had to do a U turn before he continued driving slowly and carefully.,14.35,-1.46,2.92,15.17,-1.5,-0.07,-1.13,-1.27,-0.75,0.78,0.77,1.15,3.24,-3.97,1.17,1.16,0.93,-0.0,-3.08,-3.47,-0.75,7.52,2.51,-0.35,0.9,-3.86,-7.43,1.84,0.24,0.78,-0.22,-1.32,-3.25,0.81,1.8,0.44,-0.33,2.92,1.48,0.35,-0.41,3.23,-1.64,0.26,2.08,-0.33,-4.58,-0.03,0.85,8.99,0.47,-0.08,-1.53,2.8,0.24,-0.37,-0.9,-1.13,8.73,-1.8,0.95,0.5,-0.61,-2.28,-1.07,-1.14,1.44,0.32,-1.53,6.2,0.57,0.31,0.18,-1.87,-4.0,-1.92,2.11,0.74,9.92,-0.34,0.04
27,54.7,"I was heading to the church softball field To be honest, all I can remember is that they were driving to the game A guy pulled out and blocked traffic on 24 highway and they went around He started following them and got right up on his bumper but he was weaving in and out of the lane The first driver thought he should stop at the next stop sign and find out what the other driver's problem was He thought he was either drunk or sick Once he stopped, he noticed a sheriff in his car and signaled him over He told the officer what was going on and the officer started towards the other car The driver of that car threw it in reverse and started backing down the road with the officer following him He then slammed on his brakes and changed gears and moved forward The officer did a U-turn and continued to follow the driver By the way, there was a girl named Lisa in the car with the original driver",22.82,-2.32,3.09,8.79,0.47,-2.75,-0.81,-1.7,2.17,0.12,-2.26,0.13,4.88,-4.8,1.44,-0.36,0.27,1.5,-2.36,-3.33,-1.31,0.79,0.66,0.33,1.05,-3.09,-9.17,3.12,0.24,1.45,0.26,1.19,5.95,-0.35,1.37,0.21,-0.57,4.35,1.49,-0.33,-1.36,1.15,-2.6,0.96,-0.13,0.14,8.75,-0.28,-0.82,6.58,0.64,0.07,0.5,2.3,-0.39,-0.79,-0.83,0.52,7.79,-0.91,-3.03,0.33,-1.0,-2.3,-0.33,-0.5,1.54,1.38,-2.32,-0.96,0.46,3.95,-0.14,-2.79,0.08,-1.17,3.65,5.1,-2.01,0.85,-0.01
50,55.41,"While driving to a church league softball game, the narrator encountered a driver who appeared to be intoxicated. After observing the driver blocking traffic and weaving dangerously close behind them, they decided to alert law enforcement. Upon reaching a stop sign, they saw a sheriff's car and informed the deputy about the erratic driver. As the police approached, the suspect noticed and began to back away from the intersection, leading to a slow chase as the officers followed him. The situation highlighted concerns about drunk driving and the narrator's internal conflict about intervening for safety reasons.",21.33,-2.52,3.91,3.22,-0.04,1.03,-0.38,-0.9,1.97,0.39,1.79,0.23,4.14,-3.21,0.29,0.57,1.02,0.24,-2.92,-1.89,-1.32,1.13,0.06,-0.11,1.17,-2.69,-10.04,2.16,-0.05,0.81,0.23,0.59,-3.85,0.04,2.32,0.45,-0.63,3.4,1.1,1.08,-0.57,6.82,-0.0,2.43,-0.0,1.64,-0.36,-1.7,2.44,0.74,0.39,-0.12,-1.64,0.88,1.01,1.51,-1.72,-1.01,9.16,-1.74,-1.63,0.63,-0.37,0.19,0.37,-0.71,0.78,1.27,0.46,3.14,0.36,-0.32,0.17,-0.16,1.07,-0.4,0.73,1.5,3.26,2.39,0.4
4,55.46,About a month ago a man was going to play softball near a church and was travelling with his wife in their car when they turned on highway 24 a man in a car behind them was also trying to turn at the same time and was following them and weaving about in the road behind them. He thought the man was drunk or ill and was going to go back to the car behind him when they stopped at the next junction. He saw a police car and waved the officers over and told them about the man and they went down the road to investigate. The driver turned his car around and the police followed him. The man did not know if the man was caught by the police or not.,26.21,-2.99,4.03,11.33,-0.8,1.29,0.14,-0.42,-2.65,0.5,0.45,-3.44,1.7,1.28,0.19,1.13,1.48,0.49,-2.52,-1.67,-1.26,-1.16,1.22,-0.43,2.89,-4.71,-10.66,2.07,-0.57,1.39,-0.14,0.51,-2.48,-1.05,2.26,0.59,-0.42,4.95,0.75,0.33,-1.08,1.94,-0.92,0.81,-0.07,1.17,10.08,-0.91,0.38,3.74,0.74,-0.27,-0.66,2.27,-0.98,-0.28,-0.89,-0.51,6.99,-1.64,0.2,1.65,-0.7,-2.88,-0.82,0.08,1.06,1.42,-3.36,1.46,-0.16,0.96,0.14,1.05,-0.34,-0.46,0.24,1.71,-0.3,0.87,3.92
72,55.76,"about a month ago we were going to see a church softball game, the games were near twenty-four, as we were on the way there was a guy who was in his middle fifties, he was blocking the highway. on the way there was a driver who was driving really close to me, basically bumper to bumper, he appeared to be drunk so I told a police officer about him, that he was either unwell or drunk",31.46,-3.6,3.18,11.08,-0.31,0.11,-1.01,-0.9,3.17,-1.84,12.51,0.07,3.9,-3.17,-0.18,1.45,-0.08,-0.44,-1.66,-2.8,-0.29,2.26,2.59,0.16,0.04,-2.4,-6.98,-0.56,0.61,0.81,-0.19,-0.46,-3.27,1.18,6.97,0.3,-0.12,2.24,0.3,-0.25,-1.68,0.93,-0.83,0.11,-0.04,2.52,-1.93,-0.51,1.21,4.18,0.74,-0.2,-0.84,0.34,0.16,-0.42,-0.89,-0.88,2.61,-0.17,-1.39,0.84,-0.13,1.64,-1.44,0.07,0.78,-0.67,-2.39,0.97,0.54,-0.24,0.29,0.67,-1.93,-0.17,-0.22,-1.0,0.38,1.01,-0.14
30,57.370000000000005,"A guy is heading to a church softball game at Homestead School with his friend Lisa when he encounters a person driving poorly and sometimes following him on the 24. He is concerned this person may be drunk or possibly sick, maybe even a heart attack. When coming across a sheriff car he informs them. The sheriff attempts to follow as the suspect drives slowly and true. The man did not ever find out what the situation was.",19.76,12.21,3.45,13.15,-1.99,0.82,-0.84,-1.47,-1.31,-0.02,0.79,1.5,1.95,-1.11,0.31,0.79,1.05,0.86,-1.94,-1.29,0.51,-0.75,-0.9,-0.64,0.92,-4.09,-9.26,1.89,1.03,1.34,-0.49,0.02,6.53,0.26,0.55,0.08,0.18,0.64,0.93,1.04,-0.1,0.68,-1.23,0.54,-0.37,0.86,-2.52,-0.86,0.14,5.98,2.49,-0.6,-0.15,2.55,-0.3,0.46,-1.51,-2.62,10.41,0.03,-0.09,0.72,-0.63,-2.05,-1.35,-0.94,0.7,-0.18,-4.25,2.97,0.7,-2.7,0.33,1.0,-2.77,-0.74,0.88,-0.35,5.53,-0.98,1.23
75,58.52,"There was going to be a church softball game that a lady and her friend were going to, at the intersection a man started chasing them swirling all over the road and he couldn't keep the car straight. While all this is happening, our lady driver (I can't recall her name) starts to think to herself that this man must be drunk or sick, and she thinks about how drunk driving is the number one cause of deaths on the road. She also thinks to herself that if the man is having a heart attack then she will feel bad for calling him a drunk. Deciding to take action and find out what the man's problem is, she spotted the sheriff's car and decided to get them involved. The man had something to hide because he made a ridiculous attempt to get away from the police. We do not know if he was caught or not in the end.",23.58,-1.69,4.69,2.55,2.22,-1.46,-0.51,-1.56,1.26,-0.38,1.72,-0.11,0.51,-1.11,-0.1,0.84,1.73,-0.71,-1.66,-1.6,-1.33,0.14,-0.88,-0.28,1.54,-2.72,-7.95,1.78,0.53,1.78,-0.15,-0.09,-1.11,-0.46,2.25,0.47,-0.8,3.63,3.31,0.29,0.63,12.64,-2.48,-0.65,1.1,0.52,-1.52,-1.69,-0.68,12.07,3.18,-2.15,-1.76,4.0,2.57,-1.04,-0.17,-1.78,9.46,-1.12,0.42,-0.71,-0.39,-2.38,-0.32,0.94,0.33,-0.19,0.84,-2.58,0.29,1.4,-0.3,-0.1,0.0,-2.53,0.66,-0.74,-0.18,1.08,3.69
100,59.54,"People are driving to church softball game at Homestead High School. They are driving up twenty four. Some vehicle in front of them starts trying to turn to where they are going. It is blocking off the entire intersection. Eventually, they go past the vehicle. The vehicle then starts erratically following them. It is swerving all over the road. They decide to pull over. They see a sheriff's vehicle. They then call over. They talk to about the other vehicle. It is being driven erratically. They mention that the driver might be drunk. The cops then chase the vehicle. It backs up in reverse. It then starts driving forwards. It then switches back into reverse. The narrator doesn't know if they ever caught the driver.",17.51,14.81,4.62,16.04,0.65,-0.71,-0.27,-0.98,-1.05,-0.65,-2.94,1.47,7.28,1.1,1.25,0.31,0.67,0.0,-1.72,-3.26,0.34,2.24,-0.65,-0.08,2.42,-3.07,-8.98,1.6,1.57,1.1,-0.21,0.17,-2.36,1.61,1.69,0.53,-0.72,4.0,1.42,0.63,-1.58,1.25,-2.45,-0.48,-0.65,0.49,-5.42,-1.03,0.3,-0.44,-0.14,0.36,-0.55,-0.04,0.47,-0.34,-0.38,-1.75,9.35,0.04,-1.68,1.47,-0.64,-2.36,0.02,0.21,2.37,0.39,-2.9,0.57,0.71,1.34,0.55,-0.01,-0.77,-1.46,4.32,-0.34,-2.56,0.95,4.97
7,60.59,"A driver and their passenger named Lisa are driving to a baseball game on Egg Ranch Hill. On the way, another driver attempts to cut them off on the 24 highway. The other driver proceeds to drive erratically behind them. At first, the driver assumes he is drunk. It's his responsibility to report it. The driver then considers he may be sick. Possibly having a heart attack. The driver fears he will regret not doing anything if the man is sick. He hears about it after-the-fact. He decides to stop and confront him. When only a few miles from the baseball diamond, the driver spots a sheriff. He stops to speak with him. He addresses his issues with the other driver. As the other driver nears, he spies the sheriff. He turns his car, driving away. The sheriff proceeds after him. The other driver now driving cautiously. The driver does not know what happened after that.",9.26,3.78,4.64,12.05,10.99,-0.54,-0.64,-1.51,-1.14,-0.67,-2.2,-2.15,2.66,-0.44,-0.85,0.09,0.72,0.56,-0.94,-0.21,-1.1,-0.37,0.84,-0.07,0.18,-0.85,-11.49,2.06,1.75,0.67,-0.23,0.71,5.65,0.18,2.43,-0.87,-0.88,3.02,0.21,0.36,-1.44,2.74,1.26,1.39,0.81,-0.19,-2.51,0.16,1.35,8.66,3.53,-0.91,-1.41,10.85,-0.69,-1.02,-0.51,-3.08,8.64,-0.83,-2.09,0.94,-0.58,-2.43,-1.44,-0.46,1.04,-2.01,-0.55,0.45,0.8,0.61,-0.57,-2.47,-1.93,-0.51,1.84,-0.86,6.81,0.23,1.31
51,61.470000000000006,"They were heading to an event for the diamond at Homestead High School, going on twenty-four. They spot a strange man on the road, creeping around and acting strange. They then realised that this man was following them, and was almost touching their bumper just a mile or two away from Ranch Eggs. They spot a nearby sherif and tell them about this guy, how he has a problem and could be drunk. The guy sees them approach the sherif and backs up, reversing the car away and driving off. The sherif hops into their car and starts to chase after them. After the guy did previously speed away, they start to act normal and drive normally. They never found out if they pulled him over or not.",8.31,20.5,1.8,13.27,21.92,-1.43,-1.45,-0.44,3.57,-1.45,0.09,3.98,0.84,-3.3,0.13,0.93,0.4,-0.3,-3.36,-0.93,-1.23,-3.01,-0.93,-0.61,0.83,-0.41,-9.09,1.2,2.06,2.51,-0.66,-0.17,-1.29,2.04,2.59,-0.37,-0.15,-0.3,0.9,0.91,-0.36,0.61,-2.3,0.08,-0.7,0.39,-4.02,-1.71,-0.17,0.36,-0.33,0.14,0.24,0.52,-0.36,-0.81,-0.09,-1.32,6.98,-0.26,-1.1,0.71,-0.87,-1.96,2.05,-1.19,1.93,-2.69,2.17,0.37,0.97,1.63,-0.15,-2.67,-1.42,-1.98,1.46,0.28,3.94,-0.33,5.53
6,63.37,"We were going up to twenty four when this guy around the age of 50 starts following me bumper to bumper, at first I didn't take it serious but he was too close that I was worried that he might hit me. I decided that at the next intersection I am going to confront him, I mean what if he is drunk and major accidents are caused by drunk driving and he can't even keep to one lane. I didn't want to get involved but I have to, also what if he is having a heart attack, I don't want to read on the news that he died while I could have done something about it. At the next stop sight I jumped out and informed a sheriff about him, ""that man is either drunk or is having a health problem, he has been following me for a while now and he can't keep on his lane."" Seeing that I was talking to the police he stopped way far and started reversing and the police started chasing him.",7.45,-2.32,2.97,16.53,0.43,0.2,-0.58,-1.39,-5.02,-1.93,6.84,-1.73,0.07,-0.67,-1.44,1.2,0.61,0.1,-1.77,-0.1,-0.56,-0.35,0.32,-0.31,0.96,-3.6,-8.72,0.37,-0.05,1.7,-0.06,1.09,-2.51,1.39,3.17,0.3,0.24,1.86,5.95,0.69,-0.67,9.21,-0.54,0.81,-0.25,0.79,4.5,-2.04,0.88,6.0,2.39,-0.48,2.53,8.95,-3.52,3.19,-0.49,-0.87,5.12,-0.64,-3.18,2.27,-0.7,0.33,-0.69,1.28,1.16,-0.75,2.0,8.79,0.74,1.27,0.6,-1.2,-1.29,-1.2,-1.79,-0.95,-1.06,1.57,-0.03
88,63.379999999999995,"A man is driving down 24, headed to a ball game, past an egg place. He has a passenger named Lisa with him. A driver in another vehicle is blocking traffic. The first vehicle passes him. Then, the second driver approaches from behind at a fast pace. He is swerving back and forth. The first driver decides he is going to stop at a stop sign and approach the other driver to find out what his problem is. He suspects either drunk driving or a medical problem. Just then, a sheriff stops across the road. The driver in the first vehicle approaches the sheriff and explains the situation. The sheriff then starts following the vehicle, which initially was going in reverse. The vehicle then started going forward and the sheriff made a U-turn and continued pursuing the vehicle. The man lost track of the pursuit after that.",9.2,2.73,4.6,13.75,3.5,1.03,-1.77,-1.57,2.0,-2.62,-1.29,0.62,4.86,-4.62,0.33,-0.85,0.75,0.06,-2.81,-1.98,-1.97,-0.59,-0.69,-0.18,1.32,-1.54,-8.13,-0.38,1.41,1.16,0.02,-0.46,6.39,0.25,2.37,-0.1,-1.41,5.73,0.55,0.4,-1.72,2.95,-2.55,0.54,-0.53,0.22,12.62,-0.31,0.08,5.91,0.43,0.65,1.95,1.8,-0.71,-1.68,1.02,0.26,15.27,-1.96,-2.2,1.28,-0.35,-2.08,-0.7,-0.29,1.93,-0.3,-5.62,-0.91,0.94,1.31,0.9,-3.68,-0.78,-0.7,4.77,8.26,-4.08,0.06,1.31
14,64.14,Going to the baseball diamond on ranch eggs. Took the twenty four. There was an erratic driver swerving and blocking traffic in the median. Went to report him and once the sheriffs started following him he started driving more carefully.,10.55,7.77,3.73,12.57,20.91,-0.47,-0.92,-2.06,3.96,0.22,1.22,1.0,3.96,-3.44,0.92,6.05,1.01,-0.97,-1.83,-1.73,-2.54,1.7,1.61,0.44,1.26,-2.6,-8.66,0.74,0.62,2.44,-0.93,-1.51,-0.99,-0.15,1.91,1.01,-0.36,1.91,1.0,1.92,-0.35,1.11,-1.17,0.12,-0.29,0.94,-0.93,-0.91,1.4,-0.45,0.41,0.14,-0.47,0.99,-0.13,-0.11,-0.73,-0.51,4.66,-1.52,0.48,0.06,-0.41,-1.81,-0.56,-0.2,0.82,-0.62,0.41,-0.36,0.67,-1.41,0.61,0.3,-2.57,0.32,0.62,0.02,3.85,1.3,-0.85
69,66.34,"A couple was going to a baseball game and on their way there was a car on highway 24 that was blocking the road by the median. The couple passed the car and the car followed them and tailgated them while swerving. The driver told his partner, Lisa, that he was going to stop at the stop sign up ahead and he was going to go back and approach the driver to see if he was either drunk or if he was sick (having a medical emergency). When the couple approached the stop sign they noticed a police officer and got out of their car to inform him of what had happened. The car behind them noticed this and stopped down the road. The police officer went down to speak to the driver but the driver started to reverse the car, until the police officer was able to catch up. Once the officer caught up the driver started driving forward again, really slow and really carefully in a very comical way.",12.22,4.2,3.23,14.69,-4.47,-0.25,-0.78,-0.96,2.91,-1.24,-0.8,0.42,3.59,-5.12,0.51,4.19,0.17,-0.04,-2.75,-1.48,-1.23,0.46,0.79,0.02,0.78,-3.71,-10.77,1.98,-0.26,0.57,-0.34,0.71,3.82,0.66,1.0,0.26,-0.45,3.79,1.08,1.63,-1.41,0.3,-2.46,0.57,-0.28,0.23,15.23,-1.43,-0.25,7.37,0.81,-0.16,1.78,2.36,-0.97,-0.49,0.35,0.24,3.91,-3.36,-2.96,1.29,-1.71,-2.09,-1.63,-1.28,0.73,2.13,0.8,3.83,0.82,-0.46,0.91,-1.15,-0.74,1.07,5.03,-2.82,8.15,6.19,-1.14
16,69.25,"When I was going to a church football game I saw a guy driving a car. He stopped at a junction and blocked it. He could not seem to keep on one side of the road. I thought he must be drunk and wanted to get away from him, then I thought, what if he is sick? I would feel terrible to read in the newspaper tomorrow that he had died from a heart attack and I had done nothing about it. Just then I spotted a sheriff's car, so I went over to him and told him that the guy in the car down the road was either drunk or sick as he could not keep his car on one side of the road. As soon as the guy in the car saw me walking over to the sheriff's car he started reversing. The sheriff drove towards him. The guy started driving carefully. The sheriff followed him. I have no idea if they ever stopped him or not.",17.1,0.28,3.85,1.37,-0.04,0.11,-1.31,-0.48,3.49,-0.35,1.68,1.42,3.21,-4.44,-0.85,0.68,0.71,0.38,-2.59,-2.86,-1.96,1.17,0.94,-0.22,0.74,-3.64,-10.86,0.74,1.73,0.57,-0.7,-1.45,-1.81,-0.37,1.44,0.55,-0.71,3.07,5.25,-0.09,-0.86,3.49,-0.43,2.32,0.48,0.71,-1.3,-0.48,2.06,10.69,1.24,-0.75,-0.08,12.75,-1.32,-0.45,-0.7,-1.92,10.54,-2.07,-3.03,0.99,0.06,0.1,-1.24,6.75,0.07,-0.95,4.91,1.12,0.77,0.55,0.74,-0.65,-3.89,-0.19,2.25,-1.28,5.18,-0.46,7.78
54,70.48,"A man was with a woman named Lisa. He was driving on highway 24. [He was driving] on the way to a church softball league game. [The game was] at Homestead High School. On the way there, near Ranch Eggs, the man encountered what appeared to be a drunk driver or a man that was having a heart attack. The alleged drunk driver pulled out into the middle of the highway median. After the man going to the softball game passed the drunk driver, the drunk driver appeared to be following him down the highway. [the drunk driver appeared to be] swerving in the lanes. Eventually, the man found a sheriff. [The man] told them what was going on. However, from far back, the drunk driver saw the police. [The drunk driver] tried to reverse from them. Then, the police made a u-turn. [Then] the drunk driver started going forward. The main character from the story wasn't sure what ended up happening to the drunk driver after that.",22.07,15.79,2.93,11.82,22.22,-0.81,-2.02,-0.8,3.77,-0.23,-0.86,-0.45,0.3,-5.87,-0.79,4.66,0.57,-0.37,-3.44,-2.89,-2.31,-0.84,2.69,-0.82,0.2,-3.94,-11.49,2.18,0.59,2.0,-0.46,-0.85,5.8,-0.14,0.74,1.19,-0.21,2.58,1.88,0.75,-0.7,-1.1,-1.82,1.06,-0.67,1.64,-4.72,-1.87,0.33,2.22,1.68,-0.48,0.2,1.82,0.01,-0.27,-0.5,-2.06,9.09,-1.46,-0.9,0.29,-1.14,-2.49,-1.01,-0.36,1.2,1.16,0.75,-2.25,1.29,2.32,0.55,-0.74,-2.31,-1.85,2.84,4.58,-1.96,0.62,2.35
58,78.47,"About a month ago, Well, we are going twenty-four, Coming on to twenty-four, and he's lending for the same place, I am hurried, got in the waits, got it blocked, there maybe a mile or two, at ranch eggs, and Lisa was with me, and I'm trying to keep, couldn't keep in lane, how it's everybody's responsibility, so I figured it out, you gotta do something, he's gotta go.",16.53,0.07,2.55,16.44,21.08,2.28,-0.8,-0.44,1.55,2.8,-2.86,-2.14,4.28,0.72,-2.8,0.04,-0.54,0.01,-0.88,0.41,-1.08,0.38,0.49,2.17,-4.19,-3.95,-7.48,0.93,0.52,3.15,-0.48,-0.25,12.64,-2.57,1.05,5.41,-1.19,-1.11,1.78,-0.64,0.01,2.38,13.15,3.21,-0.62,0.96,3.92,-0.53,0.81,-1.32,0.28,0.29,4.67,0.37,-0.32,-1.47,-1.58,-1.16,-0.87,-2.49,0.04,0.34,-0.25,-1.14,-0.45,-0.67,0.32,-1.76,-0.85,0.22,0.52,-0.07,0.21,0.82,-1.5,-0.32,-0.44,-0.63,0.17,1.01,-0.67
1,79.15,"A man was in the car with a woman named Lisa, going to watch a softball game driving down the Twenty-Four. A man in his mid fifties was pulling in from somewhere blocking the road with his car on the Twenty-Four when the driver in the car with Lisa drove in and overtook him. The man in his mid fifties began following their car bumper to bumper, swaying between the two lanes on the road. The driver and Lisa thought the man was either drunk, which led him to think about how drunk driving is a major killer of young people on the roads, or the man was either sick having a heart attack or something similar. The driver didn't want to somehow read the papers the next day and find out the mid fifties man had actually suffered a heart attack and died as a result, thinking he was actually just drunk driving. Soon they see a Sheriff nearby while driving and so he waves to the sheriff to get his attention and pull over and tells him about the mid fifties man following them and that he's either sick or drunk and to go check on him. As soon as the deputy approaches the mid fifties man's car he begins to put his car in reverse and go backwards as quickly as possible. The driver and Lisa appear humoured and not knowing whether the police had ever caught or reached the man in his fifties.",12.48,0.13,4.06,14.63,0.63,-0.74,-1.34,-0.94,1.31,1.95,7.57,1.33,4.76,-3.66,0.47,-0.07,0.17,1.22,-3.08,-0.36,-2.09,-0.82,-0.29,0.31,0.31,-3.24,-10.36,1.56,-1.11,0.8,-0.13,0.48,6.64,0.78,3.26,-0.64,-0.81,2.77,1.6,0.12,-0.62,17.79,-2.86,-0.14,0.1,0.96,-3.17,-1.73,-0.15,9.52,3.01,-0.95,-0.4,16.64,-1.75,-0.12,-1.7,-2.79,8.17,1.07,-2.49,1.2,-0.95,2.49,-1.44,0.32,1.41,-0.9,-0.44,-4.35,0.67,4.09,-0.72,-1.48,0.16,-2.98,-1.43,-1.47,-0.37,2.65,4.64
87,79.16,"A guy and his friend Lisa are going to a softball game at the diamond. Whilst driving there, a gentleman from the side road tries to jump in by pulling out. But their car goes ahead filling the gap. Meaning the other guy's car is blocking opposing traffic on the 29th street. This guy then proceeds to follow their car very closely. And is bumper to bumper with them. They notice he is also swerving between lanes. They consider the idea he is possibly drunk. The driver thinks of the amount of teenagers that die due to drink driving. And also considers the driver may be having a medical issue. They decide at the next stop sign they will stop and see what the guy's issue is. As he would feel bad if tomorrow he found out the guy passed due a medical issue. And they could have checked and helped. They find a sheriff's car parked opposite the road when they stop. And so they approach the sheriff. And inform them of the driver's driving. And that they believe he may be having a medical issue or may be drunk. The second driver (the one who may be drunk) hasn't reached the same point as their car. But sees them talking to the police. And starts to reverse back down the road. The police car follows down. And follows the car which has now slowed down. And is driving at a suitable speed and in a sensible manner.",12.02,5.48,4.03,-1.41,-0.02,0.14,-0.43,-1.72,4.86,2.52,-0.71,-2.3,0.56,-2.58,-0.89,-0.43,0.63,0.45,-1.23,4.61,-0.3,10.18,-0.5,-0.4,1.3,-3.05,-16.56,1.04,-0.94,-0.42,0.03,0.86,3.23,1.66,5.03,0.36,-1.0,5.03,1.34,0.18,-1.08,13.57,-1.31,0.51,0.21,0.79,7.65,-2.6,-0.85,9.66,0.76,-0.85,-0.27,11.94,-2.06,-1.79,-1.31,-0.06,9.98,-2.92,-2.6,1.8,-0.61,-2.67,-0.62,0.07,0.94,0.88,2.4,1.66,0.21,2.2,0.03,-1.11,-2.34,1.48,0.72,-1.03,5.58,0.98,0.57
