recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5b95f22749835d0001dc0608,69.86,"My friend pushed me into the water on our annual trip to the water. I was about to eat my sandwich when my friend spotted a frog. She wanted me to pick it up but I said no. She didn’t take no for an answer and nudged me into the water. When I came out from the water I saw a frog on the water’s edge and we laughed uncontrollably. I then told her just to wait, I’d get my revenge.",20.25,4.68,0.9,3.16,9.24,-0.62,0.52,6.38,0.77,-2.46,-1.0,1.16,12.8,-4.9,-0.93,10.42,-0.52,10.01
60bbac6c8f57c38f1b834e80,70.8,My best friend pushed me into the lake. This happened at our annual summer camp. She saw a frog and wanted it and I had just sat down to eat my sandwich. When I submerged from the water I saw her scooping the frog and I couldn't help but laugh and get my revenge. I said to her just wait you will get yours coming.,26.79,9.39,-0.88,3.06,11.16,-0.9,-6.12,11.83,-1.39,-4.46,-1.77,-0.76,3.99,5.58,-5.32,1.41,4.15,15.04
55780ee6fdf99b4cbc0aef95,71.7,My best friend pushed me into a lake on our annual camping trip to our favourite place. What happened was she dared me to push a frog but I was eating my sandwich so told her no. She gave me a little nudge and I fell in. I got out of the lake and she picked the frog and handed it to me. I laughed uncontrollably and said I would get revenge.,24.56,7.99,-1.29,5.41,2.63,4.87,3.76,6.6,2.06,-3.89,-0.98,1.12,-0.18,3.49,1.86,10.11,1.44,2.14
5c14dd3f5e545c0001e3f119,71.7,"His best friend pushed me into the lake. This happened during their annual summer camping trip. They were enjoying their time by the lake. The friend wanted to catch frogs. He was eating a sandwich. She pushed him into the water. When he came out, there was a frog on the shore. She scooped up the frog. She handed the frog to him. There was a lot of laughter. He threatened revenge for getting pushed into the water.",24.19,13.58,1.08,4.05,4.24,0.22,-3.09,6.95,-2.33,-1.52,-0.98,-0.2,14.17,4.84,2.09,-2.41,1.49,5.33
59ef45d37f3d71000171e3a7,72.76,"My friend pushed me in the lake. We were at summer camp enjoying a peaceful afternoon. She saw a frog on the bank. I was just about to eat my sandwich when she nudged me and I fell in. As I emerged from the lake, the frog was sitting on the bank. My friend picked it up and handed it to me and we started laughing uncontrollably. Friends don't always do what they are supposed to and I told her ""just you wait"" as I will get revenge.",23.68,1.85,8.87,3.89,14.4,-3.92,-5.41,7.49,-3.82,1.05,-0.89,0.84,7.12,2.39,1.95,6.15,-0.83,7.95
6080566a0154142154b11ab6,72.8,"My friend pushed me into the lake. Here's the story. It was our annual camping trip and we were sitting at our favourite spot by the lake and my friend dared me to pick up the frog which was by the waterside and I said no. We were eating our sandwiches at the time. I thought it was gross. But as friends commonly do, they don't take no for an answer and she nudged me into the water. When I got out of the water my friend picked up the frog and handed it to me. It wasn't as bad as I had expected. But I wanted revenge for her pushing me into the lake and I vowed to make her pay some day.",22.77,8.7,2.35,4.39,6.81,5.08,3.54,4.46,1.02,10.63,-1.45,0.92,1.5,3.77,2.14,-10.53,0.66,6.04
63d27e2391b927710684988a,75.64,"my best friend pushed me into the lake. This was on our annual summer picnic. It started as it was to do with a frog. We were at the waters edge - this is at our favourite spot in the woods - and my friend asked me to come and take a look. I said no as I was reading my cook. Course, friends, they don't always take no for an answer do they.",26.5,8.42,-3.16,7.38,7.6,18.9,-2.06,1.8,2.85,18.65,-3.59,-1.9,-0.41,-0.31,-0.57,-4.99,1.12,-0.59
5f67ae1b22c41c0e44275dc2,78.52,"I was camping with my friend and fell in a lake. Well, more to say she pushed me. We were camping by a lake - our favorite place- when she saw a frog on the shoreline. She joked she was going to push me in but I said Np. 'Course friends don't always take no for an answer. She pushed me into the lake, and as I came up she scooped up the frog and handed it to me. I said ""just you wait"" ""just you wait and see. I'll get you back""",22.52,3.46,0.61,3.84,13.45,6.21,-2.28,-4.64,1.91,19.98,-1.34,-0.26,4.69,5.33,1.83,-8.53,0.33,11.41
5d225f02bf7f840001701aa3,78.63,My best friend pushed me into a lake. We were on a camping trip. It was a relaxed afternoon. We were at our favourite spot. She asked me to catch a frog. I said no. She didn't take no for an answer and pushed me in. The frog jumped onto land and she picked it up and handed it to me. I laughed uncontrollably and swore to get my revenge.,26.29,4.19,8.15,2.88,8.61,7.56,2.96,-7.58,2.47,-1.92,-0.55,-0.1,6.19,4.62,1.91,11.09,0.24,1.62
5b70ae85bd1fa100017ab163,81.72,"My friend pushed me into the lake during a peaceful afternoon of our annual summer break. We were in a clearing in the woods by the lake shore and I'd been about to eat my sandwich and she saw a frog at the side of the lake and wanted me to get it and when I moved towards the lake she pushed me in. I couldn't help but laugh uncontrollably and swore to get revenge on her ""Just wait, you'll get yours!""",22.78,6.53,9.7,2.08,12.24,5.28,2.48,5.54,-4.87,-1.35,-0.62,-0.47,0.36,-0.75,-0.7,9.34,2.53,11.62
5ad596f5e704600001542da4,84.37,"I was at the lake with my best friend and I fell in. This had all started because of a frog. We were at our favourite part of the lake and my friend had told me to catch a frog. I told her I was not interested. Friends don't take no for an answer so she gave me a little nudge and pushed me in. When I got out of the lake she handed me a frog and I started to laugh uncontrollably. I said I would get revenge on her, ""just you wait"".",24.48,-2.29,1.47,6.5,5.06,3.81,4.96,-4.17,3.21,10.87,0.6,0.89,5.83,2.5,2.13,9.74,0.93,7.85
63ed3a6f78ef6e5956362003,85.31,My friend pushed me into a lake. It was at our usual summer hangout and she offered me a sandwich ‘Course friends don’t always take no for an answer She picked up a frog I started uncontrollably laughing ‘You’ll get yours soon enough’,23.25,4.34,2.32,3.69,2.09,4.57,-2.83,-0.41,1.09,21.06,-2.06,-0.75,4.61,1.54,-0.78,11.63,-2.15,14.1
5c52016a3146f80001d47b26,86.37,"His friend pushed him into the lake. They were on the annual camping trip. They were at their favorite spot on the shore and his friend told him to get a frog. He said no because he had just sat down to eat his sandwich. She didn't take no for an answer and pushed him in. When he emerged, she had scooped up the frog. He laughed uncontrollably. He said he would get revenge.",20.3,8.2,0.87,2.59,9.36,8.14,2.58,10.82,2.19,-1.57,-1.31,-0.47,5.86,4.76,-3.01,9.88,3.0,4.18
5e573763bb69b30f9aa4fb5e,87.51,"Two friends went camping and one fell into the lake, it was their annual summer trip. One friend saw a frog and she did not want to catch it because had just sat down to eat a sandwich. The friend decided to give the friend a little nudge from behind causing her to fall into the lake. When she emerged from the lake the frog always sitting on the shore. The friend picked the frog up and handed it to her and she could do nothing but laugh uncontrollably. The friend said just you wait I will have my revenge.",17.5,9.1,4.46,4.35,9.65,1.3,-5.99,10.78,0.34,-2.49,1.73,1.71,10.21,2.9,2.16,11.28,-2.37,10.89
63b88f0a0092804c1fabe3f9,90.88,"My friend pushed me into the lake. This happened during our summer camping trip because my friend dared me to catch a frog. I had just sat down to eat my sandwich and I told her I wasn't interested. She then snuck up behind me and gave me a little nudge into the lake. When I emerged from the water, there was a frog on the shore. She just scooped it up and handed it to me.",22.79,9.11,-1.16,5.54,4.66,0.58,6.0,10.27,4.48,-2.78,3.36,0.78,20.54,9.73,1.39,-4.04,-1.03,0.66
5e8a0e492f3e0c6b03e32740,92.74,"A friend of mine pushed me in the lake. This happened on our camping trip in the afternoon. She saw a frog near the water at our favorite spot close to the wood. She asked me to catch it, I was eating a sandwich and I said no. She didn't take no for an answer, She came behind and pushed me into the water. When I came up, the frog was there, She picked up and gave it to me. All I did was laugh and I told her I wanted revenge and very soon.",21.97,4.56,2.46,4.34,14.71,11.38,2.19,6.98,4.01,-2.0,2.53,-0.49,6.5,5.95,2.43,-1.76,0.53,6.45
61059bef747539f1334fbe6b,97.63,"My best friend pushed me into the lake. This happened on our annual camping trip. We were having a peaceful afternoon. She noticed a frog at the edge of the lake. She dared me to catch it. I said no thanks. But friends, you know, don't take no for an answer. When I tried to catch it, she came up behind me. She pushed me in. I couldn't help but laugh. When I tried to get out of the water, I saw the frog at the water's edge. She picked it up. I warned her that I would get my own back. At some point when she least expected it.",26.65,9.67,10.45,5.17,12.03,0.11,5.95,-4.1,2.01,16.36,1.11,-0.39,4.7,4.8,-4.1,-2.01,1.07,8.15
641f24898edfbdc7328d686e,97.63,Best friend pushed me into a lake on their annual summer camping trip one afternoon. Reason was because of a frog at the waters edge in a favourite spot in the woods. She was dared to catch it but had just started eating a sandwich so didn't want to. So the friend sneaked up and pushed her in. When she came back up the frog was on the shore which the friend scooped up and gave to her. So she laughed and said that she will get her revenge.,23.5,12.57,2.04,6.47,7.88,13.46,0.1,8.36,-1.4,1.73,3.29,-0.98,11.38,5.71,2.19,-3.3,-0.99,5.62
60911d6a50cf579aaaf9fe36,98.04,My best friend pushed me into a lake. This happened on our annual summer camping trip. She saw a frog and asked me to grab it. I had just sat down to eat lunch so said no. But friends don't listen and she pushed me. I couldn't help but to laugh uncontrollably. I want revenge and said you'll get yours soon enough.,25.68,12.61,-3.41,3.75,11.84,-0.25,0.73,9.72,1.14,9.78,-0.46,0.32,0.45,-0.69,-0.34,10.46,0.61,16.1
5caf23c113dcf90016ad24ad,99.33,"My friend pushed me into a lake. It all started on our annual summer camping trip. She saw a frog on the shore and dared me to catch it. If I had just continued eating my sandwich this wouldn't have happened. I said no, but sometimes friends don't always listen. She snuck up behind me and pushed me into the water. When I got out there was a frog on the bank and she scooped it up and handed it to me. I couldn't help but laugh.",22.0,11.27,-0.38,6.0,11.54,-2.41,5.88,7.59,1.62,11.97,3.07,-0.71,15.64,5.22,2.38,0.7,-2.28,0.23
5b0d39f4641b1200010ef716,99.88000000000001,"I was on my annual summer camping trip with my best friend. I was sat eating my sandwich when she dared me to catch a frog. I said I wasn't interested so she came behind me and gave me a nudge into the water and I fell in. When I emerged from the walk there was a frog on the shore, my friend just handed it to me and laughed. I laughed as well but planned my revenge and told her to ""just wait, you'll get yours soon enough""",19.39,9.51,1.78,2.25,6.24,1.24,5.45,7.59,2.92,1.67,1.32,1.0,15.73,4.53,1.86,-0.66,-1.11,19.17
6474a4b973909ba4745f59df,100.83,"My best friend pushed me into the lake. I'll tell you how it all began. We were sitting by the edge of the lake-our favorite spot in the woods, when my friend saw a frog on the water. Get it! She said. No way! I answered. But- you know friends, they don't always take no for an answer. So she gave me a nudge. When I came up from the water there was a frog sitting on the shore. And I couldn't help but laugh- uncontrollably. Just you wait, I said, your turn will come!",28.41,-3.34,2.08,5.75,10.01,9.43,2.41,-4.83,1.68,9.94,-1.28,1.01,17.25,-3.29,-0.36,13.64,1.35,10.97
60fd36bd3daa2d81249f11b2,102.55,My friend pushed me into a lake. It was at a summer camp. We were all enjoying a peaceful afternoon. She had asked me to catch a frog. I had just sat down to eat my lunch. So I said no. Course friends don't always take no for an answer. So she crept up behind me. And pushed me into the lake. I saw on the shore a frog. Which she picked up. And handed to me. I couldn't help but laugh. Uncontrollably.,22.92,1.57,6.31,3.81,4.14,0.43,0.89,10.61,1.7,21.36,4.51,-0.57,10.24,3.23,2.4,12.71,-2.73,-0.98
5cc9bc7031164b00011997fa,103.49,"My best friend pushed me in to a lake. It was on our annual camping trip. She saw a frog by the shore but I didn't want to look at it because I wanted to eat my sandwich. When I was crouched down she came up behind me and gave me a nudge. I went in the water. When I emerged there was a frog on the shoreline. She scooped it up and handed it to me. I started to laugh uncontrollable and said ""Just you wait"" and ""you'll get yours"" about revenge.",26.01,9.03,-0.01,5.71,11.39,-0.62,-5.94,6.55,1.49,-1.59,2.6,1.15,12.29,6.04,2.21,9.16,1.71,16.31
6447b97fcf178dac7047d45f,105.58,"Today my friend pushed me into a lake. We were on our annual summer camping trip. She asked me to catch a frog, but I was eating my sandwich. She wouldn't take no for an answer, and pushed me into the lake. As I came out of the water a frog landed next the lake; my friend picked it up and gave it to me. I couldn't help but laugh uncontrollably. Of course, the first thing I could think of was revenge. ""Just you wait"" I said,. ""You'll get your's soon enough!""",21.89,10.58,0.05,4.5,6.56,-1.53,0.96,7.29,2.41,0.07,-1.11,-0.04,10.32,3.75,2.04,9.3,6.67,21.87
5fae55f1c1b83f2c4d05540d,114.84,"I was on my annual camping trip with my friend, in our regular favorite spot. I was just sitting down eating my sandwich when my friend spotted a frog by the lake's edge. She dared me to catch it and I said no. But of course, with best friends, sometimes they don't take no for an answer. I was by the water edge when she snuck up behind me and pushed me in. She then picked up the frog and handed it to me and I laughed uncontrollably. Then I said to her ""look out you'll get yours eventually.""",19.31,6.65,2.87,4.03,11.85,5.46,6.12,7.8,0.93,15.02,2.91,-0.31,3.19,2.95,2.02,9.3,1.17,13.57
645be121a46b65188b41cdc3,126.5,"My best friend pushed me into the lake. This happened at our annual camping trip, at our favourite spot. She spotted a frog at the edge and asked me to catch it. I had just sat down to eat my sandwich and refused. 'Course, thats the thing about friends, they dont always take no for an answer. She snuck up behind me and pushed me into the water. When I came back up, there was a frog on the shore, which she simply scooped up and handed it to me. I couldnt let this go without some revenge, so I told her ""just you wait"". She laughed.",26.37,9.12,-1.77,4.81,12.12,6.66,2.0,11.93,2.07,22.63,3.07,-1.2,18.41,7.95,2.43,-9.28,0.89,8.29
