recall_id,clauses_original,len_original,c_original,n_original,clauses_again,len_again,c_again,n_again
6695278758244f9d6186746e,"1. Mrs Costa's daughter Marie was in the hospital.
2. She went to visit Marie.
3. She was curious about why the chair was out.
4. The nurse told her that it was to put her in.
5. This confused Mrs Costa.
6. The father was at home.
7. He had washed and shaved.
8. He was sitting on the porch.
9. He was waiting.
10. Mrs Costa had prepared coffee.
11. Marie always liked the first coffee in the morning.
12. Mrs Costa had asked Marie's sister to get some cake from the bakery.
13. Mrs Costa went to the hospital to see Marie.
14. She had a coat underneath her arm.
15. When she got to the hospital, the nurse's assistant was present.
16. One of Mrs Costa's neighbours was seriously unwell.
17. She was very worried about her.
18. She was very worried about her ten children.
19. One of the nurses approached her.
20. The nurse asked if Marie ever had any fainting spells.
21. This caused anxiety.
22. When visiting Marie, it was noticed that she was unwell.
23. She had large beads of sweat.
24. Moments after, Marie passed away.
25. Mrs Costa broke down in rage.
26. It was from a blood-clot.
27. Mrs Costa believed it was caused by the chair depicted earlier.
28. Everyone back home and at the store was wondering where Mrs Costa was.
29. This included a sister-in-law.
30. The sister-in-law had brought a notably large orange.
31. Marie's sister went to the hospital.
32. She saw Mrs Costa in the corridor.
33. It was revealed that Marie had died.
34. She collapsed to the floor upon hearing the news.
35. Her leg went solid like a pole.
36. This often results in weeks of pain.
37. The doctors offered Mrs Costa something to help.
38. They were familiar with her.
39. She had already been in hospital herself for several operations.
40. When they went home, it was clear the news was bad.
41. Mrs Costa did not look well.
42. She had been picking at her hair.
43. The news was revealed to people in the neighbourhood.
44. This included a young boy over the telephone.
45. The young boy then revealed the news to his two aunts.
46. He was in tears.",1818,46,161,"1. A woman's daughter was in hospital.
2. There was an earlier moment where the daughter was put into a seat by the nurses,
3. which the mother believed caused the blood clot that eventually killed her.
4. The daughter's father was at home waiting on the porch,
5. while the woman visited the hospital.
6. Also waiting were her aunts,
7. one with a very large orange,
8. waiting her return.
9. On arrival at the hospital, the woman saw a nurse rummaging through a closet.
10. She visited her daughter at her hospital bed,
11. turned around just as she had passed away.
12. The woman became inconsolable
13. and was blaming the hospital staff for her daughter's death.
14. Everyone back at home was still waiting,
15. curious as to where she was.
16. The woman's other daughter came to the hospital
17. and saw the mother devastated as the news was revealed.
18. Her leg became solid like a pole
19. and she dropped to the ground.
20. When back at home, the news was to be revealed to family and friends.
21. On one occasion, the news was broken to a nephew,
22. a young boy,
23. who in turn revealed the news to his aunts
24. who broke down in tears.",1067,24,104
6007421356226920359b5f3e,"1. The main character's daughter was sick in hospital.
2. She was quite unwell,
3. but it wasn't exactly clear the best course of action to take regarding her care,
4. between her mother and other healthcare staff at the hospital.
5. There were events such as trying to get her out of bed and onto a chair
6. when she wasn't well enough to stand and move on her own.
7. There seemed to be confusion within the hospital as to how best to treat her.
8. At this time her father was working in the yard and not present.
9. At some points, they expected her to come home
10. and made preparations such as getting clothes ready for her.
11. However, she did not get better
12. and was not able to return home.
13. Her condition worsened
14. and she died in the hospital.
15. There seemed some confusion around what exactly happened regarding this.
16. Her mother was very angry,
17. and got into a disagreement with the doctor who threatened her.
18. Her father never visited,
19. but instead had a shave before being informed of the news by her mother.
20. Her mother called her brother who was an undertaker for assistance,
21. and her son for help.
22. She called on her other younger son to deliver the news to the extended family.
23. Everyone was very upset by the news,
24. recalling that she was a very pleasant and quiet girl.
25. The story at times didn't make sense
26. and often contradicted itself,
27. and overall felt confused and lacking direction.",1351,27,150,"1. The woman's daughter was sick.
2. She was in hospital receiving care.
3. There was some confusion over her care.
4. There was some confusion over how well she was recovering.
5. There was an incident where the hospital staff tried to get her out of bed.
6. There was an incident where the hospital staff tried to get her into a chair.
7. But she was too unwell to do so.
8. Her father was mostly absent throughout this.
9. It wasn't mentioned that he went to visit his daughter at all.
10. It was only mentioned that he worked.
11. It was only mentioned that he had a shave.
12. Another relative was making a cake.
13. The daughter appeared to get better at some points.
14. But then she appeared less well at other points.
15. In the end, the daughter ended up dying.
16. After she died, the mother got into a confrontation with the doctor.
17. The mother's son was an undertaker.
18. So he helped out at this point.
19. The mother had a younger son also.
20. Who was tasked with breaking the news to other relatives.
21. Friends and acquaintances of the daughter had positive memories of her.
22. The story was quite erratic.
23. It didn't always seem to follow logical sense.
24. With some things happening which appeared out of character.
25. Or without explanation.",1047,25,151
66e8c6e99be9621d5b1ed1fa,"1. So, there was a woman whose daughter, Marie, died almost twenty eight years ago this month.
2. Marie had surgery at Methodist Hospital for appendicitis.
3. The operation took place late on a Saturday afternoon.
4. The next day, Marie’s older sister, Victoria, went to visit her.
5. At that time, they used a lot of ether during surgery, and Marie was still under its effects.
6. There was a chair in the room because the hospital staff was beginning to get patients out of bed.
7. But Marie was still too sick to be moved.
8. Victoria questioned the nurse about the chair.
9. The nurse explained that it was the doctor’s orders to get her out of bed.
10. Victoria was worried since Marie was still unconscious.
11. But they insisted.
12. Later that afternoon, the woman was at home when she got a call from a neighbor at the store.
13. The hospital had called, saying Marie was being discharged.
14. And that she needed to go pick her up.
15. She told her daughter Rita to finish cooking and prepare coffee.
16. As Marie always liked to have a cup of coffee first thing in the morning.
17. She prepared herself, taking her coat and Marie’s dress with her.
18. And went to the hospital.
19. When she arrived, the nurse asked her to sit down for a moment.
20. While waiting, the woman prayed for another patient in the hospital, a mother with ten children who was in very bad shape.
21. Suddenly, the woman started to feel chills and cold sweats.
22. The nurses noticed and asked if Marie had ever fainted before.
23. Realizing something was seriously wrong, they rushed her into Marie’s room.
24. Marie was lying there in her slippers and housecoat, sweating heavily.
25. The woman was devastated and accused the staff of killing her daughter.
26. The doctor, a lady named Dr. Montique who assisted Dr. Schwartz during the operation, came in.
27. But admitted they didn’t know what had happened.
28. The woman became hysterical, pulling at her hair and banging her head against the wall.
29. Marie was only eighteen years old, beautiful, and was supposed to be going home that day.
30. But just as the woman turned her back, Marie passed away.
31. At home, the woman’s husband was waiting anxiously.
32. The hospital kept calling the store asking when Marie’s mother would arrive.
33. Not knowing the tragedy that had happened.
34. The woman was so distraught that a doctor wanted to give her a sedative.
35. But she refused, telling them they had already taken her daughter’s life.
36. And she wasn’t about to let them take hers too.
37. Her daughter Rita came to the hospital.
38. And when she saw her mother’s state, she collapsed on the floor from shock.
39. Ever since that day, Rita has suffered from terrible pain in her leg.
40. Like a hard pole running through it that lasts for weeks and makes walking difficult.
41. The cause of Marie’s death was later determined to be a blood clot.
42. A girl who had been with Marie said that Marie had complained of pain in her leg and blindness before collapsing.
43. The woman was furious and refused to let anyone touch Marie’s body afterward.
44. When she finally went home, she was screaming loudly, drawing the attention of neighbors.
45. She told her husband what had happened—they had lost Marie.
46. The entire family and neighborhood were shocked.
47. Annie, a woman from the local store, still remembers Marie standing quietly on the step, a good and pleasant girl.
48. The woman’s younger sister had brought an orange for Marie.
49. And asked to be informed when Marie was picked up so they could come over.
50. The woman called her brother-in-law, an undertaker.
51. But sent her young son James to tell other family members instead.
52. James was crying when he delivered the sad news.
53. It was a tragedy that affected everyone close to the family.",3617,53,116,"1. There is this a girl that just got discharged from the hospital.
2. The doctors said she was getting better.
3. Her mother got the call to come pick her up.
4. Everyone was happy, relieved.
5. Her aunt even went out to buy fruit, excited to welcome her back home.
6. Her father was sitting outside on the staircase, waiting quietly for them to return.
7. But after the mother reached the hospital, everything changed.
8. Another call came.
9. The girl had suddenly passed away.
10. When the mother got home, she walked straight to her husband.
11. She told him the news.
12. He fainted on the spot.
13. His brother fainted too when he heard.
14. They had already started doing the pavement outside to welcome her back.
15. None of them knew it would turn into mourning.
16. The mother sent her little son to tell the aunt.
17. When he got there, his eyes were red.
18. They asked him, ""Is your mother back from the hospital?""
19. He said quietly, “My sister passed away.”
20. The women screamed and rushed to the house.
21. Neighbors gathered.
22. One of them shook her head and said, ""What a pity… she was so gentle.""
23. Always sat quietly in front of the house.
24. So well-behaved.
25. The whole neighborhood felt it.
26. It wasn’t just a family that lost a daughter, it was everyone who knew her.",1194,26,114
648868c355e5b891758c5767,"1. This story involves the death of Marie.
2. Marie's mother is the one who shares the story.
3. Marie was admitted to the hospital for appendicitis.
4. Her family was all home waiting for her.
5. They got the call that she was okay to be released.
6. However, her family were apprehensive.
7. They did not agree with that.
8. But since it was doctor's orders, they had to go and get her.
9. But when they tried to get Marie out of bed, she immediately collapsed.
10. So she had to stay for longer.
11. After a while, the mother then got a call to pick up Marie.
12. Everything seemed fine.
13. However, the nurse told the mom to come urgently.
14. It was later revealed that Marie died in the hospital.
15. The mother was obviously hysterical.
16. She blamed the hospital for being negligent.
17. And essentially killing the daughter.
18. The mother was very upset.
19. And causing a scene.
20. And rightfully so.
21. At one point, they were about to inject her with something to calm her.
22. In which she claimed they were trying to kill her as well.
23. Marie was suspected to have died from a blood clot in her leg.
24. She was found to lose feeling in her leg.
25. And got a headache.
26. Which highly suggests she passed away from that blood clot.
27. Marie's family were all anticipating her return.
28. But sadly, when the mother arrived back without Marie, she revealed how she passed away in the hospital.
29. All her family members were heartbroken.
30. Her father and brother had heart attacks after hearing the news of her passing.
31. Marie was very young.
32. So it was a devastating story.",1483,32,194,"1. There was a woman
2. who had a daughter,
3. who was just 18 years old,
4. that was admitted in a hospital
5. because she had appendicitis.
6. The doctors said
7. that she was able to be discharged shortly after,
8. but her mother refused
9. and said she should still recover and rest at the hospital.
10. Due to the doctor's orders,
11. the daughter initially was getting ready to leave,
12. however she said that she felt something weird in her leg
13. and then passed out,
14. so they allowed her to stay due to this.
15. It was suspected
16. that she had a blood clot in her leg,
17. which is possible due to recently having surgery.
18. When the doctor went to check up on her,
19. they found out that she passed away.
20. When they informed the mother,
21. the mother was hysterical.
22. The mother rightfully blamed the hospital
23. for their negligence and wrong medical orders.
24. When the mother revealed it to their waiting family
25. expecting her arrival,
26. they were shocked and in disbelief.
27. Some family members even got a heart attack after the revelation.",978,27,156
6483605a0d0e43c659c92801,"1. Marie was in hospital
2. and was being discharged.
3. Her mother had a phone call
4. to say Marie was ready to be discharged
5. so she gathered Marie's clothes
6. that were laid out on the kitchen table
7. and put them in a bag
8. with her coat over her arm
9. and a dress.
10. Mrs. Costa tells Rita
11. to have a big pot of coffee ready
12. as Marie really wanted a cup when she came home.
13. At the hospital a nurse tells her
14. to sit and wait.
15. While she waits
16. she prays for a patient she knows.
17. A nurse rushes to a cupboard
18. to get blankets
19. as a patient is burning up.
20. Mrs. Costa realizes it's her daughter
21. and rushes in
22. and Marie is dying from a blood clot.
23. Mrs. Costa screams
24. and a nurse tells her
25. to talk to her daughter.
26. Mrs. Costa steps away from the bed
27. and Marie dies.
28. Mrs. Costa calls Rita
29. and she comes to the hospital
30. with her husband.
31. Meanwhile, Mrs. Costa arrives home
32. tells her husband
33. who suffers a heart attack.
34. Then her son also has a heart attack
35. when told of Marie's death.
36. Two aunties were waiting
37. to see Marie
38. when she arrived home
39. with a big orange as a present.
40. Mother asks young son James
41. to go and tell them
42. Mrs. Costa always has a cup of coffee
43. to remember her daughter.",1129,43,145,"1. Mother at home laying clothes out
2. to take to hospital
3. to collect daughter.
4. The daughter loves coffee
5. and it's ready for her homecoming.
6. A girl is in hospital.
7. Her mother gets to hospital
8. with dress over her arm
9. and clothes in bag.
10. She's put in a room
11. where she speaks to another visitor
12. whose daughter is ill too
13. and she says she will pray for her.
14. A nurse comes rushing in
15. and says her sats are falling.
16. Mother realizes they're talking about her daughter
17. and rushes in.
18. Her daughter dies.
19. The girl's aunties are waiting to visit.
20. Mother goes home
21. to tell husband
22. who collapses
23. and dies of heart attack.
24. Daughter very popular
25. and would light up a room.
26. Every time they have a coffee
27. they will remember her.",706,27,46
58404fd8ad98e40001ce915f,"1. This was a story about a family whose daughter was in hospital,
2. told from the mother's perspective.
3. The daughter was ill
4. and ended up in hospital,
5. they gave her ether to treat her complaint,
6. and then tried to move her to a chair,
7. but this made her worse.
8. The mother thinks this is what caused the brain clot
9. that eventually killed her.
10. When the daughter is ready to come home from the hospital,
11. the hospital calls the mother Mrs. Costa,
12. at the local store as she does not have a phone at home.
13. She tells her other daughter Rita,
14. to put a large pot of coffee on
15. and to get cake.
16. When she goes to the hospital,
17. she prays for another person who is ill
18. who has lots of children.
19. While she is praying
20. the nurses call the mother in to see her daughter,
21. but she is not well
22. and has beads of sweat on her.
23. The daughter then dies.
24. The mother is distraught
25. and is screaming.
26. Her other daughter Rita comes to the hospital.
27. She has a bad leg, plebitis I think,
28. where her leg goes stiff.
29. She falls to the floor.
30. They both go back home
31. and the mother is still screaming.
32. The father is waiting on the step/front porch
33. and asks what the matter is.
34. He has been working all day in the yard.
35. The little son goes to inform his aunts
36. that the daughter Marie has died.
37. One of the aunts has a large orange.
38. The mother then recalls phoning her sister
39. whose husband is an undertaker.
40. The father and her son Michael have heart attacks.",1404,40,167,"1. This was a story about a woman whose daughter was ill in the hospital.
2. The mother was concerned that the doctors had got the daughter out of bed too soon.
3. This caused her to become worse.
4. This eventually caused her death.
5. The family were awaiting news of the daughter.
6. They were expecting her to come home.
7. The father had been working all day in the yard.
8. The other daughter had been told to go and get a cake.
9. She had been told to put a pot of coffee on.
10. The mother went to the hospital to pick up her daughter.
11. She was told to wait by the nurses.
12. As she waited, she prayed for another woman who was also in the hospital.
13. This woman was sick.
14. This woman had a lot of children.
15. The mother prayed for this woman.
16. The mother then found out her daughter had died.
17. She was distraught.
18. It was unclear what had killed her.
19. The daughter had been up visiting another patient.
20. She became ill again.
21. The mother was hysterical.
22. She was banging her head against the wall.
23. When she returned home, she was inconsolable.
24. She told her youngest son to go and inform her sisters of the sad news.
25. One of the sisters had a large orange.
26. One of the sisters' husbands was an undertaker.
27. He had subsequently passed away.
28. The story was told looking back at this episode.",1220,28,171
60aad516e34718d318bfb44d,"1. The story begins with an image of a orange cat jumping in the air
2. with a white background behind it.
3. Next we see an image of an older woman
4. which goes by the name Mrs. Custer,
5. the narration goes to say that she was remembering the day her daughter died
6. which was on the 30th of April.
7. She talks about how her younger daughter,
8. who goes by the name Marie,
9. was in hospital because she was ill.
10. I cannot remember the specific illness,
11. but I do remember the narrator saying she was under ether treatment.
12. At one point she was in bed
13. and a nurse came and said she was instructed to move her to a chair
14. her mother did not want this to occur
15. because she said Marie looked weak.
16. The nurse moved Marie from the bed
17. and she collapsed,
18. so they had to move her back into the bed.
19. I remember the mother at home
20. when her oldest daughter came to see her.
21. The mother had gotten a call to come fetch her daughter,
22. the daughter had the surgery on the 20th of April
23. and the mom was to come on the 30th to take her home.
24. The mother prepared her daughter's clothes
25. and brought them to the hospital.
26. Marie's dad waited outside the home.
27. When the mom arrived she noticed her daughter was very sweaty
28. and she was wondering what was wrong,
29. she had turned for a few minutes
30. and noticed her daughter was dead.
31. She started going crazy saying they killed her daughter,
32. a female doctor came into the room
33. and the mother kept blaming her.
34. The mother was pulling on her hair and going crazy.
35. Her older daughter noticed that she had been gone for a while
36. so she went with her husband to see what was going on in the hospital.
37. When she got there she noticed how disheveled her mother looked.
38. She asked her what was going on
39. the mother told her that Marie had died.
40. The older sister fell to the ground.
41. When they got home they told the father what happened
42. and he got a heart attack,
43. her son was there too
44. he heard what happened and got a heart attack too.
45. They later told the rest of the family what had happened to Marie.",1975,45,85,"1. The story begins with an orange cat image jumping in the air.
2. After that we see an old lady by the name Mrs Custer.
3. One of her daughters was hospitalized.
4. She had a severe illness that caused her to require surgery on the 20th of April.
5. Mrs. Custer's older daughter visited her after hearing the news.
6. Mrs. Custer was called to come into the hospital on the 30th of April.
7. She packed her daughter some clothes to wear.
8. The daughter's father was worried about her.
9. He wanted to wait outside their home for his wife to come back with their daughter.
10. When Mrs. Custer arrived and saw her daughter very sweaty,
11. The nurse wanted to move her daughter to the chair.
12. Mrs. Custer did not think it was a good idea.
13. They tried moving the daughter out of the bed.
14. The daughter fell on the floor.
15. Once they got her back in the bed,
16. That is when she passed away.
17. Her mother was in shock.
18. She started behaving in a heretical manner.
19. Her older daughter started getting worried when time passed and her mother was not home yet.
20. She and her husband decided to go to the hospital to see what was happening.
21. When she arrived, her mother told her that her younger sister passed.
22. The older sister fell onto the hospital floors when she heard the news.
23. They later went home and told her father.
24. Her father experienced a heart attack when he heard the news.
25. They also told her brother who also experienced a heart attack.
26. The daughter's extended family was waiting for arrival.
27. One of her aunts even brought her a huge orange.
28. The Custer family sent a little boy to tell the rest of the family what had happened.
29. The boy went to tell the other family members.
30. They were saddened.",1646,30,76
67740317948951ecb761e52f,"1. A woman named Mrs Costa tells the story of her daughter, Marie,
2. who dies 28 years ago on the 30th of April.
3. Marie was in the hospital
4. and there was a chair next to her bed,
5. and the doctors told Mrs Costa they were going to try and get Marie out of bed.
6. When they did,
7. Marie collapsed and passed out
8. so was put back into the bed.
9. Later, the hospital called Mrs Costa
10. to tell her she could come and take Marie home,
11. so they made a pot of tea
12. and got some cakes from the bakery ready
13. and took a dress for Marie to the hospital.
14. When Mrs Costa arrived,
15. she was asked if Marie had ever had fainting episodes,
16. and was then told that Marie had died.
17. Mrs Costa began screaming at the nurses and doctors
18. that they had killed her daughter,
19. so they offered her some medication to calm down
20. but she refused this.
21. They told Mrs Costa that Marie had died of a blood clot.
22. Mrs Costa's other daughter, Rita, also collapsed at the hospital
23. when she heard that Marie had died,
24. and her leg felt like a hard pole.
25. Mrs Costa had to go home
26. and tell her everyone that Marie had died,
27. and when she told her husband
28. he had a heart attack.
29. Her son also had a heart attack
30. when he heard that Marie was dead.
31. A young boy was also very upset
32. and had red eyes after hearing about Marie's death.",1265,32,62,"1. Mrs Costa's daughter, Marie, was in the hospital
2. and there was a chair next to the bed
3. which the doctors were trying to put Marie into
4. which Mrs Costa did not agree with due to her daughter's illness.
5. Mrs Costa went home
6. and was worried about Marie
7. and spoke to her other daughter, Rita, about this.
8. The next day Mrs Costa was contacted by the hospital
9. and was told Marie was better now
10. and could come home.
11. Mrs Costa prepared some tea
12. and ordered some food from the bakery
13. and then went to the hospital to pick up Marie.
14. When she got to the hospital
15. she was asked if Marie had a history of fainting episodes
16. and was then told Marie had died.
17. Mrs Costa was very upset
18. and was asking the doctors why they killed her daughter.
19. The doctors offered Mrs Costa some medication to calm down
20. but she refused this in case they were trying to kill her as well.
21. Rita arrived at the hospital
22. and collapsed in the corridor
23. saying the back of her leg hurt
24. and felt like a hard pole.
25. Mrs Costa spoke to an undertaker, who was her brother-in-law,
26. and then went home to tell her husband and son that Marie had died.
27. When she told her husband and son the news,
28. they both had heart attacks
29. and died as well.
30. Many people had gathered to welcome Marie home
31. and they were all now very sad,
32. including one small boy who was crying.",1306,32,119
571bdaa76b0894001362f780,"1. My daughter, Marie, died twenty eight years ago.
2. She went into the Memorial Hospital for an appendicectomy.
3. I got a message from Mrs Costa at the grocery store.
4. (as I didn't have a phone)
5. telling me that Marie had been discharged.
6. and I was to go and collect her.
7. I was cooking at the time,
8. so I told my other daughter, Rita, to take over,
9. and also to put a big pot of coffee on.
10. and get some cakes from the bakery store.
11. My husband was working at the yard.
12. So off I went,
13. with Marie's hat and coat over my arm,
14. to the hospital.
15. As I was waiting to collect her,
16. a nurse came in to the room to get blankets,
17. and people were running.
18. Marie had collapsed.
19. When I went to see her,
20. she was on the bed,
21. with sweat pouring from her.
22. I screamed and started pulling at my hair,
23. hysterical.
24. 'You've killed her!'
25. A lady doctor came and spoke to me -
26. the assistant of the one who did the operation.
27. She told me that Marie had died.
28. She was just 18 years old.
29. At home,
30. my family was getting calls from the hospital office
31. asking where I was.
32. Rita and my son-in-law Rick came to the hospital in the car,
33. worried that something had happened to me,
34. due to my weak heart.
35. I was taken home,
36. and told my husband that Marie had died.
37. He had a heart attack.
38. Then I told my son, Michael -
39. he had a heart attack too.
40. My sisters had been waiting for news,
41. one holding the biggest orange I had seen,
42. and my brother-in-law, a funeral director.
43. I sent my son, James to break the news to them.
44. He ran through the newly-cleaned streets,
45. his eyes puffy and red.
46. 'Marie's dead', he said.
47. It was a blood clot that killed her.",1590,47,82,"1. I lost my daughter 28 years ago.
2. She had appendicitis,
3. but was recovering
4. and I got the call from the hospital
5. to go and pick her up.
6. At that moment,
7. I was in the kitchen
8. with my other daughter,
9. and my husband was at work.
10. I told her to make some coffee
11. and go and get some cakes,
12. while I set off,
13. with my daughter's coat and dress draped over my arm.
14. When I arrived at the hospital,
15. I was kept in the office
16. and there was suddenly a commotion -
17. nurses came running,
18. fetching blankets.
19. They said my daughter had a chill.
20. A little while later
21. I was told she had died.
22. I screamed,
23. hysterical.
24. My other daughter and son-in-law had set off for the hospital,
25. wondering where I was
26. and worried about me.
27. We went home
28. and I had to tell my husband
29. that we had lost our daughter.
30. Our son was sent through the newly-cleaned streets
31. to tell my sisters the awful news,
32. as they had been waiting to hear.",890,32,176
66cb416f427974865365523d,"1. Story from a mother's perspective about the death of her daughter.
2. Her daughter, Marie, was very sick in a Methodist hospital.
3. One time when she was visiting, they tried to make the daughter get up early.
4. The mother thought it was too soon.
5. She still blames them for this.
6. She thinks it gave her a blood clot.
7. But she was fine for a bit.
8. Eventually, the mother got the call that her daughter was discharged.
9. She told everyone.
10. She got her eldest daughter, Victoria, to finish the chores.
11. She told Victoria to put some coffee on.
12. Her youngest daughter always got the first coffee.
13. Then she left to pick up her daughter alone.
14. There was a lot of panic at the hospital.
15. She found out her daughter had fainted.
16. It was very severe.
17. The hospital was in chaos.
18. The daughter ended up passing away.
19. The narrator blamed the doctors and nurses.
20. She said they killed her daughter.
21. They were trying to give her something to help.
22. She refused.
23. She said they were trying to kill her as well.
24. Eventually, she went back.
25. Everyone was waiting.
26. They were expecting her daughter to have been released.
27. First, a little boy found out.
28. Then the news spread.
29. What had happened was the daughter had felt a pain in her leg.
30. Then she just went down.
31. That was the end of it.",1236,31,52,"1. The story is told from the mother's perspective.
2. She has two daughters,
3. one of whom is in the hospital.
4. She is visiting
5. and does not want her daughter moved,
6. as she fears it will make things worse for her.
7. She fears it might cause a stroke.
8. Her and her other daughter return home.
9. Eventually she hears that the hospitalized daughter is ready to be discharged.
10. She decides to go alone,
11. leaving all the household tasks with her daughter at home,
12. including making a coffee,
13. because the daughter in the hospital loves coffee
14. and always gets the first coffee.
15. She gets there
16. and she is waiting for a very long time.
17. Nobody can tell her why.
18. Eventually, the hospital erupts into chaos.
19. Something is wrong.
20. Something has gone wrong with her daughter.
21. She was walking with the nurse
22. and said she felt something,
23. then just collapsed.
24. She had died.
25. The mother is extremely upset.
26. She blames the hospital, the doctors, and the nurses.
27. She refuses to let them give her anything to calm down.
28. Then she makes her way home.
29. Everyone is waiting,
30. expecting her daughter to be returning,
31. but it's just the mother.
32. A little boy sees her first
33. and rushes to tell his parents,
34. telling them she's alone.
35. Then her husband, who is also waiting on the front steps, finds out.",1248,35,183
5ef528c2a0603b16a793423d,"1. Marie went in hospital with appendicitis.
2. She had the op 20th April.
3. She died 10 days later of a blood clot.
4. In the hospital, she was in a room with one chair.
5. They asked why the chair was there.
6. The nurse said the doctor had said Marie had to get up.
7. But she was under ether.
8. Even though they told the nurse, they still got her up.
9. She fainted.
10. She was then up and about in the ward.
11. The hospital called the store run by Annie.
12. They told Mrs. Costa her daughter could be collected as she didn't have a phone.
13. She went with a coat and dress.
14. The doctor told her to bring a corset.
15. She did.
16. When she got there, the room was empty.
17. A nurse aide came in to get blankets.
18. She said she was shaking.
19. The nurse told Mrs. Costa it was for Maria.
20. She had been walking with Arlene.
21. She said her calf hurt.
22. She couldn't see.
23. Then she collapsed.
24. She was covered in beads of sweat when Mrs. Costa went in.
25. They all knew her at the hospital as she had been in on three other occasions.
26. While waiting, she had been praying for a neighbor with gall bladder problems.
27. The neighbor was very unwell and had 10 children.
28. When in with Marie, she asked what they had done as her daughter was dying.
29. The assistant doctor came in.
30. A woman doctor, Monique, but Marie died.
31. Mrs. Costa screamed.
32. They wanted to give her a shot.
33. She told them they could not go near her.
34. They were not to go near Marie.
35. They wanted to find out how she had died.
36. At home, her husband was waiting on the step.
37. He had been upstairs to wash and shave.
38. Previously, Marie had got a pot of coffee ready.
39. She did it every morning for Marie.
40. Marie had missed her coffee.
41. She had sent to the baker for cake.
42. When not home, her daughter Rita went in with her husband.
43. When she saw her mother screaming and was told what was wrong, she fell to the floor with leg pain.
44. She has suffered from it since for episodes of weeks.
45. It was phlebitis.
46. They took the mother home.
47. Neighbors were out as they heard her screaming.
48. She told her husband.
49. He later had a heart attack.
50. She sent her son James to tell her sisters.
51. The streets were clean and freshly repaired.
52. One had got a huge orange for Marie.
53. They were waiting for the call that Marie was home.
54. One of their husbands had a heart attack when he found out too.",2251,54,69,"1. A girl went into hospital for an appendix op
2. and she was made to get up early
3. even though she said she had had ether
4. - she collapsed.
5. There was a chair in her room.
6. Later her mother was going to collect her
7. she had made coffee
8. which she made for her daughter each morning
9. and her daughter had missed
10. and she ordered cake.
11. The store had received calls
12. to tell her to come
13. as the mother didn't have a phone.
14. She took a coat for her.
15. When she got to the hospital
16. her daughter had collapsed again
17. and they told her she had died.
18. The daughter was sweating so much
19. and they called a dr
20. who was a woman
21. and not the main dr who had done the op.
22. The mother was very distraught
23. and the dr offered her some medication
24. but she refused
25. as didn't trust them.
26. She went home
27. and her neighbours were out
28. and her husband was there on the steps.
29. He later died of a heart attack
30. as did another relative with the shock of the death.
31. The young son had to go
32. and tell the 2 aunts
33. who had been waiting her coming home.
34. He met them in the street
35. and told them she was dead.",1046,35,175
