recall_id,clauses_original,len_original,c_original,n_original,clauses_again,len_again,c_again,n_again
66a7cf92e1fd4aa48ba59b52,"1. The story is a sad and heartbreaking one.
2. [It] was about a young lady Marie,
3. a 28 year old,
4. she died very close to her birthday.
5. After staying a while in the hospital,
6. everyone was expecting her return,
7. a small party was likely gonna happen,
8. but unfortunately, she died instead of getting discharged.
9. The news shocked everyone.
10. Her father and brother had an instant heart attack when the news broke.
11. [A] Call wasn't made to Marie's aunt,
12. young Jammie was sent,
13. [the] aunt was excited to see him,
14. until she had a close look at him
15. to realize his eyes were red from crying.
16. Mrs. Costa, Marie's mom, was quite popular in the neighborhood,
17. so is Marie,
18. even though she [is] a calm, quiet, and easy-going young lady.
19. Mrs. Costa doesn't have a phone,
20. she got the call from a lady at the store
21. at about a quarter to five in the night
22. that Marie is getting discharged
23. and she should pick her up.
24. Rita was cooking
25. and was told to finish ASAP.
26. Mrs. Costa ordered that coffee be made for Marie
27. because she had long wished for it,
28. [a] cake was also ordered for from the bakery.
29. Mrs. Costa got really emotional at the hospital,
30. accusing the doctors, nurses, and aides of killing her daughter.
31. She was a regular service user in the hospital,
32. typically knows most of the staff there.
33. She believed the blood clot her daughter had was the hospital's mistake.
34. She was mad when her daughter was about to be moved out of bed,
35. she told them she is too sick and still under ether,
36. but the nurse responded that it was the doctors' instruction she had to follow,
37. even though they had to put her back on bed after she passed away.",1572,37,188,"1. A woman lost her daughter
2. on a day close to her birthday.
3. It was such a sad moment.
4. She was very ill
5. and was expected to be discharged shortly.
6. Her family was already expecting her,
7. there was preparation for her homecoming,
8. she loved coffee so much
9. and had missed it,
10. so it was part of the preparations underway at home.
11. Unfortunately, she could not make it home,
12. her mom was called on a phone in a nearby grocery store.
13. It was so shocking.
14. She stormed the hospital
15. and cursed almost everyone.
16. She blamed them all for negligence.
17. Back at home,
18. the deceased younger brother was sent to her aunt,
19. aunt was expecting to be told that her sick sister was back home and better,
20. but lo and behold,
21. it was the other way round.",715,21,163
5bbb5e3f118c0600013c3202,"1. Marie died twenty seven years ago in hospital.
2. She had gone into hospital with appendicitis.
3. Her family went home to get her clothes.
4. [They went home] to wait on the phone call to come and get her.
5. The dad had a wash and a shave.
6. The mother took the clothes and went to the hospital.
7. When she got there, the nurse wanted her help to put Marie in a chair.
8. [The nurse wanted her help] which the mum couldn't understand.
9. [The nurse wanted her help] but it had been the doctor's orders.
10. Marie had been talking to someone else in the hospital.
11. [Marie had been talking] when she said she had a pain in her leg.
12. [Marie had been talking] and she couldn't see.
13. The nurse then told the mum that Marie was dead.
14. The mum started screaming.
15. [The mum started screaming] and told them not to touch her.
16. The staff knew Marie's mum.
17. [The staff knew her] as she had previously had three operations there.
18. They tried to get the mum to calm down.
19. [They tried] to sedate her.
20. [They tried] but they couldn't.
21. They gave her a lift home.
22. [They gave her a lift home] while she screamed.
23. The mum told her other daughter.
24. [Her other daughter] got really upset.
25. Then she told Mike.
26. [Then she told] her husband.
27. [Mike and her husband] both had heart attacks.
28. She sent her young son Jamie to her two sisters' houses.
29. [Her sisters] wanted to know when Marie was home.
30. [Her sisters] wanted to be there.
31. [Her sisters] had bought her a strange orange.
32. Jamie had to tell them both that Marie had died.",1156,32,160,"1. Maria went to the hospital
2. to have an operation.
3. Her mum the following day went
4. to get her
5. and took her some clothes.
6. While Maria was saying her goodbyes to the other people
7. she complained of feeling ill
8. and she died.
9. Maria's mum was really upset
10. and blamed the hospital
11. on killing her daughter.
12. The hospital wanted to tranquilize Maria's mum
13. but she refused
14. and demanded to go home.
15. Once home
16. she told her youngest son
17. to go tell her two sisters
18. that Maria had died
19. so he went
20. and did that,
21. the mum then waited for her husband
22. who was working in the yard
23. and told him
24. that Maria had died,
25. he had a heart attack.
26. She then told her oldest son
27. what happened to Maria
28. and he also had a heart attack.",696,28,72
673feeafa80a279f5cc63e33,"1. A lady was telling the story about her daughter Marie who died in a hospital.
2. She was there for her appendix.
3. She was waiting to be called to come pick her up to bring her home.
4. Finally, the call came.
5. She had her daughter make coffee since Maria liked it so much.
6. Her husband was getting washed up and ready for Marie to come home.
7. He went and sat on the step to wait.
8. When she arrived at the hospital, she saw Marie and something was wrong.
9. The nurses were trying to get her to stop and listen.
10. Finally, they told her Marie had died.
11. She fainted and collapsed.
12. They say it was from a blood clot in her leg.
13. The doctors came in and tried to speak to her.
14. But she didn't want to hear them.
15. She yelled, ""You killed my daughter, stay away from me.""
16. ""Stay away from my daughter.""
17. Eventually, they took her home.
18. She screamed in the car all the way home.
19. She was screaming when she got back to her home.
20. All the neighbors came out of their doors to see what was happening.
21. She told her husband and daughter Maria had died.
22. Her sisters were supposed to meet her when she got home.
23. So she had her little boy go tell the aunts what had happened.
24. When her husband found out, he had a heart attack.
25. No kidding, her son also had a heart attack.
26. They both did the same day.",1249,26,67,"1. A young girl [Emily?] was in the hospital
2. and it was time to come home.
3. Her Mom [Linda?] went to pick her up.
4. When she got there
5. she was told her daughter died
6. she was very distraught
7. and couldn't believe this happened
8. and wanted answers
9. she didn't want any nurses or doctors touching her daughter
10. or herself
11. at this point
12. she was very confused
13. of what went on at this hospital
14. for her daughter to have died.
15. Her sister made coffee
16. for when she arrived home
17. and her father sat on the doorstep
18. after showering
19. waiting for her.
20. Linda came home
21. and told them she had died.
22. Linda's sister was supposed to come over
23. after she brought Emily home
24. had wondered why she hadn't heard from her.
25. When she told her husband
26. he had a heart attack
27. and her son
28. Emily's brother
29. also died of a heart attack
30. around the same time.
31. [That's all of my memory :)]",841,31,192
6631974094690f6997799b7c,"1. Mrs Costa recalls the day her daughter Marie died,
2. she had gone in for an operation
3. and was given Ether as an anaesthetic.
4. Mrs Costa had waited to get the call from the hospital
5. to come and pick her daughter a store
6. as she did not have a phone then.
7. When she got the call,
8. she went to the hospital
9. and was told to wait by a nurse.
10. After waiting a while
11. a nurse came to ask her if her daughter had had fainting spells before,
12. and then Mrs Costa asked if the reason they were running about frantically was because of Marie
13. to which the nurse confirmed.
14. She rushed into the room
15. and saw Marie sweating heavily,
16. and then the doctor came in,
17. a lady,
18. she was the assistant to the doctor that usually showed up.
19. They did their best
20. but Marie died,
21. and Mrs Costa became hysterical,
22. pulling her hair and screaming,
23. they tried to give her something
24. but she angrily refused,
25. she knew all the nurses by name
26. because she had had three operations that year.
27. Back home her husband had asked about her
28. and her other daughter Rita had explained that she got the call,
29. Rita went to the hospital
30. and got the news
31. and she fainted,
32. when they got home,
33. she told her husband Mike what had happened
34. and he had a heart attack,
35. their son Mike came around,
36. and when he heard the news,
37. he also had a heart attack.
38. Her sisters Millie and Jennie had been waiting for Marie's return,
39. so she sent her son Jamie to go tell them what happened.
40. It was discovered that a blood clot was the cause of Marie's death.",1477,40,178,"1. Her daughter had gone in for a procedure,
2. but there was a mistake in the anaesthetic used,
3. she knew she was supposed to take her home that day
4. but they did not have a phone
5. so she gave the hospital the number of a nearby shop.
6. When she got to the hospital
7. she was asked to wait,
8. then she noticed the nurses seemed to be in panic,
9. and she asked if the reason they were running about frantically was her daughter.
10. She got the news from a female doctor
11. that her daughter had died,
12. it was not the doctor she usually saw
13. (that doctor was male).
14. Her husband had gotten home
15. and was expecting her to be home with their daughter,
16. after a while he sent their youngest daughter to the hospital,
17. she got there
18. found out the truth
19. and fainted.
20. A nurse came to try and calm the mother down
21. but she threatened her,
22. she knew all of them by name
23. as she had been in and out of that hospital that year.
24. They got back home
25. and told the father
26. and he had a heart attack,
27. their oldest son came
28. and he too had a heart attack
29. after hearing what had happened,
30. she sent her young son to her sister's
31. who had been planning a welcome party for the daughter.",1129,31,143
67727a80c7d8eee59166d596,"1. Mary's daughter had to go to hospital to have an operation.
2. She ended up being in hospital for 10 days.
3. She was only 18 at the time.
4. She then got the call to come and pick her up.
5. But they didn't have a phone.
6. So the hospital called the local store to pass the message on.
7. When she went to pick up Maria (her daughter) from the hospital,
8. It turned out Maria had died while she was waiting.
9. It was later found out it was a bloody clot that caused the death.
10. Mrs. Costa broke down and was going crazy.
11. Her husband was waiting at home for the mother and daughter to come home.
12. But they didn't.
13. Their other daughter went to the hospital to see where they were.
14. And found out that Maria had died.
15. And she collapsed as well.
16. When they both eventually came back to the house.
17. And informed the family what had happened.
18. Her husband had a heart attack.
19. And so did her son.
20. Her two sisters were also there.
21. And were a mess when they were told the news.",927,21,73,"1. So girl had gone to hospital
2. to have a routine operation
3. her mum had dropped [her] at the hospital
4. and she was told the hospital would be in contact
5. to pick [her] up later.
6. The mum didn't receive a call all day
7. and the hospital could not get hold of her
8. so they rang the local bar in the town
9. and the woman behind the bar passed the message on
10. to the mother that she needed to go to the hospital.
11. When she got to the hospital
12. she was told that her daughter had died,
13. she was distraught
14. and collapsed on the floor
15. saying she wanted to see her
16. and this couldn't be true.
17. At the same time
18. her other daughter had turned up at the hospital
19. and saw her mum
20. as she explained that her sister was dead.
21. Her other daughter then fainted
22. and the hospital wanted to help
23. but the mum said you are not touching her
24. as I don't want you to kill my other daughter as well.
25. They had phoned home
26. to explain what had happened,
27. the father was at the bar
28. so he had to rush home
29. and inform the family of what had happened.
30. When the mother and daughter got home
31. all the family were there,
32. aunties, uncles, etc.
33. and all very upset
34. and trying to take stock of what had happened.",1138,34,191
5c5cad3e4ee81200018eafe2,"1. Mrs Costa had a daughter
2. who was in the hospital
3. who had gone in for an operation for appendicitis.
4. The day after the operation
5. her other daughter went to see how Marie was
6. but she was still under the effects of anaesthetic.
7. But the nurses were trying to get her out of bed
8. because the doctors had told them to do so.
9. Then she seemed to get a blood clot
10. but they wanted to discharge her.
11. Back at home
12. Mrs Costa was cooking
13. and making coffee
14. and getting clothes ready
15. to take to the hospital for her discharge.
16. She went to the hospital
17. but when she got there
18. her daughter had died.
19. She was angry
20. and upset
21. and praying
22. and being annoyed with the nurses
23. for killing her daughter.
24. She was hysterical at the hospital
25. shouting at the doctors and nurses
26. that they had killed her daughter.
27. Back at home
28. she was still hysterical
29. but told her son
30. to tell the aunties that Marie had died
31. but he was very upset
32. and crying
33. and didn't want to go
34. and see them
35. but he did
36. and they were all in shock at the news,
37. even people in the neighborhood
38. or the store.
39. They reminisced about Marie
40. when she was young
41. and playing at the store.",1118,41,182,"1. I think the lady's name was Mrs Costa
2. and her daughter was in hospital
3. to have an operation.
4. She went to see her
5. the day after the operation
6. but her daughter was still dozy from the anaesthetic
7. and wanted to stay in bed.
8. But the doctor said
9. she needed to get up
10. and walk about.
11. They tried to get her to get up
12. so they could discharge her.
13. Mrs Costa went home
14. to get her some clothes
15. to wear for when they did discharge her
16. but when she went back
17. her daughter had died.
18. I think it was because
19. she got a blood clot
20. through not getting up
21. and walking about
22. so that wouldn't happen.
23. Mrs Costa was very angry
24. and shouting
25. and accused the hospital
26. of killing her daughter.
27. She went home
28. and had to tell the family
29. that her daughter had died unexpectedly
30. but she was so upset
31. that she couldn't go and tell them
32. so she got her son to do it instead.
33. He told everyone he could think of
34. and many people started remembering her
35. when she was young
36. and used to play in the street.",965,36,66
682ac1b6669fa157b2399b41,"1. Mother took her daughter to hospital for operation, Marie.
2. She was waiting for the daughter to go back home healed.
3. The operation was done.
4. Everything was going down well.
5. They would go to visit her every now and then with her other elder daughter.
6. The sister would visit her.
7. They would talk.
8. Then they would go back home.
9. On the day she was supposed to be discharged, Mother went to take her.
10. While she was waiting, she would pray for another woman who was also operated on to get well soon so that she could go back to her kids.
11. Little did she know her daughter's condition was even worse.
12. The nurse asked her if her daughter had fainted.
13. As she was rushing towards her room, the mother followed her.
14. Only to find Marlie dying.
15. She started to shout, ""You have killed my daughter,"" all over.
16. She would not even listen to nurses that were trying to console her.
17. At home, they were all waiting for her to come back with Marlie.
18. The sister came to the hospital.
19. When their mother told her Marlie had died, she collapsed.
20. The mother was screaming all the way to their home.
21. The father asked what was the matter.
22. He was told Marlie had died.
23. The brother was also told.
24. Her aunts were waiting to hear their niece was back so they could visit her.
25. The brother was sent to the aunts' place to tell them what happened.
26. They were cleaning the compound when he arrived.
27. They were expecting good news.
28. Only to realize the boy's eyes were full red.
29. He told them Marlie died.",1436,29,127,"1. We took our daughter to hospital for treatment.
2. She was admitted
3. and we used to go and visit during visit hours every day,
4. me and my other daughter.
5. She was doing well
6. we had all hope of going with her back home sooner.
7. One day I left as usual to go to the hospital,
8. there father was around
9. and he was hoping I will come back with her.
10. I reached the hospital
11. but I was denied to go in her ward
12. as nurses claimed there was an emergency,
13. they were running up and down.
14. I was shocked
15. but I had to wait.
16. I went in later
17. and found her fainted,
18. only to be told she was dead.
19. I screamed everywhere
20. feeling like this has happened due to hospital recklessness,
21. my second came
22. and when she heard the news was so shocked,
23. we all cried.
24. We later went home
25. only to find there father waiting for us
26. unaware of what had happened.
27. We told him,
28. their younger brother was also told what had happened.
29. The whole family started mourning.
30. We sent the brother to their aunt's place,
31. he found them out doing their daily chore,
32. they were happy to see him
33. as they were expecting good news,
34. probably she has been discharged
35. only for them to see the sadness on his face
36. and they knew all was not well,
37. they were told the news
38. and all became sad.",1214,38,194
5a9fa90f873cda00010d29d8,"1. It was 28 years ago that my daughter died.
2. My daughter Victoria is here.
3. My daughter died on the 30th of April.
4. Or 20th.
5. It was ten days before.
6. We were eager to see Marie as she collapsed on the ground one day.
7. She was taken to a hospital.
8. When the doctor called to say to come in, I was ready to do it.
9. I told one of my daughters to stop cooking.
10. I took a dress, Millie's dress, so that I could bring it to the hospital.
11. Dad was also happy to go to the hospital.
12. But he was busy.
13. I have a few daughters.
14. And Aunt Milly is also my relative.
15. I also have a son-in-law.
16. So I was eager to see Marie.
17. I went to the hospital.
18. I knew there was a lady in there who had gallbladder problems.
19. She was dying too.
20. I saw my daughter with pearls of sweat on her head.
21. Her leg was like a pole.
22. She was dead.
23. I screamed, ""No, you killed her,"" to the doctors.
24. But people kept trying to calm me.
25. I was in shock.
26. I screamed in my car.
27. I kept saying, ""No, it can't happen, she is dead, and they killed her.""
28. I called dad and explained it.
29. He was so ready to see her.
30. And Rita as well.
31. And son-in-law.
32. But she was dead.
33. It turns out she had a blood clot in her leg.
34. Which is why her leg was like a pole.
35. My daughter Marie was dead.
36. She was only 18 years old.
37. I was devastated.
38. I didn't let them touch my Marie.
39. I did not want anyone to do anything to her more.
40. I brought her dress.
41. But she was dead.
42. Then after hearing it from me, dad had a heart attack.
43. My husband died from a heart attack.
44. I could not believe it.
45. That's the story.",1522,45,68,"1. It is me Laura, my other daughter and myself, mom, here pondering.
2. The memories come back.
3. Fifteen years ago my daughter collapsed one day.
4. She collapsed on the floor.
5. We took her to a hospital.
6. At the hospital she was very frail, sickly.
7. I cried.
8. I went back home.
9. I found my husband asking what happened.
10. I explained the story.
11. Cousins also got very confused.
12. They wanted to see her at the hospital.
13. I decided to visit her at the hospital.
14. I called Laura.
15. She said to take a scarf to my sick daughter.
16. I looked for it in the closet.
17. I found a red scarf that she likes.
18. I went to the hospital with family to visit her.
19. Husband was on the phone.
20. He did not hear what I said about going there.
21. When I went to the hospital.
22. I went into her room.
23. There was another sick lady laying on the bed.
24. She had dementia.
25. There was my daughter laying in bed.
26. The doctor came in.
27. He told us she has cancer.
28. I collapsed to the floor screaming from terror.
29. Doctor said there was nothing they could do.
30. I cried.
31. I held my daughter.
32. I was very upset.
33. It was the worst thing that could happen to a mother.
34. My daughter was dying.
35. I remember this day vividly.
36. My daughter was so beautiful.
37. She had long hair.
38. After she died.
39. Me and Laura remembered her together.
40. It's like it happened yesterday.
41. I remember every detail.",1326,41,185
583c25b675d7c80001b73e9a,"1. The woman (Mrs Costa) was recounting how her daughter (Marie) died
2. after with a blood clot
3. after an operation for appendicitis 28 years ago.
4. She blamed the hospital and doctors
5. for moving her daughter
6. which lead to the blood clot,
7. something about moving her to a chair to start with
8. and then something later on about Marie walking with someone
9. and saying she couldn't see properly
10. and her leg hurt.
11. She got the call at home
12. to come and pick her up
13. so told her daughter Rita
14. that she was going to pick her up.
15. When she got there
16. she was told to sit and wait
17. and overheard something about another woman
18. who had young daughters
19. who was sick
20. and she was praying for her.
21. A nurse got a call
22. and came and asked if her daughter had a history of fainting,
23. they went to the room
24. and her daughter was covered in sweat
25. and she started yelling at the staff,
26. her daughter passed away
27. just before or after a doctor came in
28. which she accused them of killing her daughter.
29. The mother was overwhelmed
30. and freaked out
31. to the point of banging her head against the wall
32. and they wanted to give her a shot to calm her down
33. and she accused them of wanting to kill her,
34. and mentioned something about having a few operations (3?) that year
35. so the staff knew her.
36. Rita came
37. and was told
38. and she dropped to the ground,
39. which was explicitly mentioned as marble.
40. Then they made their way home
41. with her husband
42. and mentioned that her husband died of a heart attack
43. and also I think her brother
44. but timeline is unclear on that.
45. Her brother in law was an undertaker
46. and she tried to call
47. but couldn't get a hold of him
48. so she sent her young son,
49. and Mrs Costa's sister
50. and I think sister in law
51. thought the son was coming to say that Marie was home,
52. but then they noticed the son's eyes were red.
53. Then it became a lot more rambling
54. and I think it was a shopkeeper
55. she had a conversation with
56. about her daughter
57. and that she was quiet
58. and used to sit on the steps or something.
59. That's about all I remember.",1972,59,141,"1. The woman was recounting in a very rambling and unnecessarily detailed way
2. how her daughter had died from a blood clot
3. after an operation for appendicitis
4. and how it was the hospital's fault
5. making her stand up and walk around.
6. She started out being specific with dates,
7. I think 28 years ago when her daughter died.
8. She was at home
9. and got a call
10. while she was with her other daughter
11. who was baking something,
12. and was told she could come and pick her daughter up from the hospital.
13. She got to the hospital
14. and was told to take a seat,
15. she recounted something about a friend or friend's child who was in the hospital,
16. she heard an emergency being called
17. which I think prompted that,
18. then a nurse asked her if her child had previously had any fainting spells or other medical problems.
19. They made it to the woman's daughter's room
20. and during that time her daughter passed away.
21. The woman became inconsolable
22. and blaming the hospital for the death of her child
23. to the point where they wanted to sedate her,
24. she mentioned that they were trying to kill her like they did her daughter
25. and other irrational things.
26. The woman mentioned that she'd been in the hospital a number of times herself
27. to the extent where she knew the staff and they her.
28. She recalled she got home
29. and then launched into a thing saying things about how her husband and brother both died of heart attacks
30. but didn't clarify until later in the rambling
31. that it was much later on
32. when in the initial context sounded like it was around the same time.
33. Her young son met her when she got home
34. where she told him the news
35. and to go to her sister, the child's uncle or aunt,
36. who's partner was either an undertaker or mortician,
37. and recounted how the male wasn't there
38. and how the woman and another woman there thought he was coming to tell them his sister was home from the hospital.
39. Then she started talking about her daughter and her attributes,
40. and how she went to the shops
41. and spoke to the person behind the counter,
42. and how her daughter who'd passed would sit at the steps.
43. This is about the extent I remember!",2081,43,178
67be0b14104c7c690273444a,"1. My daughter died.
2. It'll be 28 years this month.
3. She died at Methodist hospital of appendicitis.
4. Sunday morning, my oldest daughter went to see her,
5. and she was still under ether.
6. They used a lot of ether.
7. There was a chair there.
8. I asked the nurse, ""What's this chair doing here.
9. What's this chair doing here?
10. We've got to get her out of bed.""
11. ""What are you talking about?"" the nurse replied.
12. ""She's still under ether.
13. That's doctor's orders.""
14. They had to put her back in bed.
15. I blame them for the blood clot she got.
16. After 10 days, I waited for a call from the hospital.
17. ""Go pick Marie up,"" the lady in the store said.
18. ""She's discharged.""
19. She was operated on in April.
20. The twentieth of April.
21. It was kind of chilly that day.
22. And I went to the hospital,
23. but when I got there, the nurse told me to sit down for a while.
24. I prayed for another lady there who had an operation on her gall bladder.
25. She'd been in bad shape,
26. and I didn't want God to take that mother away from her children.
27. I started getting chills thinking about it.
28. When I got to visit my daughter,
29. she went into a cold sweat.
30. I was asked by the nurse if my daughter had ever gotten into a fainting spell.
31. My daughter ended up bedridden,
32. beads of sweat pouring from her face.
33. I yelled at the nurses that they only kept killing her.
34. They'd call for the doctor,
35. who came in moments later.
36. ""You're killing my daughter!"" I'd say again.
37. ""You're killing her!""
38. ""Please try and talk to her,"" the doctor would say.
39. ""Talk to her?
40. My daughter's dying.
41. What am I supposed to tell her?""
42. She was only 18 years old.
43. And as I turned my back,
44. she would pass away.
45. I was getting ready to go home as my husband waited for me.
46. He wondered when I would come back,
47. because the people in the office didn't know what had happened yet.
48. ""Mother must have gotten really worked up about Marie,"" my eldest would say.
49. ""Must have gotten really upset that she made herself sick.""
50. I was all pulled apart the next time I came to visit.
51. One doctor wanted to give me a shot,
52. while another nurse came over.
53. That moment, I'd thought they were all trying to kill me too.
54. We lost Marie.
55. Marie died.
56. She suffered, seven to nine weeks at a time.
57. But how did they figure out how Marie died, if at all?",2241,57,66,"1. My daughter died.
2. It'll be 28 years this month.
3. She died at Methodist Hospital of appendicitis on Sunday Morning.
4. My oldest daughter went to see her.
5. She was under ether.
6. They used a lot of ether.
7. There was a chair there.
8. ""What's this chair doing here?"" I told the nurse.
9. ""We've got to get her out of bed.""
10. ""What are you talking about?"" The nurse said.
11. ""She's still under ether.
12. That's doctor's orders.""
13. They had to put her back in bed.
14. I blame them for the blood clot that she got.
15. After 10 days, I waited for a call from the hospital.
16. ""Go pick Marie up.
17. She's discharged.""
18. Since she's been gone, I've never forgotten to put a cup of coffee for her each morning.
19. She was operated on in March - I mean April.
20. The twentieth of April.
21. It was kind of chilly.
22. She saw me from windows on Wolf Street.
23. They told me on the phone it would be $10 for her board.
24. And I went, but when I got there, the nurse told me to sit down for a while.
25. I prayed for another lady in the hospital who had an operation for her gall bladder.
26. She was in bad shape, and I didn't want God to take that mother away from her children.
27. I started getting chills thinking about it.
28. She went into a cold sweat, and I was asked if my daughter had ever got into a fainting spell.
29. My daughter ended up bedridden, beads of sweat pouring from her.
30. I yelled at the nurses that they kept killing her.
31. The doctor came in, and I told her that she killed her.
32. She simply told me to talk to her.
33. ""Talk to her?! My daughter's dying.
34. What am I supposed to tell her?""
35. She was only 18 years old.
36. As I turned my back, my daughter passed away.
37. I was getting ready to go home.
38. My husband waited for me, wondering when I would come back.
39. The people in the office didn't know what had happened yet, asking when I would come to pick her up from the hospital.
40. ""Mother must have gotten really worked up about Marie,"" my eldest would say.
41. ""Must have gotten really upset that she made herself sick.""
42. I was all pulled apart the next time I came to visit.
43. One doctor wanted to give me a shot.
44. Another nurse came over.
45. That moment, I'd thought they were all trying to kill me too.
46. We lost Marie.
47. Marie died.
48. She suffered, seven to nine weeks at a time.
49. But how did they figure out how Marie died, if at all?",2266,49,62
