recall_id,text_original,c_original,n_original,text_again,c_again,n_again
66e8c6e99be9621d5b1ed1fa,"So, there was a woman whose daughter, Marie, died almost twenty eight years ago this month. Marie had surgery at Methodist Hospital for appendicitis. The operation took place late on a Saturday afternoon.
The next day, Marie’s older sister, Victoria, went to visit her. At that time, they used a lot of ether during surgery, and Marie was still under its effects. There was a chair in the room because the hospital staff was beginning to get patients out of bed, but Marie was still too sick to be moved. Victoria questioned the nurse about the chair, and the nurse explained that it was the doctor’s orders to get her out of bed. Victoria was worried since Marie was still unconscious, but they insisted.
Later that afternoon, the woman was at home when she got a call from a neighbor at the store. The hospital had called, saying Marie was being discharged and that she needed to go pick her up. She told her daughter Rita to finish cooking and prepare coffee, as Marie always liked to have a cup of coffee first thing in the morning.
She prepared herself, taking her coat and Marie’s dress with her, and went to the hospital. When she arrived, the nurse asked her to sit down for a moment. While waiting, the woman prayed for another patient in the hospital, a mother with ten children who was in very bad shape.
Suddenly, the woman started to feel chills and cold sweats. The nurses noticed and asked if Marie had ever fainted before. Realizing something was seriously wrong, they rushed her into Marie’s room.
Marie was lying there in her slippers and housecoat, sweating heavily. The woman was devastated and accused the staff of killing her daughter. The doctor, a lady named Dr. Montique who assisted Dr. Schwartz during the operation, came in but admitted they didn’t know what had happened.
The woman became hysterical, pulling at her hair and banging her head against the wall. Marie was only eighteen years old, beautiful, and was supposed to be going home that day. But just as the woman turned her back, Marie passed away.
At home, the woman’s husband was waiting anxiously. The hospital kept calling the store asking when Marie’s mother would arrive, not knowing the tragedy that had happened.
The woman was so distraught that a doctor wanted to give her a sedative, but she refused, telling them they had already taken her daughter’s life, and she wasn’t about to let them take hers too.
Her daughter Rita came to the hospital, and when she saw her mother’s state, she collapsed on the floor from shock. Ever since that day, Rita has suffered from terrible pain in her leg like a hard pole running through it that lasts for weeks and makes walking difficult.

The cause of Marie’s death was later determined to be a blood clot. A girl who had been with Marie said that Marie had complained of pain in her leg and blindness before collapsing.

The woman was furious and refused to let anyone touch Marie’s body afterward.

When she finally went home, she was screaming loudly, drawing the attention of neighbors. She told her husband what had happened—they had lost Marie.

The entire family and neighborhood were shocked. Annie, a woman from the local store, still remembers Marie standing quietly on the step, a good and pleasant girl.

The woman’s younger sister had brought an orange for Marie and asked to be informed when Marie was picked up so they could come over. The woman called her brother-in-law, an undertaker, but sent her young son James to tell other family members instead. James was crying when he delivered the sad news.

It was a tragedy that affected everyone close to the family.",53,116,"their is this a girl that just got discharged from the hospital. The doctors said she was getting better. Her mother got the call to come pick her up everyone was happy, relieved. Her aunt even went out to buy fruit, excited to welcome her back home.
Her father was sitting outside on the staircase, waiting quietly for them to return.
But afer the mother reach the hospital, everything changed.
Another call came the girl had suddenly passed away.
When the mother got home, she walked straight to her husband and told him the news. He fainted on the spot. His brother fainted too when he heard. They had already started doing the pavement outside to welcome her back none of them knew it would turn into mourning.
The mother sent her little son to tell the aunt. When he got there, his eyes were red. They asked him,Is your mother back from the hospital?He said quietly, “My sister passed away.”The women screamed and rushed to the house.
Neighbors gathered. One of them shook her head and said, What a pity… she was so gentle. Always sat quietly in front of the house. So well-behaved.The whole neighborhood felt it. It wasn’t just a family that lost a daughter, it was everyone who knew her.",26.0,114.0
648868c355e5b891758c5767,"This story involves the death of Marie. Marie's mother is the one who shares the story. Marie was admitted to the hospital for appendicitis. Her family was all home waiting for her and they got the call that she was okay to be released. However, her family were apprehensive and did not agree with that, but since it was doctor's orders, they had to go and get her. But when they tried to get Marie out of bed, she immediately collapsed, so she had to stay for longer. After a while, the mother then got a call to pick up Marie. Everything seemed fine, however, the nurse told the mom to come urgently. It was later revealed that Marie died in the hospital. The mother was obviously hysterical and blamed the hospital for being negligent and essentially killing the daughter. The mother was very upset and causing a scene, and rightfully so. At one point, they were about to inject her with something to calm her, in which she claimed they were trying to kill her as well. Marie was suspected to have died from a blood clot in her leg. She was found to lose feeling in her leg and got a headache, which highly suggests she passed away from that blood clot. Marie's family were all anticipating her return, but sadly, when the mother arrived back without Marie, she revealed how she passed away in the hospital. All her family members were heartborken. Her father and brother had heart attacks after hearing the news of her passing. Marie was very young so it was a devastating story.",32,194,"There was a women who hada daughter, who was just 18 years old, that was admitted in a hospital because she had appendicitis. The doctor's said that she was able to be discharged shortly after, but her mother refused and said she should still recover and rest at the hospital. Due to the doctor's orders, the daughter initially was getting ready to leave, however she said that felt something weird in her leg and then passed out, so they allowed her to stay due to this. It was suspected that she had a blood clot in her leg, which is possible due to recently having surgery. When the doctor went to check up on her, they found out that she passed away. When they informed the mother, the mother was hysterical. The mother rightfully blamed the hospital for their negligence and wrong medical orders. When the mother revealed it to their waiting family expecting her arrival, they were shocked and in disbelief. Some family members even got a heart attack after the revelation.",27.0,156.0
6483605a0d0e43c659c92801,"Marie was in hospital and was being discharged. Her mother had a phone call to say Marie was ready to be discharged so she gathered Marie's clothes that were laid out on the kitchen table and put them in a bag with her coat over her arm and a dress. Mrs Costa tells Rita to have a big pot of coffee ready as Marie really wanted a cup when she came home. At the hospital a nurse tells her to sit and wait . While she waits she prays for a patient she knows. A nurse rushes t cupboard to get blankets as a patient is burning up. Mrs Costa realises it's her daughter and rushes in and Marie is dying from a blood clot. Mrs Costa screams and nurse tells her to talk to her daughter. Mrs Costa steps away from bed and Marie dies.
Mrs Costa calls Rita and she comes to hospital with her husband. Meanwhile Mrs Costa arrives home tells husband who suffers a heart attack. then her son also has a heart attack when told of Marie's death. Two aunties were waiting to se Marie when she arrived hone with a big orange as a present Mother ask young sone James to go and tell them Mrs Costa always has a cup of coffee to remember her daughter",43,145,"Mother at home laying clothes out to take to hospital to collect daughter. The daughter loves coffee and its ready for her homecoming. A girl is in hospital Her mother gets to hospital with dress over her arm and clothes in bag. She's put in a room where she speaks to another visitor whose daughter is ill too and she says she will pray for her. A nurse comes rushing in and says her sats are falling. Mother realises they're talking about her daughter and rushes in. Her daughter dies.
The girl's aunties are waiting to visit . Mother goes home to tell husband who collapses and dies of heart attack. Daughter very popular and would light up a room. Every time they have a coffee they will remember her.
",27.0,46.0
58404fd8ad98e40001ce915f,"This was a story about a family whose daughter was in hospital, told from the mothers perspective. The daughter was ill and ended up in hospital, they gave her ether to treat her complaint, and then tried to move her to a chair, but this made her worse. The mother thinks this is what caused the brain clot that eventually killed her. When the daughter is ready to come home from the hospital, the hospital call the mother Mrs Costa, at the local store as she does not have a phone at home.She tells her other daughter Rita, to put a large pot of coffee on and to get cake. When she goes to the hospital, she prays for another person who is ill who has lots of children. While she is praying the nurses call the mother in to see her daughter, but she is not well and has beads of sweat on her. The daughter then dies. The mother is distraught and is screaming. Her other daughter Rita comes to the hospital.She has a bad leg, plebitis i think, where her leg goes stiff. She falls to the floor. They both go back home and the mother is still screaming. The father is waiting on the step/front porch and asks what the matter is. He has been working all day in the yard. The little son goes to inform his aunts that the daughter Marie has died. One of the aunts has a large orange.The mother then recalls phoning her sister whose husband is an undertaker. The father and her son Michael have heart attacks. ",40,167,"This was a story about a woman whose daughter was ill in the hospital. The mother was concerned that the doctors had got the daughter out of bed too soon which caused her to become worse and eventually caused her death. The family were awaiting news of the daughter and were expecting here to come home. The father had been working all day in the yard, and the other daughter had been told to go and get a cake and put a pot of coffee on. The mother went to the hospital to pick up her daughter and was told to wait by the nurses. As she waited she prayed for another woman who was also in the hospital who was sick and had a lot of children. The mother prayed for this woman. The mother then found out her daughter had died and was distraught, it was unclear what had killed her but the daughter had been up visiting another patient when she became ill again. The mother was hysterical and was banging her head against the wall. When she returned home she was inconsoleable and told her youngest son to go and inform her sisters off the sad news. One of the sisters had a large orange (!). One of the sisters husbands was an undertaker. He had subsequently passed away. The story was told looking back at this episode .",28.0,171.0
60aad516e34718d318bfb44d,"The story begins with an image of a orange cat jumpin in the air with a white background behind it. Next we see an image of an older woman which goes by the name Mrs custer, the narration goes to say that she was remember the day her duaghter died which was on the 30th of april. She talks about how her younger daughter who goes by the name Marie, she was in hospital because she was ill. I can not remember the specific illness but I do remember the narrator sayung she was under ether treatment. At one point she was in bed and a nurse came and said she was instructed to move her to a chair her mother did not want this occur because she said Marie looked weak. the nurse moved Marie from the bed and she collapsed, so they had to move her back into the bed. I remember the mother at home when her oldest daughter came to see her. The mother had gotten a call to come fetch her daughter, the daughter had the surgery on the 20th of april and the mom was to come on the 30th to take her home. The mother prepared her daughters clothes and brought them to the hospital. Marie' dad waited outside the home. When the mom arrived she noticed her daughter was very sweaty and she was wondering what was wrong, she had turned for a few minutes and noticed her daughter was dead. She started going crazy sayign they killed her daughter, a female doctor came into the room and the mother kept blaming her. the mother was pulling on her hair and going crazy. Her older duaghter noticed that she had been gone for a while so she went with her husband to see what was going on in the hospital. when she got the she noticed how disheveled her mother looked. she asked her what was going on the mother told her that marie had died. the older sister fell to the ground. when they got home they told the father what happened and he got a hearattack, her son was the too he heard what happened and got a heartattack too. They later told the rest of the family what had happen to Marie.   ",45,85,"The story begins with an orange cat image jumping in the air. After that we see an old lady by the name Mrs Custer, one of her daughter was hospitalized. she had a sever illness that caused her to require surgery on the 20 of april. Mrs custer' older daughter visited her after hearing the news. Mrs custer was called to come into the hospital on the 30th of april. she packed her daughter some clothes to wear. The daughter' father was worried about her and wanted to wait outside their home for his wife to come back with their daughter. When mrs custer arrived and saw her daughter very sweaty, the nurse wanted to move her daughter to the chair and Mrs custer did not think it was a good idea. they tried movign the daughter out of the bed and the daughter fell on the floor. Once they got her back in the bed that is when she passed away. Her mother was in shock and started behaving in a heretical manner. Her older daughter started getting worried when time passed and her mother was not home yet. She and her husband decided to go to the hospital to see what was happening, when she arrived her mother told her that her younger sister passed. The older sister fell onto the hospital floors when she heard the news. They later went home and told her father. Her father experienced a heart attack when he heard the news, they also told her brother who also experienced a heart attack. The daughters extend family was waiting for arrival, one of her aunts even brought her a huge orange. The Custer family sent a little boy to tell the rest of the family what had happen. The boy went to tell the other family members and they were sadden.  ",30.0,76.0
67740317948951ecb761e52f,"A woman named Mrs Costa tells the story of her daughter, Marie, who dies 28 years ago on the 30th of April. Marie was in the hospital and there was a chair next to her bed, and the doctors told Mrs Costa they were going to try and get Marie out of bed. When they did, Marie collapsed and passed out so was put back into the bed. Later, the hospital called Mrs Costa to tell her she could come and take Marie home, so they made a pot of tea and got some cakes from the bakery ready and took a dress for Marie to the hospital. When Mrs Costa arrived, she was asked if Marie had ever had fainting episodes, and was then told that Marie had died. Mrs Costa began screaming at the nurses and doctors that they had killed her daughter, so they offered her some medication to calm down but she refused this. They told Mrs Costa that Marie had died of a blood clot. Mrs Costa's other daughter, Rita, also collapsed at the hospital when she heard that Millie had died, and her leg felt like a hard pole. Mrs Costa had to go home and tell her everyone that Marie had died, and when she told her husband he had a heart attack. Her son also had a heart attack when he heard that Marie was dead. A young boy was also very upset and had red eyes after hearing about Maries death.",32,62,"Mrs Costa's daughter, Marie, was in the hospital and there was a chair next to the bed which the doctors were trying to put Marie into which Mrs Costa did not agree with due to her daughters illness. Mrs Costa went home and was worried about Marie and spoke to her other Daughter, Rita, about this. The next day Mrs Costa was contacted by the hospital and was told Marie was better now and could come home. Mrs Costa prepared some tea and ordered some food from the bakery and then went to the hospital to pick up Marie. When she got to the hospital she was asked if Marie had a history of fainting episodes and was then told Marie had died. Mrs Costa was very upset and was asking the doctors why they killed her daughter. The doctors offered Mrs Costa some medication to calm down but she refused this in case they were trying to kill her as well. Rita arrived at the hospital and collapsed in the corridor saying the back of her leg hurt and felt like a hard pole. Mrs Costa spoke to an undertaker, who was her brother in law, and then went home to tell her husband and son that Marie had died. When she told her husband and son the news, they both had heart attacks and died as well. Many people had gathered to welcome Marie home and they were all now very sad, including one small boy who was crying.",32.0,119.0
571bdaa76b0894001362f780,"My daughter, Marie, died twenty eight years ago. She went into the Memorial Hospital for an appendicectomy. I got a message from Mrs Costa at the grocery store (as I didn't have a phone) telling me that Marie had been discharged and I was to go and collect her. I was cooking at the time, so I told my other daughter, Rita, to take over, and also to put a big pot of coffee on and get some cakes from the bakery store. My husband was working at the yard. So off I went, with Marie's hat and coat over my arm, to the hospital. As I was waiting to collect her, a nurse came in to the room to get blankets, and people were running. Marie had collapsed. When I went to see her, she was on the bed, with sweat pouring from her. I screamed and started pulling at my hair, hysterical. 'You've killed her!' A lady doctor came and spoke to me - the assistant of the one who did the operation. She told me that Marie had died. She was just 18 years old. At home, my family was getting calls from the hospital office asking where I was. Rita and my son-in-law Rick came to the hospital in the car, worried that something had happened to me, due to my weak heart. I was taken home, and told my husband that Marie had died. He had a heart attack. Then I told my son, Michael - he had a heart attack too. My sisters had been waiting for news, one holding the biggest orange I had seen, and my brother-in-law, a funeral director. I sent my son, James to break the news to them. He ran through the newly-cleaned streets, his eyes puffy and red. 'Marie's dead', he said. It was a blood clot that killed her.",47,82,"I lost my daughter 28 years ago. She had appendicitis, but was recovering and I got the call from the hospital to go and pick her up. At that moment, I was in the kitchen with my other daughter, and my husband was at work. I told her to make some coffee and go and get some cakes, while I set off, with my daughter's coat and dress draped over my arm. When I arrived at the hospital, I was kept in the office and there was suddenly a commotion - nurses came running, fetching blankets. They said my daughter had a chill. A little while later I was told she had died. I screamed, hysterical. My other daughter and son-in-law had set off for the hospital, wondering where I was and worried about me. We went home and I had to tell my husband that we had lost our daughter. Our son was sent through the newly-cleaned streets to tell my sisters the awful news, as they had been waiting to hear.",32.0,176.0
66cb416f427974865365523d,"Story from a mother's perspective about the death of her daughter. Her daughter, Marie, was very sick in a methodist hospital. One time when she was visiting, they tried to make the daughter get up early, despite the mother thinking it was too soon. She still blames them for this, and thinks it gave her a blood clot. But she was fine for a bit, and eventually the mother got the call that her daughter was discharged. She told everyone, got her eldest daughter, Victoria, to finish the chores and put some coffee on -- her youngest daughter always got the first coffee. Then she left to pick up her daughter alone. There was a lot of panic at the hospital, and she found out her daughter had fainted. It was very severe and the hospital was in chaos. The daughter ended up passing away and the narrator blamed the doctor's and nurses, saying they killed her daughter. They were trying to give her something to help, but she refused saying they were trying to kill her as well. Eventually she went back, and everyone was waiting, expecting her daughter to have been released. First a little boy found out, then the news spread. What had happened was the daughter had felt a pain in her leg, then just went down. That was the end of it.",31,52,"The story is told from the mother's perspective. She has two daughter's, one of whom is in the hospital. She is visiting and does not want her daughter moved, as she fears it will make things worse for her. She fears it might cause a stroke. Her and her other daughter return home. Eventually she hears that the hospitalized daughter is ready to be discharged. She decides to go alone, leaving all the household tasks with her daughter at home, including making a coffee, because the daughter in the hospital loves coffee and always gets the first coffee. She gets there and she is waiting for a very long time. Nobody can tell her why. Eventually, the hospital erupts into chaos. Something is wrong. Something has gone wrong with her daughter. She was walking with the nurse and said she felt something, then just collapsed. She had died. The mother is extremely upset. She blames the hospital, the doctors and the nurses. She refuses to let them give her anything to calm down. Then she makes her way home. Everyone is waiting, expecting her daughter to be returning, but its just the mother. A little boy sees her first and rushes to tell his parents, telling them she's alone. Then her husband, who is also waiting on the front steps finds out.",35.0,183.0
5ef528c2a0603b16a793423d,"marie went in hospital with an appendisitis - she had the op 20th april and died 10 days later of a blood clot. In the hospital she was in a room with oine chair which they asked why was there and the nurse said the dr had said marie had to get up. but she was under ether and when even though they told the nurse, they still got her up and she fainted. She was then up and about in the ward and the hospital called the store run by annie to tellmrs costa her daughter could be collected as she didnt have a phone. She went with a coat and dress and the dr told her to bring a corsett which she did. When she got there the room was empty and a nurse aid came in to get blankets saying she was shaking. The nurse told mrs costa it was for maria. She had been walking with arlene and said her calf hurt and she couldnt see nad then collapsed. She was covered in beads of sweat when mrs costa went in - they all knew her at the hospotal as she had been in on 3 other occassions. While waiting she had been praying for a neighbour with gall bladder problems who was very unwell and had 10 children.
 When in with marie she asked what they had done as her daughter was dying - the assistant dr came in a woman dr monique but marie died. Mrs costa screamed  - they wanted to give her a shot but she told them they could not go near her and they were not to go near marie as they wanted to find out how she had died. At home her husband was waiting on the step having been upstairs to wash and shave. previously marie had got a pot of coffee ready as she did every morining for marie  as arie had missed her coffee and she had sent to the baker for cake.
When not home her daughter rita went in with her husband - when she saw her mother screaming and was told what was wrong she fell to the floor with leg pain which she has suffered from since for episodes of weeks - phlebitis. They took the mother home and neighbours were out as they heard her screaming. She told her husband who later had a heart attack. She sent her son james to tell her sisters - the streets were clean and freshly repaired - one had got a huge orange for marie and they were waiting for the call that marie was home. one of their husbands had a heart attack when he found out too. ",54,69,"a girl went into hospital for an appendix op and she was made to get up early even though she said she had had ether - she collapsed . there was a chair in her room.Later her mother was going to collect her she had made coffee which she made for her daughter each morning and her daughter had missed and she ordered cake. The store had reeived calls to tell her to come as the mother didnt have a phone. she took a coat for her,. when she got to the hosital her daughter had collapsed again and they told her she had died. The daughter was sweating so much and they called a dr who was a woman and not the main dr who had done the op. the mother was very destraught and the dr offered her some mediactaion but she refused as didnt trust them. she went home and her neighbours were out and her husband was there on the steps. He later died of a heart attack as did another relative with the shock of the death. The young son had to go and tell the 2 aunts who had been waiting her coming home. he met them in the street and told them she was dead.",35.0,175.0
66e484aa361904c9801c6837,"The woman's daughter (Marie) died on the 30th April. She went into the hospital with phebitis. The woman used the neighbour's phone (Mrs Costa) to call the hospital to see if it was time to collect her. When the woman got to the hospital there was a chair in the room. The woman asked what the chair was for. The woman said she couldn't get out of bed, but the nurse said it was the doctor's orders that she had to get out of bed and sit on the chair. When the nurse tried to get her in the chair the daughter collapsed. ten days later the woman called agin from Mrs Costa and was told to go to collect Marie. So the woman went to the hospital. But Marie had a turn and the woman saw a nurse getting blankets from a closet. She asked are those for Marie. Marie dies and the woman screamed. The other daughter likes coffee and was waiting at home. A doctor wanted to give her something to calm her down but the woman refused. The woman's family were all waiting for the woman and Marie to come home. The woman's husband was sitting on the step waiting. Her two sisters were waiting and one had a huge orange to give to Marie. The hospital called to ask where the woman was and was she coming to pick up Marie. The son-in-law come to the hospital with the other daughter and found the woman screaming. The daughter fell to the floor with an ailment that can incapacitate her for 6 weeks at a time. It is like having a pole down her leg. The woman knew all the nurses because she'd had three operations there. In the car on the way home the woman screamed and screamed and her hair was standing on end. Everybody came out to look at the car with the screaming woman in. When they got home the woman told her husband that Marie was dead and sent her young son, James, to tell her two sisters. Jamie had red eyes when he got to his Aunties house. Her mother and sisters were shocked and Mrs Costa said she remembered Marie standing on the step.",35,84,"The woman had a daughter who recently died in hospital. Before she died the woman visited the hospital she was in and there was a chair in the room. The nurse was going to transfer the daughter from her bed to the chair. The woman said don't do that but the nurse said it was doctor's orders. While the daughter was being transferred she clapsed and got worse. Back at home the woman was waiting for the call to collect the daughter from the hospital and bring her home. The call never arrived so she went to her neighbour's house to call the hospital to find out what was happening. The hospital said why aren't you on your way. So she left to go to the hospital. Her husband came home and sat on the step waiting. Her two sister's waited. One had a huge orange. In the hospital a nurse was looking in a cupboard for blankets. The woman started to fret and sensed that something was wrong. She asked if the blankets were for her daughter (Rosa, maybe). Her daughter had collapsed and died. Now her other daughter (who likes coffee) and her son-in-law travelled in a car to the hospital. The nurse tried to give the woman a sedative but she refused it. She was distressed but knew the nurses as she'd been in the hospital for treatment three times before. When her other daughter arrived at the hospital, she collapsed in the hospital corridor and it felt like she had a pole running down her leg. They got in the car and travelled home to relay the news that the daughter was dead. The woman was wailing and all the neighbours came out to see what was going on. Realising that everyone was waiting for news she sent her youngest son to tell her sisters what had happened. He arrived at their house red-eyed. The neighbour who she had made the phone call from remembered that she liked the daughter who had died.",52.0,175.0
664cc974cb25cb2deeaa7ce3,"A older woman, Mrs. costa, is recalling how one of her daughters, Marie, passed away. Marie went into the hospital for an operation for appendicitis and afterwards while she was healing they were trying to get her to get out of bed earlier than she should have, and Mrs. Costa kept telling them dont make her but they did and she collapsed. This is what Mrs. Costa believes created the circumstances under which she got a blood clot and died later. So Marie had to stay at the hospital and Mrs. Costa went home and the whole family went about their business checking in on Marie regularly. Marie seemed to be doing better. Then one day Mrs. Costa got the phone call from the hospital to go pick Marie up that she was ready to come home (and maybe pay a $10 bill of some kind?). So Mrs. Costa got ready to go and told her other daughter Rita to make coffee because the dad was in the yard and would he would be home soon as would Maria and they both liked coffee in the morning. So Mrs. Costa went to pick up Maria and when she was there waiting she saw another woman she knew who was there because her own daughter was ill and Mrs. Costa had a lot of empathy for her and prayed for her as a mother. While this was happening there was a lot of commotion at the hospital all of a sudden and Mrs. Costa thought it had to do with someone else until one of the nurses came over and asked her a question about Marie falling down at which point Mrs. Costa started to get upset and ask if it was Marie that was actually crashing and the nurse said yes so she went with her. Marie was laying in the bed dying wearing her slipped and house coat and had huge drops of sweat. Mrs. Costa started freaking out and melting down in hysterics that they had killed her daughter (even though it seemed like she was dying but not actually dead yet?)They told her to talk to Marie but that seemed to trigger her into worse hysterics because what was she supposed to say to her dying daughter. And then her daughter actually died while she was melting down. Which, in turn, made her melt down all the more. The doctors and nurses were trying to calm her down and give her needles or medicines to help, but she refused and was being hostile yelling and screaming at them not to touch her. Meanwhile, the father was at home sitting on the steps waiting for her and Marie to come home. And Rita was still in the kitchen. The admin at the hospital didn't realize what had ahppened and so they were still calling the house asking for Mrs. Costa (her mother) to come and pick up Marie. It was realy confusing to Rita and her husband (I think? Mrs. Costa's son in law) and they thought maybe something had happened to Mrs Costa. So they went to the hospital to check. Rita saw her mom in the hall, who was still in hysterics and told Rita that Marie had died. Rita fell down becasue her leg clutched up because of some medical issue she has that maybe Marie also had? When they returned home Mrs. Costa told her husband who on the steps what happened and he had a heart attack and died. Then she told her son, and her son also had a heart attack and died. Mrs Costa's two sisters were waiting somewhere for Marie to co me home one had a giant orange to give her. Mrs. Costa told her youngest son James to go tell his two aunts what had happened and that Marie died so he ran down a clean street to tell them and they saw he had been crying. And she ended the story saying this is how Marie died. ",79,119,"A mother was recalling how one of her daughters, Maria, died. Maria had gone into hospital for her appendix. While there, the doctors or nurses tried to get her up and out of bed, even though her mother pushed back they made her get up anyways. The mother believes this is what led to a blood clot that would eventually lead to Maria's death. With Maria in the hospital, the mother went home and was going about her days and working in the family shop. Eventually she got a phone call that Maria was ready to go home. So she said to her other daughter Rita in the kitchen to make coffee because Maria loved to have that in the morning and the father would be coming home. So the mother went to the hospital to pick up Maria and pay a $10 bill. When she got there she was in the waiting room an saw another Mother very upset, her daughter was also in the hospital. The mother prayer for the other mother and her daughter because she wouldn't wish that on anyone. While this was going on, a nurse came by and asked a question about Maria to her mother and then all of a sudden there was some kind of hubbub around them with staff running into one of the rooms. The mother started crying and asking if this was about Maria and the nurse said yes and that she should come. So the mother went in and saw Maria lying on the bed with her slippers and housecoat and sweating so badly, huge drops of sweat. The mother was screaming at the doctor and nurses that they killed her daughter. The mother was in complete hysterics, even though her daughter wasn't dead just yet. The doctor told the mother to talk to her daughter but that just set her off worse and into more hysterics because what was she supposed to say to her dying daughter. While this was happening, Maria did die. They believe of a blood clot. 

Meanwhile, at home the father was sitting on the front steps waiting for the mother and maria to come home. And Rita was in the kitchen and the hosptial staff or admin kept calling asking them to come get Maria. Apparently there was a miscommunication and they were't aware of what was happening at the hospital with the mother and Maria. So Rita and her husband decided to go to the hospital to check, thinking something minor might have happened to the mother. When they arrived, Rita saw her mother in the hallway and her mother was crying and told her Maria had died. Rita suffered from some kind of condition and her legs gave out and she fell in the hallway. The doctors kept trying to give the mother pills or a shot to calm her down, but she refused and just kept screaming at them. 

After all of this the mother went home. The father was still sitting on the steps and asked where Maria was. The mother said she had died. The father then had a heart attack and he died. The mother went it the house and saw one of her elder sons and told him, and then he had a heart attack and died too. 

Maria's two aunts had been waiting for her to come home. One of them had a giant orange that she was going to give her. But they had left. So the mother told her young son James to go tell the aunts that Maria had died. So the young boy ran down a street that had been recently clean and when they saw him with red eyes they knew somethiing had happened. He told them and they were really sad. 

And this closed out the story the Mother was telling of how her daugher died, and what happened afterwards. ",56.0,122.0
