,summary,rephrased_summary,total,len,rate,keypoints_id
41,"My daughter died twenty-eight years ago this month.|She died at Methodist Hospital after an appendicitis operation.|Victoria visited her at the hospital the next day.|The nurse tried to get her out of bed per doctor's orders.|She passed out when they attempted to move her.|I blame them for the blood clot she got.|Marie was discharged after ten days at the hospital.|I prepared to pick her up from the hospital.|The hospital called to tell me to pick her up.|I arrived at the hospital with her clothes ready.|The nurse asked me to sit and waited for news.|I prayed for another patient while waiting.|The nurse then said Marie was in a cold sweat.|I went to Marie's room, and she was on the bed.|I accused them of killing my daughter.|Marie passed away while I was with her.|My husband waited at home, expecting Marie.|The hospital called the store to reach us.|The news reached my family, causing shock.|Rita and my son-in-law found me at the hospital.|I was hysterical and refused medical help.|I informed the family, and everyone was devastated.|My husband and Michael had heart attacks from the shock.","Twenty-eight years ago this month, I lost my daughter. She succumbed to complications following an appendectomy at Methodist Hospital. The day after her surgery, Victoria paid her a visit. Despite the doctor's instructions, when the nurse tried to help her stand, she fainted. I hold them responsible for the subsequent blood clot that formed. After a ten-day stay, Marie was set to be released, and I was preparing to collect her from the hospital. They called to confirm the pickup. I arrived with her garments in hand, only to be asked by a nurse to wait for an update. During that time, I offered prayers for another patient. Shortly after, I was informed that Marie was breaking out in a cold sweat. Upon entering her room, I found her lying there, and I blamed the staff for her death. She died in my presence. Back home, my husband was awaiting Marie's return. The hospital had to contact the store to reach us with the tragic news, which left my family in utter disbelief. Rita and my son-in-law came to find me at the hospital in a state of hysteria, and I declined any medical assistance. The news shattered everyone. Both my husband and Michael suffered heart attacks due to the overwhelming grief.",350.53,1105,0.32,23_3
40,"I lost my daughter twenty-eight years ago this month.|She died at Methodist Hospital after surgery for appendicitis.|Victoria, my oldest daughter, visited her after surgery.|Victoria was upset when the nurse tried to get her out of bed.|I blame the hospital for causing her blood clot.|I was waiting for a call from the hospital to pick her up.|I prepared everything for her return home.|Marie was ready to leave the hospital.|The nurse asked me to sit down and wait.|I prayed for another patient in bad condition.|I noticed Marie was in a cold sweat.|The nurse informed me of Marie's fainting spell.|I accused the doctors of killing my daughter.|My daughter died as I turned my back.|I was completely hysterical with grief.|My daughter, Rita, collapsed in shock from the news.|Rita has suffered leg pain ever since.|Marie mentioned leg pain and vision issues before collapsing.|I refused to let them touch Marie's body.|I screamed and couldn't control my emotions.|My husband and son both had heart attacks that night.|Family and neighbors were shocked by the news.|Annie at the store often recalls seeing Marie there.","Twenty-eight years have passed since the loss of my daughter this very month. She passed away at Methodist Hospital following an operation for appendicitis. My eldest, Victoria, went to see her post-surgery and was distressed when the nurse insisted she get out of bed. I hold the hospital responsible for the blood clot that ensued. I was anticipating a call to bring her home and had everything set for her arrival. Marie was all set to be discharged. The nurse had me sit and wait. I offered prayers for another patient who was in critical condition. It was then that I noticed Marie breaking out in a cold sweat. The nurse came to tell me Marie had passed out. I pointed fingers at the doctors, accusing them of causing my daughter's death. My daughter's life slipped away as I looked away for a moment. Overwhelmed by sorrow, I became hysterical. Upon hearing what happened, my daughter Rita was so shocked that she collapsed and has been plagued by leg pain ever since. Marie had complained of leg pain and problems with her vision before she collapsed. I was adamant that they not lay a finger on Marie's body. Overcome with grief, I was unable to contain my screams. That night, both my husband and son suffered heart attacks. The tragic news stunned both our family and the neighbors. Annie, who works at the local store, still remembers seeing Marie there frequently.",426.7,1119,0.38,23_2
57,I lost my daughter.|It will be twenty-eight years since her death.|She died at Methodist Hospital.|She had an operation for appendicitis.|They operated late on a Saturday afternoon.|Victoria visited her the next morning.|My daughter was still under ether.|The nurse insisted on getting her out of bed.|My daughter passed out then was put back in bed.|I blame them for her blood clot.|I was waiting for the call to bring her home.|I did not have a phone at that time.|The store lady called me about Marie's discharge.|I prepared things to pick up Marie.|I was cooking and asked Rita to help.|Marie was saying goodbye to friends.|The hospital called me to pick up Marie.|I arrived at the hospital to see her.|The nurse told me to sit and wait.|I was praying for another patient.|A nurse told me Marie was in trouble.|Marie had beads of sweat on her.|I accused them of killing my daughter.|Marie passed away as I turned my back.|Rita fainted upon hearing the news.|The hospital said Marie had a blood clot.|My husband had a heart attack from shock.|My son Michael also had a heart attack.|The neighborhood was in shock over Marie's death.,"I experienced the loss of my daughter nearly three decades ago. It's been twenty-eight years since she passed away at Methodist Hospital. She underwent surgery for appendicitis there. The procedure was performed late on a Saturday. The following morning, Victoria went to see her, but my daughter hadn't fully recovered from the anesthesia. Despite this, a nurse urged her to get out of bed, which led to her fainting and being returned to bed. I hold them responsible for the blood clot that developed. I was anticipating a call to collect her from the hospital, but at that time, I didn't own a telephone. The woman from the store informed me about Marie's impending release. I started to get ready to fetch Marie, even beginning to cook and asking Rita for assistance. Meanwhile, Marie was bidding farewell to her acquaintances. Then, the hospital notified me it was time to retrieve Marie. Upon my arrival, a nurse asked me to wait. While I prayed for another patient, I was informed that Marie was in critical condition. She was perspiring profusely. I confronted the staff, accusing them of causing my daughter's death. Marie died just as I looked away. Rita collapsed when she learned what had happened. The hospital confirmed that a blood clot was the cause. The news was so shocking that my husband suffered a heart attack, and my son Michael did as well. The entire neighborhood was stunned by the tragedy of Marie's untimely demise.",386.67,1135,0.34,29_1
65,My daughter died.|It'll be twenty-eight years this month.|She died at Methodist Hospital.|She had an operation for appendicitis.|They operated late Saturday afternoon.|Victoria visited her Sunday morning.|Victoria saw a chair in her room.|Nurse wanted to get her out of bed.|Victoria questioned the nurse's decision.|The nurse followed the doctor's orders.|They got her out of bed.|She passed out and was put back in bed.|I blame them for her blood clot.|She was ready to come home after ten days.|I was waiting for a call from the hospital.|A lady called me about Marie's discharge.|I arranged everything for Marie's return.|I went to get Marie myself.|I saw Marie saying goodbye from the window.|The nurse asked me to sit down.|I was praying for another lady in the hospital.|Marie had a fainting spell again.|They called me into her room.|Marie was sweating and passed away.|I accused them of killing my daughter.|The hospital kept calling me to pick up Marie.|Rita and my son-in-law came to the hospital.|I was hysterical in the hospital hallway.|Rita found out Marie died.|Marie’s death caused a shock.|My son Michael had a heart attack.,"Twenty-eight years ago this month, I lost my daughter. Her life ended at Methodist Hospital following an appendectomy. The surgery took place late on a Saturday. The next morning, Victoria went to see her and noticed a chair positioned in her room. Despite Victoria's concerns, the nurse insisted on moving her out of bed, adhering to the physician's instructions. Upon standing, my daughter fainted and was promptly returned to her bed. I hold them responsible for the blood clot that formed. After a ten-day hospital stay, she was set to be discharged. I was anticipating a call to bring her home when a woman from the hospital contacted me about Marie's release. I had made all the preparations for her arrival and decided to pick her up myself. From the hospital window, I could see Marie waving farewell. Inside, a nurse urged me to take a seat. At that moment, I was offering prayers for another patient. Suddenly, Marie experienced another spell of fainting. I was summoned to her room, where I found her perspiring profusely before she died. I couldn't help but feel that their actions had led to my daughter's death. Despite this, the hospital repeatedly phoned me to collect Marie. In the midst of my hysteria in the corridor, Rita and my son-in-law arrived. It was then that Rita discovered Marie had passed away. The news of her death was devastating, and in a tragic turn of events, it led to my son Michael suffering a heart attack.",385.37,1142,0.34,31_3
44,My daughter died from complications after appendicitis surgery.|The surgery took place on a late Saturday afternoon.|Victoria visited her in the hospital on Sunday.|The nurse tried to get my daughter out of bed too soon.|She passed out when they tried to move her.|I blame the hospital for the blood clot she developed.|I got a call to pick her up from the hospital.|I prepared coffee and cake for her return.|I went to the hospital to bring her home.|The nurses made me wait after I arrived.|I prayed for another patient in the hospital.|The nurse asked if my daughter had fainting spells.|My daughter was in a critical state when I saw her.|I accused the doctors of killing my daughter.|My husband was waiting at home for our daughter.|The hospital kept calling for me to pick her up.|Rita came to the hospital to find us.|Rita collapsed when she heard the news.|Marie complained of leg pain before collapsing.|Doctors later determined it was a blood clot.|I refused to let them touch her body.|My husband had a heart attack from the shock.|My son Michael also had a heart attack that night.|The whole neighborhood was shocked by her death.,"My child succumbed to post-operative complications following an appendectomy. The procedure was performed late on a Saturday. The following day, Victoria paid her a visit at the medical facility. The attending nurse prematurely attempted to mobilize my daughter, resulting in her fainting during the effort. I hold the medical institution responsible for the thrombosis that ensued. A call came through instructing me to collect her from the facility. Anticipating her homecoming, I arranged for coffee and cake. Upon my arrival at the hospital to escort her home, I was asked to wait by the nursing staff. During this time, I offered prayers for another patient. The nurse inquired about any history of syncope in my daughter. When I finally saw her, she was in a grave condition. I confronted the medical staff, accusing them of causing my daughter's demise. Back at home, my spouse awaited our daughter's return. Persistent calls from the hospital urged me to retrieve her. Rita arrived at the medical center seeking us and was overcome with emotion, collapsing upon receiving the tragic update. Prior to her collapse, Marie had complained about discomfort in her leg, which was later attributed to a clot. I adamantly denied the medical team permission to handle her remains. The devastating news triggered a cardiac event in my husband. That same night, my son Michael also suffered a heart attack. The sudden loss of my daughter sent ripples of dismay throughout our community.",369.75,1142,0.32,24_3
69,"My daughter died.|She died twenty-eight years ago.|She died at Methodist Hospital.|She had an operation for appendicitis.|They operated on late Saturday afternoon.|Victoria visited her Sunday morning.|Victoria saw a chair by her bed.|The nurse planned to get her out of bed.|Victoria argued she was still under ether.|The nurse followed doctor's orders.|They got her out of bed.|She passed out and was put back.|I blame them for her blood clot.|They discharged her after ten days.|A lady from the store called me.|I prepared her clothes for home.|Rita continued cooking for us.|I planned a pot of coffee for her.|Her operation was on April 20th.|I collected her clothes and a coat.|Marie was saying goodbye to friends.|The hospital asked for extra board fees.|When I arrived, the nurse asked me to sit.|I prayed for another patient.|I noticed I had chills.|I was called in for my daughter.|Marie was sweating profusely.|I accused them of killing her.|The assistant doctor offered no explanation.|Marie passed away as I turned my back.|They called my family to the hospital.|Rita came and fainted at the news.|My husband and son had heart attacks afterward.","I lost my daughter; it's been twenty-eight years since her passing at Methodist Hospital. She underwent surgery for appendicitis, which took place late on a Saturday afternoon. The following morning, Victoria came to visit and noticed a chair beside her bed, indicating the nurse's intention to help her sit up. Despite Victoria's protests that she was still recovering from the anesthesia, the nurse insisted, adhering to the physician's instructions. They helped her to her feet, but she fainted and had to be laid down again. I hold them responsible for the blood clot that formed. She was sent home after ten days in their care. A call from a store employee prompted me to ready her garments for her return. Meanwhile, Rita kept preparing our meals, and I intended to brew a pot of coffee for her. Her surgery had been on the 20th of April. I gathered her clothing and a coat, while Marie bid farewell to her friends. The hospital requested additional payment for her stay. Upon my arrival, a nurse suggested I take a seat. I offered a prayer for another patient, feeling a sudden onset of shivers. Soon, I was summoned to see my daughter. Marie was in a state of heavy perspiration. I confronted them, accusing them of causing her death. The assistant physician had no answers for me. Marie's life slipped away as I looked away for a moment. My family was called to the hospital. Rita was so shocked by the news that she collapsed. The tragedy took a further toll, with my husband and son suffering heart attacks later on.",476.05,1156,0.41,33_1
53,"My daughter died from appendicitis.|It happened twenty-eight years ago this month.|She passed away at Methodist Hospital.|She had an operation late Saturday.|Victoria, my oldest daughter, visited her Sunday morning.|My daughter was still under ether.|Nurse tried to move her out of bed too soon.|I blame them for her blood clot.|We were expecting her to come home in ten days.|I was informed by a store call that Marie was discharged.|I prepared coffee and clothes for her return.|Marie spotted me from the window at the hospital.|I prayed for another patient while waiting.|They informed me Marie fainted.|I panicked and accused them of killing her.|The assistant nurse mentioned a cold sweat.|Dr. Montique admitted they didn't know what happened.|My daughter died as I turned my back.|Rita came to the hospital and was shocked.|Rita suffers from leg pain since then.|They said Marie died from a blood clot.|I refused to let them touch Marie's body.|My husband had a heart attack upon hearing the news.|My son Michael also collapsed that night.|Family and neighborhood were in shock.|Annie at the store often reminds me of Marie.|Marie was a quiet, pleasant girl.","Twenty-eight years ago this month, I lost my daughter to appendicitis. She succumbed to her illness at Methodist Hospital. After undergoing surgery late on a Saturday, she was visited by Victoria, my eldest, the following morning, while still affected by the anesthesia. An attempt by the nurse to get her out of bed prematurely, I believe, led to a fatal blood clot. We had anticipated her homecoming within ten days. A call from a store alerted me to Marie's release, prompting me to ready coffee and her clothes for her arrival. From the hospital window, Marie caught sight of me. While I waited, I offered prayers for another patient. Suddenly, I was told that Marie had collapsed. In a state of alarm, I accused the staff of causing her death. An assistant nurse noted she was in a cold sweat. Dr. Montique confessed their bewilderment over the incident. Tragically, my daughter passed away as I looked away. Rita, upon arriving at the hospital, was met with the dreadful news and has since been plagued by leg pain. The official cause of death was a blood clot, but I couldn't bear the thought of them handling Marie's remains. The devastating news triggered a heart attack in my husband, and our son Michael also broke down that night. The entire family and our neighbors were engulfed by grief. Annie, from the local store, often brings back memories of Marie, who was a gentle and kind-hearted girl.",475.68,1164,0.41,27_3
59,My daughter died at Methodist Hospital.|It happened after an appendicitis operation.|Victoria visited her at the hospital.|The nurse insisted on getting her out of bed.|Marie got a blood clot after that.|The hospital called to discharge her.|We prepared coffee and cake for her return.|I went to the hospital to pick her up.|The nurse asked me to sit down.|I prayed for another woman in the hospital.|Marie had a fainting spell.|The nurse encouraged me to talk to her.|Marie passed away in the hospital.|My husband waited at home for her return.|Rita and my son-in-law came to the hospital.|I was in shock and hysterical.|I thought the hospital killed Marie.|Marie complained about leg pain before collapsing.|I wouldn’t let them touch Marie after she died.|I was screaming in the car on the way home.|My husband had a heart attack from the news.|My son Michael also had a heart attack.|My sisters waited for news about Marie.|I sent my young son to tell them the news.|My sister brought a large orange for Marie.|The neighborhood was shocked by the news.|Annie from the store often remembers Marie.|Marie was a quiet and pleasant girl.|That's the story of what happened.,"My daughter passed away at Methodist Hospital following surgery for appendicitis. During her hospital stay, Victoria came to see her. Despite her condition, the nurse urged her to get up from her bed. Subsequently, Marie developed a blood clot. When it was time for her to be discharged, we excitedly prepared coffee and cake to celebrate her coming home. I arrived at the hospital to bring her home, but was asked by the nurse to take a seat. While there, I offered prayers for another patient. Suddenly, Marie experienced a syncopal episode. The nurse suggested I speak with her, but tragically, Marie succumbed in the hospital. My husband was at home, anticipating her arrival. Rita and my son-in-law rushed to the hospital upon hearing the news. Overwhelmed by the events, I was in a state of shock and became hysterical. I blamed the hospital for Marie's untimely death, especially since she had complained of leg pain before she collapsed. After her passing, I refused to let the hospital staff touch her. I was overcome with grief, screaming all the way home in the car. The devastating news caused my husband to suffer a heart attack, and my son Michael also experienced one. My sisters were anxiously awaiting updates on Marie's condition. I had my younger son break the tragic news to them. My sister had even brought a large orange for Marie, not knowing what had happened. The entire neighborhood was stunned by the loss. Annie, who works at the local store, still fondly recalls memories of Marie, who was known for her quiet and amiable nature. This is the recounting of the events that transpired.",417.3,1171,0.36,29_3
66,My daughter died twenty-eight years ago.|She died at Methodist Hospital.|She had an operation for appendicitis.|Victoria went to the hospital to see her.|She was still under ether.|The nurse tried to get her out of bed.|I blame them for the blood clot.|I waited for a call to pick her up.|I prepared clothes and coffee for her return.|The hospital called to say she was discharged.|I went to the hospital to get her.|The nurse asked me to sit down.|I prayed for another woman there.|The nurse said Marie had a fainting spell.|I was taken to my daughter’s room.|Marie was sweating heavily.|I accused them of killing my daughter.|The doctor said they didn’t know what happened.|I became hysterical.|Marie was only eighteen years old.|My husband was waiting for her at home.|The hospital called again for me.|Rita thought I got upset over Marie.|I refused medical help at the hospital.|I told Rita that Marie died.|Rita fainted upon hearing the news.|They said a blood clot caused her death.|I threatened them not to touch Marie.|I screamed all the way home.|Everyone heard my screams.|My husband had a heart attack.|My son Michael collapsed too.|The neighborhood was shocked.,"Twenty-eight years have passed since the loss of my daughter. She passed away at Methodist Hospital following an appendectomy. Victoria visited her while she was still unconscious from the anesthesia. The nurse attempted to mobilize her, which I believe led to a fatal blood clot. Anticipating her discharge, I readied her clothes and brewed coffee. The hospital informed me she was ready to be picked up. Upon arrival, a nurse urged me to take a seat. While there, I offered prayers for another patient. They informed me that Marie had experienced a syncopal episode. In her room, I found Marie drenched in sweat and accused the staff of causing her demise. The physician claimed ignorance regarding the cause. Overwhelmed by grief, I lost control of my emotions. Marie was a mere eighteen years of age. Back at home, my husband awaited her return. The hospital summoned me once more. Rita assumed my distress was due to Marie's condition. I declined any medical assistance for myself at the hospital. It was then that I informed Rita of Marie's passing, which caused her to swoon. The cause of death was declared to be a blood clot. I vehemently warned the staff not to lay a hand on Marie. My cries echoed all the way to my house, audible to everyone. My husband suffered a heart attack upon learning the news, and my son Michael also collapsed. The entire neighborhood was left in a state of disbelief.",377.77,1173,0.32,32_1
56,"My daughter died twenty-eight years ago.|She passed away on the thirtieth of this month.|She had an appendicitis operation.|The operation was at Methodist Hospital.|Victoria visited her the next morning.|Victoria found her still under ether.|A nurse insisted she get out of bed.|I blame them for causing a blood clot.|Marie was walking to come home after ten days.|I got a call to pick her up from the hospital.|I had her clothes and coffee ready at home.|I went to the hospital expecting to bring her home.|The nurse asked me to sit down and wait.|I was praying for another lady in the hospital.|Marie had a fainting spell before I got to her.|She was sweating heavily and collapsed.|I accused the hospital of killing her.|A doctor did not know what happened.|Marie passed away as I turned my back.|I informed my husband and daughter about Marie.|Rita collapsed upon hearing the news.|The hospital called the store repeatedly.|Marie mentioned leg pain before collapsing.|A doctor later mentioned it was a blood clot.|I refused to let them touch Marie’s body.|The family and neighborhood were in shock.|My husband and son suffered heart attacks.|Marie was remembered as a quiet, pleasant girl.","Twenty-eight years have passed since the loss of my daughter. Her demise occurred on the last day of this month following an appendectomy at Methodist Hospital. The morning after her surgery, Victoria went to see her and found her still affected by the anesthesia. Despite this, a nurse urged her to get up, which I believe led to the formation of a fatal blood clot. After a ten-day recovery period, Marie was preparing to leave the hospital. I received a call to collect her, with her clothes and a warm cup of coffee waiting at home. Upon my arrival at the hospital, I was told to sit and wait. At that time, I was offering prayers for another patient. Before I could see her, Marie experienced a severe fainting episode, breaking into a profuse sweat and then collapsing. I held the hospital responsible for her death. A doctor present could not explain what had transpired. Tragically, Marie died just as I looked away. I broke the devastating news to my husband and our daughter, which caused Rita to faint. The hospital made repeated calls to the store. Marie had complained of leg pain just before she fell. It was later confirmed by a doctor that a blood clot was the cause. I adamantly refused to allow the hospital staff to handle Marie's body any further. The entire family and our neighbors were stunned by the tragedy. Both my husband and son experienced heart attacks as a result of the ordeal. Marie was always known as a gentle and amiable young woman.",403.87,1193,0.34,28_3
58,"My daughter died at Methodist Hospital.|She died twenty-eight years ago this month.|She had an operation for appendicitis.|They used a lot of ether back then.|Victoria saw her while she was under ether.|The nurse said they needed to get her out of bed.|Victoria objected because she was too sick.|They took her out of bed, and she passed out.|I blamed them for the blood clot she got.|I was waiting for the call to pick her up.|The phone call came from a store lady.|I had clothes laid out for her return.|I prepared coffee because she wished for it.|I went to the hospital to get Marie.|Marie was saying goodbye to friends.|A nurse told me to sit down and wait.|I prayed for another woman in the hospital.|A nurse asked about Marie fainting before.|She passed away when I turned my back.|I accused them of killing my daughter.|I became hysterical and refused help.|My husband was waiting at home for her.|Hospital called again not knowing she died.|Rita thought I made myself sick worrying.|Marie mentioned leg pain before collapsing.|I threatened them to not touch her body.|I screamed when taken home from the hospital.|My husband had a heart attack from shock.|Annie at the store remembers Marie fondly.","My beloved daughter's life came to an end at Methodist Hospital. It's been twenty-eight years since her passing occurred in the same month. She underwent surgery for her appendix, during which they administered a significant amount of ether, a common practice at the time. While under the influence of the anesthetic, Victoria visited her. Despite Victoria's protests due to her severe illness, the nurse insisted on getting her out of bed. Following their actions, she collapsed. I held the medical staff responsible for the blood clot that developed. I was anticipating a call to bring her home when a shopkeeper unexpectedly informed me. I had already set out her clothes for when she would come back and made coffee as she had requested. Upon my arrival at the hospital to collect Marie, I found her bidding farewell to her friends. A nurse advised me to take a seat and wait. In the meantime, I offered prayers for another patient. The nursing staff inquired if Marie had a history of fainting. Tragically, she died as soon as I looked away. I accused the hospital staff of causing my daughter's death and became inconsolable, rejecting any assistance. My husband was at home, eagerly awaiting her return. The hospital, unaware of her demise, called again. Rita believed my illness was due to the stress I put on myself. Marie had complained of leg pain before she fell. I warned the hospital staff not to lay a finger on her body. Overwhelmed with grief, I was escorted home from the hospital, screaming. The news of her death caused my husband to suffer a heart attack from the sheer shock. Annie, who works at the store, still holds warm memories of Marie.",485.96,1207,0.4,29_2
54,"My daughter Marie died twenty-eight years ago.|She died on the thirtieth of April.|Marie died in Methodist Hospital.|Marie went for an appendicitis operation.|The operation took place late Saturday.|Victoria visited Marie the next morning.|Marie was still under ether when Victoria came.|The nurse wanted to get Marie out of bed.|Victoria disagreed with moving Marie.|They tried to move Marie, and she passed out.|I blame them for Marie's blood clot.|I waited for a hospital call to pick Marie up.|The store lady informed me about Marie's discharge.|I prepared coffee and cake for Marie's return.|I went to the hospital to get Marie.|Marie was saying goodbye to her friends.|The hospital charged ten more dollars for board.|A nurse asked me to sit down and wait.|I prayed for another patient in the hospital.|The nurse asked if Marie ever fainted before.|I was hysterical, fearing Marie was in danger.|Marie was in a cold sweat and passed away.|I blamed the doctors for Marie's death.|My husband and son both had heart attacks.|The hospital tried to comfort and calm me.|My family gathered, and everyone was shocked.|My sisters waited for Marie's return.|The neighborhood was deeply affected by Marie's death.","Twenty-eight years have passed since the loss of my daughter, Marie. Her passing occurred on April 30th at Methodist Hospital, following an appendectomy that was performed late on a Saturday. Victoria paid her a visit the following morning, only to find Marie still recovering from the effects of the anesthesia. Despite Victoria's objections, the nurse insisted on getting Marie out of bed, which led to Marie fainting. I hold them responsible for the blood clot that developed. I was anticipating a call from the hospital to bring her home when the store owner told me Marie had been released. I had coffee and cake ready to celebrate her homecoming. Upon my arrival at the hospital, I found Marie bidding farewell to her friends. The hospital added an extra ten-dollar charge for her stay. A nurse suggested I sit and wait, during which time I offered a prayer for another patient. The nurse inquired if Marie had a history of fainting, which heightened my anxiety about her safety. Tragically, Marie succumbed to a cold sweat and passed away. I held the physicians accountable for her demise. Both my husband and son suffered heart attacks. The hospital staff attempted to provide solace and soothe my distress. My family came together, all of us reeling from the shock. My sisters had been eagerly awaiting Marie's return, and her untimely death profoundly impacted our community.",402.6,1209,0.33,28_1
46,My daughter died at Methodist Hospital.|It's been twenty-eight years since my daughter died.|My daughter had an operation for appendicitis.|Victoria visited my daughter at the hospital.|The nurse tried to get my daughter out of bed too soon.|I blamed the hospital for my daughter's blood clot.|I planned for my daughter's homecoming from the hospital.|I was waiting for the hospital's call about discharge.|The store lady informed me of my daughter's discharge.|I prepared coffee as my daughter loved it.|I went to the hospital to pick up my daughter.|The nurse asked me to wait at the hospital.|I prayed for another patient in need.|The nurse informed me of my daughter's condition.|I confronted the doctors about my daughter's collapse.|My daughter passed away at the hospital.|The hospital kept calling about my daughter's discharge.|Rita and my son-in-law came to check on us.|I was hysterical and refused medical help.|Rita collapsed after hearing about her sister's death.|My husband had a heart attack from the shock.|My son had a heart attack the same night.|My sisters and family were in shock over the death.|I informed family members about my daughter's death.|The neighborhood remembered my daughter's quiet nature.,"My child's life ended within the walls of Methodist Hospital, a full twenty-eight years ago. She underwent surgery to remove her appendix. During her hospital stay, Victoria paid her a visit. An attempt by the nurse to mobilize my child prematurely led to complications. I held the hospital accountable for the pulmonary embolism that took her life. Anticipating her return, I had made arrangements for her homecoming. Eagerly, I awaited a call from the hospital to confirm her release. Unexpectedly, the news of her discharge came from the proprietor of a local store. In preparation for her arrival, I brewed her favorite coffee. Upon reaching the hospital to collect her, I was asked by a nurse to wait. In that moment, I offered a prayer for another soul in distress. Shortly after, a nurse briefed me on the dire turn in my child's health. I demanded answers from the physicians following her sudden deterioration. Tragically, she succumbed to her condition at the hospital. Despite her passing, calls regarding her discharge persisted. Rita, alongside my son-in-law, visited to offer their support. Overwhelmed by grief, I rejected any medical attention. The devastating news of her sister's demise caused Rita to faint. The shock was too much for my husband, who suffered a myocardial infarction. My son experienced a similar cardiac event that very night. The sudden loss sent waves of disbelief through my siblings and relatives. I took on the somber duty of notifying other family members. Our neighbors reflected on my daughter's serene demeanor in their mourning.",355.92,1227,0.29,25_2
36,"My daughter died twenty-eight years ago this month.|She died at Methodist Hospital after an appendicitis operation.|Victoria visited her the morning after her operation.|Victoria saw a chair, which was for getting Marie out of bed.|The nurse insisted on following the doctor's orders.|They tried to get Marie out of bed, and she passed out.|I believe they caused her blood clot by moving her.|I was waiting for the call to bring Marie home after ten days.|A woman from a store called me about Marie's discharge.|I prepared for Marie's homecoming with coffee and cake.|I went to the hospital to pick Marie up.|They told me it would cost ten dollars more for her stay.|At the hospital, a nurse asked if Marie ever fainted.|I realized something was wrong with Marie.|My daughter died just as I stepped away.|Marie was 18, and ready to come home when she died.|I was hysterical and blamed the hospital for her death.|Rita, my other daughter, fainted upon hearing the news.|Rita has suffered leg pain since Marie's death.|They eventually said Marie died from a blood clot.|I refused to let the hospital touch Marie.|My husband and son had heart attacks after Marie's death.|The whole family and neighborhood were shocked by her death.","It has been twenty-eight years since my daughter passed away in the same month. She succumbed to complications following an appendectomy at Methodist Hospital. On the day after her surgery, Victoria paid her a visit and noticed a chair beside her bed, intended to assist Marie in getting up. Despite the nurse's adherence to the physician's directives, an attempt to mobilize Marie resulted in her fainting, which I suspect led to the formation of a fatal blood clot. Anticipating a call to collect Marie after a ten-day recovery, I was instead informed by a store employee about her impending discharge. I joyfully arranged for her return with coffee and cake. Upon my arrival at the hospital, I was informed of an additional ten-dollar charge for her extended stay. A nurse inquired if Marie had a history of fainting, which alerted me to a serious problem. Tragically, my daughter passed away just as I stepped aside. At 18, Marie was on the brink of returning home. Overwhelmed with grief, I held the hospital responsible for her untimely demise. The devastating news also caused my other daughter, Rita, to collapse, and she has since experienced persistent leg pain. The hospital later concluded that a blood clot was the cause of death. I adamantly refused to allow the hospital to conduct any further procedures on Marie. The tragedy was compounded as both my husband and son suffered heart attacks in the aftermath. Marie's death sent ripples of shock through our family and the entire community.",395.35,1229,0.32,22_1
47,My daughter died twenty-eight years ago this month.|She passed away on the thirtieth of that month.|Marie died at Methodist Hospital after surgery.|The surgery was for appendicitis on a Saturday afternoon.|My oldest daughter Victoria visited Marie the next morning.|Marie was still under ether when Victoria visited.|The nurse insisted on getting Marie out of bed.|They got her out of bed against Victoria's protest.|Marie fainted when they tried to move her.|I blame them for the blood clot she got.|I was waiting to pick her up after ten days.|The hospital called a store to reach me.|I instructed Rita to finish cooking and make coffee.|I was preparing to go pick up Marie.|I prayed for another patient while waiting at the hospital.|A nurse informed me Marie had a fainting spell.|I panicked and accused them of harming Marie.|The doctor couldn't explain what happened to Marie.|Marie had told someone she had leg pain and couldn't see.|I refused to let anyone touch Marie's body.|I screamed and caused a scene upon returning home.|My husband and son both had heart attacks that night.|The news shocked my family and the community.|My son James delivered the news to my sisters.|Marie was remembered as a quiet and pleasant girl.,"It has been twenty-eight years since I lost my daughter in the same month. She departed from us on the last day of that month. Marie's life came to an end at Methodist Hospital following an operation. The procedure was an emergency appendectomy conducted on a Saturday afternoon. The following morning, my eldest, Victoria, went to see Marie. At the time of her visit, Marie was still under the influence of anesthesia. Despite Victoria's objections, the nurse was adamant about getting Marie to stand up. Marie collapsed while they were attempting to move her, which I believe led to the formation of a fatal blood clot. I was supposed to collect her from the hospital after a ten-day stay. To inform me, the hospital contacted a store where I could be reached. I told Rita to continue with the cooking and to brew some coffee as I was getting ready to fetch Marie. While at the hospital, I offered prayers for another patient. Suddenly, a nurse told me about Marie's fainting incident, which sent me into a state of panic, and I blamed them for causing harm to my daughter. The physician was at a loss to describe what had transpired with Marie, who had complained of leg pain and vision issues to someone. I was adamant that no one should touch her body, and upon returning home, I was so distraught that I made quite a commotion. That very night, both my husband and son suffered heart attacks, which was a devastating blow to our family and the entire community. My son James had the heartbreaking task of informing my sisters. Marie was always known as a gentle and amiable young lady.",458.31,1233,0.37,25_3
