recall_id,chars,average,text
summary_gpt4o_25_2.json,1227,0.4947,My daughter died at Methodist Hospital. It's been twenty-eight years since my daughter died. My daughter had an operation for appendicitis. Victoria visited my daughter at the hospital. The nurse tried to get my daughter out of bed too soon. I blamed the hospital for my daughter's blood clot. I planned for my daughter's homecoming from the hospital. I was waiting for the hospital's call about discharge. The store lady informed me of my daughter's discharge. I prepared coffee as my daughter loved it. I went to the hospital to pick up my daughter. The nurse asked me to wait at the hospital. I prayed for another patient in need. The nurse informed me of my daughter's condition. I confronted the doctors about my daughter's collapse. My daughter passed away at the hospital. The hospital kept calling about my daughter's discharge. Rita and my son-in-law came to check on us. I was hysterical and refused medical help. Rita collapsed after hearing about her sister's death. My husband had a heart attack from the shock. My son had a heart attack the same night. My sisters and family were in shock over the death. I informed family members about my daughter's death. The neighborhood remembered my daughter's quiet nature.
summary_gpt4o_22_1.json,1229,0.5381,"My daughter died twenty-eight years ago this month. She died at Methodist Hospital after an appendicitis operation. Victoria visited her the morning after her operation. Victoria saw a chair, which was for getting Marie out of bed. The nurse insisted on following the doctor's orders. They tried to get Marie out of bed, and she passed out. I believe they caused her blood clot by moving her. I was waiting for the call to bring Marie home after ten days. A woman from a store called me about Marie's discharge. I prepared for Marie's homecoming with coffee and cake. I went to the hospital to pick Marie up. They told me it would cost ten dollars more for her stay. At the hospital, a nurse asked if Marie ever fainted. I realized something was wrong with Marie. My daughter died just as I stepped away. Marie was 18, and ready to come home when she died. I was hysterical and blamed the hospital for her death. Rita, my other daughter, fainted upon hearing the news. Rita has suffered leg pain since Marie's death. They eventually said Marie died from a blood clot. I refused to let the hospital touch Marie. My husband and son had heart attacks after Marie's death. The whole family and neighborhood were shocked by her death."
summary_gpt4o_25_3.json,1233,0.5458,My daughter died twenty-eight years ago this month. She passed away on the thirtieth of that month. Marie died at Methodist Hospital after surgery. The surgery was for appendicitis on a Saturday afternoon. My oldest daughter Victoria visited Marie the next morning. Marie was still under ether when Victoria visited. The nurse insisted on getting Marie out of bed. They got her out of bed against Victoria's protest. Marie fainted when they tried to move her. I blame them for the blood clot she got. I was waiting to pick her up after ten days. The hospital called a store to reach me. I instructed Rita to finish cooking and make coffee. I was preparing to go pick up Marie. I prayed for another patient while waiting at the hospital. A nurse informed me Marie had a fainting spell. I panicked and accused them of harming Marie. The doctor couldn't explain what happened to Marie. Marie had told someone she had leg pain and couldn't see. I refused to let anyone touch Marie's body. I screamed and caused a scene upon returning home. My husband and son both had heart attacks that night. The news shocked my family and the community. My son James delivered the news to my sisters. Marie was remembered as a quiet and pleasant girl.
summary_gpt4o_28_2.json,1235,0.509,"My daughter died 28 years ago. She died on the thirtieth of April. She had an operation for appendicitis. The operation occurred late Saturday afternoon. Sunday morning, Victoria visited her at the hospital. Victoria found her still under ether. The nurse insisted on getting her out of bed. Victoria protested that she was too sick. They tried to get her out, and she passed out. I blame them for the blood clot. I was waiting for a call to pick Maria up. Marie was discharged from the hospital. I prepared her clothes and left to get her. Marie was with the girls saying goodbye. The hospital called about a board payment issue. I arrived, and the nurse asked me to sit. I started to feel chills while waiting. The nurse asked about fainting spells. I realized my daughter was in danger. I went into the room and saw Marie sweating. I accused them of killing my daughter. The assistant doctor stated they didn't know what happened. Marie passed away as I turned my back. My family was unaware and waited for Marie. The hospital kept calling about her discharge. I became hysterical from the news. Rita supported me while in my distress. I informed my husband, leading to his heart attack. My son Michael also suffered a heart attack."
summary_gpt4o_30_1.json,1312,0.5397,"My daughter died this month. It has been twenty-eight years since she died. She died at Methodist Hospital. The cause was a blood clot after appendicitis surgery. Victoria visited her in the hospital after surgery. The nurse tried to get my daughter out of bed. Victoria was worried because she was still under ether. My daughter passed out when they moved her. I blame them for causing the blood clot. I was informed to pick her up ten days later. I prepared everything for her return home. My daughter had been wishing for coffee. I offered her the first cup every morning. At the hospital, I was told to wait. I prayed for another patient with gall bladder surgery. I was informed that my daughter fainted. I rushed in to see her perspiring heavily. I accused the doctor of harming my daughter. The doctor was unsure what happened. My daughter died just as I turned my back. My family was shocked by the news. Rita is still suffering from related pain. Marie had complained of leg pain and vision loss. The doctors diagnosed a blood clot. I refused to allow an autopsy. My son James delivered the sad news to my sisters. My husband had a heart attack from the shock. Michael, my son, also collapsed that night. The neighborhood was deeply affected by Marie's death. Marie was remembered as quiet and pleasant."
summary_gpt4o_27_2.json,1339,0.5379,"My daughter died 28 years ago this month. She died on the thirtieth at Methodist Hospital. She had an operation for appendicitis. They operated late on a Saturday afternoon. Victoria, my oldest daughter, visited her on Sunday. She was still under ether during the visit. Victoria questioned why a chair was near her bed. The nurse said it was doctor's orders to get her up. Daughter passed out when they tried to get her up. I blame them for the blood clot causing her death. I waited to pick her up after ten days in the hospital. The store lady notified me of Marie's discharge. I prepared clothes and coffee for Marie's return. Marie saw me arriving from the hospital window. Hospital called to confirm her discharge fee. When I arrived, the nurse told me to sit down. I prayed for another sick mother while waiting. Nurse mentioned Marie had a fainting spell. I was horrified and rushed to Marie's side. Beads of sweat were pouring from Marie. Doctor Montique said they didn't know what happened. I accused them of killing my daughter. Marie died as she was ready to come home. My husband had a heart attack after Marie died. My son Michael also had a heart attack that night. Marie had expressed pain in her leg before collapsing. Hospital later said a blood clot caused her death. Her death was a shock and pain for the whole family."
summary_gpt4o_33_3.json,1358,0.5221,"My daughter died twenty-eight years ago. She died on the thirtieth of the month. She died at Methodist Hospital. She had an operation for appendicitis. The operation was late Saturday afternoon. My oldest daughter, Victoria, visited her. Victoria found her still under ether. Victoria questioned the nurse about a chair. The nurse said it was doctor's orders. They tried to get her out of bed. She passed out and was put back in bed. I blame them for the blood clot. I was waiting for a call to pick her up. The store lady called me about her discharge. I prepared her clothes and coffee at home. She was operated on ten days before the hospital call. Marie saw me and was saying goodbye to others. I was told to pay more for her board. I was told to sit down and wait at the hospital. I started praying for another woman there. Marie experienced a spell in her room. The nurse told me she had a fainting spell. The doctor came and I confronted her. Marie was sweating heavily in the room. Marie passed away while I was there. I informed my family of Marie's death. My husband was at home waiting for Marie. The hospital kept calling about Marie. I was hysterical and refused medical help. Rita reacted badly upon hearing the news. Marie complained of leg pain before collapsing. They later claimed it was a blood clot. Marie’s death was a shock to everyone."
summary_gpt4o_41_3.json,1369,0.5355,"My daughter died. It was almost twenty-eight years ago. She died at Methodist Hospital. She had an appendicitis operation. Victoria went to see her that Sunday. My daughter was under ether. They tried to get her out of bed. I blame them for the blood clot. I was waiting for a call to pick her up. A lady from the store called me. I was preparing to bring her home. I asked Rita to finish cooking. I went to get Marie myself. Marie saw me from the window. The hospital said she'd be discharged. The nurse asked me to sit down. I prayed for another lady in the hospital. They told me Marie had fainted. I was led into the room. Marie was sweating heavily. I accused them of killing Marie. Dr. Montique did not know what happened. The nurse told me to talk to Marie. I was extremely hysterical. Marie was only eighteen. Marie passed away quietly. The hospital kept calling my family. They were trying to reach us. Rita thought I was sick with worry. Rita and my son-in-law found me there. A doctor tried to calm me down. I rejected all help from hospital staff. Rita dropped suddenly on the floor. She now suffers from leg pain. Marie complained of leg pain before collapsing. I was furious at the hospital. I went home, unable to calm down. My husband was shocked by the news. He suffered a heart attack. My son Michael also collapsed. I called my family to inform them."
summary_gpt4o_31_2.json,1373,0.5681,"My daughter died twenty-eight years ago. She died on the thirtieth of this month. Marie was in Methodist Hospital for surgery. They operated on her for appendicitis. My oldest daughter, Victoria, visited her. Marie was still under ether after surgery. The nurse attempted to get her out of bed. Marie passed out when they tried to move her. I blame them for the blood clot from moving her. Ten days later, Marie was supposed to go home. The store lady called me about Marie's discharge. I was preparing coffee and clothes for Marie. I went to the hospital to pick her up. At the hospital, a nurse asked me to sit down. The nurse asked if Marie ever fainted. I realized they were running for my daughter. Marie was sweating heavily when I saw her. I accused them of killing my daughter. The doctor said they didn't know what happened. Marie passed away while I was there. Rita thought I might have gotten sick from worry. Rita and my son-in-law came to the hospital. I was in shock and refused a shot from the doctor. I told Rita that Marie had died. Rita fainted upon hearing the news. Marie mentioned leg pain before collapsing. They later said Marie died from a blood clot. I was hysterical and couldn't leave the hospital. I told my husband that Marie died; he had a heart attack. My son Michael also collapsed from a heart attack. Our family and community were shocked."
summary_gpt4o_33_2.json,1391,0.5189,"I experienced the loss of my daughter. It has been twenty-eight years since she passed. My daughter died at Methodist Hospital. She underwent surgery for appendicitis. They operated on a late Saturday afternoon. On Sunday, Victoria visited the hospital. My daughter was under ether anesthesia. Victoria questioned the nurse about a chair. The nurse insisted on following doctor's orders. They attempted to make my daughter leave bed. She fainted and was put back in bed. I blame them for her blood clot. After ten days, Marie prepared to return home. I awaited the hospital's call for her discharge. A store owner notified me the hospital called. Marie was ready to be picked up. I prepared coffee and cake for her arrival. Marie was discharged on April thirtieth. I went to the hospital with Marie's clothes. Marie saw me from the window. I received a strange welcome at the hospital. I prayed for another patient with ten children. I became worried when my daughter felt unwell. The nurse said Marie had fainted again. I feared for my daughter's life. The doctor couldn't explain what happened. Marie passed away as I turned my back. I was angry and hysterical at the hospital. The hospital staff tried to comfort me. Rita fainted on hearing about Marie. Rita suffered pain since Marie's death. Marie's death was attributed to a blood clot. My husband and son had heart attacks that night."
summary_gpt4o_27_1.json,1399,0.5169,"My daughter Marie died twenty-eight years ago. Marie died at Methodist Hospital after an appendicitis operation. The operation was on a late Saturday afternoon. Victoria visited Marie on Sunday morning. Marie was still under ether at that time. A nurse tried to get Marie out of bed under doctor's orders. Marie passed out when they tried to get her out of bed. I blame them for the blood clot from that incident. After ten days, Marie was walking around ready to come home. I was waiting for a call from the hospital, Mrs. Costa. The store lady called me to pick Marie up as she was discharged. I prepared clothes and asked Rita to cook and make coffee. Marie wished for coffee every morning. I got ready to go pick Marie up from the hospital. Marie saw me from the window as she was saying goodbye. They mentioned an extra charge for her board and asked for her girdle. At the hospital, a nurse asked me to sit down. I was praying for another woman with a bad gall bladder. A nurse informed me that Marie had a fainting spell. Marie was sweating heavily when I saw her. I accused them of killing my daughter. Dr. Montique couldn't explain Marie's condition. Marie passed away as I turned my back. The hospital called asking when I'd pick Marie up. Rita and my son-in-law came to the hospital. I was hysterical at the news of Marie's death. My husband and son both had heart attacks from the shock."
summary_gpt4o_38_1.json,1430,0.5344,"I lost my daughter. It happened twenty-eight years ago this month. My daughter died at Methodist Hospital. She had an appendicitis operation. The operation was late Saturday afternoon. Victoria visited her the next morning. My daughter was still under ether. The nurse insisted on following doctor's orders. They tried to get her out of bed. She passed out and was put back in bed. I blame them for causing a blood clot. I was waiting for a call from the hospital. Marie was ready to come home after ten days. I received a call to pick her up. I prepared to bring Marie home. Marie saw me from the window. She was saying goodbye to everyone. The hospital mentioned extra board charges. I arrived at the hospital prepared. They asked me to sit down. I was praying for another patient. The nurse then spoke about Marie. I was led into the room. Marie had sweat pouring from her. I accused them of killing her. The doctor was unsure of what happened. The nurse wanted me to talk to Marie. Marie passed away as I turned my back. My husband was waiting for her at home. The hospital kept trying to call us. Rita and my son-in-law came to the hospital. I was hysterical and resisted medical help. I informed Rita about Marie's death. Rita collapsed upon hearing the news. My husband's heart was affected. I informed the family of the tragedy. My brother-in-law, the undertaker, was called. The neighborhood was shocked by Marie's death."
summary_gpt4o_32_3.json,1431,0.5283,"My daughter died twenty-eight years ago. She died at Methodist Hospital. She had an operation for appendicitis. They operated on late Saturday afternoon. My daughter Victoria visited her on Sunday morning. Victoria found her still under ether. The nurse said they had to get her out of bed. Victoria argued she was too sick. They attempted to get her out of bed. She passed out when they did. I blame them for the blood clot. I was waiting for the call to pick her up. I didn't have a phone, so the store called me. They said Marie was discharged and ready to come home. I prepared coffee and clothes for Marie. Marie was saying goodbye to everyone at the hospital. Suddenly, a nurse asked me to sit down. They informed me something was wrong with Marie. I went into the room and found Marie in cold sweat. I accused them of killing my daughter. Dr. Montique was the assistant doctor. Marie had severe symptoms and soon passed away. My husband was waiting at home for Marie. The hospital kept trying to reach us. I became hysterical at the hospital. Rita, my other daughter, was devastated. Rita suffered from pain after this incident. Marie, before collapsing, mentioned leg pain and vision issues. I refused to let them touch Marie after she died. My neighbor and family heard my screams. My husband and son both had heart attacks. The death was shocking to my family and neighborhood. Marie was remembered as quiet and pleasant."
summary_gpt4o_32_2.json,1433,0.5173,"I lost my daughter twenty-eight years ago. My daughter died after an appendicitis operation. They used ether during her surgery. My oldest daughter visited her at the hospital. Victoria questioned the presence of a chair. The nurse said the doctor ordered her out of bed. My daughter passed out when they moved her. I blame the hospital for her blood clot. I waited for a call to pick my daughter up. The store lady informed me about the hospital call. I prepared to bring her home with clothes and coffee. My daughter looked forward to returning home. At the hospital, a nurse asked me to sit down. I prayed for another hospitalized mother. My daughter experienced a cold sweat. The nurse asked if my daughter fainted before. I entered my daughter's hospital room. My daughter was sweating heavily. I accused the hospital of harming her. The doctor who operated on her came in. I was hysterical when she passed away. Hospital staff tried to calm me down. My family experienced shock and heartache. Marie had a pain in her leg before collapsing. A blood clot was determined as the cause. I resisted any further examination of Marie. My husband and son both had heart attacks. My sisters were waiting for Marie's return. I informed my family about Marie's death. My son delivered the tragic news to my sisters. The neighborhood recalled her presence fondly. Marie was a quiet and pleasant girl. This experience still haunts me deeply."
summary_gpt4o_34_3.json,1442,0.5189,"My daughter Marie died. It has been twenty-eight years since she died. Marie died at Methodist Hospital. Marie had an operation for appendicitis. They operated on a late Saturday afternoon. Victoria visited Marie on Sunday morning. Marie was still under ether. The nurse had orders to get Marie out of bed. Marie passed out when taken out of bed. I blame the hospital for Marie's blood clot. I was waiting for a call to pick Marie up. The shopkeeper called me with the hospital's message. I prepared to bring Marie home. Marie wanted coffee; I prepared it for her. I went to the hospital myself to fetch Marie. When I arrived, I was told to sit down and wait. I prayed for another patient's recovery. A nurse's aide mentioned a 'cold sweat.' The nurse inquired about Marie's past fainting spells. I was informed that Marie was in critical condition. Marie was covered in sweat when I saw her. I accused the hospital staff of harming Marie. Marie died as I turned my back. The hospital kept calling about Marie's discharge. Rita noticed something was wrong. Rita and my son-in-law came to the hospital. I was hysterical in the hospital corridor. I learned Marie collapsed after mentioning leg pain. I refused an autopsy on Marie. I was inconsolable when taken home. My husband had a heart attack from shock. My son Michael also suffered a heart attack. Family and neighbors gathered in disbelief. The neighborhood still remembers Marie fondly."
summary_gpt4o_40_2.json,1444,0.4983,I lost my daughter. It happened twenty-eight years ago. She passed away at Methodist Hospital. She underwent an appendicitis operation. The surgery was on a late Saturday afternoon. Victoria visited her the next day. She was still under ether. Victoria questioned about a chair. Nurse mentioned removing her from bed. Victoria disagreed with this idea. She fainted when they got her up. This might have caused a blood clot. I awaited a call from the hospital. A neighbor informed me about her discharge. I prepared clothes for her homecoming. I instructed Rita to finish cooking. Marie looked forward to coffee. I dedicated the first cup of coffee to her. I dressed for picking her up. I took her clothes and coat. She saw me from the window. Hospital informed about additional board charges. They instructed to bring her girdle. A nurse asked me to sit and wait. I prayed for another hospital patient. I felt the chills and sweated. Staff discussed her fainting spells. I was taken to her room. Marie sweated profusely and was slipping away. I accused them of harming her. Doctor arrived as Marie was dying. I became hysterical and lost control. Family was waiting for her return. Hospital was unaware of her passing. Family rushed back to the hospital. Rita and my son-in-law arrived. Rita collapsed upon hearing the news. Marie passed due to a blood clot. My husband and son had heart attacks. The neighborhood community was deeply affected.
summary_gpt4o_35_1.json,1463,0.4985,"My daughter passed away twenty-eight years ago. She died in Methodist Hospital. She had surgery for appendicitis. The operation happened late on a Saturday. Victoria visited her in the hospital Sunday morning. My daughter was still under ether when Victoria visited. A nurse planned to take her out of bed. Victoria questioned the nurse's decision. The nurse insisted on doctor's orders. My daughter passed out being moved. I blame the hospital for her blood clot. After ten days, I awaited her discharge call. I didn't have a phone then. A neighbor called to inform me of the discharge. I prepared to bring her home with coffee and cake. I went to pick her up at the hospital. Her operation had occurred ten days earlier. The hospital informed me of additional board costs. A nurse asked me to sit when I arrived. I prayed for a nearby patient with ten children. My daughter went into a cold sweat. A nurse questioned me about fainting spells. I feared for my daughter’s life. My daughter was sweating profusely. I accused the hospital staff of killing her. Doctors tried to console me. My daughter passed away when I turned my back. Marie was only eighteen. They kept calling the store for me to pick her up. Rita was confused about the situation. I became hysterical and resisted medical help. Rita was shocked upon seeing me. I informed Rita of Marie’s death. Rita suffered physically from the shock. Marie’s friend mentioned Marie’s leg pain before collapse."
summary_gpt4o_34_1.json,1469,0.5244,I lost my daughter. It has been twenty-eight years since her death. My daughter died on the thirtieth of this month. She died at Methodist Hospital. She had an operation for appendicitis. The operation was very late Saturday afternoon. My oldest daughter went to visit her in the hospital. She was still under ether when visiting. A nurse insisted on getting her out of bed. She passed out when they got her out of bed. I blame them for the blood clot she got. I got the call to pick her up from the hospital. I prepared things at home for her arrival. I carried clothes and her dress to the hospital. She was saying goodbye to everyone in the hospital. They mentioned a fee for her board. The nurse asked me to sit down upon arrival. I prayed for a neighbor in bad shape. A nurse spoke about my daughter fainting. I saw my daughter sweating heavily. I accused them of harming my daughter. The doctor admitted they didn't know what happened. I was hysterical when my daughter passed away. My husband was waiting for us at home. The hospital kept calling the store for me. My other daughter thought I was unwell. I was taken to the office while in distress. I informed my other daughter of the death. She collapsed after hearing the news. Marie had a pain and couldn't see before collapsing. The hospital determined she died from a blood clot. I didn't allow them to touch her afterward. My husband and son had heart attacks in shock. I informed the family of her death.
summary_gpt4o_36_1.json,1490,0.4836,"My daughter died twenty-eight years ago. She died at Methodist Hospital. She had an operation for appendicitis. The operation was late Saturday afternoon. Victoria went to see her Sunday morning. She was still under ether then. Victoria questioned a chair near the bed. The nurse intended to get her out of bed. Victoria resisted, knowing she was too sick. They got her out of bed regardless. She passed out after being moved. She was put back in bed afterwards. I blame them for the blood clot she got. Marie was walking around to come home. I was waiting for the hospital’s call. The neighbor called to inform her discharge. I prepared coffee and cake for her return. Marie had been wishing for coffee. I offered her the first cup every morning. I went to pick Marie up from the hospital. A nurse asked me to sit down upon arrival. I prayed for another mother in poor health. Marie was covered in cold sweat. I accused them of killing my daughter. The assistant doctor said they didn’t know. I was hysterical when Marie passed away. Rita collapsed at the news of Marie’s death. Rita was suffering from leg pain since then. A friend told Marie felt pain before collapsing. Doctors said it was caused by a blood clot. I refused to let them touch Marie after death. I screamed all the way home with the news. My husband suffered a heart attack from grief. My son Michael also collapsed that night. Family and community were shocked by the news. Marie was remembered as a quiet but good girl."
summary_gpt4o_24_2.json,1493,0.5131,"My daughter died twenty-eight years ago this month. She died after an appendicitis operation at Methodist Hospital. My oldest daughter Victoria went to see her after the operation. Victoria was concerned because Marie was still under ether. The nurse insisted on getting Marie out of bed despite concerns. Marie was moved and then passed out, leading to more complications. I believe getting Marie out of bed contributed to a blood clot. I was informed to pick Marie up after ten days post-operation. I prepared everything for Marie to come home, including coffee. At the hospital, a nurse suggested I sit and wait. I prayed for a lady in the hospital with a gall bladder operation. A nurse asked if Marie ever had fainting spells, alarming me. Marie was sweating heavily and I became hysterical. Doctors tried to assist, but I believed they did something wrong. Marie passed away while I was at the hospital waiting for her. My husband and family were unaware and expecting her home. The hospital called repeatedly, trying to confirm pick-up. When Rita arrived at the hospital, she collapsed hearing the news. Rita suffers physically since Marie's death, possibly from grief. Marie complained about leg pain and vision before collapsing. I demanded the hospital not touch Marie until causes were known. When I got home, I informed my family and it caused more distress. My husband and son both suffered heart attacks from the shock. The whole neighborhood and our family were deeply affected."
summary_gpt4o_36_2.json,1549,0.5281,"I lost my daughter 28 years ago this month. My daughter died on the thirtieth of this month. She died at Methodist Hospital. She had surgery for appendicitis. They operated late Saturday afternoon. My eldest daughter visited her on Sunday. She was still under ether when my daughter visited. The nurse wanted to get her out of bed. I blame the hospital for the blood clot. She was supposed to be discharged after ten days. I went to pick her up myself. I had clothes laid out for Marie. I prepared coffee because she was craving it. I went to the hospital to pick her up. The nurse told me to sit down when I arrived. I prayed for another patient with ten children. I experienced chills while waiting. The nurse informed me my daughter fainted. They took me into the room where my daughter was. My daughter was in a sweat and passed away. I accused the hospital staff of killing her. The doctor admitted they didn't know what happened. My daughter's picture showed she was beautiful. My husband and family were waiting for her at home. My daughter had a pain in her leg before collapsing. The hospital said it was a blood clot. I refused to let them touch her after she died. I was hysterical and upset leaving the hospital. I told my husband Marie had died. My husband had a heart attack afterward. My son Michael also had a heart attack. Everyone was waiting for Marie to come home. My sisters and neighbors were in shock. I notified family and the undertaker. Everyone in the neighborhood was affected. Marie was a quiet, pleasant, and good girl."
summary_gpt4o_37_2.json,1557,0.5287,"My daughter died 28 years ago this month. She died at Methodist Hospital. She had an operation for appendicitis. They operated very late Saturday afternoon. My daughter Victoria visited the next morning. My daughter was still under ether when Victoria visited. The nurse insisted on getting her out of bed. They moved her and she passed out. I blame them for the blood clot from taking her out of bed. She was discharged from the hospital after ten days. I was waiting for the call from the hospital. I didn't have a phone at the time. A lady from the store called me to pick Marie up. I prepared to bring Marie home. I asked Rita to finish cooking and make coffee. I went to the hospital to pick Marie up. I had all her clothes ready to bring her home. At the hospital, they delayed me from seeing her. I prayed for another woman at the hospital. A nurse asked if Marie ever had a fainting spell. I realized they were worried about my daughter. I went into the room to see Marie. Marie was in bed with beads of sweat on her face. I blamed them for harming my daughter. The doctors were trying to help her. I was hysterical and pulled my hair out. Marie was only eighteen. Marie passed away as I turned my back. We were all ready for her to come home. My husband was waiting at home for us. They kept calling us to pick Marie up. Rita came to the hospital to find us. I was hysterical in the hospital hallway. I told Rita Marie had died. Rita collapsed on the marble floor. Marie collapsed from a blood clot. My husband and son had heart attacks from shock."
summary_gpt4o_44_1.json,1581,0.5108,"My daughter died twenty-eight years ago. She died on the thirtieth of this month. She was at Methodist Hospital. She had surgery for appendicitis. They operated late on a Saturday. Sunday morning, Victoria visited her. She was still under ether. Victoria questioned the chair there. Nurse said they needed her out of bed. Victoria protested she was under ether. Nurse followed doctor's orders. They tried to get her up. She passed out and went back to bed. I blame them for her blood clot. She was supposed to come home after ten days. I waited for a call from the hospital. A lady at the store called me. She had been discharged, I went to get her. I told Rita to finish cooking. I offered Marie coffee every morning. She saw me from the hospital window. She was saying goodbye to everyone. I paid extra for her board and girdle. At the hospital, I sat waiting. I prayed for another patient. I got cold sweats while praying. A nurse asked about fainting spells. I realized they were running for Marie. I found Marie sweating and dying. I accused them of killing her. Dr. Schwartz did the operation. Marie passed away while I turned away. My husband was waiting for her at home. The hospital kept trying to reach me. Rita thought I was sick with worry. Rita and my son-in-law arrived. I was hysterical and refused a shot. I informed Rita about Marie's passing. Rita dropped to the floor in shock. Rita suffers leg pain since Marie's death. Marie mentioned leg pain before collapsing. It was later determined Marie had a blood clot. I refused an autopsy and threatened the hospital."
summary_gpt4o_38_3.json,1604,0.5203,"My daughter died twenty-eight years ago. She died at Methodist Hospital. She had an operation for appendicitis. They operated late Saturday afternoon. Victoria visited the hospital Sunday morning. Marie was still under ether. The nurse insisted on getting Marie out of bed. Victoria questioned the nurse's decision. Victoria believed they caused a blood clot. I waited for a call from the hospital. The store lady called about Marie's discharge. I prepared for Marie's homecoming. Marie wanted coffee and cake. I went to the hospital to get Marie. I was praying for another patient at the hospital. The nurse's aide mentioned Marie's cold sweat. The nurse asked if Marie fainted before. I was hysterical when Marie passed away. Marie was only eighteen years old. My husband was waiting for Marie at home. The hospital kept calling about Marie's discharge. Rita suspected I was upset about Marie. Rita and my son-in-law came to the hospital. They restrained me from going hysterical. I informed Rita about Marie's death. Rita fainted on the marble floor. Rita suffers pain possibly linked to the trauma. Marie mentioned a leg pain before collapsing. They diagnosed Marie's death as due to a blood clot. I refused to let them touch Marie's body. I screamed as they brought me home. My husband was shocked by Marie's death. My husband had a heart attack from the shock. My son, Michael, also had a heart attack. My sisters were waiting for Marie's homecoming. James delivered the tragic news to my sisters. Marie's death shocked the entire neighborhood. Annie often mentions seeing Marie at the store steps."
summary_gpt4o_38_2.json,1618,0.5194,"My daughter died at Methodist Hospital. It'll be twenty-eight years since her death. She had an operation for appendicitis. The operation was late Saturday afternoon. Victoria visited her the next morning. Marie was still under ether during the visit. The nurse said they needed to get her out of bed. They tried to move Marie, and she passed out. I blame them for the blood clot from moving her. Marie was discharged after ten days. I prepared to pick her up from the hospital. I told Rita to finish cooking and make coffee. Marie had wished for coffee after the hospital. I kept the first cup of coffee for her memory. I went to the hospital with her clothes. Marie was saying goodbye at the hospital. The nurse asked me to sit down for a while. I prayed for another woman in the hospital. A nurse told me Marie was in a cold sweat. The nurse brought me to Marie's room. I accused the staff of killing Marie. The doctor rushed into Marie's room. The doctor said they didn't know what happened. I was hysterical and blamed them for her death. Marie was only eighteen years old. Marie had a pain in her leg before collapsing. Doctors later said it was a blood clot. I refused to let anyone touch Marie's body. I was taken home, screaming in disbelief. My husband Mike was shocked by Marie's death. Mike had a heart attack upon hearing the news. My son Michael also had a heart attack. Two sisters waited for Marie's return call. I informed my family about Marie's death. My brother-in-law was an undertaker. My son James told my sisters the news. The neighborhood remembered Marie fondly. Marie was quiet and pleasant."
summary_gpt4o_30_3.json,1623,0.5152,"My daughter passed away nearly twenty-eight years ago. She died after an operation for appendicitis at Methodist Hospital. Victoria, my oldest daughter, visited her the next day under ether. The nurse insisted on getting her out of bed despite her condition. A sudden blood clot led to my daughter collapsing. I was informed to pick Marie up ten days post-operation. I prepared everything for her homecoming, including coffee. Marie was saying goodbye to friends when I arrived. The hospital called to inform me of a $10 board charge. A nurse asked me to sit and wait upon my arrival. I prayed for another mother's health while waiting. A nurse asked if Marie ever experienced fainting. I rushed to Marie's room to find her sweating profusely. I accused the hospital staff of harming my daughter. Marie died just as I turned away from her. I was distraught and went hysterical in the hospital. My husband was waiting for our daughter at home. The hospital was unaware of what had occurred initially. Rita assumed I was overly upset, needing help. Rita and my son-in-law arrived to my distressed state. A nurse tried to calm me, but I refused assistance. Marie complained of leg pain before passing. Doctors identified a blood clot as the cause of death. I threatened the hospital not to touch my daughter. Screaming loudly left me disheveled and in distress. Sharing the news with my husband led to a heart attack. My son Michael also suffered a heart attack later. My sisters had waited for Marie to come home. My son James had to deliver the heartbreaking news. Marie's quiet, pleasant nature was remembered by neighbors."
summary_gpt4o_36_3.json,1649,0.5077,"My daughter died twenty-eight years ago. She died at Methodist Hospital after an appendicitis operation. They operated on her late Saturday afternoon. Sunday morning, Victoria visited her at the hospital. Victoria found her still under ether. The nurse insisted on getting her out of bed. Victoria argued she was too sick. She passed out when they tried to get her up. I blame them for the blood clot from moving her. She was about to be discharged after ten days. A woman from the store notified me of her discharge. I prepared her clothes and coffee for her return. I went to the hospital to pick her up. She was saying goodbye to everyone at the hospital. I was informed it would cost ten dollars more for her stay. At the hospital, a nurse asked me to sit. I prayed for another woman in the hospital. A nurse asked about my daughter's fainting spells. I realized my daughter was in danger. I was taken to her room and saw her in distress. I accused them of killing my daughter. Dr. Montique tried to explain. My daughter passed away before she could go home. My husband waited at home unaware of the situation. The hospital kept calling us about her discharge. Rita and my son-in-law came to the hospital. I was in the hospital office, hysterical. They tried to give me a sedative; I refused. Rita fainted upon hearing the news. Rita has suffered years of leg pain since. Marie complained of leg pain before collapsing. They claimed she died from a blood clot. I wouldn't let them touch her after she died. The neighborhood responded to my screams. My husband had a heart attack from the shock. My son Michael also had a heart attack that night."
